model,scenario,region,variable,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,pathway,world,Concentration|C6F14,PPM,0.0,2.276288601505849e-08,4.658805205689459e-08,7.346606621804893e-08,1.0507291643324503e-07,1.3333708282260664e-07,1.56459313356529e-07,1.791944345190943e-07,1.9856456458641034e-07,2.1125387449998874e-07,2.189528603844803e-07,2.250369782842147e-07,2.3041160487975338e-07,2.3496931632021472e-07,2.395851326287259e-07,2.4461345299658746e-07,2.4981914654935547e-07,2.545758832790609e-07,2.583101798772384e-07,2.612632551097754e-07,2.642671496991083e-07,2.673563549592663e-07,2.702868113307712e-07,2.731391377606523e-07,2.7595746808786497e-07,2.787453980614638e-07,2.8147088626450343e-07,2.8415039913834677e-07,2.8684349434631293e-07,2.895547035188896e-07,2.922650382489089e-07,2.9497218008067514e-07,2.9765756971763723e-07,3.003018406249498e-07,3.028985233736916e-07,3.054407334894688e-07,3.0792122586919934e-07,3.1033247794033414e-07,3.126668041998413e-07,3.1491650234938175e-07,3.1707402787641754e-07,3.191321898811706e-07,3.210843567623372e-07,3.2292465684207906e-07,3.246481570251543e-07,3.2625100289912757e-07,3.2773050663184573e-07,3.290851743450813e-07,3.3031467146121945e-07,3.314197315456476e-07,3.3240202006480957e-07,3.3326396824082613e-07,3.3400859337668417e-07,3.346393208342967e-07,3.3515981991420777e-07,3.355738620574154e-07,3.3588520586955714e-07,3.360975100492641e-07,3.362142727113234e-07,3.362387939147054e-07,3.3617415734830695e-07
PD22,pathway,world,Concentration|HFC23,PPM,0.0,7.894724191077208e-07,1.5820453358789022e-06,2.4127808558408734e-06,3.2436227142715877e-06,4.121724858060233e-06,4.955314518802309e-06,5.71898751286618e-06,6.548851991985573e-06,7.40766837166455e-06,8.249903180587379e-06,9.064781620514502e-06,9.814311974935497e-06,1.0541325095458897e-05,1.1353777058385514e-05,1.2344280368893912e-05,1.3486402175698298e-05,1.4548609562092427e-05,1.5390913156840823e-05,1.6175458327650097e-05,1.7055624766555614e-05,1.801422085523312e-05,1.9027263010966555e-05,2.007974165659838e-05,2.1216549694293998e-05,2.221478061654903e-05,2.299370084415742e-05,2.3788339233827427e-05,2.4617738093301723e-05,2.546257600198864e-05,2.6303616892772727e-05,2.7136906155218558e-05,2.7954005306838265e-05,2.8749684395307298e-05,2.9522401306818606e-05,3.0270553412255536e-05,3.0992490253352445e-05,3.168653110481057e-05,3.235098771565148e-05,3.298419210234378e-05,3.358452868862579e-05,3.415046941286766e-05,3.468060974982476e-05,3.517370305430766e-05,3.562869037614781e-05,3.60447230361082e-05,3.642117583453053e-05,3.675764972864351e-05,3.705396399922962e-05,3.731013910821426e-05,3.752637240092444e-05,3.77030093687731e-05,3.784051330119292e-05,3.793943586638907e-05,3.8000390591017024e-05,3.802403051100121e-05,3.8011030578016186e-05,3.796207482697914e-05,3.787784788897711e-05,3.775903017883988e-05,3.760629597597478e-05
PD22,pathway,world,Concentration|HFC32,PPM,0.0,1.4261656040055476e-07,2.5569553135338636e-07,4.93513969379457e-07,9.003694149814551e-07,1.5238861632322037e-06,2.323997385063389e-06,3.280574842946197e-06,3.6362012829832056e-06,3.424858048989563e-06,3.4107061804491026e-06,3.497036929158726e-06,3.716410576695518e-06,4.110336618187235e-06,4.69745636782527e-06,5.298870118740265e-06,5.5977531856758195e-06,5.927285397268242e-06,6.412900459271607e-06,6.894677547017555e-06,7.655670008799164e-06,8.7385605955718e-06,1.0033347287784229e-05,1.1562458669513925e-05,1.3355580947973613e-05,1.538892553208815e-05,1.7638571416002002e-05,2.012730885550801e-05,2.2864352365790612e-05,2.5471816651473202e-05,2.7623112796671407e-05,2.9377873695471182e-05,3.075314418981303e-05,3.177704917635656e-05,3.2498507302302176e-05,3.2957253920436465e-05,3.318554159501752e-05,3.3209586195396125e-05,3.305080664053719e-05,3.272689431408126e-05,3.225273686267323e-05,3.1641210791087904e-05,3.090384861495513e-05,3.005138020974254e-05,2.9094145272294092e-05,2.8042374987980412e-05,2.690634586827007e-05,2.5696416225964064e-05,2.4422964102740033e-05,2.3096252584618372e-05,2.172625256652204e-05,2.0322453198612494e-05,1.889368654037368e-05,1.7447986344290028e-05,1.5992492880756468e-05,1.4533407825944318e-05,1.307599664741923e-05,1.1624631291955596e-05,1.0182863437783931e-05,8.753517862963294e-06,7.338796136587931e-06
PD22,pathway,world,Concentration|HFC43-10,PPM,0.0,9.656099218052698e-09,1.975214321237173e-08,4.2869087859726745e-08,7.470839263629563e-08,1.1696476255692736e-07,1.7789243985281174e-07,2.58866505083911e-07,3.122777040831583e-07,3.340310061087456e-07,3.675289513706386e-07,4.069594049372011e-07,4.535945491677476e-07,5.145244106123036e-07,5.903833131389503e-07,6.832937223473618e-07,8.000680063726472e-07,9.447461035441936e-07,1.1013887469091111e-06,1.2651818861836777e-06,1.4501999258655852e-06,1.6602247381429056e-06,1.8895015937743326e-06,2.135540095166028e-06,2.399138076083379e-06,2.6680781340269556e-06,2.9420847655149455e-06,3.227157417724517e-06,3.5188373122571235e-06,3.8047006344230054e-06,4.073348642027943e-06,4.324633707369252e-06,4.556149295156183e-06,4.7663302900186525e-06,4.955459442480799e-06,5.123752672707902e-06,5.271370264752062e-06,5.398430656356318e-06,5.50502693227236e-06,5.5912458472713435e-06,5.657188837374681e-06,5.702994059894659e-06,5.728858099311679e-06,5.735055674347468e-06,5.721955574390762e-06,5.690031211055528e-06,5.639864612649551e-06,5.572143366538866e-06,5.4876508123369055e-06,5.387250555106125e-06,5.271866954838242e-06,5.142463555724866e-06,5.000021416990714e-06,4.845519038153797e-06,4.679915126136138e-06,4.504134937040978e-06,4.319060436637699e-06,4.12552412554117e-06,3.9243060979121285e-06,3.7161337470381876e-06,3.501683478934034e-06
PD22,pathway,world,Concentration|HFC125,PPM,0.0,6.803029617815825e-08,1.3240044130435911e-07,2.62792808457714e-07,4.450025192454422e-07,7.020842201479976e-07,1.080093722539905e-06,1.590931244225061e-06,1.9433765493977966e-06,2.1212344255394117e-06,2.4074173672359953e-06,2.8153997442248793e-06,3.3717966156400314e-06,4.11445943337718e-06,5.082639584583727e-06,6.209959106041839e-06,7.473189947772627e-06,8.928791166785348e-06,1.0514794231133299e-05,1.2218899710561946e-05,1.4093495556382273e-05,1.6190183172820837e-05,1.85432098649606e-05,2.1175890419441928e-05,2.4055164841753683e-05,2.70660602536196e-05,3.0207804069873882e-05,3.352568357638153e-05,3.70053787951072e-05,4.050080035659833e-05,4.387444276472506e-05,4.713457766413844e-05,5.0267750113495154e-05,5.325136441657978e-05,5.607913248879107e-05,5.874433521662887e-05,6.123990386798077e-05,6.355853508526958e-05,6.569284209104354e-05,6.763554178999119e-05,6.937967339079088e-05,7.091883931703757e-05,7.224745419326529e-05,7.33609835440112e-05,7.425615161871631e-05,7.493109836878841e-05,7.538546946477025e-05,7.562043001377942e-05,7.563860121704784e-05,7.544392797786538e-05,7.504149275173861e-05,7.443729545697373e-05,7.363802050045217e-05,7.265081016954254e-05,7.148305963607149e-05,7.014224371345436e-05,6.8635780346104e-05,6.69709313598697e-05,6.515473768028397e-05,6.319398413011516e-05,6.109518792309637e-05
PD22,pathway,world,Concentration|HFC134a,PPM,0.0,6.969069209857908e-08,1.5446405330032263e-07,4.3514044714385547e-07,1.0986626771471245e-06,2.3582185401896283e-06,4.234027801799263e-06,6.604279165981918e-06,9.329863553953594e-06,1.2323886241261032e-05,1.576250992826138e-05,1.9689439341602602e-05,2.3926694261693268e-05,2.8364495062630164e-05,3.3002200816384985e-05,3.78567050257718e-05,4.281731162172156e-05,4.783559422948012e-05,5.2936954081679156e-05,5.807317258065796e-05,6.328761631449908e-05,6.852160523554503e-05,7.373781678247297e-05,7.893217817648294e-05,8.419315638560868e-05,8.97253615757356e-05,9.552620918648063e-05,0.00010154711706515321,0.00010777248286687779,0.00011387611172761667,0.00011954082695154663,0.00012481721777945134,0.00012968492633696555,0.00013408959132537316,0.00013803057571254028,0.00014150525170980761,0.00014450933827897877,0.0001470373288474636,0.000149083015544314,0.0001506401069695766,0.00015170292395472613,0.0001522671430442634,0.00015233054266099513,0.00015189369513414345,0.0001509605423100012,0.00014953879604577818,0.000147640118562235,0.00014528006007249704,0.0001424777586055332,0.00013925543427313657,0.00013563773209950355,0.00013165098010359992,0.00012732243117414947,0.0001226795495012257,0.00011774938785636774,0.00011255808451935183,0.00010713049151635129,0.00010148993147780818,9.565807007617887e-05,8.965488485031324e-05,8.349870873533459e-05
PD22,pathway,world,Concentration|HFC143a,PPM,0.0,9.68162197756017e-08,2.5867898930257983e-07,3.666131704987608e-07,3.8836405783921136e-07,4.1894151893766914e-07,4.732975020989663e-07,5.630008982673455e-07,6.982218772859041e-07,8.938078041977326e-07,1.162652795879497e-06,1.509934302085936e-06,1.9448480470910297e-06,2.490602501002842e-06,3.1759138687106592e-06,3.9190292471608795e-06,4.691345647932997e-06,5.566711104930297e-06,6.545044421199256e-06,7.616425429121516e-06,8.785607125140751e-06,1.007244613036572e-05,1.14445072299645e-05,1.2867574296695537e-05,1.4338110885479681e-05,1.5816018849743736e-05,1.7318243056570868e-05,1.8889759983802295e-05,2.0529210719215e-05,2.21844249946562e-05,2.3804867153414383e-05,2.5394763483756415e-05,2.6948015465284195e-05,2.8452640064761502e-05,2.990446064785932e-05,3.129906987507921e-05,3.263186409492774e-05,3.389809484425855e-05,3.509293912919045e-05,3.621158875339591e-05,3.724935696842899e-05,3.820179828547849e-05,3.906483472538639e-05,3.983487956710872e-05,4.0508948331965614e-05,4.10847467905556e-05,4.156072744225582e-05,4.1936109071028433e-05,4.2210858118841336e-05,4.238563496217184e-05,4.2461711896419044e-05,4.2440872078086814e-05,4.2325299541681246e-05,4.211746977654688e-05,4.18200485948343e-05,4.1435804664610367e-05,4.096753862734555e-05,4.041802955031375e-05,3.978999780051897e-05,3.9086082332895836e-05,3.8308829815946134e-05
PD22,pathway,world,Concentration|HFC227ea,PPM,0.0,3.9912673559946575e-08,7.265205575758714e-08,1.0235215969616442e-07,1.3487329275807773e-07,1.5524117681386884e-07,1.6119050662674026e-07,1.6815634765808772e-07,1.780263571309404e-07,1.9377339967028757e-07,2.1571110045856681e-07,2.4523432931793023e-07,2.836935488394032e-07,3.3161863944345e-07,3.891264544518173e-07,4.5383760230528786e-07,5.237919891027733e-07,6.01896975902966e-07,6.89644633283245e-07,7.859939590589111e-07,8.896231006957257e-07,9.99279447266162e-07,1.1097778604096756e-06,1.220848165006189e-06,1.3396561620901405e-06,1.4687397506268611e-06,1.609275964736987e-06,1.7627328151576436e-06,1.929512339452733e-06,2.1004828774867493e-06,2.2671142976861818e-06,2.4299488711764786e-06,2.5885148301202326e-06,2.741650359904987e-06,2.888936282622628e-06,3.0299306176844894e-06,3.1641721268522537e-06,3.291185571962739e-06,3.410488850960989e-06,3.5216020368449874e-06,3.6240581444104285e-06,3.71741520547813e-06,3.8012689762366115e-06,3.87526537793046e-06,3.939111639468395e-06,3.9925851158340285e-06,4.035538923879485e-06,4.067903854976343e-06,4.089686441139308e-06,4.100963489306402e-06,4.101873773520755e-06,4.092607821112676e-06,4.073396815809633e-06,4.044501575903402e-06,4.0062023872234805e-06,3.958790231277419e-06,3.902559699782805e-06,3.837803666873029e-06,3.7648096217211804e-06,3.6838574538193813e-06,3.5952184260049514e-06
PD22,pathway,world,Concentration|HFC245fa,PPM,0.0,4.298355649184558e-08,7.861309514167492e-08,1.0745329982993421e-07,1.3679648521503386e-07,1.7003760248628025e-07,2.0706644457573415e-07,2.489580702863556e-07,2.739349377551474e-07,2.630125505610115e-07,2.3829867879708284e-07,2.1876682549267668e-07,2.0366416021360642e-07,2.116695133255729e-07,2.5055154893795133e-07,3.0719709222835747e-07,3.919313315360129e-07,5.136341512415977e-07,6.667673173187386e-07,8.479017297857295e-07,1.0546926546992148e-06,1.2724546367952118e-06,1.487920663414633e-06,1.7021074627391592e-06,1.915593463592625e-06,2.1277698210589665e-06,2.3391760551310564e-06,2.5501992631352264e-06,2.7600676803378307e-06,2.956576071848876e-06,3.1291516035236967e-06,3.2825832622678545e-06,3.4184088088000717e-06,3.535390225427055e-06,3.6343423837265207e-06,3.7158805921986264e-06,3.7804530510087877e-06,3.828374868665795e-06,3.859864129530484e-06,3.875080025102488e-06,3.874162448634893e-06,3.857271756367211e-06,3.824626722864741e-06,3.7765382055957557e-06,3.713435838899965e-06,3.6358853193900625e-06,3.5445945597423153e-06,3.4404080967031956e-06,3.3242904514015684e-06,3.1973003986071374e-06,3.060559055438366e-06,2.9152151767793076e-06,2.762410994170881e-06,2.603251429750132e-06,2.4387787146395865e-06,2.2699535293270057e-06,2.0976429278261066e-06,1.922614620560711e-06,1.7455367243084429e-06,1.566981840339463e-06,1.3874342590609575e-06
PD22,pathway,world,Concentration|SF6,PPM,0.0,2.0727752538559442e-07,4.1951103940573544e-07,6.334040566371057e-07,8.453261324248967e-07,1.058839294028586e-06,1.272760613126285e-06,1.4750478304239833e-06,1.6648041068783242e-06,1.8505726834715477e-06,2.0343412127263254e-06,2.2154715775431526e-06,2.4362953071251126e-06,2.7022898909269762e-06,2.9772918971663755e-06,3.2503228449979656e-06,3.5073345808833088e-06,3.759445881783887e-06,4.020295147505944e-06,4.284240427216436e-06,4.542351441475892e-06,4.79901882963059e-06,5.066142662801418e-06,5.345026060578234e-06,5.631120865177872e-06,5.922846883933111e-06,6.221458760784385e-06,6.528909681587278e-06,6.850971300159032e-06,7.182138184074948e-06,7.513201594508214e-06,7.843719298855454e-06,8.171494415753459e-06,8.494446665959154e-06,8.81190748937221e-06,9.123175506089124e-06,9.427520913191784e-06,9.724191944329323e-06,1.0012423573876503e-05,1.029144847826335e-05,1.0560510031680817e-05,1.0818876829774209e-05,1.1065857940949552e-05,1.130081783574161e-05,1.1523189802931577e-05,1.1732486679952984e-05,1.1928307929317695e-05,1.2110342464829948e-05,1.2278367110250161e-05,1.2432241068404504e-05,1.257189719591025e-05,1.2697331145715912e-05,1.2808589525108048e-05,1.2905758132977125e-05,1.2988951132253983e-05,1.3058301741735637e-05,1.3113954753362231e-05,1.3156060938930454e-05,1.3184773227594918e-05,1.3200244418273573e-05,1.3202626132899994e-05
PD22,pathway,world,Concentration|CFC11,PPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,world,Concentration|CFC12,PPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,world,Concentration|CFC113,PPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,world,Concentration|CFC114,PPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,world,Concentration|CFC115,PPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,world,Concentration|CCl4,PPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,world,Concentration|Methyl chloroform,PPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,world,Concentration|HCFC22,PPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
