model,scenario,region,sector,product_category,product_long,product_short,flow_category,flow_long,flow_short,unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
PD22,baseline,slovenia,Commercial,Electricity and Heat,Electricity,ELECTR,Final consumption,Commercial and public services,COMMPUB,TJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD22,baseline,slovenia,Commercial,Electricity and Heat,Geothermal,GEOTHERM,Final consumption,Commercial and public services,COMMPUB,TJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD22,baseline,slovenia,Commercial,Electricity and Heat,Heat – High Temperature,HHEAT,Final consumption,Commercial and public services,COMMPUB,TJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD22,baseline,slovenia,Commercial,Electricity and Heat,Heat – Low Temperature,LHEAT,Final consumption,Commercial and public services,COMMPUB,TJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD22,baseline,slovenia,Electric Power,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Losses,DISTLOSS,TJ,3535.19995,2966.3990000000003,3150.0009,3052.8005000000003,2955.60015,3110.3994000000002,3153.5991,3215.8417,3166.89985,3090.0505000000003,3055.52,3077.8789829573298,3100.2379659146495,3122.596948871979,3144.955931829308,3167.3149147866284,3194.6061236447963,3221.8973325029647,3249.188541361132,3276.4797502193105,3303.770959077479,3355.0493529696823,3406.3277468618967,3457.606140754111,3508.884534646315,3560.1629285385293,3599.0028247742016,3637.842721009874,3676.682617245545,3715.5225134812067,3754.362409716879,3793.223160445603,3832.0839111743176,3870.944661903032,3909.805412631756,3948.6661633604704,3992.3937694315177,4036.1213755025738,4079.8489815736307,4123.576587644678,4167.304193715724,4203.0678546811405,4244.362033081032,4285.656211480913,4326.950389880793,4368.244568280684,4409.538746680565,4450.832925080455,4492.127103480337,4533.421281880227,4574.715460280107,4616.009638679989,4657.30381707988,4698.59799547976,4739.892173879651,4781.186352279531,4822.4805306794115,4863.774709079302,4905.068887479182,4946.363065879073,4987.657244278954,5028.951422678845,5070.2456010787255,5111.539779478606,5152.833957878496,5194.1281362783775,5235.422314678269,5276.716493078149,5318.01067147803,5359.304849877922,5400.599028277803,5441.893206677693,5483.187385077574,5524.481563477464,5565.775741877344,5607.069920277225,5648.364098677115,5689.6582770769965,5730.952455476887,5772.246633876767,5813.540812276648,5854.834990676538,5896.129169076418,5937.423347476309,5978.71752587619,6020.011704276069,6061.305882675959,6102.600061075839,6143.89423947573,6185.18841787561,6226.482596275501
PD22,baseline,slovenia,Electric Power,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,"Own use in electricity, CHP and heat plants",EPOWERPLT,TJ,3708.0,3808.8,3711.6,3549.6,3423.6,3286.8,3434.4,3345.66,3185.87,3150.76,3243.69,3267.425930194815,3291.161860389619,3314.8977905844336,3338.633720779248,3362.3696509740525,3391.3415514234525,3420.313451872853,3449.285352322252,3478.257252771663,3507.2291532210634,3561.6654565292406,3616.101759837429,3670.538063145618,3724.9743664537955,3779.410669761984,3820.642467629675,3861.874265497366,3903.106063365056,3944.337861232736,3985.569659100427,4026.823595756464,4068.077532412491,4109.331469068517,4150.585405724555,4191.839342380582,4238.259852976682,4284.680363572791,4331.100874168901,4377.521384765001,4423.9418953611,4461.908012237085,4505.745235863159,4549.582459489223,4593.419683115286,4637.25690674136,4681.0941303674235,4724.931353993497,4768.768577619561,4812.605801245635,4856.443024871698,4900.280248497762,4944.117472123836,4987.954695749899,5031.791919375973,5075.629143002036,5119.4663666280985,5163.303590254172,5207.140813880235,5250.978037506309,5294.815261132373,5338.652484758447,5382.48970838451,5426.326932010573,5470.164155636647,5514.0013792627105,5557.838602888784,5601.675826514847,5645.513050140911,5689.350273766985,5733.187497393049,5777.024721019123,5820.861944645186,5864.699168271259,5908.536391897322,5952.373615523385,5996.2108391494585,6040.048062775522,6083.885286401596,6127.722510027659,6171.559733653722,6215.396957279796,6259.234180905859,6303.071404531933,6346.908628157997,6390.745851784059,6434.583075410132,6478.420299036195,6522.2575226622685,6566.094746288331,6609.931969914405
PD22,baseline,slovenia,Electric Power,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Pumped storage plants,EPUMPST,TJ,216.0,176.4,226.8,352.8,320.4,349.2,338.4,333.81,229.55,247.06,360.81,363.4502526053942,366.0905052107872,368.7307578161814,371.3710104215756,374.01126302696866,377.23393578581675,380.4566085446649,383.67928130351294,386.9019540623623,390.1246268212104,396.17981785260474,402.2350088840003,408.29019991539593,414.3453909467903,420.4005819781859,424.98697740704677,429.5733728359076,434.1597682647683,438.7461636936279,443.33255912248876,447.9214171467959,452.5102751711019,457.0991331954079,461.68799121971506,466.27684924402104,471.4404081624685,476.60396708091696,481.76752599936555,486.931084917813,492.09464383626033,496.31778310974954,501.1939915811275,506.0702000525042,510.94640852388085,515.8226169952587,520.6988254666354,525.5750339380132,530.4512424093899,535.3274508807677,540.2036593521444,545.0798678235212,549.9560762948992,554.8322847662758,559.7084932376537,564.5847017090304,569.460910180407,574.3371186517849,579.2133271231615,584.0895355945395,588.9657440659162,593.8419525372941,598.7181610086708,603.5943694800475,608.4705779514253,613.3467864228021,618.22299489418,623.0992033655567,627.9754118369335,632.8516203083115,637.7278287796883,642.6040372510661,647.4802457224428,652.3564541938206,657.2326626651973,662.108871136574,666.9850796079518,671.8612880793286,676.7374965507064,681.6137050220831,686.4899134934598,691.3661219648377,696.2423304362144,701.1185389075923,705.9947473789691,710.8709558503457,715.7471643217235,720.6233727931002,725.499581264478,730.3757897358547,735.2519982072326
PD22,baseline,slovenia,Electric Power,Electricity and Heat,Electricity,ELECTR,Transformation processes,Autoproducer electricity plants,AUTOELEC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,slovenia,Electric Power,Electricity and Heat,Electricity,ELECTR,Transformation processes,Main activity producer electricity plants,MAINELEC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,slovenia,Electric Power,Electricity and Heat,Hydro,HYDRO,Electricity output,Electricity output -autoproducer electricity plants,ELAUTOE,TJ,597.6,450.0,453.6,597.6,820.8000000000001,554.4,817.2,681.2316,796.7232,765.6498,784.044,789.7812972305194,795.5185944610362,801.2558916915555,806.9931889220748,812.7304861525917,819.7333886235273,826.7362910944631,833.7391935653986,840.742096036337,847.7449985072728,860.9029935656652,874.0609886240602,887.2189836824552,900.3769787408477,913.5349737992427,923.5012602592238,933.4675467192048,943.4338331791856,953.4001196391641,963.3664060991451,973.3380438054444,983.3096815117414,993.2813192180381,1003.2529569243376,1013.2245946306344,1024.445063544066,1035.6655324574997,1046.8860013709336,1058.106470284365,1069.3269391977963,1078.5038661359176,1089.0999194457843,1099.6959727556484,1110.2920260655123,1120.888079375379,1131.4841326852431,1142.0801859951098,1152.676239304974,1163.2722926148406,1173.8683459247047,1184.4643992345689,1195.0604525444355,1205.6565058542997,1216.2525591641663,1226.8486124740302,1237.4446657838942,1248.0407190937608,1258.636772403625,1269.2328257134916,1279.8288790233557,1290.4249323332226,1301.0209856430868,1311.6170389529507,1322.2130922628173,1332.8091455726815,1343.4051988825483,1354.0012521924125,1364.5973055022766,1375.1933588121433,1385.7894121220077,1396.3854654318743,1406.9815187417382,1417.5775720516049,1428.173625361469,1438.7696786713332,1449.3657319811998,1459.961785291064,1470.5578386009306,1481.1538919107948,1491.749945220659,1502.3459985305255,1512.9420518403897,1523.5381051502563,1534.1341584601205,1544.7302117699844,1555.3262650798508,1565.922318389715,1576.5183716995816,1587.1144250094455,1597.7104783193122
