model,scenario,region,variable,gas,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
PD22,baseline,world,Radiative forcing,All,W/m2,1.48920629327043,0.602592938596808,0.050660377916966,0.835134354779409,1.42788735055137,1.6601415266069,1.76736443409432,1.83892962795489,1.91567034664513,1.98547811716526,2.03778055501043,2.06484958906763,2.08934573079374,2.11539108706765,2.14295993888862,2.12386094123076,2.04967892808329,2.02521453148087,2.069290273384,2.11402636902778,2.15948900943732,2.20815733587996,2.2551476276713,2.30032333815626,2.34367678388143,2.38582734893548,2.42657923078704,2.4660573062258,2.50438590907997,2.54167717760516,2.57803030811743,2.6104402463841,2.64215320962368,2.67242640412812,2.70136328029422,2.72904027037032,2.75552190013712,2.78086652724391,2.80512866979712,2.82836020401206,2.85061085938529,2.86994481910845,2.88816676065586,2.90513636883999,2.92089702763782,2.93550504615592,2.94895847045236,2.96133676238339,2.97264325178337,2.9829004846922,2.99214363921287,2.99198678053623,2.99056177548063,2.98825039124095,2.9850665375725,2.98103871779086,2.97619479854234,2.97056203831074,2.96416604886367,2.95703006164639,2.94917540742589,2.93566302117456,2.92196029783601,2.90811384247329,2.89409400912182,2.88005818291705,2.8656434633491,2.85093026303478,2.83597332090738,2.82075405027626,2.80524538138359,2.7908179638627,2.77651704615433,2.76229008424064,2.74809057053028,2.73388449622954,2.71964863006673,2.7053567518237,2.69097806609585,2.67648614221167,2.66186164494352,2.64868632218173,2.63556506637613,2.62271807627939,2.61011212863932,2.59772838314588,2.58554894790387,2.57355328760567,2.56172241593057,2.55004144137606,2.53849711166407,2.52760577074999,2.51680272779904,2.50612423391374,2.49555963485517,2.48510005709091,2.47473733142024,2.46446990836903,2.45430069186076,2.44422563632606,2.43423562893093,2.42320853788789,2.41231591537851,2.40161605460547,2.39109681546291,2.38075008392501,2.37056725405915,2.36053857702324,2.35065442133141,2.34090669846509,2.33128941657642
PD22,pathway,world,Radiative forcing,All,W/m2,1.48920629327043,0.602592938596808,0.050660377916966,0.835134354779409,1.42788735055137,1.6601415266069,1.76736443409432,1.83892962795489,1.91567034664513,1.98547811716526,2.03778055501043,2.06484958906763,2.08934573079374,2.11539108706765,2.14295993888862,2.12386094123076,2.04967892808329,2.02521453148087,2.069290273384,2.11402636902778,2.15948900943732,2.20815733587996,2.2551476276713,2.30032333815626,2.34367678388143,2.38582734893548,2.42657923078704,2.4660573062258,2.50438590907997,2.54167717760516,2.57803030811743,2.6104402463841,2.64215320962368,2.67242640412812,2.70136328029422,2.72904027037032,2.75552190013712,2.78086652724391,2.80512866979712,2.82836020401206,2.85061085938529,2.86994481910845,2.88816676065586,2.90513636883999,2.92089702763782,2.93550504615592,2.94895847045236,2.96133676238339,2.97264325178337,2.9829004846922,2.99214363921287,2.99198678053623,2.99056177548063,2.98825039124095,2.9850665375725,2.98103871779086,2.97619479854234,2.97056203831074,2.96416604886367,2.95703006164639,2.94917540742589,2.93566302117456,2.92196029783601,2.90811384247329,2.89409400912182,2.88005818291705,2.8656434633491,2.85093026303478,2.83597332090738,2.82075405027626,2.80524538138359,2.7908179638627,2.77651704615433,2.76229008424064,2.74809057053028,2.73388449622954,2.71964863006673,2.7053567518237,2.69097806609585,2.67648614221167,2.66186164494352,2.64868632218173,2.63556506637613,2.62271807627939,2.61011212863932,2.59772838314588,2.58554894790387,2.57355328760567,2.56172241593057,2.55004144137606,2.53849711166407,2.52760577074999,2.51680272779904,2.50612423391374,2.49555963485517,2.48510005709091,2.47473733142024,2.46446990836903,2.45430069186076,2.44422563632606,2.43423562893093,2.42320853788789,2.41231591537851,2.40161605460547,2.39109681546291,2.38075008392501,2.37056725405915,2.36053857702324,2.35065442133141,2.34090669846509,2.33128941657642
PD22,pathway,world,CO2,CO2e,W/m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253240014785054,0.3212408938104566,0.38562099922978516,0.446272824709784,0.5037875460526227,0.5585219112270807,0.6106799261039815,0.6603391312523172,0.7074989259940474,0.7519461492308364,0.7933581142669454,0.8312889207448046,0.8651988787082745,0.8945651367427903,0.9189359417649486,0.9378678246704939,0.9510823371543214,0.9587695100882281,0.9621497816256229,0.9623062361519592,0.9601759314352986,0.9560092631603326,0.9508320164319748,0.9453482543351978,0.939571376731558,0.9335858291434497,0.9274097189175043,0.9210796647509211,0.9146229417954012,0.9080776783457922,0.9014785281352109,0.8948659068386177,0.8882620776783801,0.8816877316703425,0.8751589353606319,0.8686911254657429,0.8622967283691374,0.8559853014964496,0.8497677584451722,0.8436533753649038,0.8376511729038204,0.8317699682115448,0.8260179367718253,0.8204026219139153,0.8149308498176141,0.8096083943715257,0.8044402325746297,0.7995099371212797,0.7947149032392691,0.790068201980764,0.7855768955367285,0.7812451750832503,0.777075445526323,0.7730690262823109,0.7692265789442674,0.7655485282280561,0.7620344689202838,0.7586836842307462,0.7554951035475072,0.7524673868993157,0.7495995826977941,0.7468905905231464,0.7443383330946021,0.7419406523254167,0.7396948442910412,0.7376004028033922,0.735655454708625,0.73385585910714,0.7321974639997831,0.7306758121652137,0.7292861739973573,0.7280247522314253,0.7268865742073661,0.7258668986638289,0.724960811250533,0.7241636568278979,0.7234698442116155,0.722876409712919
PD22,pathway,world,CO2,CO2e,W/m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2531177561838691,0.3209516642296096,0.38508560051252433,0.445413882073923,0.5025332470368197,0.5568077903403027,0.6084498627225186,0.6575456785215258,0.7041032753204338,0.747918535443429,0.7886784501716048,0.8259476581977404,0.8591981059700989,0.8879193746382147,0.9116724051530823,0.9300266142997969,0.9427158575548831,0.9499394884880228,0.9529196067762246,0.9527356870365798,0.950320080369661,0.9459206964795015,0.9405583379402385,0.9349289242341107,0.9290409209096268,0.9229759345237691,0.9167489430297339,0.9103931801597351,0.9039323841126827,0.8974012128266265,0.890831040390114,0.8842592631614085,0.8777054818299475,0.871188098134899,0.8647211880687965,0.8583184553912188,0.8519908228407964,0.8457465629644361,0.8395954845570723,0.8335459159891444,0.8276060764061749,0.8217841078826564,0.8160876244525678,0.8105237108099143,0.8050988261768531,0.7998184605809339,0.7946873810304373,0.7897886041096882,0.7850195832098119,0.7803937769102027,0.7759182392284484,0.7715971375862535,0.7674329095402225,0.7634269602331574,0.7595800740036794,0.7558928211840447,0.7523649593267886,0.7489959475115651,0.7457848993279558,0.7427306646758473,0.7398324820890844,0.737089439587509,0.7344996520254661,0.7320611560067848,0.7297714422068008,0.7276301855327872,0.7256356846116566,0.7237839815631654,0.7220711136588189,0.7204928091722078,0.7190445195621259,0.71772261836271,0.7165222987244446,0.715438983394024,0.7144679168085913,0.7136045962431113,0.7128435808700762,0.7121820428593815
PD22,pathway,world,CO2,CO2e,W/m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2531493129143301,0.32100106081731233,0.3851394920548586,0.44545113503865963,0.5025277476225413,0.5567307805275599,0.6082717372883204,0.6572372640444111,0.703636697134812,0.7472679335831481,0.7878206002327315,0.8248625842434292,0.8578697557831013,0.8863362404793341,0.9098280444559619,0.9279202268449321,0.9403526290353402,0.947330030975116,0.9500774222786381,0.9496754713131285,0.9470573315382104,0.94247261317879,0.936942170878816,0.9311602299476635,0.9251348408717596,0.9189477649456498,0.9126136576563273,0.9061650044499099,0.8996244777725461,0.89302549682737,0.8863981273707692,0.8797784509969716,0.8731848344521485,0.8666345517668347,0.8601406373581336,0.8537158331678019,0.847370180215705,0.8411111561368109,0.8349478482550088,0.8288879336160454,0.822939050711379,0.8171088257326228,0.8114044189571249,0.8058325207073369,0.8003992515402156,0.7951098156733246,0.7899687431304986,0.7850585926750749,0.7802767951869026,0.7756369408572673,0.7711459822483404,0.7668079914432104,0.7626253552789481,0.7585994671088461,0.7547311271549492,0.7510209402368936,0.747468713415809,0.7440739673928549,0.7408358862287635,0.7377533971648051,0.7348258191955365,0.7320523225876214,0.7294311090300175,0.7269603050864444,0.7246374926561693,0.7224624308075176,0.7204334983767408,0.7185468249079124,0.716798538265651,0.7151844547100293,0.7137001107450451,0.7123419585430321,0.7111052668095119,0.7099855320359935,0.7089780686447993,0.7080784394785515,0.7072812673335327,0.7065837789307933
PD22,baseline,world,CO2,CO2e,W/m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2693496752224357,0.34390210667108123,0.415660095671994,0.48449088089661835,0.5511077193436241,0.6159846076985653,0.6794724118773148,0.7418398397673555,0.8035694761629658,0.864772256493669,0.9255520177533626,0.9859972112007267,1.0461801061125047,1.106232304592712,1.166186183532965,1.2260706769796104,1.2859199272414807,1.3457552738962202,1.405642318310402,1.4655827776132382,1.5255964392109205,1.585690805616423,1.6458655137005673,1.7060591249410593,1.766280771702066,1.8265339569512264,1.8868189150079033,1.9471343399992187,2.007525667375678,2.0679168391804574,2.1283082000187057,2.188697201574881,2.2490795918158106,2.309450053090723,2.3698025559738904,2.430130428909559,2.4904265619365646,2.5506834973345502,2.610893517275649,2.6710485986742065,2.7311405815823178,2.7911615906277762,2.8511034147778003,2.9109573796563657,2.970714751300611,3.0303669570852847,3.089905319313878,3.149321416665779,3.2086066464876217,3.2677522741006233,3.3267496345121277,3.385589939017105,3.444264387489957,3.502764242035322,3.561080835666602,3.61920549484612,3.6771296078927835,3.734844630888907,3.7923420964166583,3.849613611304799,3.9066510074390144,3.9634461703559096,4.019990998873233,4.076277447855427,4.132297586057772,4.188043567805976,4.243507661449224,4.2986822453287274,4.353559817847043,4.4081329897921595,4.462397352715232,4.516346066669219,4.569971905641746,4.6232678116458965,4.676226862672185,4.728842272438699,4.781107445355958,4.833015875001743
PD22,baseline,world,CO2,CO2e,W/m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26921274335806766,0.3435750598267844,0.4150487788283159,0.4835002995080266,0.5496459835925582,0.6139646811398171,0.6768129441352249,0.738465093776038,0.7994077963306419,0.8597556554063777,0.9196158870960305,0.9790796178134451,1.0382212451367454,1.0971737603234972,1.1559707273672526,1.2146422921146438,1.2732236094635057,1.331736911440363,1.3902484101765273,1.4487604242116272,1.50729349048587,1.5658558331567909,1.6244478911201459,1.6830093903639507,1.7415507839220243,1.8000765873626172,1.8585880470582528,1.9170849243038994,1.9756135895254823,2.0340989945874837,2.092543164164612,2.1509449141136763,2.2093012828633154,2.2676082473660015,2.3258610917637097,2.384054483201338,2.442182669157723,2.500239563746513,2.5582188307804707,2.6161138396275296,2.673917823616988,2.731624303204279,2.7892264582417723,2.8467169981015177,2.904088573693088,2.9613339880730853,3.018445930448102,3.075417336856016,3.13224093949703,3.1889093290349244,3.245415145538232,3.301750889459701,3.357909027971267,3.4138820788561004,3.4696626016625034,3.5252431281981673,3.580616230911356,3.6357745212760633,3.690710665565659,3.745417374772,3.7998875591949135,3.8541141482339905,3.908090063237576,3.96180824869215,4.015261732561042,4.068443596557782,4.121347009243054,4.173965218211428,4.226291558376666,4.278319452458119,4.330045308332842,4.381463007886849,4.432566022188659,4.483347953248212,4.533802522105661,4.583923553226587,4.6337050437537135,4.683141043411346
PD22,baseline,world,CO2,CO2e,W/m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26924812146753674,0.34363108864403846,0.4151108253744337,0.48354443112701756,0.5496418350341574,0.6138778494239784,0.6766068081451383,0.7381020400619305,0.7988497674596169,0.8589646400022088,0.9185541933883118,0.9777099014596403,1.0365064904937296,1.0950771614275672,1.1534557279325461,1.2116726595177514,1.2697634198995158,1.3277505634070397,1.385700567261322,1.4436160844673063,1.50151807311625,1.55941520677706,1.6173084363849972,1.6751381795301534,1.7329156196115523,1.7906458978655215,1.8483309207288023,1.9059711621705315,1.9636136513488514,2.0211841165257716,2.078685608319191,2.136117812954851,2.193478617893894,2.250764860564689,2.3079727069891844,2.3650977195735634,2.422135049818395,2.4790795217874297,2.5359257135280524,2.592667906886353,2.649300247035783,2.7058171591143525,2.762212723540849,2.818480540780738,2.874614147001436,2.9306072234969758,2.98645332563169,3.0421462428448214,3.097679547732688,3.153046659826931,3.208241033507576,3.263255969073961,3.318084721133099,3.372720575802904,3.4271568480615486,3.481386808509312,3.5354037486950056,3.589200987730755,3.6427718771437507,3.6961097994722243,3.74920831547346,3.8020609893728055,3.8546613547245583,3.9070029555469548,3.959079391550955,4.0108843095161655,4.062411417561031,4.113654488186235,4.164607360081349,4.215263943201489,4.265621131058635,4.315673243209044,4.365414173452026,4.414837931536281,4.463938629182064,4.5127104684359685,4.561147805871881,4.609245035859136
PD22,baseline,world,Temperature change,All,C,0.64,0.58,0.43,0.47,0.53,0.66,0.51,0.7,0.84,0.63,0.62,0.76,0.81,0.83,0.77,0.86,0.83,0.81,0.73,0.84,0.92,0.77,0.83,0.86,0.93,1.12,1.18,1.1,1.02,1.14,1.18,1.01,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD22,pathway,world,Temperature change,All,C,0.64,0.58,0.43,0.47,0.53,0.66,0.51,0.7,0.84,0.63,0.62,0.76,0.81,0.83,0.77,0.86,0.83,0.81,0.73,0.84,0.92,0.77,0.83,0.86,0.93,1.12,1.18,1.1,1.02,1.14,1.18,1.01,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
