Region,Sector,Product_category,Product_long,Product,Flow_category,Flow_long,Flow,End_use
brazil,Industrial,Oil products,Naphtha,NAPHTHA,Energy industry own use and Losses,Losses,DISTLOSS,
brazil,Industrial,Oil products,Naphtha,NAPHTHA,Energy industry own use and Losses,Gas works,EGASWKS,
brazil,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brazil,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,Petrochemical plants,TPETCHEM,High Temperature Heat
brazil,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
brazil,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,For blended natural gas,TBLENDGAS,High Temperature Heat
brazil,Industrial,"Crude, NGL, refinery feedstocks",Natural gas liquids,NGL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brazil,Industrial,"Crude, NGL, refinery feedstocks",Other hydrocarbons,NONCRUDE,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brazil,Industrial,"Crude, NGL, refinery feedstocks",Other hydrocarbons,NONCRUDE,Transformation processes,Non-specified (transformation),TNONSPEC,High Temperature Heat
brazil,Industrial,"Crude, NGL, refinery feedstocks",Refinery feedstocks,REFFEEDS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brazil,Industrial,"Crude, NGL, refinery feedstocks",Refinery feedstocks,REFFEEDS,Transformation processes,Petrochemical plants,TPETCHEM,High Temperature Heat
brazil,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Losses,DISTLOSS,
brazil,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
brazil,Industrial,Oil products,Refinery gas,REFINGAS,Final consumption,Chemical and petrochemical,CHEMICAL,
brazil,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
brazil,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brazil,Industrial,Oil products,Refinery gas,REFINGAS,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
brazil,Electric Power,Biofuels and Waste,Biodiesels,BIODIESEL,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
brazil,Electric Power,Biofuels and Waste,Biodiesels,BIODIESEL,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
brazil,Electric Power,Biofuels and Waste,Biodiesels,BIODIESEL,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Biofuels and Waste,Biodiesels,BIODIESEL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Biofuels and Waste,Biodiesels,BIODIESEL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
brazil,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
brazil,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Biofuels and Waste,Industrial waste,INDWASTE,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Coal,other bituminous coal,BITCOAL,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Coal,other bituminous coal,BITCOAL,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Coal,other bituminous coal,BITCOAL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Coal,other bituminous coal,BITCOAL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Coal,Lignite,LIGNITE,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Coal,Lignite,LIGNITE,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Coal,Lignite,LIGNITE,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Coal,Lignite,LIGNITE,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Coal,Coal tar,COALTAR,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Natural gas,Natural gas,NATGAS,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Oil products,Fuel oil,RESFUEL,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Oil products,Fuel oil,RESFUEL,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Oil products,Fuel oil,RESFUEL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Oil products,Fuel oil,RESFUEL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Electricity and Heat,Heat,HEAT,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
brazil,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
brazil,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
brazil,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Electricity and Heat,Nuclear,NUCLEAR,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Electricity and Heat,Nuclear,NUCLEAR,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Coal,Blast furnace gas,BLFURGS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Coal,Coke oven gas,COKEOVGS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Coal,Other recovered gases,OGASES,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Oil products,Other oil products,ONONSPEC,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Oil products,Refinery gas,REFINGAS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brazil,Electric Power,Oil products,Refinery gas,REFINGAS,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Oil products,Refinery gas,REFINGAS,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Oil products,Refinery gas,REFINGAS,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Electricity and Heat,Hydro,HYDRO,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
brazil,Electric Power,Electricity and Heat,Hydro,HYDRO,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
brazil,Electric Power,Electricity and Heat,Hydro,HYDRO,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Electricity and Heat,Hydro,HYDRO,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Electricity and Heat,Hydro,HYDRO,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brazil,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
brazil,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
brazil,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brazil,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brazil,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brunei,Transportation,Oil products,Fuel oil,RESFUEL,Supply,International marine bunkers,MARBUNK,High Temperature Heat
brunei,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Road,ROAD,High Temperature Heat
brunei,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Supply,International marine bunkers,MARBUNK,High Temperature Heat
brunei,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Energy industry own use and Losses,Losses,DISTLOSS,High Temperature Heat
brunei,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Road,ROAD,High Temperature Heat
brunei,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Energy industry own use and Losses,Losses,DISTLOSS,High Temperature Heat
brunei,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
brunei,Transportation,Oil products,Lubricants,LUBRIC,Final consumption,Non-energy use in transport,NETRANS,High Temperature Heat
brunei,Residential,Natural gas,Natural gas,NATGAS,Final consumption,Residential,RESIDENT,Low Temperature Heat
brunei,Residential,Electricity and Heat,Electricity,ELECTR,Final consumption,Residential,RESIDENT,Electricity
brunei,Residential,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Residential,RESIDENT,Low Temperature Heat
brunei,Residential,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Residential,RESIDENT,Low Temperature Heat
brunei,Residential,Oil products,Other kerosene,OTHKERO,Final consumption,Residential,RESIDENT,Low Temperature Heat
brunei,Commercial,Electricity and Heat,Electricity,ELECTR,Final consumption,Commercial and public services,COMMPUB,Electricity
brunei,Industrial,Oil products,Bitumen,BITUMEN,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
brunei,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Losses,DISTLOSS,
brunei,Industrial,Natural gas,Natural gas,NATGAS,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
brunei,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
brunei,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Industry not elsewhere specified,INONSPEC,
brunei,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Energy industry own use,TOTENGY,
brunei,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Liquefaction (LNG)/regasification plants,ELNG,
brunei,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
brunei,Industrial,Oil products,Fuel oil,RESFUEL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,Electricity and Heat,Electricity,ELECTR,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
brunei,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Chemical and petrochemical,CHEMICAL,
brunei,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
brunei,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Industry not elsewhere specified,INONSPEC,
brunei,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Energy industry own use,TOTENGY,
brunei,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Energy industry own use and Losses,Losses,DISTLOSS,
brunei,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Agriculture/forestry,AGRICULT,
brunei,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
brunei,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Industry not elsewhere specified,INONSPEC,
brunei,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Oil products,Other oil products,ONONSPEC,
brunei,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,Oil products,Other oil products,ONONSPEC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,Oil products,Other kerosene,OTHKERO,Final consumption,Industry not elsewhere specified,INONSPEC,
brunei,Industrial,Oil products,Other kerosene,OTHKERO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,Oil products,Lubricants,LUBRIC,Final consumption,Non-energy use industry/transformation/energy,NEINTREN,
brunei,Industrial,Oil products,Lubricants,LUBRIC,Final consumption,Non-energy use,NONENUSE,
brunei,Industrial,"Crude, NGL, refinery feedstocks",Additives/blending components,ADDITIVE,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Energy industry own use and Losses,Losses,DISTLOSS,
brunei,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
brunei,Industrial,"Crude, NGL, refinery feedstocks",Natural gas liquids,NGL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,"Crude, NGL, refinery feedstocks",Refinery feedstocks,REFFEEDS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Industrial,Oil products,Refinery gas,REFINGAS,Final consumption,Chemical and petrochemical,CHEMICAL,
brunei,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
brunei,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
brunei,Electric Power,Coal,Lignite,LIGNITE,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
brunei,Electric Power,Coal,Lignite,LIGNITE,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
brunei,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
brunei,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brunei,Electric Power,Natural gas,Natural gas,NATGAS,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
brunei,Electric Power,Natural gas,Natural gas,NATGAS,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brunei,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brunei,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
brunei,Electric Power,Oil products,Other oil products,ONONSPEC,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brunei,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
brunei,Electric Power,Electricity and Heat,Solar photovoltaics,SOLARPV,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
bulgaria,Transportation,Biofuels and Waste,Biodiesels,BIODIESEL,Final consumption,Road,ROAD,High Temperature Heat
bulgaria,Transportation,Biofuels and Waste,Biogasoline,BIOGASOL,Final consumption,Road,ROAD,High Temperature Heat
bulgaria,Transportation,Biofuels and Waste,Other liquid biofuels,OBIOLIQ,Final consumption,Road,ROAD,High Temperature Heat
bulgaria,Transportation,Coal,other bituminous coal,BITCOAL,Final consumption,Rail,RAIL,High Temperature Heat
bulgaria,Transportation,Coal,BKB,BKB,Final consumption,Rail,RAIL,High Temperature Heat
bulgaria,Transportation,Coal,Lignite,LIGNITE,Final consumption,Rail,RAIL,High Temperature Heat
bulgaria,Transportation,Coal,Sub-bituminous coal,SUBCOAL,Final consumption,Rail,RAIL,High Temperature Heat
bulgaria,Transportation,Natural gas,Natural gas,NATGAS,Final consumption,Road,ROAD,High Temperature Heat
bulgaria,Transportation,Natural gas,Natural gas,NATGAS,Final consumption,Pipeline transport,PIPELINE,High Temperature Heat
bulgaria,Transportation,Oil products,Fuel oil,RESFUEL,Final consumption,Domestic navigation,DOMESNAV,High Temperature Heat
bulgaria,Transportation,Oil products,Fuel oil,RESFUEL,Final consumption,Rail,RAIL,High Temperature Heat
bulgaria,Transportation,Oil products,Fuel oil,RESFUEL,Final consumption,Road,ROAD,High Temperature Heat
bulgaria,Transportation,Oil products,Fuel oil,RESFUEL,Final consumption,Transport not elsewhere specified,TRNONSPE,High Temperature Heat
bulgaria,Transportation,Oil products,Fuel oil,RESFUEL,Final consumption,Pipeline transport,PIPELINE,High Temperature Heat
bulgaria,Transportation,Oil products,Fuel oil,RESFUEL,Supply,International marine bunkers,MARBUNK,High Temperature Heat
bulgaria,Transportation,Electricity and Heat,Electricity,ELECTR,Final consumption,Rail,RAIL,Electricity
bulgaria,Transportation,Electricity and Heat,Electricity,ELECTR,Final consumption,Road,ROAD,Electricity
bulgaria,Transportation,Electricity and Heat,Electricity,ELECTR,Final consumption,Transport not elsewhere specified,TRNONSPE,Electricity
bulgaria,Transportation,Electricity and Heat,Electricity,ELECTR,Final consumption,Pipeline transport,PIPELINE,Electricity
bulgaria,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Domestic navigation,DOMESNAV,High Temperature Heat
bulgaria,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Rail,RAIL,High Temperature Heat
bulgaria,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Road,ROAD,High Temperature Heat
bulgaria,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Transport not elsewhere specified,TRNONSPE,High Temperature Heat
bulgaria,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Supply,International marine bunkers,MARBUNK,High Temperature Heat
bulgaria,Transportation,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Road,ROAD,High Temperature Heat
bulgaria,Transportation,Oil products,Aviation gasoline,AVGAS,Energy industry own use and Losses,Losses,DISTLOSS,High Temperature Heat
bulgaria,Transportation,Oil products,Aviation gasoline,AVGAS,Final consumption,Domestic aviation,DOMESAIR,High Temperature Heat
bulgaria,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Energy industry own use and Losses,Losses,DISTLOSS,High Temperature Heat
bulgaria,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Road,ROAD,High Temperature Heat
bulgaria,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
bulgaria,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Energy industry own use and Losses,Losses,DISTLOSS,High Temperature Heat
bulgaria,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
bulgaria,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
bulgaria,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Final consumption,Domestic aviation,DOMESAIR,High Temperature Heat
bulgaria,Transportation,Oil products,Lubricants,LUBRIC,Supply,International marine bunkers,MARBUNK,High Temperature Heat
bulgaria,Transportation,Oil products,Lubricants,LUBRIC,Final consumption,Non-energy use in transport,NETRANS,High Temperature Heat
bulgaria,Residential,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Coal,Anthracite,ANTCOAL,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Coal,other bituminous coal,BITCOAL,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Coal,BKB,BKB,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Coal,Lignite,LIGNITE,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Coal,Sub-bituminous coal,SUBCOAL,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Natural gas,Natural gas,NATGAS,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Electricity and Heat,Electricity,ELECTR,Final consumption,Residential,RESIDENT,Electricity
bulgaria,Residential,Electricity and Heat,Heat,HEAT,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Oil products,Other kerosene,OTHKERO,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Residential,Electricity and Heat,Solar thermal,SOLARTH,Final consumption,Residential,RESIDENT,Low Temperature Heat
bulgaria,Commercial,Biofuels and Waste,Biogases,BIOGASES,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Coal,Anthracite,ANTCOAL,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Coal,other bituminous coal,BITCOAL,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Coal,BKB,BKB,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Coal,Lignite,LIGNITE,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Coal,Coke oven coke,OVENCOKE,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Coal,Sub-bituminous coal,SUBCOAL,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Biofuels and Waste,Charcoal,CHARCOAL,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Natural gas,Natural gas,NATGAS,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Oil products,Fuel oil,RESFUEL,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Electricity and Heat,Electricity,ELECTR,Final consumption,Commercial and public services,COMMPUB,Electricity
bulgaria,Commercial,Electricity and Heat,Heat,HEAT,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Electricity and Heat,Geothermal,GEOTHERM,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Commercial,Electricity and Heat,Solar thermal,SOLARTH,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
bulgaria,Industrial,Biofuels and Waste,Biodiesels,BIODIESEL,Final consumption,Agriculture/forestry,AGRICULT,
bulgaria,Industrial,Biofuels and Waste,Biodiesels,BIODIESEL,Final consumption,Construction,CONSTRUC,
bulgaria,Industrial,Biofuels and Waste,Biodiesels,BIODIESEL,Transformation processes,Non-specified (transformation),TNONSPEC,High Temperature Heat
bulgaria,Industrial,Biofuels and Waste,Biogases,BIOGASES,Final consumption,Agriculture/forestry,AGRICULT,
bulgaria,Industrial,Biofuels and Waste,Biogases,BIOGASES,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
bulgaria,Industrial,Biofuels and Waste,Biogases,BIOGASES,Final consumption,Food and tobacco,FOODPRO,
bulgaria,Industrial,Biofuels and Waste,Biogases,BIOGASES,Heat output,Heat output,HEATOUT,High Temperature Heat
bulgaria,Industrial,Biofuels and Waste,Biogases,BIOGASES,Heat output,Heat output -main activity producer CHP plants,HEMAINC,High Temperature Heat
bulgaria,Industrial,Biofuels and Waste,Biogases,BIOGASES,Transformation processes,Main activity producer CHP plants,MAINCHP,High Temperature Heat
bulgaria,Industrial,Biofuels and Waste,Biogases,BIOGASES,Heat output,Heat output -autoproducer CHP plants,HEAUTOC,High Temperature Heat
