Region,Sector,Product_category,Product_long,Product,Flow_category,Flow_long,Flow,End_use
mchad,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
mchad,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Final consumption,Domestic aviation,DOMESAIR,High Temperature Heat
mchad,Residential,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Residential,RESIDENT,Low Temperature Heat
mchad,Residential,Biofuels and Waste,Charcoal,CHARCOAL,Final consumption,Residential,RESIDENT,Low Temperature Heat
mchad,Residential,Electricity and Heat,Electricity,ELECTR,Final consumption,Residential,RESIDENT,Electricity
mchad,Residential,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Residential,RESIDENT,Low Temperature Heat
mchad,Residential,Oil products,Other kerosene,OTHKERO,Final consumption,Residential,RESIDENT,Low Temperature Heat
mchad,Commercial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
mchad,Commercial,Electricity and Heat,Electricity,ELECTR,Final consumption,Commercial and public services,COMMPUB,Electricity
mchad,Commercial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
mchad,Commercial,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
mchad,Commercial,Oil products,Other kerosene,OTHKERO,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
mchad,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Oil products,Other oil products,ONONSPEC,
mchad,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Transformation processes,Charcoal production plants,TCHARCOAL,High Temperature Heat
mchad,Industrial,Biofuels and Waste,Charcoal,CHARCOAL,Transformation processes,Charcoal production plants,TCHARCOAL,High Temperature Heat
mchad,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Manufacturing,MANUFACT,
mchad,Industrial,Oil products,Fuel oil,RESFUEL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Industry not elsewhere specified,INONSPEC,
mchad,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Industry not elsewhere specified,INONSPEC,
mchad,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Industrial,Oil products,Other oil products,ONONSPEC,Final consumption,Industry not elsewhere specified,INONSPEC,
mchad,Industrial,Oil products,Other oil products,ONONSPEC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Industrial,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Industry not elsewhere specified,INONSPEC,
mchad,Industrial,Oil products,Other kerosene,OTHKERO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
mchad,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mchad,Electric Power,Oil products,Fuel oil,RESFUEL,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
mchad,Electric Power,Oil products,Fuel oil,RESFUEL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
mchad,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
mchad,Electric Power,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
mexico,Transportation,Natural gas,Natural gas,NATGAS,Final consumption,Road,ROAD,High Temperature Heat
mexico,Transportation,Oil products,Fuel oil,RESFUEL,Final consumption,Domestic navigation,DOMESNAV,High Temperature Heat
mexico,Transportation,Oil products,Fuel oil,RESFUEL,Supply,International marine bunkers,MARBUNK,High Temperature Heat
mexico,Transportation,Electricity and Heat,Electricity,ELECTR,Final consumption,Rail,RAIL,Electricity
mexico,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Domestic navigation,DOMESNAV,High Temperature Heat
mexico,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Rail,RAIL,High Temperature Heat
mexico,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Road,ROAD,High Temperature Heat
mexico,Transportation,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Supply,International marine bunkers,MARBUNK,High Temperature Heat
mexico,Transportation,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Road,ROAD,High Temperature Heat
mexico,Transportation,Oil products,Aviation gasoline,AVGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Transportation,Oil products,Aviation gasoline,AVGAS,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
mexico,Transportation,Oil products,Aviation gasoline,AVGAS,Final consumption,Domestic aviation,DOMESAIR,High Temperature Heat
mexico,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Final consumption,Road,ROAD,High Temperature Heat
mexico,Transportation,Oil products,Motor gasoline excl. biofuels,NONBIOGASO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Transportation,Oil products,Kerosene type jet fuel excl. biofuels,NONBIOJETK,Supply,International aviation bunkers,AVBUNK,High Temperature Heat
mexico,Transportation,Oil products,Lubricants,LUBRIC,Supply,International marine bunkers,MARBUNK,High Temperature Heat
mexico,Residential,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Residential,RESIDENT,Low Temperature Heat
mexico,Residential,Natural gas,Natural gas,NATGAS,Final consumption,Residential,RESIDENT,Low Temperature Heat
mexico,Residential,Electricity and Heat,Electricity,ELECTR,Final consumption,Residential,RESIDENT,Electricity
mexico,Residential,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Residential,RESIDENT,Low Temperature Heat
mexico,Residential,Oil products,Other kerosene,OTHKERO,Final consumption,Residential,RESIDENT,Low Temperature Heat
mexico,Residential,Electricity and Heat,Solar thermal,SOLARTH,Final consumption,Residential,RESIDENT,Low Temperature Heat
mexico,Commercial,Natural gas,Natural gas,NATGAS,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
mexico,Commercial,Electricity and Heat,Electricity,ELECTR,Final consumption,Commercial and public services,COMMPUB,Electricity
mexico,Commercial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
mexico,Commercial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
mexico,Commercial,Electricity and Heat,Solar thermal,SOLARTH,Final consumption,Commercial and public services,COMMPUB,Low Temperature Heat
mexico,Industrial,Biofuels and Waste,Biogases,BIOGASES,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
mexico,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
mexico,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Food and tobacco,FOODPRO,
mexico,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,Manufacturing,MANUFACT,
mexico,Industrial,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Final consumption,"Paper, pulp, and print",PAPERPRO,
mexico,Industrial,Biofuels and Waste,Industrial waste,INDWASTE,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
mexico,Industrial,Coal,Anthracite,ANTCOAL,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Coal,BKB,BKB,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Coal,Coking coal,COKCOAL,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Coal,Coking coal,COKCOAL,Transformation processes,Coke ovens,TCOKEOVS,High Temperature Heat
mexico,Industrial,Coal,Lignite,LIGNITE,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Coal,Lignite,LIGNITE,Transformation processes,Coke ovens,TCOKEOVS,High Temperature Heat
mexico,Industrial,Coal,Coke oven coke,OVENCOKE,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Coal,Coke oven coke,OVENCOKE,Transformation processes,Blast furnaces,TBLASTFUR,High Temperature Heat
mexico,Industrial,Coal,Coke oven coke,OVENCOKE,Transformation processes,Coke ovens,TCOKEOVS,High Temperature Heat
mexico,Industrial,Coal,Coke oven coke,OVENCOKE,Energy industry own use and Losses,Coke ovens,ECOKEOVS,
mexico,Industrial,Oil products,Petroleum coke,PETCOKE,Final consumption,Chemical and petrochemical,CHEMICAL,
mexico,Industrial,Oil products,Petroleum coke,PETCOKE,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Oil products,Petroleum coke,PETCOKE,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Oil products,Petroleum coke,PETCOKE,Final consumption,Machinery,MACHINE,
mexico,Industrial,Oil products,Petroleum coke,PETCOKE,Final consumption,Manufacturing,MANUFACT,
mexico,Industrial,Oil products,Petroleum coke,PETCOKE,Final consumption,Non-metallic minerals,NONMET,
mexico,Industrial,Oil products,Petroleum coke,PETCOKE,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Coal,Sub-bituminous coal,SUBCOAL,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Coal,Sub-bituminous coal,SUBCOAL,Final consumption,Manufacturing,MANUFACT,
mexico,Industrial,Oil products,Bitumen,BITUMEN,Energy industry own use and Losses,Oil refineries,EREFINER,
mexico,Industrial,Oil products,Bitumen,BITUMEN,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Oil products,Bitumen,BITUMEN,Final consumption,Non-energy use in industry,NEIND,
mexico,Industrial,Coal,Coal tar,COALTAR,Final consumption,Non-energy use in other,NEOTHER,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Chemical and petrochemical,CHEMICAL,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Non-specified (energy),ENONSPEC,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Food and tobacco,FOODPRO,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Manufacturing,MANUFACT,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Mining and quarrying,MINING,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Non-metallic minerals,NONMET,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,"Paper, pulp, and print",PAPERPRO,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Transformation processes,Gas works,TGASWKS,High Temperature Heat
mexico,Industrial,Natural gas,Natural gas,NATGAS,Energy industry own use and Losses,Energy industry own use,TOTENGY,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Transport equipment,TRANSEQ,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
mexico,Industrial,Natural gas,Natural gas,NATGAS,Transformation processes,For blended natural gas,TBLENDGAS,High Temperature Heat
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Chemical and petrochemical,CHEMICAL,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Energy industry own use and Losses,Oil refineries,EREFINER,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Food and tobacco,FOODPRO,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Manufacturing,MANUFACT,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Mining and quarrying,MINING,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Non-metallic minerals,NONMET,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,"Paper, pulp, and print",PAPERPRO,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Final consumption,Transport equipment,TRANSEQ,
mexico,Industrial,Oil products,Fuel oil,RESFUEL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Agriculture/forestry,AGRICULT,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Chemical and petrochemical,CHEMICAL,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Construction,CONSTRUC,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Non-specified (energy),ENONSPEC,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Oil refineries,EREFINER,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Food and tobacco,FOODPRO,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Manufacturing,MANUFACT,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Mining and quarrying,MINING,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Non-ferrous metals,NONFERR,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Non-metallic minerals,NONMET,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Oil products,Other oil products,ONONSPEC,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,"Paper, pulp, and print",PAPERPRO,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Textile and leather,TEXTILES,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Energy industry own use and Losses,Energy industry own use,TOTENGY,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Transport equipment,TRANSEQ,
mexico,Industrial,Electricity and Heat,Electricity,ELECTR,Final consumption,Wood and wood products,WOODPRO,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Agriculture/forestry,AGRICULT,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Chemical and petrochemical,CHEMICAL,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Construction,CONSTRUC,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Energy industry own use and Losses,Oil refineries,EREFINER,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Food and tobacco,FOODPRO,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Manufacturing,MANUFACT,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Mining and quarrying,MINING,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Non-metallic minerals,NONMET,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,"Paper, pulp, and print",PAPERPRO,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Final consumption,Transport equipment,TRANSEQ,
mexico,Industrial,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Coal,Blast furnace gas,BLFURGS,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Coal,Blast furnace gas,BLFURGS,Transformation processes,Blast furnaces,TBLASTFUR,High Temperature Heat
mexico,Industrial,Coal,Blast furnace gas,BLFURGS,Energy industry own use and Losses,Blast furnaces,EBLASTFUR,
mexico,Industrial,Coal,Coke oven gas,COKEOVGS,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Coal,Coke oven gas,COKEOVGS,Transformation processes,Coke ovens,TCOKEOVS,High Temperature Heat
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Agriculture/forestry,AGRICULT,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,Autoproducer CHP,AUTOCHP,High Temperature Heat
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Chemical and petrochemical,CHEMICAL,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Food and tobacco,FOODPRO,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Iron and steel,IRONSTL,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Machinery,MACHINE,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Manufacturing,MANUFACT,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Mining and quarrying,MINING,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-ferrous metals,NONFERR,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-metallic minerals,NONMET,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,"Paper, pulp, and print",PAPERPRO,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-energy use in industry,NEIND,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Final consumption,Non-energy use in non-specified industry,NEINONSPEC,
mexico,Industrial,Oil products,Liquified petroleum gases (LPG),LPG,Transformation processes,For blended natural gas,TBLENDGAS,High Temperature Heat
mexico,Industrial,Oil products,Other oil products,ONONSPEC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Oil products,Other oil products,ONONSPEC,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
mexico,Industrial,Oil products,Other oil products,ONONSPEC,Final consumption,Non-energy use in industry,NEIND,
mexico,Industrial,Oil products,Other oil products,ONONSPEC,Final consumption,Non-energy use in non-specified industry,NEINONSPEC,
mexico,Industrial,Oil products,Other kerosene,OTHKERO,Final consumption,Agriculture/forestry,AGRICULT,
mexico,Industrial,Oil products,Other kerosene,OTHKERO,Energy industry own use and Losses,Non-specified (energy),ENONSPEC,
mexico,Industrial,Oil products,Other kerosene,OTHKERO,Energy industry own use and Losses,Oil refineries,EREFINER,
mexico,Industrial,Oil products,Other kerosene,OTHKERO,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Oil products,Other kerosene,OTHKERO,Energy industry own use and Losses,Energy industry own use,TOTENGY,
mexico,Industrial,Oil products,Other kerosene,OTHKERO,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Oil products,Other kerosene,OTHKERO,Final consumption,Non-energy use in industry,NEIND,
mexico,Industrial,Oil products,Lubricants,LUBRIC,Energy industry own use and Losses,Oil refineries,EREFINER,
mexico,Industrial,Oil products,Lubricants,LUBRIC,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Oil products,Lubricants,LUBRIC,Final consumption,Non-energy use in industry,NEIND,
mexico,Industrial,Oil products,Paraffin waxes,PARWAX,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Oil products,Paraffin waxes,PARWAX,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
mexico,Industrial,"Crude, NGL, refinery feedstocks",Additives/blending components,ADDITIVE,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Energy industry own use and Losses,Oil and gas extraction,EOILGASEX,
mexico,Industrial,"Crude, NGL, refinery feedstocks",Crude oil,CRUDEOIL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Oil products,Ethane,ETHANE,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
mexico,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Chemical and petrochemical,CHEMICAL,
mexico,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Oil products,Naphtha,NAPHTHA,Transformation processes,Petrochemical plants,TPETCHEM,High Temperature Heat
mexico,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use chemical/petrochemical,NECHEM,
mexico,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use in industry,NEIND,
mexico,Industrial,Oil products,Naphtha,NAPHTHA,Final consumption,Non-energy use in non-specified industry,NEINONSPEC,
mexico,Industrial,"Crude, NGL, refinery feedstocks",Natural gas liquids,NGL,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,"Crude, NGL, refinery feedstocks",Other hydrocarbons,NONCRUDE,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,"Crude, NGL, refinery feedstocks",Other hydrocarbons,NONCRUDE,Transformation processes,Non-specified (transformation),TNONSPEC,High Temperature Heat
mexico,Industrial,"Crude, NGL, refinery feedstocks",Refinery feedstocks,REFFEEDS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,"Crude, NGL, refinery feedstocks",Refinery feedstocks,REFFEEDS,Transformation processes,Petrochemical plants,TPETCHEM,High Temperature Heat
mexico,Industrial,Oil products,Refinery gas,REFINGAS,Energy industry own use and Losses,Oil refineries,EREFINER,
mexico,Industrial,Oil products,Refinery gas,REFINGAS,Transformation processes,BKB/peat briquette plants,TREFINER,High Temperature Heat
mexico,Industrial,Electricity and Heat,Solar thermal,SOLARTH,Final consumption,Industry not elsewhere specified,INONSPEC,
mexico,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
mexico,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
mexico,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
mexico,Electric Power,Biofuels and Waste,Biogases,BIOGASES,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
mexico,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
mexico,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
mexico,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
mexico,Electric Power,Biofuels and Waste,Primary solid biofuels,PRIMSBIO,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
mexico,Electric Power,Biofuels and Waste,Industrial waste,INDWASTE,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
mexico,Electric Power,Biofuels and Waste,Industrial waste,INDWASTE,Electricity output (GWh),Electricity output -autoproducer CHP plants,ELAUTOC,Electricity
mexico,Electric Power,Biofuels and Waste,Industrial waste,INDWASTE,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
mexico,Electric Power,Biofuels and Waste,Industrial waste,INDWASTE,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
mexico,Electric Power,Coal,other bituminous coal,BITCOAL,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
mexico,Electric Power,Coal,other bituminous coal,BITCOAL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
mexico,Electric Power,Oil products,Petroleum coke,PETCOKE,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
mexico,Electric Power,Oil products,Petroleum coke,PETCOKE,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
mexico,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Transformation processes,Autoproducer electricity plants,AUTOELEC,Electricity
mexico,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Electricity output (GWh),Electricity output -autoproducer electricity plants,ELAUTOE,Electricity
mexico,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Electricity output (GWh),Electricity output -main activity producer electricity plants,ELMAINE,Electricity
mexico,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Electricity output (GWh),Electricity output,ELOUTPUT,Electricity
mexico,Electric Power,Coal,Sub-bituminous coal,SUBCOAL,Transformation processes,Main activity producer electricity plants,MAINELEC,Electricity
