Region,Sector,Scenario,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
World ,Electricity,baseline,0.3844593576074743,0.3839769653404411,0.3738193456655997,0.3719493770816378,0.36421517149410343,0.36729783303974917,0.36137131983501014,0.3461834208554461,0.3459908080103768,0.35288886782030143,0.34280262570701386,0.3364940866068419,0.33532977122440455,0.3319276359069158,0.3262577858357573,0.3279351039514289,0.32712244596480916,0.3151904713608401,0.3180034331204509,0.32239511973343765,0.3180889577796985,0.32635746130918014,0.32498623442048186,0.3292973011237912,0.3357654788103739,0.33427556920570933,0.34382599363139316,0.3474960259795791,0.34709269247525726,0.3538619183100106,0.35673931275692666,0.3576458243810985,0.3586402614075621,0.3597128572142574,0.36085519868846905,0.3620599978279522,0.3633209079858521,0.3646323748939209,0.3659895150133975,0.3673880155324738,0.3688240516396275,0.37029421768191084,0.37179546955670345,0.37332507624821576,0.3748805788518676,0.37645975576354007,0.37806059297069616,0.37968125858620505,0.381320080926548,0.3829755295637616,0.3846461988824241,0.3863307937548194,0.388028117013451,0.38973705845362433,0.3914565851424267,0.3931857328461178,0.39492359841725944,0.39666933300707613,0.3984221359885428,0.4001812494922877,0.4019459534712227,0.4037155612213335,0.40548941529570176,0.40726688375688974,0.4090473567195692,0.4108302431409232,0.4126149678210577,0.4144009685795906,0.41618769357780905,0.4179745987584472,0.4197597525241674,0.4215344828121243,0.42329742938457254,0.42504865537693626,0.4267882298990378,0.4285162279174254,0.43023273013103075,0.43193782284047755,0.43363159781138133,0.4353141521319867,0.4369855880654982,0.4386460128974667,0.4402955387785987,0.44193428256336575,0.44356236564478313,0.4451799137857426,0.4467870569472723,0.44838392911410485,0.44997066811793063,0.4515474154587047,0.4531143161243826,0.4546715184094446,0.45621917373256954,0.4577574364538089,0.4592864636916006,0.46080641513996345,0.46231745288619197,0.4638197412293684,0.4653134464999961,0.4667987368810457,0.46827578223069494,0.4697447539070318,0.4712058245949736,0.47265916813564546,0.4739974545050655,0.4753175353110772,0.4766291473228565,0.4779324899032936,0.4792277627774681,0.4805151658579947,0.4817948990748811
World ,Transport,baseline,0.006350574070349668,0.006568444677877983,0.006366570964016605,0.006506246824535045,0.006906366846992751,0.007069341740026824,0.006503387201444832,0.0067142322223227024,0.006760609456449962,0.006692276192832081,0.0062821497067347964,0.006159937379044855,0.007042951783433171,0.007860720862043702,0.009059093160804998,0.01152425202684293,0.01439756321280694,0.018711025444877127,0.024830893023501943,0.02851518631064065,0.030432789326123366,0.03140098642660538,0.03405695928426855,0.03553934118115265,0.036315499438805854,0.036620785507293196,0.03698873775096867,0.03697841335463348,0.03880082602108592,0.041553938904218435,0.04392407812794108,0.04484575975768401,0.045752826233610766,0.04664579193644769,0.04752516625956116,0.048391453446367194,0.049245152436554696,0.050086756721000936,0.05091675420525865,0.05173562708148138,0.052543851708650946,0.05334189850095605,0.054130231824173536,0.05490930989989018,0.05567958471740375,0.056441501953132356,0.05719550089736003,0.05794201438814217,0.05868146875218805,0.05941428375254321,0.06014087254287925,0.060861641628210394,0.06157699083184465,0.06228731326837922,0.06299299532255664,0.0636944166337825,0.06439195008611698,0.06508596180355708,0.06577681115040979,0.06646485073657415,0.0671504264275461,0.06783387735895474,0.0685155359554539,0.06919572795378204,0.06987477242981299,0.07055298182942116,0.07123066200298622,0.07190811224336502,0.07258562532716517,0.07326348755914924,0.0739406256925369,0.07460907401414552,0.07526744360415183,0.07591568807344828,0.07655376394832325,0.07718163060323113,0.07779925019447831,0.07840658759482877,0.07900361032903802,0.07959028851032013,0.08016659477774968,0.08073250423460676,0.08128799438766088,0.08183304508740119,0.08236763846920869,0.08289175889547518,0.08340539289866078,0.08390852912529712,0.08440115828092698,0.0848832730759792,0.08535486817257709,0.0858159401322739,0.08626648736471154,0.08670651007719576,0.08713601022518702,0.08755499146369072,0.08796345909955416,0.0883614200446492,0.08874888276994186,0.08912585726044042,0.08949235497100994,0.08984838878304713,0.09019397296200904,0.0905291231157821,0.09085385615388619,0.09116819024750389,0.09147214479032106,0.0917657403601766,0.09204899868150385,0.09232194258856063,0.09258459598942959
World ,Buildings,baseline,0.18046394358371046,0.18873337476745355,0.18962381355437857,0.19242472107406955,0.1866722539014772,0.1937983459946883,0.193292203678322,0.19589039834663016,0.2032091547586668,0.20841630762105398,0.15383069690158718,0.150025128576571,0.14982417406739354,0.1459440839967135,0.14241155473453596,0.14218863998461048,0.14348325048400942,0.14300398758771216,0.14533020429188248,0.1487055780418295,0.14946614378752754,0.15578137567664385,0.1563697316476582,0.16106135417202386,0.1665295987223874,0.16732411809210157,0.16942494581921916,0.17213140016130146,0.17270706896388036,0.17474644574497802,0.17636751946026297,0.17941646090024754,0.1823924710724337,0.18529818605984438,0.18813602674327135,0.19090821824334303,0.19361680688541857,0.19626367509054596,0.1988505545133557,0.2013790376852774,0.20385058837345005,0.20626655082831472,0.2086281580634508,0.21093653928778353,0.2131927265914425,0.2153976609712529,0.21755219776929943,0.21965711158765003,0.22171310073370618,0.22372079124341926,0.22568074052351583,0.22759344064869438,0.22945932134533448,0.2312787526894644,0.23305204754345454,0.2347794637530658,0.23646120612400948,0.2380974281950149,0.23968823382250332,0.24123367859029868,0.24273377105633012,0.24418847384697345,0.2455977046085213,0.24696133682423296,0.24827920050449756,0.24955108275681723,0.25077672824157815,0.2519558395189252,0.2530880772914562,0.2541730605469366,0.25521602491645073,0.2562506869165456,0.2572828112765104,0.25831252988040954,0.2593399751886665,0.2603652801323588,0.2613885780086243,0.26241000237732903,0.26342968695914515,0.2644477655351773,0.2654643718482691,0.26647963950611686,0.2674937018863078,0.26850669204339445,0.2695187426181077,0.2705299857488061,0.271540552985247,0.27255057520476356,0.27356018253091846,0.27456950425469995,0.27557866875831943,0.2765878034416598,0.27759703465141883,0.2786064876129834,0.2796162863650626,0.28062655369710343,0.28163741108950363,0.28264897865663086,0.28366137509265077,0.2846747176201613,0.28568912194162355,0.28670470219357513,0.2877215709036059,0.2887398389500715,0.28971542939465394,0.29068829265770063,0.2916624626731883,0.29263804646121633,0.29361514910022746,0.2945938737011789,0.2955743213844431
World ,Industry,baseline,0.1698852582325147,0.15425261964667628,0.155137028419187,0.15776856695787705,0.16082577207520513,0.16870204310132578,0.17050244878676865,0.17404264219761895,0.17824200432873222,0.18287095524816044,0.11507759453664484,0.11032935691377294,0.1082523422425607,0.10530953086294567,0.10332517217213598,0.10183111152543793,0.10306496689082789,0.10498359933396662,0.10822252007254313,0.10976318271114258,0.11253305274624363,0.11773291859858727,0.11939431428501909,0.12394052904807405,0.1290620583481293,0.13099701724004992,0.13195607067833892,0.1352549282834062,0.1359797247159426,0.13690971706541916,0.13786666873120043,0.13932836692532455,0.14078362095790484,0.1422320777028311,0.14367347910404393,0.14510764130353584,0.14653443833779156,0.14795378933208453,0.14936564839251892,0.15076999659260681,0.15216683559593505,0.1535561825638829,0.15493806607772773,0.15631252286509742,0.1576795951667918,0.1590393286152413,0.1603917705230106,0.16173696850078206,0.16307496934063664,0.1644058181132799,0.16572955743796153,0.16704622689182205,0.16835586253174184,0.16965849650682485,0.1709541567436923,0.1722428666900123,0.1735246451043028,0.17479950588215715,0.1760674579107492,0.177328504944855,0.1785826454987514,0.1798298727492596,0.1810701744459382,0.18230353282502618,0.18352992452421277,0.18474932049569773,0.18596168591530302,0.1871669800856374,0.18836515633148834,0.18955616188574737,0.1907401055237185,0.1919179822754807,0.19309002964905858,0.19425632442548985,0.1954169445399128,0.19657196902076532,0.19772147792917125,0.19886555229857628,0.20000427407469715,0.2011377260558434,0.2022659918336719,0.20338915573443173,0.20450730276075474,0.20562051853404603,0.20672888923752725,0.20783250155998192,0.2089314426402509,0.21002580001252677,0.21111566155248654,0.21220111542430933,0.2132822500286158,0.21435915395136776,0.21543191591376276,0.21650062472315804,0.21756536922505212,0.2186262382561542,0.21968332059856668,0.2207367049351054,0.22178647980577673,0.22283273356543362,0.22387555434262527,0.22491502999965624,0.22595124809386638,0.2269842958401431,0.22799128216742903,0.22899299592165442,0.22999156746487104,0.23098708634705659,0.23197964158422993,0.23296932162519957,0.2339562143197003
World ,Regenerative Agriculture,baseline,0.0,0.0064882663280574964,0.012976532656114993,0.01946479898417249,0.025953065312229986,0.03244133164028748,0.03892959796834498,0.04541786429640247,0.05190613062445997,0.05839439695251747,0.06488266328057496,0.07137092960863245,0.07785919593668995,0.08434746226474746,0.09083572859280493,0.09732399492086244,0.10381226124891994,0.11030052757697743,0.11678879390503494,0.12322636317704498,0.1268240464684556,0.1304698866387701,0.13411462905636612,0.13775937147396222,0.14233391057977193,0.144662493942861,0.14586948451451523,0.14711615573362324,0.14834672657952758,0.149574614029898,0.15035395126664788,0.1511328449669459,0.15270448737401301,0.1542725925778764,0.15581338081520418,0.15735225971340203,0.15889046776271645,0.1604257049098326,0.1619604590457526,0.16349405932159297,0.1650253595441186,0.16655665976664424,0.16807478695654865,0.16958985545084448,0.17110315534353845,0.17261645523623234,0.17412846503491955,0.17563779143807282,0.17713394480860492,0.17861290005321495,0.18009056520381833,0.18156583800409565,0.18303832773986206,0.1845103344644323,0.1859816703401191,0.18745123761420404,0.1889170237400365,0.19038213901698553,0.19184500268113658,0.1933059054023974,0.19476680812365818,0.1962270399960355,0.19768550326681095,0.1991434835263903,0.20060017369196287,0.2020389948827299,0.20347714522461352,0.2049085167088982,0.20632994743245492,0.2077507589108884,0.2091702802953152,0.21033259601962767,0.21148291208700248,0.21260610669237348,0.21372661790221062,0.21483040949372084,0.21591800104305045,0.217003767883417,0.21808953472378362,0.21917530156415013,0.22025838500898273,0.2213253680806117,0.22239044181311077,0.2234512545494048,0.22450962783521344,0.22556435936994035,0.22661515398007676,0.2276614530314614,0.22866823298498265,0.22966621703065362,0.23066151768079077,0.2316398690289553,0.23259358680611822,0.2335428525861453,0.23448531020836055,0.23540866036552385,0.23631864514877768,0.23722292440583911,0.23812658441777726,0.2390246995587622,0.2399127332014911,0.24078247584448045,0.24162832163051484,0.24245916967496492,0.24326775041538432,0.2440604991221535,0.24485324782892257,0.24564599653569177,0.2464387452424609,0.24723149394923002,0.2480242426559992
World ,Forests & Wetlands,baseline,0.0,0.003622037731169713,0.007244075462339426,0.010866113193509141,0.014488150924678853,0.01811018865584857,0.021732226387018282,0.025354264118187992,0.028976301849357705,0.03259833958052742,0.03622037731169714,0.03984241504286685,0.043464452774036565,0.04708649050520628,0.050708528236375984,0.0543305659675457,0.05795260369871541,0.06157464142988512,0.06519667916105484,0.06881871689222456,0.07244075462339428,0.07606279235456398,0.0796848300857337,0.08183043336216768,0.08405688803646712,0.08628257206803261,0.0864650635228497,0.08666987101913183,0.08693412448264479,0.08719837794615774,0.087461796546709,0.09505747194314934,0.10327570327151388,0.11105312695608323,0.11858927524471946,0.1259083591633025,0.13312994203698245,0.14006350947142196,0.1469508383418274,0.15383816721223592,0.16072549608263892,0.16760859642635617,0.17449092612734038,0.18132229272089384,0.1875154888186753,0.1930763360669226,0.19859159623998796,0.20404162808404647,0.20945206168485983,0.21486041300900643,0.22022760308793207,0.22548512181594196,0.23071640845861113,0.23592639539238344,0.24102371016216162,0.24606958834305995,0.2510791550965284,0.256088721849997,0.2610970864008,0.26610545095160176,0.27110362734422794,0.2760853223791835,0.2810442004334296,0.28599884435631184,0.2909534882791932,0.29590736155934044,0.3008428583130404,0.3057777539654075,0.31071264961777184,0.31564671040717723,0.32054543436397487,0.32544332345781085,0.3303412125516478,0.33523772990141715,0.34013138486388905,0.34501970020632916,0.34990440178480353,0.35478362105967326,0.35965491064944655,0.36450083427241886,0.3693374469855488,0.37415789007283573,0.37897573749527846,0.3837107779547915,0.3881963477998073,0.3926263176650371,0.3970523469770895,0.40146249169101955,0.405870204676831,0.4102697295835962,0.4146628873466807,0.41903983674858775,0.4234072708314675,0.42776493922114406,0.4321141655699641,0.43641538578055256,0.44070493411652706,0.4449745536314029,0.44922672509419853,0.45346083640411,0.45768771287332927,0.4619106065207839,0.4661214243367153,0.47032977805753273,0.4745354268223547,0.47874107558717743,0.4829460307735399,0.4871509859599021,0.4913559411462634,0.4955608963326251,0.499757580999828
World ,Carbon Dioxide Removal,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World ,Other Gases,baseline,0.2449361864745665,0.24232098658485698,0.2395267292130551,0.24071422170452814,0.23723773249026192,0.24326607404525444,0.24172199076670028,0.23870548713323178,0.2424806556992586,0.2480587102298386,0.20390363904841532,0.19894952403239527,0.19780209584478625,0.194393750255525,0.19066483758080977,0.19065161848715909,0.19122355444654882,0.1877260194275063,0.19051871916162547,0.1936212934954699,0.1933627181044899,0.19995725186147043,0.20025009345105305,0.20476639478129635,0.21045237862696353,0.21086556817928695,0.2150690033763171,0.21829411814142893,0.21859316205169343,0.22183936037346927,0.22365783364946337,0.22546355073555688,0.22727211781263357,0.22908104032564428,0.23088823484526144,0.232691952458277,0.23449071773635408,0.2362832797721838,0.23806857263975736,0.23984568327011935,0.2416138252030042,0.24337231702470283,0.24512056456596065,0.24685804613369888,0.2485843002033673,0.25029891511667807,0.25200152042100205,0.25369177955821237,0.2553693836669636,0.25703404630682025,0.25868549894796716,0.26032348709844527,0.26194776696350913,0.2635581025499712,0.2651542631431912,0.26673602109639866,0.2683031498818573,0.2698554223614161,0.27139260924059844,0.27291447767581384,0.27442079000876807,0.2759113026058555,0.27738576478338706,0.27884391780204965,0.2802854939160932,0.2817102154644794,0.2831177939926463,0.2845079293947177,0.28588030906691786,0.2872346070637104,0.2885719609881122,0.2899010506680502,0.29122342343671387,0.29253916989427853,0.29384838320920575,0.2951511590235165,0.29644759535627546,0.29773779250546095,0.2990218529484079,0.3002998812410025,0.3015719839158131,0.3028382693793384,0.30409884780855373,0.3053538310469354,0.3066033325001394,0.3078474670315102,0.30908635085759006,0.3103201014437984,0.3115488374004452,0.312772678379238,0.3139917449704393,0.31520615860082407,0.3164160414325837,0.31762151626331675,0.3188227064272384,0.3200197356977404,0.32121272819142077,0.3224018082737016,0.3235871004661412,0.32476872935554685,0.3259468195049813,0.32712149536675444,0.32829288119748196,0.3294611009752867,0.33056805535571615,0.33166627463014403,0.33276105915363857,0.3338525409038555,0.33494085115397515,0.336026120394791,0.3371084782596749
NAM ,Electricity,baseline,0.3677019841152765,0.37744473115097565,0.3706457377595968,0.3693262602833607,0.3673757707755269,0.3790794905323006,0.38239900096927204,0.36445274360159624,0.3497820886840745,0.35934072745403867,0.34703081343130837,0.33746424815285775,0.34522072190819164,0.34002419505814935,0.3409252819028374,0.33810540638322994,0.3446215005650827,0.3351199821708304,0.3466294957272241,0.3628173022603316,0.3525358086530504,0.3708550227633805,0.36746216739775794,0.3799176982802986,0.38485148122378254,0.3856801763197043,0.40180246016481863,0.42174720730941223,0.41117262023332934,0.4178227849799447,0.41586057381521085,0.4184826668573995,0.42110475989958807,0.4237268529417767,0.4263489459839652,0.42897103902615386,0.4315931320683424,0.434215225110531,0.4368373181527197,0.4394594111949083,0.44208150423709686,0.44470359727928555,0.44732569032147396,0.44994778336366265,0.4525698764058512,0.4551919694480398,0.4578140624902282,0.460436155532417,0.46305824857460554,0.46568034161679417,0.46830243465898275,0.4709245277011713,0.47354662074335974,0.4761687137855486,0.4787908068277371,0.48141289986992564,0.48403499291211444,0.48665708595430285,0.4892791789964914,0.49190127203868006,0.49452336508086864,0.4971454581230572,0.4997675511652458,0.5023896442074345,0.5050117372496229,0.5076338302918116,0.5102559233340002,0.5128780163761889,0.5155001094183774,0.5181222024605661,0.5207442955027546,0.5233663885449431,0.5259884815871317,0.5286105746293203,0.5312326676715089,0.5338547607136976,0.5364768537558862,0.5390989467980747,0.5417210398402633,0.544343132882452,0.5469652259246405,0.549587318966829,0.5522094120090176,0.5548315050512063,0.5574535980933949,0.5600756911355833,0.5626977841777719,0.5653198772199605,0.5679419702621491,0.5705640633043376,0.5731861563465264,0.5758082493887149,0.5784303424309035,0.5810524354730923,0.5836745285152807,0.5862966215574694,0.5889187145996579,0.5915408076418464,0.5941629006840351,0.5967849937262237,0.5994070867684124,0.6020291798106009,0.6046512728527895,0.607273365894978,0.6098954589371667,0.6125175519793552,0.6151396450215437,0.6177617380637322,0.620383831105921,0.6230059241481095,0.625628017190298
NAM ,Transport,baseline,0.003498491075598853,0.0037291614330660083,0.0038302425459906253,0.003949104906484147,0.004263197014232389,0.004504073880954196,0.0031542628896923386,0.003921318169431753,0.00438316063600519,0.004448999014101451,0.005018382397562915,0.005256135699626241,0.006148977314128001,0.008161441001103165,0.010022270677633172,0.011545254327333998,0.015962757073211153,0.02070077541060611,0.028970046487332812,0.03407329749381771,0.03507211309069935,0.039545329187444134,0.048427915026138524,0.05188592219625576,0.052308365064560824,0.051061051991494466,0.05403069012197392,0.05471093944354133,0.05293559107453716,0.05459844678414083,0.05454220045444036,0.056245532311391955,0.05794886416834333,0.05965219602529459,0.061355527882245964,0.06305885973919745,0.06476219159614893,0.0664655234531002,0.06816885531005157,0.06987218716700305,0.07157551902395443,0.0732788508809058,0.07498218273785717,0.07668551459480866,0.07838884645175992,0.0800921783087114,0.08179551016566267,0.08349884202261404,0.08520217387956552,0.08690550573651701,0.08860883759346827,0.09031216945041964,0.09201550130737113,0.0937188331643225,0.09542216502127387,0.09712549687822536,0.09882882873517673,0.1005321605921281,0.10223549244907948,0.10393882430603085,0.10564215616298234,0.10734548801993382,0.10904881987688508,0.11075215173383646,0.11245548359078794,0.11415881544773931,0.11586214730469069,0.11756547916164206,0.11926881101859343,0.12097214287554481,0.12267547473249618,0.12437880658944755,0.12608213844639904,0.1277854703033504,0.1294888021603019,0.13119213401725327,0.13289546587420453,0.13459879773115602,0.1363021295881075,0.13800546144505876,0.13970879330201025,0.14141212515896162,0.143115457015913,0.14481878887286448,0.14652212072981585,0.14822545258676711,0.1499287844437185,0.15163211630066997,0.15333544815762135,0.15503878001457283,0.1567421118715242,0.15844544372847547,0.16014877558542695,0.16185210744237832,0.1635554392993297,0.16525877115628107,0.16696210301323244,0.16866543487018404,0.1703687667271353,0.17207209858408667,0.17377543044103816,0.17547876229798953,0.1771820941549409,0.17888542601189228,0.18058875786884365,0.18229208972579503,0.1839954215827465,0.18569875343969788,0.18740208529664926,0.18910541715360052,0.190808749010552
