Scenario,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
DAU21,0.0,0.32038095029454766,0.6220291147777149,0.9049444934495017,1.1691270863099077,1.4145768933589333,1.6412939145965788,1.8492781500228432,2.0385295996377275,2.2090482634412307,2.3608341414333545,2.493887233614097,2.608207539983459,2.7037950605414403,2.7806497952880416,2.8387717442232616,2.8781609073471017,2.8988172846595623,2.9007408761606404,2.8839316818503393,2.8489343368091395,2.799016651519938,2.734723261063215,2.6560541654389724,2.5630093646472085,2.4555888586879258,2.3337926475611224,2.1976207312667984,2.0470731098049537,1.8821497831755898,1.7028507513787052,1.5091760144143003,1.301125572282375,1.0786994249829296,0.8590704229753178,0.6594114167188935,0.4797224062136565,0.32000339145960716,0.1802543724567454,0.06047534920507095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009583974338240109,0.013184684152828273,0.02194163886697989,0.027229261576278845,0.02904755228072517,0.027396510980318832,0.022757215039396053,0.018016128643974134,0.01365432915838928,0.009671816582641489,0.006068590916730767,0.002844652160657106,3.144205156156443e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCSmax,0.0,0.046499940152462664,0.10164198612627216,0.16532618940656388,0.23646433533309852,0.31272212819855155,0.3893583244501964,0.4607338731520838,0.5211762017715974,0.5648827431512019,0.5912442707291312,0.6008396766542028,0.5964018070531075,0.586044928403229,0.5743253372440753,0.5611394752619979,0.546636588858901,0.5303435097210473,0.5127458688242185,0.49467599261248796,0.4756857622025155,0.45615367669469525,0.4360728981358707,0.415512025017657,0.3944264123957294,0.3730287437268548,0.3511355317569828,0.32909326068145134,0.30685471058581376,0.28455336401765324,0.26221057108663137,0.2395718888400736,0.21700173565462233,0.1946030632214359,0.1723265670740588,0.15016401740880775,0.12822500802170242,0.1064893019485264,0.0849831327198929,0.06428319331821823,0.044101050562754276,0.024246351385826943,0.004673954426044714,-0.014121652921963018,-0.03236222960136214,-0.04992387025310402,-0.06718740276500151,-0.08389510191071592,-0.1003048510096562,-0.11587820989981852,-0.13090273238539032,-0.14561500295656687,-0.15983386354078272,-0.17347059310351207,-0.18692588393171714,-0.20001964066936623,-0.21275995573580928,-0.2247639399259074,-0.23657035454341083,-0.24833995534666523,-0.2599398262343478,-0.2714610702530369,-0.2828889944055684,-0.2939986945192626,-0.3048992665941997,-0.3155478854135754,-0.3260310005903528,-0.33638386428170697,-0.34632135152031046,-0.3560543106722138,-0.3655632411367524,-0.37486027180648224,-0.3838634783466411,-0.392577701862496,-0.40081357968161513,-0.4086882244287794,-0.4161597893555187,-0.4231905703412634,-0.4297500676599832,-0.4358134715819637,-0.4413620106385245
PL,0.01692593132156617,0.17446935007438485,0.31879096558568787,0.44992059332909834,0.567842578801183,0.6725388720623823,0.7639941771582431,0.8479373145662735,0.918629798611041,0.9760562168311104,1.0203761275731589,1.0514205459894659,1.0692183712595034,1.0738264506030728,1.0653471069379203,1.0437456899882853,1.0089373239510324,0.9609017345022087,0.8996685777981778,0.8254598414210752,0.7405024674370232,0.6592282533475156,0.5841282830847941,0.5151863113530672,0.45239280517669733,0.3958270829575453,0.34383628607259265,0.29820254660446216,0.2589700851629759,0.22616747611253085,0.19982327916139495,0.17997007258842576,0.1625194506250858,0.15174479910712743,0.1446628538900577,0.13834776509589422,0.1329007430545722,0.1283068572620111,0.11699618439383415,0.1071422328259205,0.0984485493309932,0.09262845251781249,0.08725499642662925,0.08282571021320788,0.07413778849501873,0.066291966522843,0.05891318577926897,0.052264637747811156,0.04610167592888919,0.04095893946674606,0.033193813219756584,0.025922136569142575,0.01932861217206798,0.01350836341898283,0.008393222998131411,0.0037584963969542026,-0.00277243654570876,-0.008450423245371185,-0.013813990493330902,-0.019030792089607212,-0.023961224110565192,-0.028636121017269284,-0.03027072751608028,-0.03143297175315537,-0.032245896294299796,-0.03268358882724483,-0.03285179780892772,-0.032740094805438075,-0.031266337811893787,-0.029571441070796806,-0.02770042050656711,-0.02563973148477974,-0.023335812822382198,-0.02082244517398195,-0.017939750503876247,-0.014833994274180267,-0.01149262573660107,-0.007906986035933601,-0.00407512465713243,0.0,0.004310230892168824
V4,0.0,0.30258172887952867,0.5840677939519834,0.8444581952173642,1.0837529326756707,1.3019520063269037,1.4990554161710625,1.675063162208147,1.829975244438158,1.9637916628610947,2.076512417476958,2.168137508285747,2.238666935287462,2.288100698482103,2.31643879786967,2.3236812334501633,2.309828005223582,2.274879113189928,2.2188345573491985,2.1416943377013955,2.045848873312624,1.945640678579512,1.8434601725681652,1.7393073552785836,1.6331822267107665,1.5250847868647148,1.415015035740428,1.3029729733379065,1.1889585996571497,1.0729719146981582,0.9550129184609313,0.8350816109454695,0.7131779921517727,0.589302062079841,0.46986702561553534,0.361286087644717,0.2635592481673858,0.17668650718354198,0.10066786469318527,0.03550332069631587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020225679428550153,0.008549011534186354,0.013182730080555531,0.01592372358196256,0.01677199203840744,0.015727535449890157,0.013054140573278795,0.01033452794978179,0.007832484336267214,0.005548009732735063,0.0034811041391853434,0.0016317675556180476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V5,0.0,0.11417878370557115,0.23252774688929587,0.35548843099812394,0.48209955083250705,0.6095620387581248,0.7340014151437302,0.8507660003451443,0.9560317081192773,1.0456149856659542,1.1182274663097753,1.1744011355620125,1.2200721324435648,1.2607727264412099,1.2962041564939226,1.3263076392820872,1.351354514523083,1.3708647559232376,1.3857150849606077,1.3963420586297621,1.4020299462117913,1.3987138966691277,1.3856296520936535,1.3629108001973518,1.3304434370178186,1.2884029552036744,1.2367168919475973,1.1755828292255384,1.1050400130207916,1.0250577466781978,0.9356813701307722,0.8369301423500363,0.7289037959382212,0.6116441864631237,0.4945418782685236,0.3870338662378638,0.2892194353631229,0.20106649030584456,0.1225885761503449,0.0538337681126842,0.03336080371056311,0.02024881086295657,0.007275902268129284,-0.005197600355249248,-0.017308728272299633,-0.028945320413594135,-0.04052595697988162,-0.05177526422152738,-0.06294043559125717,-0.07358585981047282,-0.083947217047557,-0.09421483913279069,-0.10417678192488186,-0.11379232660386071,-0.11790596786019855,-0.12140462347231382,-0.1266568902845009,-0.1335968792291663,-0.14248265239897298,-0.1534057483648429,-0.16603836771272373,-0.1788168677665918,-0.19144045482373093,-0.20382643218385071,-0.21589510604658024,-0.2277000173127275,-0.23921748084579816,-0.24889922854038596,-0.2585534790380741,-0.26813107230092514,-0.2775953087002881,-0.2868959230064027,-0.2959499901456542,-0.30475208342949006,-0.31323740713117504,-0.321380332338494,-0.32913332607360307,-0.33644994720452304,-0.3432914789461205,-0.3496267168549484,-0.3554294482004495
V6,0.0,0.15412204515867914,0.30285824723236765,0.44566711625925104,0.5824217227786379,0.7135868387175252,0.8382957001544323,0.9555609357975893,1.0635340593574696,1.1605960564767128,1.247426067268953,1.3240709983717351,1.3873275568908514,1.4397777398169074,1.4862766047504374,1.5267793766974072,1.561163962342342,1.589437219665178,1.611208058163638,1.626872247287229,1.6353250294440245,1.632775538207015,1.6186088241036671,1.5927598979136124,1.555298018654931,1.5062604771357684,1.4455362489093964,1.3732742361952024,1.2893879730954445,1.1940416388128663,1.0872112435241141,0.9686230853049912,0.8385418499299088,0.6970286335222297,0.5559439903241364,0.42714311870092386,0.3106363274566318,0.2064354749655012,0.1145532496738283,0.035518269347969575,0.010740246852191049,0.0039975405228703745,-0.00260194784208457,-0.008924052566713653,-0.01505350132906239,-0.020978549839509884,-0.02666144578512013,-0.032119837689188545,-0.03736441541839903,-0.04229235008934571,-0.04695551533783332,-0.05140016382377618,-0.055657081615900855,-0.05967826649965136,-0.0634631231823418,-0.06128298544577341,-0.05861760272945046,-0.057624799239985244,-0.0585852741884655,-0.06156824476231473,-0.06619880137438786,-0.07071293234804193,-0.0748269454889546,-0.07839863332473655,-0.08161678565583877,-0.08438503636464942,-0.08681351974455453,-0.08748463574132113,-0.08776787248223647,-0.08792323837128851,-0.08796793243646435,-0.08796434880007932,-0.08791348820098688,-0.08782561843300599,-0.08757617255044006,-0.08730789209028532,-0.08702646328191552,-0.08674062313674041,-0.0864585887138627,-0.08618675472701527,-0.08593256243807484
