model,scenario,region,variable,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
PD22,pathway,angola,Improved Forest Management|Avg mitigation potential flux,tCO2e/m3/yr,2.6989,2.6089366666666667,2.5189733333333333,2.42901,2.3390466666666665,2.2490833333333335,2.15912,2.0691566666666668,1.9791933333333334,1.88923,1.7992666666666666,1.7093033333333334,1.61934,1.5293766666666666,1.4394133333333334,1.34945,1.2594866666666666,1.1695233333333332,1.0795599999999999,0.9895966666666667,0.8996333333333333,0.8096699999999999,0.7197066666666667,0.6297433333333333,0.5397799999999999,0.44981666666666653,0.35985333333333314,0.26988999999999974,0.1799266666666668,0.0899633333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,angola,Biochar for Carbon Removal & Sequestration|Avg mitigation potential flux,tCO2e/kg-biochar/yr,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
PD22,pathway,angola,Biochar for Water Treatment|Avg mitigation potential flux,tCO2e/kg-biochar/yr,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
PD22,pathway,angola,Biochar as Activated Carbon|Avg mitigation potential flux,tCO2e/kg-biochar/yr,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
PD22,pathway,angola,Biochar for Construction Materials|Avg mitigation potential flux,tCO2e/kg-biochar/yr,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
PD22,pathway,angola,Nitrogen Fertilizer Management|Avg mitigation potential flux,tCO2e/percentile improvement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,angola,Agroforestry|Avg mitigation potential flux,tCO2e/Mha/yr,670300.0,647956.6666666666,625613.3333333334,603270.0,580926.6666666667,558583.3333333334,536240.0,513896.6666666667,491553.3333333333,469210.0,446866.6666666667,424523.3333333334,402180.0,379836.6666666666,357493.3333333333,335150.0,312806.6666666667,290463.3333333334,268120.0,245776.6666666667,223433.33333333337,201090.0,178746.66666666666,156403.33333333334,134059.99999999997,111716.66666666669,89373.3333333333,67030.00000000003,44686.66666666665,22343.333333333383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,angola,Peat Impacts|Avg mitigation potential flux,tCO2e/Mha/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,pathway,angola,Biochar as Ag Soil Amendment|Avg mitigation potential flux,tCO2e/Mha/yr,462300.0,816730.0,1171160.0,1525590.0,1880020.0,2234450.0000000005,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0,2588880.0
PD22,pathway,angola,Coastal Restoration|Avg mitigation potential flux,tCO2e/Mha/yr,14666700.0,15400033.333333332,16133366.666666668,16866700.0,17600033.333333332,18333366.666666668,19066699.999999996,19800033.333333332,20533366.666666664,21266700.0,22000033.333333336,22733366.666666664,23466699.999999996,24200033.33333333,24933366.666666664,25666700.0,25399338.541666664,25131977.083333332,24864615.625,24597254.166666664,24329892.708333332,24062531.25,23795169.791666664,23527808.333333332,23260446.875,22993085.416666668,22725723.958333332,22458362.5,22191001.041666668,21923639.583333332,21656278.125,21388916.666666668,21121555.208333332,20854193.75,20586832.291666668,20319470.833333332,20052109.375,19784747.916666668,19517386.458333336,19250025.0,18982663.541666668,18715302.083333336,18447940.625,18180579.166666668,17913217.708333336,17645856.25,17378494.791666668,17111133.333333336,16843771.875,16576410.416666668,16309048.958333336,16041687.500000002,15774326.041666666,15506964.583333334,15239603.125,14972241.666666668,14704880.208333334,14437518.75,14170157.291666668,13902795.833333334,13635434.375,13368072.916666668,13100711.458333334,12833350.0,12565988.541666666,12298627.083333332,12031265.625,11763904.166666666,11496542.708333334,11229181.25,10961819.791666666,10694458.333333334,10427096.875,10159735.416666666,9892373.958333334,9625012.5,9357651.041666668,9090289.583333334,8822928.125,8555566.666666668,8288205.208333334,8020843.750000001,7753482.291666668,7486120.833333335,7218759.375000001,6951397.916666668,6684036.458333335,6416675.000000002,6149313.541666668,5881952.083333335,5614590.625000002,5347229.166666669,5079867.708333335,4812506.250000002,4545144.791666669,4277783.333333336,4010421.8750000023,3743060.416666669,3475698.958333336,3208337.5000000023,2940976.0416666693,2673614.583333336,2406253.125000003,2138891.6666666693,1871530.2083333363,1604168.750000003,1336807.2916666698,1069445.8333333365,802084.3750000033,534722.91666667,267361.4583333368
PD22,pathway,angola,Cropland Soil Health|Avg mitigation potential flux,tCO2e/Mha/yr,420900.0,406870.0,392840.0,378810.0,364780.0,350750.0,336720.0,322690.00000000006,308660.0,294630.0,280600.0,266570.0,252540.0,238510.0,224480.0,210450.0,196420.0,182390.00000000003,168360.0,154330.00000000003,140300.00000000003,126270.0,112240.0,98210.00000000001,84180.00000000003,70150.00000000004,56120.0,42090.000000000015,28060.00000000003,14030.000000000042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
