"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
region,Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Puerto Rico,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,Wind,0,0,0,0,0,0,0,0,0,0,0.92,0.92,15.2,172.6,218.2,239.1,193.2,148.8,107.8,159,142.7
Puerto Rico,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0.92,0.92,15.2,172.6,218.2,239.1,193.2,148.8,107.8,159,142.7
Puerto Rico,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,Solar,0,0,0,0,0,0,0,0,0,0.75,0.75,0.8,17.7,39.9,48.4,94,117.9,159.04,80.9,242.1,259.48
Puerto Rico,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0.75,0.75,0.8,17.7,39.9,48.4,94,117.9,159.04,80.9,242.1,259.48
Puerto Rico,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6.9,10.8,10.6,15.2,9.4
Puerto Rico,Solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6.9,10.8,10.6,15.2,9.4
Puerto Rico,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04
St Barth,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04
St Barth,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04
St Barth,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Barth,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Total renewable energy,0,0,0,0,0,0,0,0,0,0,5.58,5.43,7.7,8.17,9.87,9.87,10.73,8.46,8.64,8.64,8.64
St Kitts Nevis,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Wind,0,0,0,0,0,0,0,0,0,0,5.58,5.4,7.67,7.6,7.6,7.6,7.67,5.4,5.58,5.58,5.58
St Kitts Nevis,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,5.58,5.4,7.67,7.6,7.6,7.6,7.67,5.4,5.58,5.58,5.58
St Kitts Nevis,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Solar,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.57,2.27,2.27,3.06,3.06,3.06,3.06,3.06
St Kitts Nevis,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.57,2.27,2.27,3.06,3.06,3.06,3.06,3.06
St Kitts Nevis,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Kitts Nevis,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Total renewable energy,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.08,0.09,0.16,1.18,1.3,1.3,3.16,3.16,5.96
St Lucia,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Solar,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.08,0.09,0.16,1.18,1.3,1.3,3.16,3.16,5.96
St Lucia,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.08,0.09,0.16,1.18,1.3,1.3,3.16,3.16,5.96
St Lucia,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Lucia,Solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Lucia,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Lucia,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Lucia,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Total renewable energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Solar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Solar photovoltaic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Maarten,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,2.64,4.28,2.97,0.17,0.02,0.45,1.21
St Martin,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,2.64,4.28,2.97,0.17,0.02,0.45,1.21
St Martin,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,2.64,4.28,2.97,0.17,0.02,0.45,1.21
St Martin,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Martin,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Total renewable energy,24,18,22,20,27,26,23.19,22.71,23.67,26.11,24.5,30.91,24.7,23.04,12.2,17.62,16.74,21.14,24.92,26.68,26.68
St Vincent Gren,Hydropower,24,18,22,20,27,26,23.19,22.71,23.67,26.11,24.5,30.91,24.69,22.98,11.86,16.76,15.93,20.33,23.77,23.77,23.77
St Vincent Gren,Renewable hydropower,24,18,22,20,27,26,23.19,22.71,23.67,26.11,24.5,30.91,24.69,22.98,11.86,16.76,15.93,20.33,23.77,23.77,23.77
St Vincent Gren,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0.34,0.87,0.81,0.82,1.15,2.91,2.91
St Vincent Gren,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0.34,0.87,0.81,0.82,1.15,2.91,2.91
St Vincent Gren,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St Vincent Gren,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Total renewable energy,20.53,30.04,27.37,13.9,25.58,24.74,29.09,22.29,3.53,3.94,4.41,4.41,4.41,4.41,4.89,5.58,5.58,5.58,5.58,5.58,5.58
Trinidad Tobago,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03
Trinidad Tobago,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03
Trinidad Tobago,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Solar,0.53,1.04,1.37,1.9,2.58,2.74,3.09,3.29,3.53,3.94,4.41,4.41,4.41,4.41,4.89,5.56,5.56,5.56,5.56,5.56,5.56
Trinidad Tobago,Solar photovoltaic,0.53,1.04,1.37,1.9,2.58,2.74,3.09,3.29,3.53,3.94,4.41,4.41,4.41,4.41,4.89,5.56,5.56,5.56,5.56,5.56,5.56
Trinidad Tobago,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Bioenergy,20,29,26,12,23,22,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad Tobago,Solid biofuels,20,29,26,12,23,22,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad Tobago,Bagasse,20,29,26,12,23,22,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad Tobago,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad Tobago,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.3,0.69,1.47,1.47
Turks Caicos,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Wind,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Onshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.3,0.69,1.47,1.47
Turks Caicos,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.3,0.69,1.47,1.47
Turks Caicos,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks Caicos,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0.69,0.89,1.52,7.45,13.55,13.6,7.51,14.76,14.76,14.49
US Virgin Is,Hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Renewable hydropower,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0
US Virgin Is,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0
US Virgin Is,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Solar,0,0,0,0,0,0,0,0,0,0,0,0.69,0.89,1.25,7.18,13.27,13.33,7.24,14.49,14.49,14.49
US Virgin Is,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0.69,0.89,1.25,7.18,13.27,13.33,7.24,14.49,14.49,14.49
US Virgin Is,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Bioenergy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Renewable municipal waste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Other solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Biogas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
US Virgin Is,Geothermal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eurasia,Total renewable energy,204788.54,207012.83,207582.42,203518.16,234254.58,224791.2,229449.49,226388.38,212342.9,226053.19,239602.97,239048.14,243816.53,264150.55,241489.12,265956.98,290490.09,287733.8,305596.23,343351.95,357515.91
Eurasia,Hydropower,205729.31,208510.31,209092.45,204870.6,235533.27,226070.15,230582.54,227202.48,212637.56,225290.23,237038.58,234472.62,237335.48,255197.83,230693.33,250610.27,268692.94,259787.42,268215.2,299436.49,305137.01
Eurasia,Renewable hydropower,204431.31,206559.31,207119.45,202912.6,233573.27,224143.15,228653.54,225268.48,210689.56,223355.23,235124.58,232708.62,235914.48,253694.83,228819.33,248689.27,266664.94,257669.42,266329.71,297643.42,303334.87
Eurasia,Pumped storage,1298,1951,1973,1958,1960,1927,1929,1934,1948,1935,1914,1764,1421,1503,1874,1921,2028,2118,1885.5,1793.06,1802.14
Eurasia,Marine,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Eurasia,Wind,35,65,54,70,65,66,134.14,365.01,853.93,1505.77,2927.87,4734.47,5869.89,7567.11,8531.48,11666.79,15556.67,18021.81,20195.02,22075.13,26419.43
Eurasia,Onshore wind energy,35,65,54,70,65,66,134.14,365.01,853.93,1505.77,2927.87,4734.47,5869.89,7567.11,8531.48,11666.79,15556.67,18021.81,20195.02,22075.13,26419.43
Eurasia,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eurasia,Solar,0.15,0.45,0.89,1.49,2.23,2.97,3.71,4.58,5.62,7.11,8.95,10.35,18.48,30.64,30.47,264.05,1162.18,3128.93,8329.61,10438.02,12273.95
Eurasia,Solar photovoltaic,0.15,0.45,0.89,1.49,2.23,2.97,3.71,4.58,5.62,7.11,8.95,10.35,18.48,28.09,27.41,260.98,1159.12,3125.86,8326.54,10434.95,12270.88
Eurasia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,3.07,3.07,3.07,3.07,3.07,3.07,3.07
Eurasia,Bioenergy,188,207,147,121,118,75,101,109,166,285,368,378,637,1050.1,1288.5,1454.98,1841.5,2350.85,2884.23,3810.61,5038.2
Eurasia,Solid biofuels,167,183,121,90,88,46,66,39,48,63,72,51,78,206.1,239.5,245.98,280.5,567.53,720.56,1189.81,1950.25
Eurasia,Bagasse,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eurasia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0,134.1,173.5,181.8,174.5,170.3,173.65,212.97,215.14
Eurasia,Other solid biofuels,167,183,121,90,88,46,66,39,48,63,72,51,78,72,66,64.18,106,397.23,546.91,976.84,1735.12
Eurasia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2.35,5.06,22.36,40.45
Eurasia,Biogas,21,24,26,31,30,29,35,70,118,222,296,327,559,844,1047,1208,1560,1780.97,2158.61,2598.45,3047.49
Eurasia,Geothermal,134,181,261,413,496,504,557.01,640.95,627.43,899.74,1173.21,1216.35,1376.34,1807.53,2818.98,3881.54,5264.45,6562.43,7857.32,9384.42,10449.13
Armenia,Total renewable energy,1261.1,967.7,1657.5,1981.9,2013.6,1772.9,1825.3,1855.4,1798.9,2023.7,2563.1,2494.3,2315.1,2177.2,1996.6,2209.3,2354.35,2273.84,2339.5,2435.3,2448.94
Armenia,Hydropower,1261.1,967.7,1657.5,1981.9,2013.6,1772.9,1822.7,1852.5,1797,2019.4,2556.1,2488.7,2311,2173.4,1992.6,2205.6,2351.4,2269,2318.2,2408.4,2421.89
Armenia,Renewable hydropower,1261.1,967.7,1657.5,1981.9,2013.6,1772.9,1822.7,1852.5,1797,2019.4,2556.1,2488.7,2311,2173.4,1992.6,2205.6,2351.4,2269,2318.2,2408.4,2421.89
Armenia,Pumped storage,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,Marine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,Wind,0,0,0,0,0,0,2.6,2.9,1.9,4.3,7,5.6,4.1,3.8,4,3.7,1.8,2.1,1.9,3.3,3.32
Armenia,Onshore wind energy,0,0,0,0,0,0,2.6,2.9,1.9,4.3,7,5.6,4.1,3.8,4,3.7,1.8,2.1,1.9,3.3,3.32
Armenia,Offshore wind energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,2.74,19.4,23.6,23.73
Armenia,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,2.74,19.4,23.6,23.73
Armenia,Concentrated solar power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
