model,scenario,region,sector,product_long,unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
PD22,baseline,ghana,Electric Power,Hydro,% Adoption,65.83479193721416,64.84785069813715,64.48236741607147,61.82044812879197,62.61085862054549,49.04099474770527,45.73657182146864,41.20982234941629,40.43199405124885,41.98920530698251,37.0107763789891,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392212,37.00973294392211,37.00973294392211,37.00973294392212,37.00973294392211,37.00973294392211,37.00973294392212,37.00973294392211,37.00973294392212,37.00973294392211,37.00973294392212,37.0097329439221,37.00973294392211,37.009732943922096,37.009732943922096,37.009732943922096,37.0097329439221,37.0097329439221,37.00973294392211,37.0097329439221,37.00973294392211,37.0097329439221,37.00973294392211,37.00973294392212,37.00973294392211,37.00973294392211,37.00973294392211,37.00973294392211,37.00973294392211,37.0097329439221,37.00973294392211,37.00973294392211
PD22,baseline,ghana,Electric Power,Offshore wind energy,% Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,ghana,Electric Power,Onshore wind energy,% Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,ghana,Electric Power,Rooftop solar photovoltaics,% Adoption,0.0067754502851335,0.006175168959484,0.0057523608647715,0.0054063795278428,0.0071666178938504,0.0060409779672109,0.0532949083623659,0.049310898537763,0.0528969016405901,0.0711516568498264,0.069266634749469,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856,0.0692646819334856
PD22,baseline,ghana,Electric Power,Utility solar photovoltaics,% Adoption,0.0169386257128338,0.01543792239871,0.0143809021619289,0.0135159488196071,0.0179165447346261,0.0151024449180272,0.1332372709059147,0.1232772463444077,0.1322422541014753,0.177879142124566,0.1731665868736724,0.173161704833714,0.173161704833714,0.173161704833714,0.173161704833714,0.173161704833714,0.173161704833714,0.173161704833714,0.173161704833714,0.173161704833714,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.173161704833714,0.173161704833714,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337139,0.1731617048337138,0.1731617048337138,0.1731617048337138,0.1731617048337138,0.1731617048337138,0.1731617048337138,0.1731617048337138,0.1731617048337138
PD22,pathway,ghana,Electric Power,Hydro,% Adoption,65.83479193721416,64.84785069813715,64.48236741607147,61.82044812879197,62.61085862054551,49.04099474770526,45.73657182146864,41.2098223494163,40.43199405124885,41.98920530698251,37.0107763789891,36.8613232293808,37.8218502333195,38.70806571810324,39.52953702352059,40.29314823867465,40.89485202055965,41.46275889774672,41.99295657141502,42.47847075439218,42.908778948064,43.34100751446059,43.66831133436805,43.8692786956051,43.92088943078842,43.80182005473264,43.49648549373026,43.00220168347006,42.33121700566012,41.49581328016939,40.49761103292637,39.46228647959387,38.4469446491353,37.50011808911191,36.65726269269791,35.849048477967855,34.45145968242529,33.33906087691151,32.46236412552235,31.77740485518901,31.24655575000968,30.83847487000134,30.527576412128056,30.29328880485405,30.119263483880903,29.992624962142333,29.90330524508151,29.84347694238827,29.807083545253946,29.7894575551436,29.78701416225084,29.79700782777489,29.81734010077441,29.846408526052144,29.88298815055849,29.926138697918013,29.975131860275997,30.0293943260454,30.08846312704953,30.15195066961322,30.21951743673939
PD22,pathway,ghana,Electric Power,Offshore wind energy,% Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722059574669912,0.0964626522401493,0.1284793503790604,0.1706519609383529,0.2260709244032638,0.2979027358992385,0.3916509433578566,0.5134934409499876,0.6710013252087584,0.8732097610907289,1.1323768511594263,1.45842898115792,1.8626715619724643,2.354876975138175,2.9411907207849146,3.6216544241173154,4.388172636041219,5.223280820657377,6.098437336073582,6.973347351864898,7.824906550708978,8.625779579545041,9.35607881346871,10.004773183478235,10.54255139037561,10.770509945746456,10.950864182847193,11.092107193705536,11.201740085420926,11.286138182005203,11.35057128124968,11.399306945091531,11.435748653080774,11.462579620075388,11.481896638610785,11.495327018958266,11.504126800326969,11.509261099607013,11.511468681130694,11.511313209457972,11.50922358890246,11.50552553570367,11.500466203132689,11.49423335425336,11.486970282723108,11.478787430076824,11.469771439361974,11.459992216079735,11.449508432738934,11.438371807369382
PD22,pathway,ghana,Electric Power,Onshore wind energy,% Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975251242211118,0.1302874786574099,0.1735308975203832,0.2304914202778546,0.3053431566957459,0.4023629398954205,0.5289841481535881,0.6935509668750937,0.9062893130865308,1.179402550826797,1.5294471114093262,1.969830088052184,2.515821157105229,3.180619405687885,3.9725252661272186,4.891594959591052,5.92689435119315,7.054834929780308,8.236866868320812,9.4185658716385,10.568726046259336,11.65042684163042,12.63680699647495,13.512967374870824,14.239318610571129,14.547211299896242,14.790807119328372,14.981577280995728,15.129653170553048,15.243645632423942,15.330672329779786,15.396497253884528,15.445717321357558,15.481956621837975,15.508047192454768,15.526186963156158,15.538072405870402,15.545007057700255,15.547988732202992,15.547778744070062,15.544956393790388,15.539961610669437,15.5331282127786,15.524709802684306,15.514899920258213,15.503847733585433,15.491670267275346,15.478461939336167,15.464301995912018,15.44926029006571
PD22,pathway,ghana,Electric Power,Rooftop solar photovoltaics,% Adoption,0.0067754502851335,0.006175168959484,0.0057523608647715,0.0054063795278428,0.0071666178938504,0.0060409779672109,0.0532949083623659,0.049310898537763,0.0528969016405901,0.0711516568498264,0.069266634749469,0.2685144871087233,0.3371259266632501,0.4268963840442671,0.5443944906445276,0.6980745459592448,0.8963639431021124,1.1545217503063614,1.4893630119984167,1.921467658451055,2.475362136348033,3.184464183767969,4.075416907305981,5.178758121799651,6.520815740504095,8.118056733366299,9.970421434028546,12.055889682055636,14.32720159520926,16.707184674248836,19.086812773206656,21.40418235072918,23.585524346060115,25.57701450807831,27.348561776672035,28.819695787999,29.446001706871,29.94348833535043,30.3347202525656,30.639705519716177,30.875528936721103,31.05638507630098,31.193830310894988,31.29713067337405,31.373629916186523,31.42909625618878,31.468028504838475,31.493915564217108,31.50945051017522,31.51670394325257,31.51726253797684,31.512338775213905,31.50285731561159,31.48952271773191,31.47287241198616,31.45331810406639,31.431178137635417,31.406702804826907,31.3800941495108,31.351521451163627,31.321133293821223
PD22,pathway,ghana,Electric Power,Utility solar photovoltaics,% Adoption,0.0169386257128338,0.01543792239871,0.0143809021619289,0.0135159488196071,0.0179165447346261,0.0151024449180272,0.1332372709059147,0.1232772463444077,0.1322422541014753,0.177879142124566,0.1731665868736724,0.2495340490027636,0.2793993294186714,0.3168523564643448,0.3643297514183571,0.4249302316293796,0.50124666392093,0.5993107517229116,0.7251174760343686,0.885953000721801,1.0904392358626254,1.3506321595795183,1.6752885352995843,2.074872819335926,2.558288358316254,3.130953920975145,3.792567855498118,4.535353442740135,5.343017500094771,6.189017510570103,7.035663910884366,7.862754299605307,8.64514297229341,9.364177511459548,10.00896690474657,10.549385733086403,10.784817365061016,10.9757794855625,11.12923114721078,11.251496369120844,11.34813149884006,11.42389644266821,11.4827890780009,11.528114547333562,11.562570358019212,11.588334950603338,11.607152267965596,11.620408287197256,11.629197787263577,11.634381088270144,11.636631346244284,11.636473414318356,11.634315437240891,11.63047434030466,11.625196280517702,11.61867299503427,11.611054838426329,11.602461162490364,11.59298856802376,11.5827174505722,11.571717172004291
