REGION,VARIABLE,UNIT,VALUE,YEAR
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,6678.552467,2080
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,12731.44536,2080
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,50375.65568,2080
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,38614.45128,2080
ASIA,Emissions|CO2|Land Use,Mt CO2/yr,-257.2393795,2080
LAM,Emissions|CO2|Land Use,Mt CO2/yr,-93.51092388,2080
MAF,Emissions|CO2|Land Use,Mt CO2/yr,-148.5028867,2080
OECD90,Emissions|CO2|Land Use,Mt CO2/yr,-96.86821984,2080
REF,Emissions|CO2|Land Use,Mt CO2/yr,-17.54664307,2080
World,Emissions|CO2|Land Use,Mt CO2/yr,-613.668053,2080
ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,823.7343289,2080
LAM,Emissions|F-Gases,Mt CO2-equiv/yr,188.2854875,2080
MAF,Emissions|F-Gases,Mt CO2-equiv/yr,334.6225185,2080
OECD90,Emissions|F-Gases,Mt CO2-equiv/yr,542.5416715,2080
REF,Emissions|F-Gases,Mt CO2-equiv/yr,82.92761929,2080
World,Emissions|F-Gases,Mt CO2-equiv/yr,1972.111626,2080
World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,108166.3944,2080
ASIA,Emissions|N2O,kt N2O/yr,7422.694995,2080
LAM,Emissions|N2O,kt N2O/yr,3608.339586,2080
MAF,Emissions|N2O,kt N2O/yr,6121.198236,2080
OECD90,Emissions|N2O,kt N2O/yr,5026.476495,2080
REF,Emissions|N2O,kt N2O/yr,886.9109449,2080
World,Emissions|N2O,kt N2O/yr,23065.62026,2080
World,Emissions|NOx,Mt NO2/yr,88.02750272,2080
World,Emissions|OC,Mt OC/yr,24.83469555,2080
World,Emissions|Sulfur,Mt SO2/yr,54.83536702,2080
ASIA,Energy Service|Transportation|Freight,bn tkm/yr,82582.86147,2080
LAM,Energy Service|Transportation|Freight,bn tkm/yr,14927.3596,2080
MAF,Energy Service|Transportation|Freight,bn tkm/yr,25621.17255,2080
OECD90,Energy Service|Transportation|Freight,bn tkm/yr,64850.88478,2080
REF,Energy Service|Transportation|Freight,bn tkm/yr,6137.453053,2080
World,Energy Service|Transportation|Freight,bn tkm/yr,194119.7315,2080
ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,45495.79323,2080
LAM,Energy Service|Transportation|Passenger,bn pkm/yr,10044.8673,2080
MAF,Energy Service|Transportation|Passenger,bn pkm/yr,26413.68585,2080
OECD90,Energy Service|Transportation|Passenger,bn pkm/yr,33048.76865,2080
REF,Energy Service|Transportation|Passenger,bn pkm/yr,9327.27732,2080
World,Energy Service|Transportation|Passenger,bn pkm/yr,124330.3924,2080
ASIA,Final Energy,EJ/yr,400.7928598,2080
LAM,Final Energy,EJ/yr,76.24301685,2080
MAF,Final Energy,EJ/yr,165.2613147,2080
OECD90,Final Energy,EJ/yr,169.414756,2080
REF,Final Energy,EJ/yr,53.84756188,2080
World,Final Energy,EJ/yr,865.5595092,2080
World,Final Energy|Electricity,EJ/yr,263.7142475,2080
World,Final Energy|Gases,EJ/yr,116.8911956,2080
World,Final Energy|Heat,EJ/yr,14.2253611,2080
World,Final Energy|Hydrogen,EJ/yr,10.1322721,2080
ASIA,Final Energy|Industry,EJ/yr,200.3926663,2080
LAM,Final Energy|Industry,EJ/yr,35.48835408,2080
MAF,Final Energy|Industry,EJ/yr,89.97223543,2080
OECD90,Final Energy|Industry,EJ/yr,50.04655385,2080
REF,Final Energy|Industry,EJ/yr,25.06371605,2080
World,Final Energy|Industry,EJ/yr,400.9635257,2080
World,Final Energy|Industry|Electricity,EJ/yr,88.623372,2080
World,Final Energy|Industry|Gases,EJ/yr,64.36342013,2080
World,Final Energy|Industry|Heat,EJ/yr,8.557904,2080
World,Final Energy|Industry|Hydrogen,EJ/yr,4.63663593,2080
World,Final Energy|Industry|Liquids,EJ/yr,102.862517,2080
World,Final Energy|Industry|Solids,EJ/yr,128.7614314,2080
World,Final Energy|Industry|Solids|Biomass,EJ/yr,40.43963215,2080
World,Final Energy|Industry|Solids|Coal,EJ/yr,88.32179929,2080
World,Final Energy|Liquids,EJ/yr,328.274768,2080
World,Final Energy|Residential and Commercial,EJ/yr,280.3041276,2080
ASIA,Final Energy|Residential and Commercial|Electricity,EJ/yr,84.2018297,2080
LAM,Final Energy|Residential and Commercial|Electricity,EJ/yr,12.808363,2080
MAF,Final Energy|Residential and Commercial|Electricity,EJ/yr,18.657736,2080
OECD90,Final Energy|Residential and Commercial|Electricity,EJ/yr,34.4098154,2080
REF,Final Energy|Residential and Commercial|Electricity,EJ/yr,8.3415405,2080
World,Final Energy|Residential and Commercial|Electricity,EJ/yr,158.4192846,2080
World,Final Energy|Residential and Commercial|Gases,EJ/yr,43.81809177,2080
World,Final Energy|Residential and Commercial|Heat,EJ/yr,5.6674571,2080
World,Final Energy|Residential and Commercial|Liquids,EJ/yr,54.72851248,2080
World,Final Energy|Residential and Commercial|Solids,EJ/yr,17.67078166,2080
World,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,13.03609607,2080
World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.63468559,2080
World,Final Energy|Solids,EJ/yr,146.547026,2080
World,Final Energy|Solids|Biomass,EJ/yr,53.47572822,2080
World,Final Energy|Solids|Biomass|Traditional,EJ/yr,9.40205963,2080
World,Final Energy|Solids|Coal,EJ/yr,93.07129778,2080
ASIA,Final Energy|Transportation,EJ/yr,71.09123603,2080
LAM,Final Energy|Transportation,EJ/yr,20.38247693,2080
MAF,Final Energy|Transportation,EJ/yr,31.77044785,2080
OECD90,Final Energy|Transportation,EJ/yr,61.05270409,2080
REF,Final Energy|Transportation,EJ/yr,14.76952257,2080
World,Final Energy|Transportation,EJ/yr,199.0663875,2080
World,Final Energy|Transportation|Electricity,EJ/yr,14.06251621,2080
World,Final Energy|Transportation|Freight,EJ/yr,65.73260712,2080
World,Final Energy|Transportation|Gases,EJ/yr,8.70968367,2080
World,Final Energy|Transportation|Hydrogen,EJ/yr,5.49563617,2080
World,Final Energy|Transportation|Liquids,EJ/yr,170.6837385,2080
World,Final Energy|Transportation|Passenger,EJ/yr,133.3337803,2080
World,Forcing|CO2|MAGICC6|MED,W/m2,5.294077452,2080
World,Forcing|Kyoto Gases|MAGICC6|MED,W/m2,6.64948325,2080
World,Forcing|MAGICC6|MED,W/m2,6.481504258,2080
ASIA,GDP|MER,billion US$2005/yr,111568.6392,2080
LAM,GDP|MER,billion US$2005/yr,20313.048,2080
MAF,GDP|MER,billion US$2005/yr,16792.7094,2080
OECD90,GDP|MER,billion US$2005/yr,89231.6556,2080
REF,GDP|MER,billion US$2005/yr,8063.34,2080
World,GDP|MER,billion US$2005/yr,245969.3922,2080
World,Land Cover,million Ha/yr,12824.18992,2080
World,Land Cover|Cropland,million Ha/yr,1384.138067,2080
World,Land Cover|Cropland|Energy Crops,million Ha/yr,180.5140714,2080
World,Land Cover|Forest,million Ha/yr,4032.962755,2080
World,Land Cover|Other Arable Land,million Ha/yr,396.9094407,2080
World,Land Cover|Other Land,million Ha/yr,3759.081199,2080
World,Land Cover|Pasture,million Ha/yr,3251.098461,2080
ASIA,Population,million,4410.382,2080
LAM,Population,million,907.541,2080
MAF,Population,million,2356.569,2080
OECD90,Population,million,1114.666,2080
REF,Population,million,346.278,2080
World,Population,million,9135.436,2080
World,Price|Carbon,US$2005/t CO2,0,2080
ASIA,Primary Energy,EJ/yr,619.5886684,2080
LAM,Primary Energy,EJ/yr,101.3548706,2080
MAF,Primary Energy,EJ/yr,217.9624647,2080
OECD90,Primary Energy,EJ/yr,249.1215816,2080
REF,Primary Energy,EJ/yr,86.84968489,2080
World,Primary Energy,EJ/yr,1274.87727,2080
World,Primary Energy|Biomass,EJ/yr,114.6054134,2080
World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,2080
World,Primary Energy|Biomass|w/o CCS,EJ/yr,114.6054134,2080
World,Primary Energy|Coal,EJ/yr,567.59481,2080
World,Primary Energy|Coal|w/ CCS,EJ/yr,0,2080
World,Primary Energy|Coal|w/o CCS,EJ/yr,567.59481,2080
World,Primary Energy|Fossil,EJ/yr,1093.890074,2080
World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.2899884,2080
World,Primary Energy|Fossil|w/o CCS,EJ/yr,1093.600086,2080
World,Primary Energy|Gas,EJ/yr,250.04609,2080
World,Primary Energy|Gas|w/ CCS,EJ/yr,0,2080
World,Primary Energy|Gas|w/o CCS,EJ/yr,250.04609,2080
World,Primary Energy|Geothermal,EJ/yr,3.894067352,2080
World,Primary Energy|Hydro,EJ/yr,19.5626149,2080
World,Primary Energy|Non-Biomass Renewables,EJ/yr,66.3817828,2080
World,Primary Energy|Nuclear,EJ/yr,0,2080
World,Primary Energy|Oil,EJ/yr,276.249174,2080
World,Primary Energy|Oil|w/ CCS,EJ/yr,0.2899884,2080
World,Primary Energy|Oil|w/o CCS,EJ/yr,275.9591856,2080
World,Primary Energy|Solar,EJ/yr,16.28897373,2080
World,Primary Energy|Wind,EJ/yr,27.14433335,2080
World,Secondary Energy|Electricity,EJ/yr,305.4861101,2080
World,Secondary Energy|Electricity|Biomass,EJ/yr,11.24377455,2080
World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,2080
World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,11.24377455,2080
World,Secondary Energy|Electricity|Coal,EJ/yr,137.1452926,2080
World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,2080
World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,137.1452926,2080
World,Secondary Energy|Electricity|Gas,EJ/yr,83.61910182,2080
World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,2080
World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,83.61910182,2080
World,Secondary Energy|Electricity|Geothermal,EJ/yr,3.894067352,2080
World,Secondary Energy|Electricity|Hydro,EJ/yr,19.5626149,2080
World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,66.74550344,2080
World,Secondary Energy|Electricity|Nuclear,EJ/yr,0,2080
World,Secondary Energy|Electricity|Oil,EJ/yr,6.732437705,2080
World,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,2080
World,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,6.732437705,2080
World,Secondary Energy|Electricity|Solar,EJ/yr,16.28897373,2080
World,Secondary Energy|Electricity|Wind,EJ/yr,26.99984745,2080
World,Secondary Energy|Gases,EJ/yr,273.5357543,2080
World,Secondary Energy|Hydrogen,EJ/yr,4.180453009,2080
World,Secondary Energy|Liquids,EJ/yr,343.1347901,2080
World,Secondary Energy|Liquids|Biomass,EJ/yr,16.14985223,2080
World,Secondary Energy|Liquids|Coal,EJ/yr,50.79503002,2080
World,Secondary Energy|Liquids|Fossil,EJ/yr,58.90091448,2080
World,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,0,2080
World,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,58.90091448,2080
World,Secondary Energy|Liquids|Gas,EJ/yr,8.105884457,2080
World,Secondary Energy|Liquids|Oil,EJ/yr,268.0840234,2080
World,Temperature|Exceedance Probability|1.5 degC|MAGICC6,-,1,2080
World,Temperature|Exceedance Probability|2.0 degC|MAGICC6,-,1,2080
World,Temperature|Exceedance Probability|3.0 degC|MAGICC6,-,0.773333333,2080
World,Temperature|Exceedance Probability|4.0 degC|MAGICC6,-,0.28,2080
World,Temperature|Global Mean|MAGICC6|MED,C,3.486087819,2080
World,Temperature|Global Mean|MAGICC6|P5,C,2.498456627,2080
World,Temperature|Global Mean|MAGICC6|P95,C,5.343973369,2080
World,Concentration|CO2|MAGICC6|MED,ppm,823.116897,2090
World,Emissions|BC,Mt BC/yr,5.68884892,2090
ASIA,Emissions|CH4,Mt CH4/yr,189.4185574,2090
LAM,Emissions|CH4,Mt CH4/yr,68.00259502,2090
MAF,Emissions|CH4,Mt CH4/yr,118.0917563,2090
OECD90,Emissions|CH4,Mt CH4/yr,91.95282262,2090
REF,Emissions|CH4,Mt CH4/yr,39.3844485,2090
World,Emissions|CH4,Mt CH4/yr,506.8501798,2090
World,Emissions|CO,Mt CO/yr,640.0129799,2090
ASIA,Emissions|CO2,Mt CO2/yr,47823.51916,2090
LAM,Emissions|CO2,Mt CO2/yr,6644.758799,2090
MAF,Emissions|CO2,Mt CO2/yr,14260.30826,2090
OECD90,Emissions|CO2,Mt CO2/yr,17555.28111,2090
REF,Emissions|CO2,Mt CO2/yr,5841.545436,2090
World,Emissions|CO2,Mt CO2/yr,92125.41277,2090
World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,2090
ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,48224.80607,2090
LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,6804.360983,2090
MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,14494.96668,2090
OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,17687.15746,2090
REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,5888.107695,2090
World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,93099.39889,2090
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,38671.71695,2090
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,18125.25516,2090
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,6674.092047,2090
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,13872.36974,2090
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,53275.66515,2090
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,41094.30821,2090
ASIA,Emissions|CO2|Land Use,Mt CO2/yr,-401.2869132,2090
LAM,Emissions|CO2|Land Use,Mt CO2/yr,-159.6021841,2090
MAF,Emissions|CO2|Land Use,Mt CO2/yr,-234.658422,2090
OECD90,Emissions|CO2|Land Use,Mt CO2/yr,-131.8763475,2090
REF,Emissions|CO2|Land Use,Mt CO2/yr,-46.56225919,2090
World,Emissions|CO2|Land Use,Mt CO2/yr,-973.9861259,2090
ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,870.7828265,2090
LAM,Emissions|F-Gases,Mt CO2-equiv/yr,225.042699,2090
MAF,Emissions|F-Gases,Mt CO2-equiv/yr,414.7221292,2090
OECD90,Emissions|F-Gases,Mt CO2-equiv/yr,541.6605614,2090
REF,Emissions|F-Gases,Mt CO2-equiv/yr,94.11749656,2090
World,Emissions|F-Gases,Mt CO2-equiv/yr,2146.325713,2090
World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,112045.7526,2090
ASIA,Emissions|N2O,kt N2O/yr,7279.445246,2090
LAM,Emissions|N2O,kt N2O/yr,3648.380286,2090
MAF,Emissions|N2O,kt N2O/yr,6163.235578,2090
OECD90,Emissions|N2O,kt N2O/yr,5023.592342,2090
REF,Emissions|N2O,kt N2O/yr,885.8638803,2090
World,Emissions|N2O,kt N2O/yr,23000.51733,2090
World,Emissions|NOx,Mt NO2/yr,86.59449228,2090
World,Emissions|OC,Mt OC/yr,24.10890424,2090
World,Emissions|Sulfur,Mt SO2/yr,50.31968329,2090
ASIA,Energy Service|Transportation|Freight,bn tkm/yr,91570.35301,2090
LAM,Energy Service|Transportation|Freight,bn tkm/yr,17056.9551,2090
MAF,Energy Service|Transportation|Freight,bn tkm/yr,28712.91648,2090
OECD90,Energy Service|Transportation|Freight,bn tkm/yr,68679.68559,2090
REF,Energy Service|Transportation|Freight,bn tkm/yr,6873.694834,2090
World,Energy Service|Transportation|Freight,bn tkm/yr,212893.605,2090
ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,49109.41626,2090
LAM,Energy Service|Transportation|Passenger,bn pkm/yr,11567.8949,2090
MAF,Energy Service|Transportation|Passenger,bn pkm/yr,31060.69221,2090
OECD90,Energy Service|Transportation|Passenger,bn pkm/yr,34173.19058,2090
REF,Energy Service|Transportation|Passenger,bn pkm/yr,10331.53401,2090
World,Energy Service|Transportation|Passenger,bn pkm/yr,136242.728,2090
ASIA,Final Energy,EJ/yr,418.8275229,2090
LAM,Final Energy,EJ/yr,88.36566251,2090
MAF,Final Energy,EJ/yr,181.741692,2090
OECD90,Final Energy,EJ/yr,168.3499717,2090
REF,Final Energy,EJ/yr,55.54146573,2090
World,Final Energy,EJ/yr,912.8263149,2090
World,Final Energy|Electricity,EJ/yr,286.2708017,2090
World,Final Energy|Gases,EJ/yr,120.7707482,2090
World,Final Energy|Heat,EJ/yr,13.2872537,2090
World,Final Energy|Hydrogen,EJ/yr,11.2162562,2090
ASIA,Final Energy|Industry,EJ/yr,206.7552244,2090
LAM,Final Energy|Industry,EJ/yr,40.59507079,2090
MAF,Final Energy|Industry,EJ/yr,97.55935998,2090
OECD90,Final Energy|Industry,EJ/yr,48.73517713,2090
REF,Final Energy|Industry,EJ/yr,24.92265434,2090
World,Final Energy|Industry,EJ/yr,418.5674867,2090
World,Final Energy|Industry|Electricity,EJ/yr,96.175716,2090
World,Final Energy|Industry|Gases,EJ/yr,67.61161114,2090
World,Final Energy|Industry|Heat,EJ/yr,8.513836,2090
World,Final Energy|Industry|Hydrogen,EJ/yr,5.28876303,2090
World,Final Energy|Industry|Liquids,EJ/yr,109.4539072,2090
World,Final Energy|Industry|Solids,EJ/yr,128.506321,2090
World,Final Energy|Industry|Solids|Biomass,EJ/yr,40.80645946,2090
World,Final Energy|Industry|Solids|Coal,EJ/yr,87.69986157,2090
World,Final Energy|Liquids,EJ/yr,351.5204389,2090
World,Final Energy|Residential and Commercial,EJ/yr,291.5068762,2090
ASIA,Final Energy|Residential and Commercial|Electricity,EJ/yr,91.0230693,2090
LAM,Final Energy|Residential and Commercial|Electricity,EJ/yr,15.800128,2090
MAF,Final Energy|Residential and Commercial|Electricity,EJ/yr,22.245185,2090
OECD90,Final Energy|Residential and Commercial|Electricity,EJ/yr,34.8625818,2090
REF,Final Energy|Residential and Commercial|Electricity,EJ/yr,8.5706974,2090
World,Final Energy|Residential and Commercial|Electricity,EJ/yr,172.5016615,2090
World,Final Energy|Residential and Commercial|Gases,EJ/yr,44.00432974,2090
World,Final Energy|Residential and Commercial|Heat,EJ/yr,4.7734177,2090
World,Final Energy|Residential and Commercial|Liquids,EJ/yr,55.72637827,2090
World,Final Energy|Residential and Commercial|Solids,EJ/yr,14.50108895,2090
World,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,10.72421641,2090
World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.776872539,2090
World,Final Energy|Solids,EJ/yr,143.0480699,2090
World,Final Energy|Solids|Biomass,EJ/yr,51.53067587,2090
World,Final Energy|Solids|Biomass|Traditional,EJ/yr,7.71835588,2090
World,Final Energy|Solids|Coal,EJ/yr,91.51739407,2090
ASIA,Final Energy|Transportation,EJ/yr,77.55117232,2090
LAM,Final Energy|Transportation,EJ/yr,23.70462324,2090
MAF,Final Energy|Transportation,EJ/yr,36.93912362,2090
OECD90,Final Energy|Transportation,EJ/yr,61.83182565,2090
REF,Final Energy|Transportation,EJ/yr,16.60366066,2090
World,Final Energy|Transportation,EJ/yr,216.6304055,2090
World,Final Energy|Transportation|Electricity,EJ/yr,15.16729162,2090
World,Final Energy|Transportation|Freight,EJ/yr,70.77316412,2090
World,Final Energy|Transportation|Gases,EJ/yr,9.154807295,2090
World,Final Energy|Transportation|Hydrogen,EJ/yr,5.92749317,2090
World,Final Energy|Transportation|Liquids,EJ/yr,186.3401534,2090
World,Final Energy|Transportation|Passenger,EJ/yr,145.8572414,2090
World,Forcing|CO2|MAGICC6|MED,W/m2,5.834020235,2090
World,Forcing|Kyoto Gases|MAGICC6|MED,W/m2,7.223431603,2090
World,Forcing|MAGICC6|MED,W/m2,7.061132455,2090
ASIA,GDP|MER,billion US$2005/yr,142254.6918,2090
LAM,GDP|MER,billion US$2005/yr,27269.076,2090
MAF,GDP|MER,billion US$2005/yr,21716.6598,2090
OECD90,GDP|MER,billion US$2005/yr,102743.07,2090
REF,GDP|MER,billion US$2005/yr,10040.8662,2090
World,GDP|MER,billion US$2005/yr,304024.3638,2090
World,Land Cover,million Ha/yr,12824.18843,2090
World,Land Cover|Cropland,million Ha/yr,1340.059783,2090
World,Land Cover|Cropland|Energy Crops,million Ha/yr,176.611595,2090
World,Land Cover|Forest,million Ha/yr,4049.83814,2090
World,Land Cover|Other Arable Land,million Ha/yr,405.1234363,2090
World,Land Cover|Other Land,million Ha/yr,3768.291101,2090
World,Land Cover|Pasture,million Ha/yr,3260.875968,2090
ASIA,Population,million,4239.417,2090
LAM,Population,million,923.083,2090
MAF,Population,million,2366.089,2090
OECD90,Population,million,1116.549,2090
REF,Population,million,336.074,2090
World,Population,million,8981.212,2090
World,Price|Carbon,US$2005/t CO2,0,2090
ASIA,Primary Energy,EJ/yr,643.1699782,2090
LAM,Primary Energy,EJ/yr,117.571139,2090
MAF,Primary Energy,EJ/yr,241.666459,2090
OECD90,Primary Energy,EJ/yr,247.9282487,2090
REF,Primary Energy,EJ/yr,88.5081459,2090
World,Primary Energy,EJ/yr,1338.843971,2090
World,Primary Energy|Biomass,EJ/yr,114.1064629,2090
World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,2090
World,Primary Energy|Biomass|w/o CCS,EJ/yr,114.1064629,2090
World,Primary Energy|Coal,EJ/yr,594.33412,2090
World,Primary Energy|Coal|w/ CCS,EJ/yr,0,2090
World,Primary Energy|Coal|w/o CCS,EJ/yr,594.33412,2090
World,Primary Energy|Fossil,EJ/yr,1151.873771,2090
World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.3074506,2090
World,Primary Energy|Fossil|w/o CCS,EJ/yr,1151.56632,2090
World,Primary Energy|Gas,EJ/yr,261.49959,2090
World,Primary Energy|Gas|w/ CCS,EJ/yr,0,2090
World,Primary Energy|Gas|w/o CCS,EJ/yr,261.49959,2090
World,Primary Energy|Geothermal,EJ/yr,3.932120079,2090
World,Primary Energy|Hydro,EJ/yr,20.8013841,2090
World,Primary Energy|Non-Biomass Renewables,EJ/yr,72.86373693,2090
World,Primary Energy|Nuclear,EJ/yr,0,2090
World,Primary Energy|Oil,EJ/yr,296.040061,2090
World,Primary Energy|Oil|w/ CCS,EJ/yr,0.3074506,2090
World,Primary Energy|Oil|w/o CCS,EJ/yr,295.7326104,2090
World,Primary Energy|Solar,EJ/yr,19.48851345,2090
World,Primary Energy|Wind,EJ/yr,29.12599455,2090
World,Secondary Energy|Electricity,EJ/yr,330.7828946,2090
World,Secondary Energy|Electricity|Biomass,EJ/yr,12.52675316,2090
World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,2090
World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,12.52675316,2090
World,Secondary Energy|Electricity|Coal,EJ/yr,149.1833472,2090
World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,2090
World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,149.1833472,2090
World,Secondary Energy|Electricity|Gas,EJ/yr,88.07709703,2090
World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,2090
World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,88.07709703,2090
World,Secondary Energy|Electricity|Geothermal,EJ/yr,3.932120079,2090
World,Secondary Energy|Electricity|Hydro,EJ/yr,20.8013841,2090
World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,73.1648865,2090
World,Secondary Energy|Electricity|Nuclear,EJ/yr,0,2090
World,Secondary Energy|Electricity|Oil,EJ/yr,7.830810713,2090
World,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,2090
World,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,7.830810713,2090
World,Secondary Energy|Electricity|Solar,EJ/yr,19.48851345,2090
World,Secondary Energy|Electricity|Wind,EJ/yr,28.94286887,2090
World,Secondary Energy|Gases,EJ/yr,283.1776227,2090
World,Secondary Energy|Hydrogen,EJ/yr,4.728249801,2090
World,Secondary Energy|Liquids,EJ/yr,368.449517,2090
World,Secondary Energy|Liquids|Biomass,EJ/yr,16.37899789,2090
World,Secondary Energy|Liquids|Coal,EJ/yr,55.57949122,2090
World,Secondary Energy|Liquids|Fossil,EJ/yr,63.48353439,2090
World,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,0,2090
World,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,63.48353439,2090
World,Secondary Energy|Liquids|Gas,EJ/yr,7.904043167,2090
World,Secondary Energy|Liquids|Oil,EJ/yr,288.5869847,2090
World,Temperature|Exceedance Probability|1.5 degC|MAGICC6,-,1,2090
World,Temperature|Exceedance Probability|2.0 degC|MAGICC6,-,1,2090
World,Temperature|Exceedance Probability|3.0 degC|MAGICC6,-,0.9,2090
World,Temperature|Exceedance Probability|4.0 degC|MAGICC6,-,0.476666667,2090
World,Temperature|Global Mean|MAGICC6|MED,C,3.947167262,2090
World,Temperature|Global Mean|MAGICC6|P5,C,2.779332616,2090
World,Temperature|Global Mean|MAGICC6|P95,C,6.114508936,2090
World,Concentration|CO2|MAGICC6|MED,ppm,910.2436699,2100
World,Emissions|BC,Mt BC/yr,5.413931968,2100
ASIA,Emissions|CH4,Mt CH4/yr,188.6006821,2100
LAM,Emissions|CH4,Mt CH4/yr,71.70762893,2100
MAF,Emissions|CH4,Mt CH4/yr,105.6292672,2100
OECD90,Emissions|CH4,Mt CH4/yr,96.45625955,2100
REF,Emissions|CH4,Mt CH4/yr,63.4099128,2100
World,Emissions|CH4,Mt CH4/yr,525.8037506,2100
World,Emissions|CO,Mt CO/yr,584.7406628,2100
ASIA,Emissions|CO2,Mt CO2/yr,47703.86333,2100
LAM,Emissions|CO2,Mt CO2/yr,7381.835462,2100
MAF,Emissions|CO2,Mt CO2/yr,16013.77598,2100
OECD90,Emissions|CO2,Mt CO2/yr,18284.63727,2100
REF,Emissions|CO2,Mt CO2/yr,6233.336615,2100
World,Emissions|CO2,Mt CO2/yr,95617.44866,2100
World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,2100
ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,48264.86633,2100
LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,7610.071012,2100
MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,16340.67367,2100
OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,18446.12595,2100
REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,6306.95382,2100
World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,96968.69078,2100
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,38945.19846,2100
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,17860.46727,2100
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,6273.996299,2100
World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,14810.73489,2100
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,55776.45779,2100
World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,44039.00133,2100
