model,scenario,region,product_short,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
PD22,pathway,World ,Enteric Fermentation|Floor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.9802842392581225,0.9601653843310273,0.9400465295459679,0.9203307692188719,0.9013895271680961,0.8835360312117402,0.8670076914011691,0.8519589164149451,0.8384636427145101,0.8265252269242112,0.8160906583456595,0.8070661959813914,0.7993322084738597,0.7927558479641651,0.7872009639177171,0.7825352331028412,0.7786348250135988,0.7753870763640262,0.7726916729814759,0.7704607880931005,0.7686185443598319,0.767100079602534,0.7658504172071263,0.764823277523044,0.7639799170668142,0.763288046415037,0.7627208527909032,0.762256136905668,0.761875563316409,0.7615640175571505,0.7613090601899514,0.7611004666862293,0.7609298419704087,0.7607902990505822,0.7606761921026327,0.760582895460007,0.7605066210656314,0.7604442679930996,0.760393298603629,0.7603516367575672,0.7603175842418852,0.7602897522131059,0.7602670049974604,0.7602484140473429,0.7602332202362823,0.7602208029940911,0.7602106550491555,0.760202361764476,0.7601955842354725,0.760190045467084,0.7601855190707277,0.7601818200227997,0.7601787971094125,0.7601763267501603,0.7601743079495089,0.7601726581701478,0.7601713099600731,0.7601702081958264,0.7601693078293928,0.7601685720467832,0.7601679707631016,0.7601674793926343,0.7601670778437097,0.760166749697263,0.7601664815355318,0.7601662623934535,0.7601660833103321,0.7601659369634562,0.7601658173686854,0.7601657196357654,0.7601656397683715,0.7601655745007001,0.7601655211639323,0.7601654775771062,0.7601654419579376,0.7601654128499422,0.7601653890628806,0.7601653696240875
