Region,Sector,Metric,Unit,Scenario,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
World ,All,N2O anthropogenic emissions,Mt,Baseline,0.737199605,0.746010005,0.754868865,0.764647663,0.775050104,0.785607398,0.796230316,0.807179749,0.817588449,0.827740669,0.837293506,0.848975778,0.863942206,0.882698596,0.903800845,0.925300121,0.948685586,0.970398843,0.99137342,1.010401607,1.026176333,1.040112495,1.054577589,1.0685637,1.083703399,1.097245932,1.110361576,1.123396873,1.134435654,1.14413929,1.152180672,1.158589244,1.163980365,1.169117451,1.174899578,1.179094434,1.185056925,1.1924299,1.201402307,1.210857868,1.223188639,1.26802218,1.366609693,1.505792975,1.673936248,1.85624516,2.043035746,2.218891621,2.371124744,2.490793705,2.559215784,2.602906704,2.645235777,2.688630819,2.736091614,2.783674717,2.835659981,2.891051292,2.949179173,3.013424873,3.082739115,3.26844883,3.382272005,3.491854429,3.606945038,3.756783009,3.918754578,4.057348251,4.171171188,4.264319897,4.372730255,4.29957962,4.551166058,4.641448975,4.617043972,4.758215904,4.893508434,5.016819477,5.110561371,5.279655457,5.329699039,5.249509811,5.475414753,5.471513748,5.371526718,5.355175972,5.459172726,5.691761494,5.494859219,5.569534779,5.311284542,5.312562943,5.317860603,5.174654007,5.33164978,5.430896282,5.512206554,5.785685062,5.654973507,5.462957859,5.407561302,5.44312191,5.528075695,5.628699303,5.829668045,5.816613197,5.994659424,6.0422225,6.038926601,6.097793579,6.212434292,6.273274422,6.309423447,6.314092636,6.398571491,6.543005466,6.540228844,6.543298721,6.570116043,10.09354115,10.17799091,10.26244068,10.3468914,10.43134022,10.51578999,10.60024071,10.68468952,10.76913929,10.85359001,10.93803883,11.02248955,11.08869648,11.15490341,11.2211113,11.28731728,11.35352421,11.41973209,11.48593903,11.55214596,11.61835384,11.68455982,11.73610592,11.79655552,11.85589123,11.91411304,11.97122192,12.02721786,12.08209991,12.13586712,12.18852139,12.24006271,12.29049015,12.33980465,12.3880043,12.43509102,12.4810648,12.52592468,12.56966972,12.61230183,12.65382099,12.69422626,12.7335186,12.77169609,12.80876064,12.8447113,12.87954903,12.91327381,12.94588375,12.97738075,13.00776386,13.03703403,13.06518936,13.0922327,13.1181612,13.14297676,13.16667843,13.18926716,13.210742,13.23110294,13.25035095,13.26848507,13.28550529,13.30141163,13.31620502,13.32988548,13.3424511,13.35390377,13.36424351,13.3734684,13.38158131,13.38857841,13.39446354,13.39923477,13.40289211,13.40543652,13.40686703,13.4071846,13.40638828,13.40447712,13.40145397,13.39731598
World ,All,SF6 anthropogenic emissions,t,Baseline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.629921436,13.79716587,29.21903801,48.98337555,71.63343048,96.31351471,121.7157364,146.766449,170.393219,191.4030304,210.1495972,229.8846893,248.6099701,267.4474487,287.1829224,305.9209595,325.6542053,344.486084,364.2158203,382.9530334,400.5538635,416.5460815,431.3968506,445.137085,460.1119385,476.3431702,494.9536743,517.3059082,544.5103149,575.8516846,666.3761597,705.1851807,810.0233765,834.5686035,982.3288574,1190.590332,1341.79834,1452.550049,1720.696167,1823.28833,1868.567139,2013.239624,2008.075806,2268.071533,2433.604736,2589.726074,2699.712158,2879.368164,3051.87915,3140.103271,3203.136963,3180.421875,3138.719971,3061.422119,3120.759277,3115.00415,2873.320801,2653.983154,2518.775391,2228.964844,2123.694824,2104.419434,2174.672852,2121.599854,2154.174072,6481.5,6622.199707,6762.899902,6903.600098,7044.300293,7147.990234,7251.680176,7355.370117,7459.060059,7562.75,7666.439941,7770.129883,7873.819824,7977.509766,8081.199707,8271.910156,8462.620117,8653.330078,8844.040039,9034.75,9225.459961,9416.169922,9606.879883,9797.589844,9988.300781,10115.5,10242.7002,10369.90039,10497.09961,10624.2998,10751.5,10878.7002,11005.89941,11133.09961,11260.2998,11330.7998,11401.2998,11471.7998,11542.2998,11612.7998,11683.2998,11753.7998,11824.2998,11894.7998,11965.2998,12174.73926,12384.17969,12593.62012,12803.05957,13012.5,13221.93945,13431.37988,13640.82031,13850.25977,14059.7002,14002.92969,13946.16016,13889.39063,13832.62012,13775.85059,13719.08008,13662.30957,13605.54004,13548.76953,13492,13630.37988,13768.75977,13907.13965,14045.51953,14183.89941,14322.28027,14460.66016,14599.04004,14737.41992,14875.7998,14993.49023,15111.17969,15228.87012,15346.55957,15464.25,15581.93945,15699.62988,15817.32031,15935.00977,16052.7002,16139.66016,16226.62012,16313.5791,16400.53906,16487.5,16574.45898,16661.41992,16748.38086,16835.33984,16922.30078
World ,All,PFC anthropogenic emissions,t,Baseline,67.11006165,71.52420807,75.54010773,79.36869049,82.95105743,86.45167542,89.9648819,93.53318787,97.49102783,101.726593,106.3062744,111.3324661,116.80233,122.5614243,128.575943,135.0325317,141.6865845,148.7786407,156.0950165,163.9021149,171.7348938,208.5322876,295.1902161,423.1401672,581.3823242,760.9246216,951.7879639,1143.056152,1328.358887,1494.447266,1633.636963,1754.086914,1867.95752,1978.778809,2085.174072,2189.429443,2293.630859,2399.366943,2503.466309,2611.397217,2724.51123,2839.504883,2958.46582,3080.19043,3208.666992,3346.116211,3489.834229,3635.51416,3805.136719,3978.875732,4162.412598,4353.763184,4571.896484,4812.890625,5064.524414,5325.187988,5604.162598,5892.950195,6188.222656,6498.300293,6799.123535,7144.376953,7536.791992,7950.916016,8397.212891,8844.092773,9276.358398,9694.663086,10074.5293,10402.66504,11183.48828,11779.97266,12329.16602,13238.06836,14215.61816,13253.99121,13830.50684,14811.69238,15265.71289,15653.90332,14997.65723,14650.3291,13404.39355,13701.68652,15226.89844,14447.98535,14012.35938,14903.73828,15511.72949,15775.71973,15758.66992,15045.67188,13561.70508,12656.47168,11857.77441,11872.11816,11945.92871,11429.31934,11061.14258,10825.66309,10619.48047,8942.00293,9204.899414,8657.363281,8716.12793,8311.364258,16145.51953,15874.74512,15603.9707,15333.19629,15062.42188,15186.18652,15309.95215,15433.7168,15557.48145,15681.24707,15805.01172,15928.77637,16052.54199,16176.30664,16300.07129,16380.9248,16461.77734,16542.63086,16623.48438,16704.33789,16785.18945,16866.04297,16946.89648,17027.75,17108.60156,17073.42383,17038.24414,17003.06641,16967.88672,16932.70703,16897.5293,16862.34961,16827.17188,16791.99219,16756.8125,16806.46289,16856.11328,16905.76172,16955.41211,17005.0625,17054.71094,17104.36133,17154.01172,17203.66211,17253.31055,17159.72461,17066.14063,16972.55469,16878.96875,16785.38281,16691.79688,16598.21289,16504.62695,16411.04102,16317.45508,16334.91211,16352.36816,16369.8252,16387.28125,16404.73828,16422.19531,16439.65234,16457.10742,16474.56445,16492.02148,16465.28516,16438.55078,16411.81445,16385.08008,16358.34375,16331.6084,16304.87305,16278.1377,16251.40234,16224.66699,16162.5,16100.33398,16038.16699,15976.00098,15913.83496,15851.66797,15789.50195,15727.33496,15665.16895,15603.00293,15561.56934,15520.13574,15478.70215,15437.26953,15395.83594,15354.40234,15312.96875,15271.53613,15230.10254,15188.66895
World ,All,CO2 equivalent emissions from HFC,Gt CO2e,Baseline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037353169,0.040077575,0.041607019,0.048574157,0.054046128,0.04821993,0.057912283,0.064109959,0.070039436,0.073347308,0.077836961,0.080066569,0.07518328,0.086879872,0.091616735,0.09130232,0.097619377,0.101767138,0.118556634,0.149101824,0.144353688,0.138735414,0.142421976,0.14371489,0.165019602,0.189282596,0.218090862,0.265965134,0.287339568,0.333426416,0.326074719,0.324742913,0.353427589,0.370538086,0.444127709,0.494887471,0.485704005,0.531401277,0.577086389,0.622558415,0.668428123,0.69092685,0.713498533,0.736029685,0.758618355,0.781050324,0.803448439,0.82585448,0.848259032,0.870685875,0.893116891,0.910731792,0.928349793,0.945970654,0.963594258,0.981220365,0.998848796,1.016479254,1.0341115,1.051745296,1.069380522,1.088734984,1.108090639,1.127447248,1.146804571,1.166162491,1.185521007,1.20487988,1.224239111,1.2435987,1.262958407,1.275502563,1.288046837,1.300591111,1.313135386,1.325679779,1.338223934,1.35076797,1.363312006,1.375855803,1.388399482,1.398447633,1.408495665,1.418543458,1.428591132,1.438638568,1.448685765,1.458732724,1.468779564,1.478826165,1.488872647,1.499707937,1.510543108,1.52137816,1.532212973,1.543047667,1.553882241,1.564716697,1.575550914,1.586385012,1.59721899,1.603675246,1.610131264,1.616587162,1.623042941,1.629498482,1.635953903,1.642409205,1.648864388,1.655319452,1.661774397,1.666774869,1.671775222,1.676775455,1.681775689,1.686775804,1.691775918,1.696775913,1.701775908,1.706775784,1.711775661,1.717140794,1.722505927,1.727870822,1.733235717,1.738600612,1.743965268,1.749329805,1.754694223,1.760058403,1.765422344
World ,All,CO2 emissions,Gt CO2,Pathway,4.738148212,4.813110828,4.881361961,5.073858261,5.104264259,5.269526482,5.372303963,5.679089069,5.564490795,5.672819138,5.814213276,5.834766388,5.935081482,6.132726192,5.828303337,5.785171986,5.996294975,6.159573078,6.231664181,5.813951015,6.336697102,5.976829529,6.147166252,6.572300911,6.55014801,6.588681698,6.501133919,6.796327114,6.760264874,7.004027843,6.695548534,6.350884438,6.086251736,6.306379795,6.612778664,6.815836906,7.192079067,7.466983318,7.198751926,7.448287487,7.767603397,7.919269085,8.006432533,8.002334595,7.95973444,7.001465321,7.084111691,7.334189415,7.383971691,6.933794022,7.543261051,7.657123566,7.581068993,7.709533215,7.716176033,8.211163521,8.606566429,8.889088631,9.217507362,12.4565115,13.03483391,13.16278744,13.5202179,13.90463638,14.23564911,14.52214336,14.82389069,15.13346291,15.84986496,16.83775902,18.04921341,18.60317802,19.1812191,19.9832077,19.77095795,19.68682098,20.53410721,20.95612526,21.44449425,21.82722473,21.63700485,21.05757904,20.88355064,21.27612877,21.98238564,22.75473022,23.2215786,24.132761,24.96843719,25.44001389,25.6978817,26.19820786,26.69831657,27.13410187,27.37978745,27.89500046,28.54061127,30.45827484,28.38934708,28.68786621,29.15336418,29.28826332,30.13557243,31.11282539,32.51311874,33.3972702,34.75130463,34.73479843,35.63898849,35.59674835,36.97865295,38.10829544,38.61976242,38.51588821,38.99566269,39.8639679,39.97326279,40.78352356,41.35635757,41.47849655,40.5682869,39.90309906,39.15615463,36.92589188,34.82073212,32.82024765,30.89002609,29.02588654,27.1765976,25.32693291,23.43667603,22.05986214,20.6232872,19.13439751,17.60359192,16.03428078,14.45803547,12.8714304,11.28294945,9.701519012,8.12362957,6.928758621,5.742298126,4.571259022,3.426636934,2.32784462,1.23997438,0.162760854,-0.9060269,-1.963747859,-3.023955822,-3.863205671,-4.689632416,-5.504071712,-6.311459541,-7.113562107,-7.910689831,-8.705691338,-9.501111984,-10.29633522,-11.0965929,-11.89151764,-12.69008064,-13.49061394,-14.29418373,-15.10070896,-15.90964413,-16.72088814,-17.53421783,-18.34917831,-19.16597176,-19.82694054,-20.49082756,-21.16515923,-21.83870125,-22.51019478,-23.18126297,-23.85069084,-24.51821136,-25.18365288,-25.8468914,-26.26207733,-26.67396736,-27.08445168,-27.49255562,-27.89732361,-28.30076981,-28.70231438,-29.10160065,-29.49772072,-29.88174057,-30.13611984,-30.38831329,-30.63837051,-30.88634491,-31.13227463,-31.37794685,-31.62161446,-31.86232376,-32.10204315,-32.33983612
World ,All,CO2 equivalent emissions,Gt CO2e,Pathway,7.079923153,7.17997551,7.281056404,7.503371716,7.569910049,7.769600868,7.908563137,8.248418808,8.166187286,8.305801392,8.477026939,8.52840519,8.662081718,8.900918007,8.638886452,8.639324188,8.894386292,9.100819588,9.212024689,8.83125782,9.384943008,9.054403305,9.257281303,9.715118408,9.727570534,9.801722527,9.746626854,10.07540894,10.07263374,10.34405136,10.06271553,9.741688728,9.502813339,9.750048637,10.08401012,10.31774521,10.72434521,11.02995014,10.79069901,11.07311821,11.42487717,11.62505817,11.79863548,11.90398502,11.99198055,11.17577744,11.40393639,11.79169559,11.97513103,11.63548374,12.32712364,12.52356625,12.55570221,12.81130695,12.96006584,13.61004162,14.16372108,14.60751438,15.09479046,18.47698402,19.18671989,19.4780426,19.9985981,20.52447319,21.03697586,21.51341629,22.02410126,22.53979492,23.45358276,24.61735153,26.04077721,26.43736267,27.39169884,28.30364227,28.08645821,28.17848206,29.27970505,29.92313004,30.49349976,31.14804268,31.04022026,30.35144043,30.7770462,31.00510979,31.55720139,32.4055481,33.13614655,34.44851685,35.07859039,35.78134155,36.02862549,36.48579407,36.89340973,37.24466705,37.50518799,38.20327377,38.98492813,41.10193253,39.0446701,39.3176918,39.83290863,39.942276,41.06328583,42.27656174,44.11392212,45.15869522,46.89352417,46.92498398,47.96687698,48.01370621,49.53997421,50.81061554,51.43383789,51.33347321,52.00154877,53.06193542,53.2269783,54.1001091,54.77624893,56.85261917,56.1679039,55.7553215,55.23160934,53.18968201,51.24290848,49.36587906,47.54650497,45.75521088,43.93515396,42.07148743,40.11891174,38.66193008,37.10626221,35.46123505,33.74104309,31.95017433,30.1422596,28.30456924,26.4490242,24.58808327,22.71563911,21.33613777,19.94581223,18.56207466,17.20574951,15.90824699,14.62025452,13.34360409,12.07847881,10.83805847,9.603046417,8.634757996,7.683615685,6.749362946,5.830868721,4.923530102,4.027534485,3.140355587,2.259690762,1.386411309,0.518349648,-0.343477547,-1.20212245,-2.056000471,-2.906374454,-3.753412724,-4.597131729,-5.437604904,-6.274851322,-7.108814716,-7.939338207,-8.627007484,-9.311561584,-9.993806839,-10.67252445,-11.3466835,-12.01826763,-12.68630219,-13.35083103,-14.01191902,-14.66964817,-15.07653618,-15.47940254,-15.88034153,-16.27848053,-16.67294884,-17.06586456,-17.45631409,-17.84448814,-18.22951889,-18.62650871,-18.86706352,-19.1059761,-19.34334183,-19.57925797,-19.81381226,-20.04687119,-20.27873421,-20.50847435,-20.73816299,-20.966856
World ,All,Atmospheric concentration,ppm,Pathway,293.7234497,294.0298462,294.3356628,294.5861206,294.7326965,294.9137878,295.1748047,295.490509,295.8251953,296.153656,296.5013428,296.8582153,297.2113342,297.5358276,297.8267212,298.1076355,298.4215393,298.7713013,299.1388245,299.4884644,299.8235168,300.1558228,300.4563904,300.7922668,301.1570129,301.5115356,301.8595276,302.2128601,302.5834351,302.9454651,303.2890015,303.5886536,303.852478,304.1016541,304.3807983,304.6964417,305.0464478,305.4388428,305.833313,306.2087402,306.6108704,307.0358582,307.4671936,307.8893738,308.2956238,308.6494141,308.9419556,309.2605591,309.6026611,309.9288635,310.2480774,310.6121521,310.9709473,311.3203125,311.6712341,312.0401611,312.4623413,312.9268494,313.426178,314.0920105,314.9884033,315.8713379,316.7176208,317.5447388,318.2896423,318.953064,319.6578979,320.4513855,321.3289795,322.2755432,323.3104858,324.4602356,325.6801147,326.9649963,328.2588196,329.4789429,330.6649475,331.9201355,333.2320862,334.5823364,335.9298401,337.2235718,338.4379272,339.5225525,340.5666199,341.7373047,343.0348206,344.412323,345.8897095,347.4428101,349.0313721,350.6255798,352.1139221,353.4576416,354.8875427,356.4535828,358.1312866,359.9541321,361.8087769,363.5160828,365.2721558,367.0622864,368.8852844,370.7889099,372.7834778,374.8812866,377.0551147,379.2839966,381.5177307,383.7833862,386.0758667,388.4945984,390.9867249,393.4675598,395.9039307,398.37854,400.8884583,403.4732056,406.035614,408.6740112,411.20578,413.6211853,415.9429932,418.1009521,420.0010071,421.672821,423.1375732,424.411377,425.5065918,426.4300232,427.184906,427.7969971,428.3042603,428.6999207,428.9796143,429.1402588,429.1803894,429.1006165,428.9016113,428.585022,428.1529541,427.6244507,427.02771,426.3624573,425.6303406,424.8346558,423.9785461,423.0625305,422.0871887,421.0530701,419.9603577,418.8187256,417.6437683,416.4351501,415.1927185,413.9160767,412.6048279,411.2586975,409.8771057,408.4594727,407.0050964,405.5135498,403.9848633,402.4184265,400.8139038,399.1708679,397.4890747,395.7683716,394.008728,392.210144,390.3726501,388.5037842,386.6147461,384.7037964,382.7696838,380.8122559,378.8314514,376.827179,374.7995911,372.7487793,370.6750488,368.5900879,366.5113831,364.4369812,362.3656311,360.2964783,358.2287292,356.1616516,354.094635,352.0272827,349.9597778,347.8984375,345.8515015,343.8174438,341.7952271,339.7839661,337.7827759,335.790863,333.8076782,331.8327637,329.8655701
World ,All,Equivalent CO2,ppm,Pathway,277.2876282,278.4424744,278.9838867,277.3972168,275.0654297,275.0050964,275.8320618,276.8496399,277.7572632,278.7723694,279.9445496,281.1038208,281.8200684,281.6816101,281.7440186,282.5708008,283.7764893,285.117218,286.5005188,287.7980347,288.7623901,289.3731995,290.1021423,291.0535889,292.0246277,292.9081726,293.8565979,294.8734131,295.8241272,296.3954773,296.8319702,297.3997498,297.8306274,298.0813904,298.5073242,299.1404724,299.930603,300.8842163,301.7454529,302.4792175,303.275116,304.1348267,304.9452209,305.5794983,306.2119141,306.9292908,307.6907349,308.5252686,309.4552002,310.3623047,311.1128235,311.8528442,312.4967651,313.0374451,313.5563965,314.1685181,315.0885315,316.2881775,317.6282043,319.0782471,320.5314636,321.5559387,322.0389099,321.2861633,318.142395,314.9909668,314.3602295,315.1376343,316.0697937,316.3570251,317.0600281,319.1397705,321.7042236,324.322052,326.4811096,327.7666321,328.804718,331.0853271,333.8679504,336.6907043,339.7063293,342.8217773,344.0860596,342.0718384,340.675354,342.1323242,344.3662109,346.9728699,350.0263672,353.4509888,356.9290771,358.519165,354.9688416,350.8375244,351.3750305,353.6403198,356.5281677,359.6725464,363.0393982,366.5906677,370.3529663,374.207428,377.9827271,381.480896,384.8115234,388.2158813,391.4325256,394.9516907,398.578064,402.2527161,405.9901428,410.061554,414.3503113,417.843811,421.0486145,424.3752441,427.8006287,431.3703308,434.9100342,438.6131897,442.6024475,446.522522,450.3893127,454.110199,457.5686035,460.7834473,463.7471924,466.4899597,469.0115967,471.3057861,473.3629456,475.1589966,476.7717285,478.1856384,479.3895264,480.375,481.0120239,481.4310913,481.633728,481.6239014,481.4060974,480.8999939,480.2828064,479.5509033,478.7074585,477.7615662,476.7127075,475.572937,474.3454895,473.0354309,471.6487122,470.2434387,468.7897339,467.2831726,465.7263184,464.1221619,462.5285034,460.891449,459.2128296,457.4943542,455.7376099,453.9940491,452.2109985,450.3895264,448.5308228,446.6357727,444.7452087,442.8193054,440.8585205,438.8632507,436.8338318,434.8075562,432.7571716,430.6817322,428.580719,426.4540405,424.3248901,422.1694946,419.9877625,417.77948,415.5445557,413.315033,411.0892334,408.8646851,406.6396179,404.4127197,402.1955261,399.9740601,397.747467,395.5149841,393.2732849,391.0395813,388.8181458,386.606781,384.4039001,382.2080994,380.0270081,377.8510437,375.6793213,373.5109558,371.3451843
World ,All,Temperature change from preindustrial,Degrees C,Pathway,0.001934742,0.025948906,0.023440395,-0.054010741,-0.137362897,-0.124583438,-0.085569113,-0.049536802,-0.024624767,0.000487239,0.026657194,0.048355337,0.050784405,0.02492453,0.01409539,0.03368004,0.062592104,0.090687826,0.115765266,0.135332122,0.141555935,0.136685759,0.139880881,0.150656164,0.160640463,0.167903975,0.177933574,0.189989164,0.198376238,0.194242731,0.188943431,0.191882223,0.191910192,0.18767117,0.190341622,0.199258998,0.21160911,0.226825342,0.237245739,0.243594483,0.251343757,0.26003927,0.266438752,0.26733169,0.269658625,0.276929796,0.286523879,0.296665221,0.308246672,0.318363339,0.323033482,0.325767666,0.326273203,0.324639112,0.32333985,0.325404972,0.334595859,0.350453585,0.3676171,0.381015182,0.386485219,0.377291083,0.356367856,0.301433206,0.184777364,0.092881791,0.090061024,0.127906814,0.158632189,0.160370663,0.173153475,0.217861176,0.269042611,0.310406685,0.332326978,0.327915192,0.318900138,0.349073291,0.389034569,0.424228907,0.461311847,0.500002682,0.481995583,0.377936691,0.318142921,0.350324541,0.397657156,0.43937242,0.484964281,0.534623682,0.583183527,0.569308221,0.426456302,0.306838006,0.345420122,0.42265141,0.49929443,0.567026854,0.630473435,0.692964375,0.752096772,0.805149555,0.849070728,0.879186451,0.899843395,0.91957742,0.933733344,0.955713511,0.981575251,1.007734299,1.035049796,1.067221045,1.10169673,1.115476131,1.126932383,1.142726064,1.161879539,1.183623195,1.207376122,1.232637763,1.259264827,1.286812782,1.314642668,1.34257853,1.370339155,1.397666097,1.424372315,1.450325727,1.475445271,1.499665618,1.522929072,1.545118809,1.566154003,1.586081624,1.604921103,1.6226753,1.639284492,1.654674411,1.668867111,1.68187952,1.693726182,1.704340339,1.713689923,1.721904993,1.729081511,1.735296726,1.74061501,1.74508822,1.748763561,1.751680017,1.753873229,1.755227566,1.75560689,1.755144119,1.753938079,1.752066374,1.749613881,1.746659875,1.7432307,1.739348412,1.735031247,1.730299592,1.725172043,1.719655752,1.713756919,1.707481503,1.700852156,1.693896294,1.686608195,1.678983569,1.671019077,1.662691712,1.653982639,1.644913197,1.635498524,1.625748992,1.615682721,1.605318785,1.594654083,1.583685875,1.572410941,1.560824156,1.548943639,1.536799908,1.524413824,1.511799097,1.498971581,1.485944867,1.472718835,1.459292412,1.445662975,1.431837797,1.417847872,1.403704643,1.389415383,1.374983549,1.360415697,1.345717907,1.330887437,1.315921307,1.300816178
World ,All,Sea level rise,mm,Pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614060402,5.94092226,10.05171108,15.00913906,19.99220848,25.50527382,30.76190567,35.9166069,41.15742874,46.55435562,51.86860275,57.23497391,63.42691803,70.18158722,76.78273773,83.30435181,89.80395508,96.32355499,102.9014969,109.5560303,116.3072433,123.1954346,130.2321625,137.4299164,144.800827,152.3518524,160.0864868,168.004715,176.1050568,184.3852539,192.844101,201.4815216,210.2890778,219.2594147,228.3861389,237.6646729,247.0932465,256.6643982,266.3705444,276.2044373,286.1608582,296.2370605,306.420166,316.6990051,327.0639954,337.5065308,348.019104,358.594635,369.2268066,379.9096069,390.6410828,401.4263916,412.2546997,423.1163025,434.0032349,444.9081421,455.8233948,466.7446594,477.6682434,488.5906677,499.5086365,510.4188232,521.3186035,532.2055054,543.0770874,553.930603,564.7623901,575.5707397,586.3540039,597.1105347,607.8389282,618.5387573,629.2068481,639.8405762,650.4373779,660.994751,671.5097656,681.980835,692.4063721,702.7848511,713.1147461,723.3939209,733.6192017,743.7880249,753.8984375,763.9483643,773.9358521,783.8597412,793.7189941,803.5124512,813.2390747,822.8963013,832.4824829,841.9963379,851.4368896,860.8031616,870.0939331,879.3085938,888.4465332,897.5071411
World ,All,Cumulative CO2,Gt CO2,Pathway,110.6253586,115.3916168,120.2303238,125.183876,130.2691345,135.4353638,140.7434387,146.2307892,151.8668976,157.4720154,163.1978607,169.0197754,174.8921661,180.9013672,186.9199219,192.7320557,198.596405,204.6539307,210.8405304,216.9155579,222.9255371,229.1272888,235.167984,241.4745789,248.0385742,254.6031647,261.1590271,267.7708435,274.5536499,281.4053345,288.2936707,294.8599854,301.1116333,307.280426,313.7017212,320.390625,327.3475647,334.6427307,342.0091248,349.3014526,356.8694763,364.6939697,372.6459045,380.6508179,388.6371765,396.2375488,403.2700195,410.4479065,417.8007507,425.0159302,432.1782532,439.7642212,447.3928223,455.0220642,462.7341003,470.6358948,478.9953308,487.7078552,496.7200928,507.1522217,519.8256226,532.9084473,546.2052612,559.8696289,573.8983765,588.2414551,602.87677,617.8167725,633.2188721,649.439209,666.7312622,684.9881592,703.8081055,723.2901001,743.1937256,762.9331055,782.9376831,803.6300049,824.7692871,846.3572998,868.1132202,889.532959,910.5252686,931.5560303,953.0969849,975.3690186,998.2988281,1021.862061,1046.308228,1071.453491,1096.990234,1122.875732,1149.261475,1176.123169,1203.349487,1230.922363,1259.05957,1288.319214,1318.001709,1346.50293,1375.365356,1404.569336,1434.175415,1464.677368,1496.315308,1529.160034,1563.065063,1597.810181,1632.884033,1668.507202,1704.622192,1742.024414,1780.324463,1818.905273,1857.601074,1896.922363,1936.827393,1977.600586,2018.463501,2060.169434,2101.306641,2141.625488,2181.248535,2219.568359,2255.704834,2289.775391,2321.871826,2352.062744,2380.39502,2406.878174,2431.496094,2454.416504,2475.937744,2496.002686,2514.562988,2531.578125,2547.02124,2560.884277,2573.160156,2583.850098,2592.959717,2600.635254,2607.119141,2612.422363,2616.564453,2619.578857,2621.498779,2622.334961,2622.096924,2620.794189,2618.432861,2615.094238,2610.921143,2605.926025,2600.119141,2593.506836,2586.094482,2577.885498,2568.881592,2559.082275,2548.48584,2537.091309,2524.900146,2511.909912,2498.11792,2483.52124,2468.117188,2451.90332,2434.877441,2417.037842,2398.382324,2378.968506,2358.892578,2338.148926,2316.730957,2294.640625,2271.878662,2248.446533,2224.345459,2199.577637,2174.145264,2148.142578,2121.726074,2094.898193,2067.660889,2040.016479,2011.967773,1983.516479,1954.664429,1925.414307,1895.772583,1865.79541,1835.564697,1805.082642,1774.351318,1743.372681,1712.148315,1680.678955,1648.967041,1617.014893,1584.823608
