Region,Sector,Metric,Gas,Scenario,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
CHINA ,Buildings,CH4,CH4,baseline,44.29323138674173,45.4383620862956,46.45776282128024,47.35370344500606,48.53950260857807,49.28542133369094,50.25338363598477,51.14419169258258,51.84890767778954,52.297415159258826,52.99005783858853,53.675876745200604,54.32369027517743,54.9355457554988,55.75731285484149,56.43210572908401,57.19737251701137,58.19927044509117,58.89816402210538,59.5809459682458,60.0343138916005,60.0867688119929,60.26170105441343,59.83218614911993,59.58566702955754,58.849404873362396,59.32654262918588,57.936914418216,57.585357646459165,56.70903506309133,53.497840617548334,51.69063574625543,49.06891071020602,46.49486241249206,43.86680299182166,43.18320052906884,40.24488396950755,36.8148188770677,34.65308929818553,33.04980354828893,31.26683721181384,29.525964150848406,27.66531142153332,27.085219502995052,26.161930160247717,25.269472803646966,24.856662462655155,26.362230732007514,27.08203550032636,27.748503008117122,27.966874333152166,28.18282616335941,28.396358498738874,28.607471339290527,28.816164685014403,29.022438535910474,29.226292891978755,29.427727753219248,29.62674311963194,29.823338991216836,30.017515367973946,30.20927224990325,30.39860963700477,30.585527529278494,30.770025926724426,30.952104829342556,31.13176423713291,31.309004150095458,31.483824568230204,31.656225491537157,31.826206920016325,31.9937688536677,32.15891129249128,32.32163423648707,32.481937685655055,32.63982163999525,32.795286099507656,32.94833106419227,33.09895653404907,33.247162509078095,33.39294898927933,33.53631597465277,33.6772634651984,33.81579146091625,33.951899961806305,34.08558896786856,34.216858479103024,34.34570849550969,34.47213901708857,34.5966074546557,34.72185827310733,34.84834888325949,34.97607928511221,35.10504947866547,35.23525946391928,35.36670924087365,35.49939880952854,35.633328169883995,35.76849732193998,35.90490626569652,36.0425550011536,36.181443528311235,36.321571847169416,36.46293995772813,36.605547859987404,36.74939555394722,36.894483039607564,37.040810316968475,37.18837738602992,37.337184246791914,37.487230899254456,37.63851734341754,37.791043579281165,37.94480960684535,38.09981542611007,38.256061037075334,38.41354643974114,38.572271634107516,38.73223662017441,38.893441397941864,39.05588596740985,39.219570328578406,39.38449448144749,39.55065842601714,39.71806216228731,39.88670569025803,40.056589009929304,40.22771212130112,40.400075024373486,40.573677719146396
CSAM ,Buildings,CH4,CH4,baseline,13.183160365924623,12.943659772514033,12.939313142732622,13.067819717148168,13.135046157080403,13.075976011938803,12.853414509887635,12.632205500604064,12.616599922218121,12.46227770853152,12.228288153613857,11.813131354238292,11.766177419689692,12.056638926785446,11.722092843930513,10.877432716705027,11.150370979466333,11.104536089687329,10.824713010429482,10.579572166765757,10.670722858272292,10.385887363821665,10.16767170205922,10.179753061069185,10.123133862677365,10.21730745285547,9.736588471553876,9.712587236543163,10.045617742066279,10.189890155511913,10.218873632754754,10.52602330237764,10.7836710176157,10.83966600888737,11.167455129223441,11.28520217611893,11.49507603119232,11.296015194388678,11.366230794258332,11.984926744620115,11.877291408356113,11.957481853200589,11.883062494263633,11.406209220282555,11.46758184616079,11.591612859318321,11.319287444365344,11.250238336159956,11.107040693674712,11.11048523197325,11.401962639525484,11.689241275914537,11.972321141140405,12.251202235203092,12.525884558102595,12.79636810983891,13.062652890412048,13.324738899822002,13.582626138068765,13.836314605152353,14.085804301072754,14.331095225829973,14.57218737942401,14.809080761854862,15.041775373122533,15.27027121322702,15.494568282168323,15.714666579946444,15.930566106561383,16.142266862013134,16.349768846301703,16.553072059427095,16.7521765013893,16.94708217218832,17.137789071824155,17.32429720029681,17.506606557606283,17.684717143752575,17.858628958735682,18.028342002555604,18.193856275212344,18.355171776705905,18.512288507036278,18.66520646620347,18.813925654207477,18.9584460710483,19.098767716725938,19.234890591240397,19.366814694591675,19.4951922191898,19.62393631949498,19.753699187917242,19.884480824456595,20.01628122911304,20.149100401886567,20.28293834277719,20.417795051784893,20.55367052890969,20.690564774151568,20.828477787510536,20.967409568986596,21.107360118579745,21.24832943628998,21.390317522117297,21.533324376061707,21.6773499981232,21.822394388301785,21.968457546597467,22.115539473010227,22.263640167540075,22.41275963018701,22.56289786095104,22.714054859832146,22.866230626830355,23.019425161945637,23.173638465178016,23.32887053652748,23.48512137599404,23.642390983577677,23.800679359278405,23.959986503096218,24.120312415031126,24.281657095083116,24.4440205432522,24.60740275953836,24.771803743941625,24.937223496461968,25.103662017099403,25.27111930585392,25.439595362725527
EUR ,Buildings,CH4,CH4,baseline,19.493135724177183,20.427042321913092,21.00087763863375,20.76374714324226,21.48843621046521,21.20783962742012,21.455148845752557,22.208604165066106,23.167948778092903,23.077381345873043,23.148772106228627,23.428884712374966,23.978423814241072,26.0777988805433,28.429324559275837,29.485580708440327,30.189526462539117,30.40132518947612,30.373313484033215,31.421821555993702,34.030686660772076,32.396979484324675,33.055698691155094,31.47472986032087,32.68570495743562,33.80015195225296,32.77229702718213,32.56564937645882,31.91753475795326,31.598419841903528,32.12561008124124,31.74612642809342,33.874011420619254,33.55131261547007,33.89625785233337,33.62918859459905,31.718058066169153,32.30457679480208,31.449932431678878,32.99783853806459,29.63164267708681,30.729124875315446,30.50771156820157,26.67490257994529,27.741886446669646,28.34586935358727,27.935872982229974,26.98851931874752,26.34859308396584,26.04656514237453,26.05034167928519,26.051454143416105,26.0499025347673,26.045686853338747,26.03880709913045,26.02926327214243,26.017055372374664,26.00218339982716,25.984647354499923,25.964447236392946,25.94158304550623,25.916054781839776,25.887862445393583,25.857006036167654,25.82348555416198,25.78730099937658,25.74845237181144,25.706939671466557,25.662762898341942,25.615922052437586,25.566417133753493,25.51424814228966,25.459415078046092,25.401917941022795,25.34175673121975,25.278931448636964,25.21344209327445,25.145288665132192,25.074471164210188,25.000989590508457,24.92484394402699,24.84603422476578,24.764560432724835,24.680422567904156,24.593620630303732,24.504154619923575,24.412024536763678,24.317230380824043,24.219772152104678,24.11993750877895,24.019452399887193,23.918604483602763,23.817393759925686,23.715820228855957,23.613883890393563,23.511584744538528,23.408922791290827,23.30589803065047,23.202510462617457,23.098760087191792,22.99464690437347,22.89017091416249,22.78533211655886,22.680130511562567,22.574566099173627,22.468638879392024,22.362348852217767,22.25569601765086,22.14868037569129,22.041301926339067,21.93356066959419,21.825456605456658,21.71698973392646,21.608160055003616,21.49896756868811,21.38941227497995,21.279494173879133,21.169213265385668,21.05856954949954,20.947563026220763,20.836193695549326,20.724461557485235,20.612366612028488,20.49990885917909,20.38708829893702,20.273904931302308,20.16035875627494,20.046449773854913,19.932177984042227,19.817543386836892
INDIA ,Buildings,CH4,CH4,baseline,29.143291688289988,29.81187529260914,30.502014604664186,31.200909087447247,31.922497087731394,32.67968091048086,33.43980125435635,34.20961061853181,35.010123656897406,35.492039175818384,35.98656375159876,36.474548225990944,36.97240209585264,37.48262500311623,37.984545814410346,38.49434135537827,39.034171929342264,39.57172781447258,40.10978387965013,40.66586930728922,41.2231921597956,41.77603210339479,41.990149919785615,42.206350095973555,42.59751148635805,43.38037051695957,44.18179880621062,44.95152613688973,45.82498087573859,46.710326497963116,47.52772624819458,48.35418866822088,49.179324923415976,49.99570043384549,49.176341823021,46.23830535879688,48.16578385613305,50.09938906718086,52.04368896955222,53.9877952025118,56.14383985249479,54.064764117138566,51.935438398298444,49.746734026229035,47.5153010046454,46.553891382506656,45.55789200804836,45.384090024868215,45.19545032906036,46.64901008785485,48.792828018372,50.95102830066325,53.123610934728624,55.310575920568105,57.511923258181696,59.72765294756939,61.95776498873119,64.20225938166713,66.46113612637717,68.73439522286132,71.02203667111958,73.32406047115195,75.64046662295843,77.97125512653902,80.31642598189373,82.67597918902254,85.04991474792547,87.43823265860252,89.84093292105365,92.2580155352789,94.68948050127827,97.13532781905177,99.59555748859937,102.0701695099211,104.55916388301691,107.06254060788685,109.58029968453091,112.11244111294907,114.65896489314133,117.2198710251077,119.79515950884819,122.38483034436275,124.9888835316515,127.60731907071431,130.24013696155126,132.8873372041623,135.54891979854744,138.2248847447067,140.9152320426401,143.62261135459917,146.36292065409324,149.13880960337391,151.95027820244115,154.797326451295,157.67995434993543,160.59816189836243,163.551949096576,166.5413159445762,169.56626244236296,172.62678858993635,175.7228943872963,178.8545798344428,182.02184493137594,185.22468967809567,188.46311407460198,191.7371181208949,195.04670181697438,198.39186516284045,201.7726081584931,205.18893080393232,208.64083309915813,212.12831504417062,215.6513766389696,219.21001788355522,222.80423877792737,226.43403932208614,230.09941951603142,233.80037935976335,237.53691885328186,241.30903799658697,245.1167367896786,248.96001523255697,252.8388733252218,256.7533110676733,260.70332845991123,264.6889255019359,268.7101021937471,272.76685853534485,276.85919452672925,280.98711016790025
JPN ,Buildings,CH4,CH4,baseline,0.5006250060297492,0.515145711523768,0.5823649456673224,0.5990460688957875,0.5975328091861449,0.6530668809535625,0.6530351984988775,0.6605859042180899,0.6908498127549401,0.6730555622459824,0.70765672744038,0.5928534725007886,0.6166634416199723,0.6583793499947603,0.6402686418650971,0.6842236343573225,0.6727626345151427,0.7324586670571724,0.7304288207054825,0.7746096638823425,0.7943601335821475,0.81922982528658,0.8600670033468525,0.817151722074175,0.8759570167513074,0.86466983853559,0.873944375459615,0.8878526324832374,0.9166416228436525,0.9257059803455474,0.9180198395218224,0.9527985935969151,0.94273152981839,0.9384482984775826,0.9640948181886949,1.0051556030687225,1.0205404606647475,0.9548316525731,0.8843428076725149,0.861412567511035,0.8423267086697199,0.8007352703193249,0.7749628697699524,0.7461566871424525,0.721408691047965,0.6874977853573825,0.69404821784675,0.6599153938678525,0.6009127543352325,0.5909772552517086,0.5864858764094921,0.5820729138537292,0.57773836758442,0.5734822376015641,0.5693045239051622,0.5652052264952138,0.561184345371719,0.5572418805346782,0.5533778319840907,0.5495921997199571,0.5458849837422772,0.5422561840510508,0.538705800646278,0.535233833527959,0.5318402826960936,0.5285251481506817,0.5252884298917238,0.5221301279192193,0.5190502422331688,0.5160487728335715,0.513125719720428,0.5102810828937384,0.5075148623535022,0.5048270580997198,0.502217670132391,0.4996866984515159,0.49723414305709457,0.49486000394912677,0.4925642811276126,0.49034697459255217,0.48820808434394536,0.48614761038179233,0.4841655527060927,0.4822619113168469,0.4804366862140547,0.4786898773977162,0.47702148486783136,0.4754315086244001,0.4739199486674226,0.47247343436339945,0.47101174191133605,0.46952150067773274,0.46800271066258986,0.46645537186590735,0.46487948428768505,0.46327504792792334,0.4616420627866218,0.4599805288637806,0.4582904461593997,0.45657181467347924,0.45482463440601917,0.4530489053570193,0.45124462752647987,0.44941180091440064,0.44755042552078195,0.44566050134562346,0.4437420283889253,0.44179500665068755,0.4398194361309102,0.437815316829593,0.43578264874673617,0.43372143188233986,0.4316316662364036,0.42951335180892797,0.42736648859991244,0.42519107660935745,0.4229871158372626,0.4207546062836284,0.4184935479484542,0.4162039408317405,0.41388578493348704,0.41153908025369407,0.40916382679236124,0.406760024549489,0.4043276735250768,0.40186677371912516,0.3993773251316338,0.3968593277626028,0.39431278161203215,0.3917376866799218
ME ,Buildings,CH4,CH4,baseline,0.06895921958847565,0.0716125391158952,0.07177171060949925,0.07522613574058663,0.07917526099365875,0.08195343612863834,0.08776776173643924,0.08886671598720819,0.10093971393157114,0.11368332142392165,0.13567101441468724,0.14747750959427874,0.16568168250016685,0.1958992030592947,0.20076975579469392,0.2055365927820601,0.1878799755584378,0.19359869518271164,0.2057494585250368,0.21150532981859044,0.254564209014211,0.34182498810383666,0.35782205163939834,0.39302719200461556,0.38518914736747767,0.4062046513194711,0.40309612775148956,0.3898545058773132,0.39312072639980433,0.4098166595988529,0.4294924965969437,0.41906406012856356,0.41683123289621177,0.446012808566517,0.6324283573506669,0.6679114502601469,0.7068593956747317,0.6666921340031124,0.662548213141479,0.6439158534895307,0.6136812456965451,0.5893723276196162,0.609874477988032,0.6027554795081793,0.6227336481782173,0.6546640587120554,0.6184711581715882,0.6456189060756713,0.641469238253885,0.6581949319611037,0.6713973856363045,0.6849790138368382,0.6989398165627053,0.7132797938139052,0.7279989455904381,0.7430972718923042,0.7585747727195032,0.7744314480720355,0.7906672979499008,0.8072823223530988,0.8242765212816301,0.8416498947354947,0.8594024427146919,0.8775341652192223,0.8960450622490859,0.9149351338042822,0.9342043798848121,0.9538528004906747,0.9738803956218705,0.994287165278399,1.0150731094602607,1.0362382281674554,1.0577825213999832,1.0797059891578444,1.1020086314410382,1.124690448249565,1.147751439583425,1.1711916054426177,1.1950109458271438,1.219209460737003,1.243787150172195,1.2687440141327202,1.2940800526185785,1.3197952656297698,1.3458896531662943,1.3723632152281517,1.3992159518153422,1.4264478629278656,1.4540589485657225,1.4820411133753646,1.510345785235511,1.5389648687926145,1.5678983640466744,1.5971462709976911,1.626708589645665,1.656585319990596,1.6867764620324825,1.717282015771327,1.7481019812071277,1.7792363583398851,1.8106851471696002,1.8424483476962714,1.8745259599198996,1.9069179838404844,1.9396244194580263,1.972645266772525,2.00598052578398,2.0396301964923933,2.0735942788977626,2.1078727730000884,2.1424656787993714,2.177372996295611,2.2125947254888065,2.2481308663789608,2.28398141896607,2.320146383250137,2.3566257592311604,2.3934195469091413,2.430527746284078,2.467950357355973,2.5056873801248236,2.543738814590632,2.5821046607533957,2.6207849186131176,2.6597795881697954,2.699088669423431,2.7387121623740223,2.778650067021571,2.8189023833660767,2.8594691114075395
NAM ,Buildings,CH4,CH4,baseline,10.768851519308164,11.018952968398946,10.567565136911877,10.61405620419972,10.818713122566187,11.236900966151367,11.081072889439685,11.485582968989933,11.879083949845647,11.776153770531227,11.603071087561652,12.125885606671988,11.799215743143039,12.117152488955881,12.123912297891545,11.643882536321184,11.771480017830239,12.812474159094688,13.350978384580785,12.677312357992019,12.835901233200214,13.095556098379454,12.81611013599084,12.661171836323948,12.561822552577372,13.080116544272371,12.127203868051454,11.36978278633957,11.623548868883745,12.12544132823405,11.3116612903547,11.647498426715877,11.827808462939625,11.750953310885828,11.686383928067915,10.95043310987361,11.405840323186723,11.624557726974453,11.453138577628106,11.566796337900954,11.505547643970845,10.390158797700566,11.61707213859261,11.706686036798935,10.887412042643515,10.143942994604213,10.116852129645546,10.754229979104585,10.828509272972159,10.94257567331084,11.03664626454699,11.126784466200354,11.212990278270937,11.295263700758733,11.373604733663743,11.44801337698597,11.518489630725416,11.585033494882078,11.647644969455953,11.706324054447045,11.761070749855355,11.811885055680879,11.858766971923616,11.901716498583571,11.940733635660743,11.975818383155131,12.006970741066736,12.034190709395553,12.057478288141589,12.07683347730484,12.092256276885305,12.103746686882989,12.11130470729789,12.114930338130009,12.114623579379336,12.110384431045883,12.102212893129645,12.090108965630625,12.07407264854882,12.054103941884227,12.030202845636857,12.002369359806698,11.970603484393754,11.93490521939803,11.895274564819522,11.85171152065823,11.804216086914149,11.752788263587286,11.697428050677642,11.638653222979846,11.579570429261723,11.520697444317902,11.46203426814839,11.40358090075318,11.345337342132275,11.28730359228568,11.229479651213387,11.171865518915403,11.114461195391717,11.057266680642345,11.000281974667274,10.943507077466508,10.886941989040048,10.830586709387893,10.774441238510047,10.718505576406503,10.662779723077264,10.607263678522335,10.551957442741708,10.496861015735385,10.44197439750337,10.38729758804566,10.332830587362254,10.278573395453156,10.224526012318362,10.170688437957873,10.11706067237169,10.063642715559812,10.010434567522239,9.957436228258974,9.90464769777001,9.852068976055355,9.799700063115003,9.747540958948962,9.69559166355722,9.643852176939786,9.592322499096657,9.541002630027833,9.489892569733314,9.438992318213103
NonOECD ,Buildings,CH4,CH4,baseline,157.78874240730644,161.53413377581097,164.8685665740878,168.17524665690772,172.73052917456465,174.92284303184772,177.9462082725708,181.00897520396848,184.11825217271505,186.7742543249129,189.40802045902947,192.24179329724026,195.0336278517088,199.12179270021744,203.8145049359423,208.58779378801927,210.3981838407362,214.97616921776728,218.64379150810333,224.71024976465225,229.82436141788116,229.12039887497573,232.52674893065117,230.2554295741559,231.75626325197004,231.7609571990142,234.49505273666287,235.3491170447955,239.46690605023315,242.1531811747763,242.16888855199107,240.31947416114855,241.4948921952336,242.4886501544911,238.45876973737043,238.03678116000222,238.39488134151716,239.36714634159057,240.51477736787382,242.31806019448956,245.69976873656918,244.5747025574657,242.42869207567452,243.20481846680872,241.52415244843905,241.36826219476035,242.62833480522215,244.05851655833933,244.1879527568418,249.4696657493516,254.69031951815884,259.8212450723109,264.8624424118079,269.81391153664947,274.675652446836,279.4476651423673,284.1299496232434,288.72250588946434,293.2253339410302,297.6384337779408,301.9618054001962,306.1954488077964,310.33936400074145,314.39355097903126,318.35800974266596,322.2327402916454,326.01774262596973,329.7130167456388,333.3185626506527,336.83438034101147,340.26046981671504,343.59683107776345,346.84346412415664,350.0003689558946,353.06754557297745,356.0449939754051,358.9327141631776,361.7307061362949,364.43896989475695,367.05750543856385,369.5863127677156,372.0253918822122,374.37474278205354,376.6343654672397,378.80425993777067,380.8844261936465,382.8748642348672,384.7755740614325,386.5865556733428,388.32365784810275,390.08197325074184,391.8773506587649,393.70979007217204,395.57929149096327,397.48585491513853,399.4294803446979,401.4101677796412,403.4279172199686,405.4827286656799,407.5746021167754,409.7035375732549,411.86953503511836,414.072594502366,416.31271597499756,418.58989945301323,420.90414493641293,423.25545242519655,425.6438219193645,428.0692534189163,430.5317469238521,433.03130243417195,435.56791994987583,438.1415994709638,440.75234099743585,443.40014452929194,446.0850100665321,448.8069376091562,451.5659271571645,454.3619787105567,457.1950922693329,460.06526783349324,462.9725054030376,465.91680497796585,468.8981665582784,471.9165901439747,474.9720757350553,478.06462333151984,481.19423293336837,484.360904540601,487.56463815321774
RUS ,Buildings,CH4,CH4,baseline,4.889310290074655,4.9237549756602546,4.934770366535672,5.030972011984518,5.183125703250585,5.246233190708957,5.34957787949464,5.48835941983623,5.63595426823555,5.9166278658280325,6.1371573171538625,6.4266433401226575,6.901105917909227,7.509446824993452,7.996605068729491,9.926651332684882,9.08358770597232,9.639326852438883,10.130109603533093,10.92056214408062,13.030193332532717,12.106800554044154,13.553103427181934,10.542240731702027,9.96658464034276,8.754885218870486,8.361504517433394,7.607125504870927,9.305732844873482,10.032159139090954,10.683883715944248,7.070302830621826,6.8194601716444545,6.48809053364009,3.7270952482476853,4.174384042690575,3.591425975021605,3.963282322664784,2.856086685223735,2.4905551168135145,2.5338840023794926,2.5350419253110306,1.8803820757083891,2.264018560377067,2.4073572735159345,2.6482872021389205,2.9829611461158194,3.1331922179550964,3.064296398562286,3.0189846334521624,3.0475298957055745,3.075675094798067,3.1034202307296415,3.1307653035002954,3.1577103131100306,3.1842552595588454,3.21040014284674,3.236144962973718,3.261489719939775,3.2864344137449124,3.310979044389131,3.33512361187243,3.3588681161948086,3.3822125573562696,3.4051569353568096,3.4277012501964306,3.4498455018751337,3.471589690392916,3.492933815749779,3.5138778779457223,3.5344218769807467,3.554565812854851,3.5743096855680374,3.5936534951203036,3.6125972415116507,3.6311409247420783,3.649284544811587,3.6670281017201756,3.6843715954678453,3.7013150260545946,3.717858393480426,3.734001697745337,3.749744938849329,3.7650881167924015,3.7800312315745543,3.7945742831957885,3.808717271656103,3.8224601969554977,3.8358030590939745,3.8488140406073224,3.8619022367102933,3.875135829938679,3.8885148202924804,3.902039207771696,3.9157089923763273,3.929524174106374,3.943484752961834,3.95759072894271,3.9718421020489996,3.9862388722807056,4.000781039637828,4.015468604120364,4.0303015657283146,4.045279924461679,4.0604036803204595,4.0756728333046555,4.0910873834142665,4.106647330649292,4.122352675009732,4.138203416495588,4.154199555106858,4.170341090843543,4.186628023705642,4.203060353693158,4.219638080806088,4.236361205044433,4.253229726408192,4.270243644897368,4.287402960511958,4.304707673251963,4.322157783117382,4.339753290108218,4.357494194224467,4.375380495466133,4.393412193833211,4.411589289325707,4.429911781943615,4.44837967168694,4.466992958555679,4.485751642549834
SAFR ,Buildings,CH4,CH4,baseline,1.6289617818920048,1.7140756213498556,1.7890606307344992,1.876961382979937,1.9693775689157773,1.8361333440168448,1.7790736951568955,1.783195405270903,1.7923369071624247,1.855767757119142,1.8893643643296594,1.9419025103128147,1.9894096848069072,2.056608083350204,2.119443431193922,2.155741090269607,2.242153184083845,2.277268670340799,2.3509025073885765,2.409189554348603,2.4583632874808683,2.4852374142401863,2.7076821872217596,2.721564664583812,2.6877716439542727,2.63975936181146,2.6840178570341733,2.6346137987723766,2.6078879253783027,2.653544081262612,2.893190197324422,3.0911062355665413,3.229458756074044,3.3859990690067194,3.4994540766122126,3.6701418178126373,4.086947614606959,4.284998063857936,4.243084931628751,3.423671821330077,3.5401477225960667,4.111257340367921,4.220632118229057,4.302307841795738,4.046215122302826,4.056404691984963,4.266585801053622,4.251958579239504,4.235263991223627,4.309057979579168,4.321940891764661,4.338701094606869,4.3593385881057936,4.383853372261432,4.412245447073786,4.444514812542855,4.480661468668639,4.520685415451138,4.564586652890353,4.6123651809862825,4.664020999738928,4.719554109148287,4.778964509214362,4.842252199937152,4.909417181316658,4.980459453352878,5.055379016045815,5.134175869395466,5.2168500134018325,5.303401448064914,5.39383017338471,5.488136189361222,5.5863194959944495,5.688380093284393,5.794317981231049,5.904133159834422,6.017825629094512,6.135395389011315,6.256842439584832,6.382166780815065,6.511368412702014,6.644447335245678,6.781403548446056,6.922237052303149,7.0669478468169595,7.215535931987483,7.368001307814722,7.524343974298676,7.684563931439348,7.848362964974691,8.013951789332467,8.18103219025063,8.349604167729186,8.51966772176813,8.691222852367465,8.864269559527193,9.038807843247307,9.214837703527817,9.392359140368711,9.571372153769998,9.751876743731675,9.933872910253744,10.1173606533362,10.302339972979047,10.488810869182286,10.676773341945912,10.866227391269929,11.057173017154339,11.249610219599136,11.443538998604325,11.638959354169902,11.835871286295871,12.034274794982228,12.23416988022898,12.435556542036116,12.638434780403646,12.842804595331563,13.048665986819875,13.256018954868575,13.464863499477662,13.675199620647142,13.887027318377013,14.100346592667272,14.315157443517927,14.53145987092896,14.749253874900397,14.968539455432218,15.189316612524427,15.411585346177025,15.635345656390019
US ,Buildings,CH4,CH4,baseline,6.996130184559555,7.164813717578975,6.840493729024295,6.75025708343837,6.916064539323508,7.232546133710212,7.031268770990705,7.285077067248997,7.611939648705005,7.525978546228712,7.30779058089429,7.606871279542473,7.311043243321487,7.550669967619825,7.43198961217163,7.081343386132673,7.0289618926603925,7.564232067301639,7.754575096266998,6.7333935578104605,6.858677425253815,7.038820305021911,6.63205840007641,6.353987119032299,6.318884124192853,6.6453583315364675,5.875095968274565,5.24251944069366,5.440283743427988,5.782373043020025,5.355829504576425,5.411357555227927,5.740485306037915,5.736080241912555,5.752038301206482,5.26727021344804,5.6180230591545595,5.875636255339552,5.89908382188352,6.155460919929015,5.979395994488073,5.085882962381252,6.264641307112118,6.438434306882712,5.834742566893575,5.350103514075911,5.334492533670675,5.943987537803342,6.101237868870917,6.1843973303910404,6.2359629382931265,6.2853545640901025,6.332572207781971,6.3776158693687295,6.420485548850378,6.461181246226919,6.49970296149835,6.536050694664674,6.570224445725887,6.602224214681991,6.632050001532988,6.659701806278874,6.685179628919651,6.70848346945532,6.729613327885879,6.7485692042113286,6.765351098431671,6.779959010546903,6.792392940557025,6.802652888462037,6.81073885426194,6.816650837956737,6.820388839546423,6.821952859031002,6.82134289641047,6.818558951684828,6.813601024854077,6.806469115918218,6.797163224877249,6.785683351731171,6.772029496479986,6.756201659123691,6.7381998396622835,6.718024038095771,6.695674254424148,6.671150488647416,6.644452740765573,6.615581010778623,6.584535298686565,6.551600755856156,6.518488290487967,6.485483053948752,6.452585046238516,6.4197942673572586,6.38711071730498,6.354534396081678,6.322065303687354,6.2897034401220075,6.2574488053856365,6.225301399478248,6.193261222399834,6.1613282741503985,6.1295025547299415,6.0977840641384615,6.0661728023759585,6.034668769442435,6.003271965337888,5.97198239006232,5.940800043615729,5.909724925998115,5.878757037209479,5.847896377249822,5.817142946119141,5.786496743817439,5.755957770344715,5.725526025700969,5.695201509886199,5.66498422290041,5.634874164743596,5.604871335415761,5.574975734916902,5.545187363247023,5.51550622040612,5.485932306394196,5.456465621211248,5.42710616485728,5.397853937332289,5.368708938636275,5.3396711687692395,5.310740627731183
World ,Buildings,CH4,CH4,baseline,185.16683374312282,189.42172069022126,192.65289198131444,195.61986615860516,200.8278784976708,203.87278620702008,206.9272954869349,211.10279109400523,215.55142553970137,217.95928519646142,220.5652413180504,223.97655505038657,226.88075835566715,233.26873894004183,239.25226334434277,244.17763440829827,247.03411676986735,252.2745799336623,256.440435257943,262.6758033966061,270.04613556787444,268.8815634832126,272.6874405748188,269.30259791098035,271.8682809256539,274.23567784840645,274.8708853672325,274.7292346536506,278.8028219827638,281.77571441962544,281.8172421193367,279.9481894146881,282.8418295099565,283.2412105579703,279.83044973832835,278.0518249038196,277.45515290158914,278.86951069133414,278.87708578745446,282.2895561690781,282.24284455455313,281.06663897449937,280.1090409753676,276.49250260159084,274.94134878476376,274.48164645774114,275.3632908522553,276.4895548599834,276.3230217742696,280.3759843411313,284.61218300363606,288.7890795685658,292.90667403592045,296.96496640569995,300.96395667790443,304.9036448525338,308.7840309295881,312.60511490906737,316.3668967909715,320.0693765753005,323.71255426205454,327.2964298512335,330.82100334283723,334.28627473686595,337.69224403331964,341.03891123219813,344.32627633350165,347.55433933723003,350.7231002433834,353.8325590519616,356.8827157629648,359.8735703763929,362.8051228922459,365.6773733105239,368.49032163122666,371.2439678543544,373.9383119799071,376.57335400788475,379.14909393828725,381.6655317711146,384.122667506367,386.52050114404426,388.8590326841465,391.1382621266736,393.3581894716257,395.51881471900265,397.6201378688045,399.66215892103116,401.6448778756829,403.5798408918656,405.536324924216,407.52587613184005,409.5484945147379,411.60418007290946,413.69293280635486,415.8147527150741,417.969639799067,420.15759405833376,422.3786154928741,424.63270410268836,426.91985988777645,429.24008284813806,431.5933729837736,433.97973029468267,436.3991547808657,438.8516464423225,441.33720527905285,443.8558312910572,446.4075244783352,448.99228484088695,451.6101123787125,454.2610070918119,456.94496898018485,459.6619980438317,462.4120942827523,465.19525769694667,468.01148828641465,470.8607860511566,473.7431509911721,476.6585831064616,479.6070823970246,482.58864886286165,485.6032825039722,488.6509833203567,491.73175131201475,494.8455864789468,497.99248882115245,501.172458338632,504.3854950313852,507.6315988994122
