Region,Sector,Metric,Gas,Scenario,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ME ,Forests & Wetlands,CO2,CO2,baseline,,,,,,,,,,,,,,,,,,,,63.599999999999994,63.599999999999994,63.599999999999994,63.599999999999994,63.599999999999994,63.599999999999994,63.599999999999994,63.599999999999994,63.599999999999994,-7.34,-7.34,-7.34,-7.34,-7.34,-6.1,-6.1,-6.1,-6.1,-6.1,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-3.9099999999999997,-4.011949491098342,-4.092423488589714,-4.175208699629045,-4.260305124216338,-4.34771276235159,-4.437431614034804,-4.529461679265977,-4.623802958045111,-4.720455450372206,-4.81941915624726,-4.920694075670275,-5.02428020864125,-5.130177555160187,-5.238386115227082,-5.348905888841939,-5.461736876004756,-5.5768790767155325,-5.694332490974272,-5.81409711878097,-5.93617296013563,-6.060560015038248,-6.187258283488827,-6.316267765487366,-6.447588461033867,-6.581220370128329,-6.71716349277075,-6.85541782896113,-6.995983378699472,-7.138860141985773,-7.284048118820035,-7.431547309202258,-7.581357713132441,-7.733479330610583,-7.887912161636687,-8.044656206210751,-8.203711464332777,-8.365077936002763,-8.528755621220709,-8.694744519986614,-8.86304463230048,-9.03360661389062,-9.206134399126942,-9.380578643737756,-9.556939347723064,-9.735216511082866,-9.915410133817163,-10.097520215925956,-10.281546757409236,-10.467489758267018,-10.655349218499287,-10.845125138106052,-11.036817517087314,-11.230426355443068,-11.425951653173316,-11.623393410278057,-11.822751626757293,-12.024026302611022,-12.227217437839244,-12.432325032441966,-12.639349086419177,-12.848289599770883,-13.059146572497085,-13.27192000459778,-13.486609896072963,-13.70321624692265,-13.921739057146823,-14.14217832674549,-14.364534055718654,-14.588806244066316,-14.814994891788464,-15.043099998885113,-15.27312156535625,-15.505059591201887,-15.73891407642201,-15.974685021016635,-16.212372424985748,-16.451976288329362,-16.69349661104746,-16.93693339314006,-17.182286634607152,-17.42955633544874
NAM ,Forests & Wetlands,CO2,CO2,baseline,,,,,,,,,,,,,,,,,,,,-24.870000000000005,-24.870000000000005,-24.870000000000005,-24.870000000000005,52.11999999999999,27.290000000000006,38.81,13.150000000000006,29.999999999999996,-174.87999999999997,-220.4,-210.21,-103.63000000000002,-178.73,-93.14999999999998,-64.13999999999999,-89.19999999999999,-72.06999999999994,-148.84,-324.72,-283.92,-253.9,-328.72999999999996,-306.1,-241.11,-241.11,-241.11,-241.11,-241.11,-241.11,-243.64982788326233,-245.74442462609937,-247.7514619063729,-249.67093972408298,-251.50285807922958,-253.2472169718126,-254.90401640183222,-256.4732563692884,-257.9549368741811,-259.3490579165103,-260.65561949627596,-261.8746216134782,-263.006064268117,-264.0499474601922,-265.00627118970397,-265.8750354566523,-266.65624026103717,-267.3498856028586,-267.9559714821164,-268.47449789881085,-268.9054648529418,-269.2488723445092,-269.5047203735132,-269.6730089399538,-269.7537380438309,-269.7469076851444,-269.6525178638945,-269.4705685800811,-269.2010598337043,-268.84399162476393,-268.39936395326004,-267.8671768191928,-267.247430222562,-266.5401241633677,-265.74525864161,-264.86283365728883,-263.89284921040417,-262.83530530095595,-261.6902019289443,-260.4575390943692,-259.1488456861651,-257.8332950379394,-256.52241603862643,-255.21620868822643,-253.9146729867392,-252.61780893416477,-251.32561653050328,-250.03809577575456,-248.75524666991876,-247.47706921299564,-246.20356340498554,-244.93472924588824,-243.67056673570374,-242.41107587443207,-241.15625666207325,-239.90610909862735,-238.66063318409422,-237.41982891847394,-236.18369630176656,-234.95223533397197,-233.7254460150902,-232.5033283451213,-231.28588232406526,-230.07310795192203,-228.86500522869167,-227.66157415437416,-226.46281472896945,-225.2687269524776,-224.0793108248986,-222.89456634623244,-221.71449351647917,-220.53909233563866,-219.36836280371105,-218.2023049206962,-217.04091868659438,-215.8842041014052,-214.73216116512896,-213.58478987776553,-212.44209023931498,-211.30406224977725,-210.17070590915236
NonOECD ,Forests & Wetlands,CO2,CO2,baseline,,,,,,,,,,,,,,,,,,,,2802.699999999999,2802.699999999999,2802.699999999999,2802.699999999999,3228.39,3026.81,2881.02,2944.209999999999,2920.0099999999993,2944.7000000000003,3289.3299999999995,3041.2999999999997,2921.7699999999995,3393.8199999999993,4062.829999999999,4199.8099999999995,3974.8699999999994,4253.169999999999,3650.91,3431.8900000000003,3470.0800000000004,3670.600000000001,4210.6,3518.6699999999996,3819.0100000000007,3819.0100000000007,3819.0100000000007,3819.0000000000005,3819.140000000001,3819.310000000001,3901.920542500883,3983.576066127793,4063.8281631579134,4142.676833591246,4220.122077427784,4296.163894667534,4370.802285310493,4444.037249356662,4515.8687868060415,4586.296897658633,4655.321581914432,4722.94283957344,4789.160670635659,4853.975075101088,4917.386052969726,4979.393604241574,5039.997728916632,5099.1984269949,5156.995698476378,5213.389543361065,5268.379961648962,5321.966953340069,5374.150518434387,5424.930656931914,5474.30736883265,5522.280654136597,5568.850512843754,5614.016944954121,5657.779950467697,5700.139529384483,5741.095681704478,5780.648407427684,5818.797706554101,5855.5435790837255,5890.886025016561,5924.825044352606,5957.360637091861,5988.492803234326,6018.221542779999,6046.546855728884,6073.716630618184,6101.218198671137,6129.299448424947,6157.960379879617,6187.200993035146,6217.0212878915345,6247.4212644487825,6278.400922706888,6309.960262665853,6342.0992843256745,6374.817987686358,6408.116372747899,6441.9944395102975,6476.452187973557,6511.489618137674,6547.106730002651,6583.303523568486,6620.079998835178,6657.436155802733,6695.371994471144,6733.887514840414,6772.982716910543,6812.65760068153,6852.912166153377,6893.746413326084,6935.160342199648,6977.153952774072,7019.727245049354,7062.880219025496,7106.612874702496,7150.925212080354,7195.8172311590715,7241.288931938648,7287.340314419081,7333.971378600376,7381.182124482526,7428.972552065538,7477.342661349408,7526.292452334136,7575.821925019724,7625.931079406172
RUS ,Forests & Wetlands,CO2,CO2,baseline,,,,,,,,,,,,,,,,,,,,-101.03,-101.03,-101.03,-101.03,-155.94,-114.86,-109.94,-67.49,-123.87,-102.08,-104.07,16.16,-134.99,-112.26,78.08,46.25,133.9,74.9,70.7,198.98,193.22,230.34,179.55,221.97,244.41,244.41,244.41,244.41,247.67,247.67,244.00770255707323,246.31485701694194,248.58967660114018,250.8321613096681,253.04231114252545,255.22012609971245,257.3656061812289,259.47875138707485,261.5595617172506,263.6080371717557,265.6241777505904,267.6079834537547,269.55945428124846,271.47859023307177,273.3653913092247,275.21985750970714,277.04198883451915,278.83178528366085,280.58924685713197,282.3143735549327,284.00716537706285,285.66762232352266,287.295744394312,288.891531589431,290.45498390887946,291.9861013526575,293.48488392076507,294.9513316132023,296.3854444299689,297.7872223710652,299.1566654364909,300.49377362624637,301.7985469403313,303.0709853787457,304.31108894148974,305.5188576285633,306.6942914399665,307.8373903756992,308.94815443576147,310.02658362015336,311.07818874324875,312.136034691292,313.2056322786573,314.2869815053446,315.3800823713538,316.48493487668503,317.6015390213383,318.7298948053134,319.87000222861053,321.0218612912295,322.18547199317067,323.36083433443383,324.54794831501886,325.7468139349259,326.95743119415476,328.1798000927057,329.4139206305787,330.65979280777356,331.9174166242904,333.18679208012924,334.4679191752901,335.7607979097728,337.0654282835776,338.3818102967042,339.709943949153,341.0498292409236,342.40146617201617,343.76485474243077,345.13999495216746,346.526886801226,347.92553028960657,349.335925417309,350.75807218433357,352.1919705906799,353.6376206363484,355.0950223213387,356.5641756456511,358.0450806092854,359.5377372122417,361.0421454545199,362.55830533612027
SAFR ,Forests & Wetlands,CO2,CO2,baseline,,,,,,,,,,,,,,,,,,,,0.66,0.66,0.66,0.66,2.4,2.65,1.79,2.42,2.08,2.32,2.62,1.97,1.98,2.05,2.45,1.97,1.93,1.94,1.19,1.02,1.01,1.19,0.94,0.99,1.99,1.99,1.99,1.99,1.99,1.99,2.0246731719986832,2.0307263944901868,2.0386014180365604,2.048298242637804,2.059816868293917,2.0731572950049,2.0883195227707527,2.105303551591475,2.124109381467067,2.1447370123975293,2.1671864443828612,2.191457677423063,2.2175507115181343,2.2454655466680755,2.2752021828728863,2.306760620132567,2.3401408584471173,2.3753428978165383,2.4123667382408285,2.4512123797199887,2.4918798222540186,2.5343690658429177,2.5786801104866868,2.6248129561853264,2.6727676029388356,2.7225440507472136,2.774142299610462,2.827562349528581,2.882804200501569,2.939867852529426,2.998753305612153,3.059460559749751,3.121989614942218,3.186340471189555,3.252513128491761,3.320507586848838,3.390323846260784,3.4619619067275997,3.5354217682492854,3.6107034308258417,3.6876667741760536,3.7654710766126462,3.843976217854405,3.923182197901332,4.0030890167534245,4.083696674410685,4.165005170873114,4.247014506140708,4.329724680213471,4.4131356930914,4.497247544774496,4.58206023526276,4.667573764556191,4.753788132654789,4.840703339558553,4.928319385267486,5.016636269781584,5.10565399310085,5.195372555225283,5.285791956154883,5.37691219588965,5.468733274429584,5.561255191774686,5.654477947924954,5.748401542880392,5.843025976640992,5.938351249206763,6.0343773605776985,6.131104310753804,6.228532099735075,6.326660727521513,6.425490194113118,6.525020499509892,6.625251643711831,6.72618362671894,6.82781644853121,6.930150109148653,7.033184608571261,7.136919946799035,7.241356123831976,7.346493139670087
US ,Forests & Wetlands,CO2,CO2,baseline,,,,,,,,,,,,,,,,,,,,-97.62,-97.62,-97.62,-97.62,-68.48,-66.02,-82.05,-69.24,-27.7,-364.21,-363.86,-382.25,-269.04,-356.51,-361.26,-333.74,-383.79,-363.14,-392.87,-381.86,-363.8,-380.93,-386.59,-375.81,-328.41,-328.41,-328.41,-328.41,-328.41,-328.41,-332.88620619696934,-335.6618169263143,-338.3204091950643,-340.86198300321945,-343.28653835077955,-345.5940752377447,-347.78459366411494,-349.8580936298903,-351.8145751350707,-353.6540381796561,-355.37648276364655,-356.98190888704215,-358.47031654984266,-359.8417057520483,-361.09607649365904,-362.23342877467473,-363.2537625950955,-364.1570779549214,-364.94337485415235,-365.61265329278825,-366.1649132708292,-366.6001547882751,-366.91837784512626,-367.11958244138236,-367.20376857704366,-367.17093625210987,-367.02108546658116,-366.75421622045747,-366.37032851373885,-365.86942234642527,-365.25149771851676,-364.5165546300134,-363.664593080915,-362.69561307122154,-361.6096146009333,-360.4065976700501,-359.0865622785719,-357.64950842649864,-356.09543611383054,-354.4243453405676,-352.6515848871325,-350.86924743606386,-349.09268176778426,-347.321887882294,-345.55686577959295,-343.7976154596812,-342.04413692255866,-340.29643016822536,-338.5544951966813,-336.8183320079263,-335.0879406019608,-333.3633209787844,-331.6444731383972,-329.9313970807993,-328.22409280599055,-326.5225603139711,-324.8267996047409,-323.1368106782999,-321.45259353464826,-319.77414817378576,-318.1014745957125,-316.43457280042844,-314.7734427879337,-313.118084558228,-311.46849811131176,-309.82468344718467,-308.18664056584686,-306.5543694672982,-304.9278701515389,-303.3071426185687,-301.69218686838786,-300.0830029009961,-298.4795907163938,-296.8819503145806,-295.2900816955567,-293.7039848593219,-292.12365980587646,-290.5491065352202,-288.9803250473532,-287.4173153422754,-285.86007741998696
World ,Forests & Wetlands,CO2,CO2,baseline,,,,,,,,,,,,,,,,,,,,2679.4799999999996,2679.4799999999996,2679.4799999999996,2679.4799999999996,3181.78,2953.1499999999996,2821.45,2859.1499999999996,2850.99,2928.37,3220.25,2972.8399999999997,2953.3900000000003,3342.7199999999993,4065.7800000000007,4231.43,3987.1400000000003,4280.43,3603.010000000001,3133.77,3212.06,3443.0199999999995,3908.1400000000003,3238.58,3605.0799999999995,3605.0699999999997,3605.0699999999997,3605.0299999999997,3605.0300000000007,3605.1900000000005,3658.069054458085,3713.3387926001046,3767.8348155164304,3821.557123207062,3874.505715671998,3926.68059291124,3978.0817549247868,4028.7092017126392,4078.562933274798,4127.642949611261,4175.949250722029,4223.481836607104,4270.240707266484,4316.225862700167,4361.437302908157,4405.875027890453,4449.539037647052,4492.429332177958,4534.545911483168,4575.888775562686,4616.457924416507,4656.253358044634,4695.2750764470675,4733.523079623806,4770.99736757485,4807.697940300198,4843.624797799852,4878.777940073811,4913.157367122076,4946.763078944646,4979.59507554152,5011.6533569127005,5042.937923058186,5073.448773977978,5103.1859096720755,5132.149330140478,5160.339035383186,5187.755025400197,5214.397300191515,5240.265859757138,5265.511346982631,5291.037619181374,5316.995319238931,5343.384447155303,5370.205002930488,5397.456986564489,5425.140398057306,5453.255237408935,5481.80150461938,5510.779199688636,5540.18832261671,5570.028873403599,5600.3008520492995,5631.004258553817,5662.139092917146,5693.705355139291,5725.703045220251,5758.132163160023,5790.992708958613,5824.284682616015,5858.0080841322315,5892.162913507263,5926.74917074111,5961.766855833768,5997.215968785244,6033.096509595533,6069.408478264637,6106.151874792554,6143.326699179288,6180.932951424834,6218.970631529196,6257.43973949237,6296.340275314362,6335.672238995165,6375.435630534785,6415.630449933216,6456.256697190466,6497.314372306528,6538.803475281406,6580.724006115096,6623.075964807603
 OECD ,Forests & Wetlands,CO2,CO2,pathway,,,,,,,,,,,,,,,,,,,,-601.0899999999999,-601.0899999999999,-601.0899999999999,-601.0899999999999,-524.5699999999999,-549.12,-536.0899999999998,-562.9599999999999,-545.9799999999999,-660.9200000000001,-713.49,-712.8000000000001,-612.97,-695.34,-530.3599999999999,-501.56,-521.27,-506.7399999999999,-581.9399999999999,-794.1800000000001,-753.8000000000001,-723.3599999999999,-798.51,-775.6700000000001,-710.0900000000001,-710.1000000000001,-710.1000000000001,-710.1300000000001,-710.27,-710.28,-710.0445122493755,-708.2693333106763,-706.3072730530815,-704.1583314765917,-701.8225085812063,-699.2998043669254,-696.5902188337491,-693.6937519816775,-690.6104038107106,-687.3401743208481,-683.8830635120904,-680.2390713844374,-676.4081979378888,-672.390443172445,-668.1858070881055,-663.794289684871,-659.2158909627409,-654.4506109217156,-649.4984495617947,-644.3594068829786,-639.0334828852668,-633.5206775686601,-627.8209909331576,-621.93442297876,-615.860973705467,-609.6006431132785,-603.1534312021945,-596.5193379722152,-589.6983634233407,-582.6905075555705,-575.4957703689051,-568.1141518633443,-560.5456520388882,-552.7902708955365,-544.8480084332896,-536.7188646521474,-528.4028395521096,-519.8999331331767,-511.21014539534804,-502.3334763386242,-493.3183709307559,-484.45549897824867,-475.7933054488535,-467.3317903425703,-459.0709536593992,-451.01079539934005,-443.1513155623931,-435.4925141485579,-428.034391157835,-420.7769465902239,-413.72018044572496,-406.8640927243381,-400.208683426063,-393.7539525509002,-387.49990009884925,-381.4465260699104,-375.5938304640836,-369.94181328136887,-364.49047452176615,-359.23981418527546,-354.1898322718967,-349.34052878163004,-344.6919037144755,-340.24395707043277,-335.9966888495023,-331.95009905168365,-328.1041876769772,-324.4589547253826,-321.0144001969002,-317.77052409152975,-314.72732640927137,-311.88480715012497,-309.24296631409067,-306.8018039011683,-304.561319911358,-302.52151434465964,-300.6823872010735,-299.04393848059925,-297.60616818323706,-296.3690763089869,-295.3326628578488
AFRICA ,Forests & Wetlands,CO2,CO2,pathway,,,,,,,,,,,,,,,,,,,,1599.5600000000002,1599.5600000000002,1599.5600000000002,1599.5600000000002,1645.2199999999998,1472.4,1623.54,1632.1799999999998,1688.81,1736.8500000000001,1798.9900000000002,1743.9900000000002,1767.2200000000003,1752.1199999999997,1954.1299999999999,1887.4899999999996,1850.48,1925.0799999999997,1741.54,1796.63,1785.24,1840.4800000000005,1799.6000000000004,1832.47,1906.3200000000004,1906.3200000000004,1906.3200000000004,1906.3200000000004,1906.3200000000004,1906.3200000000004,1971.0012532889386,2040.2154081298129,2108.1603539940766,2174.83609088173,2240.2426187927713,2304.3799377272026,2367.248047685023,2428.846948666232,2489.176640670831,2548.2371236988192,2606.028397750196,2662.5504628249623,2717.803318923117,2771.786966044661,2824.5014041895947,2875.946633357917,2926.1226535496294,2975.0294647647306,3022.6670670032204,3069.0354602651,3114.1346445503686,3157.9646198590267,3200.5253861910733,3241.81694354651,3281.8392919253365,3320.59243132755,3358.076361753153,3394.2910832021457,3429.236595674528,3462.9128991702987,3495.319993689458,3526.4578792320085,3556.326555797947,3584.9260233872747,3612.2562819999916,3638.317331636098,3663.109172295593,3686.6318039784774,3708.8852266847507,3729.869440414413,3749.8806309740653,3770.6959132033126,3792.611472908753,3815.627310090389,3839.743424748219,3864.959816882243,3891.276486492463,3918.693433578876,3947.210658141484,3976.8281601802855,4007.5459396952824,4039.363996686475,4072.28233115386,4106.30094309744,4141.419832517215,4177.638999413184,4214.958443785349,4253.378165633707,4292.898164958259,4333.518441759006,4375.238996035949,4418.059827789084,4461.980937018415,4507.00232372394,4553.123987905661,4600.345929563575,4648.668148697683,4698.090645307986,4748.6134193944845,4800.236470957176,4852.959799996062,4906.783406511143,4961.707290502419,5017.731451969888,5074.855890913555,5133.0806073334115,5192.405601229466,5252.830872601714,5314.356421450157,5376.982247774792,5440.708351575626
ASIAPAC ,Forests & Wetlands,CO2,CO2,pathway,,,,,,,,,,,,,,,,,,,,971.5599999999998,971.5599999999998,971.5599999999998,971.5599999999998,1423.1599999999999,1367.51,1068.8799999999999,1083.9599999999996,1072.5999999999995,1101.17,1401.9099999999999,1088.71,1092.1299999999999,1557.45,1207.4599999999998,1445.34,1136.52,1434.9299999999998,1021.7300000000001,711.32,764.3700000000003,866.1300000000003,1503.8999999999999,735.84,915.9100000000002,915.9100000000002,915.9100000000002,915.9100000000002,915.9100000000002,916.0500000000001,937.1470306074979,948.7881873920234,959.8779060853237,970.4161866873994,980.4030291982494,989.8384336178743,998.7223999462744,1007.0549281834491,1014.836018329399,1022.0656703841237,1028.7438843476232,1034.8706602198977,1040.445998000947,1045.4698976907712,1049.9423592893702,1053.863382796744,1057.2329682128932,1060.051115537817,1062.3178247715155,1064.0330959139892,1065.1969289652375,1065.8093239252607,1065.870280794059,1065.3797995716322,1064.3378802579805,1062.7445228531033,1060.599727357001,1057.9034937696738,1054.6558220911213,1050.8567123213436,1046.5061644603409,1041.6041785081131,1036.1507544646602,1030.145892329982,1023.5895921040789,1016.4818537869508,1008.8226773785974,1000.6120628790189,991.8500102882153,982.5365196061867,972.7828885331013,963.25690326997,954.0698615169615,945.2217632740758,936.7126085413126,928.5423973186722,920.7111296061544,913.2188054037591,906.0654247114866,899.2509875293365,892.7754938573095,886.6389436954047,880.8413370436228,875.3826739019636,870.2629542704268,865.4821781490128,861.0403455377217,856.9374564365529,853.173510845507,849.7485087645838,846.6624501937829,843.9153351331048,841.5071635825497,839.4379355421167,837.7076510118069,836.3163099916193,835.2639124815545,834.5504584816124,834.1759479917932,834.1403810120962,834.4437575425221,835.0860775830704,836.0673411337417,837.3875481945354,839.0466987654523,841.044792846491,843.3818304376529,846.0578115389375,849.0727361503443,852.4266042718739,856.1194159035265
BRAZIL ,Forests & Wetlands,CO2,CO2,pathway,,,,,,,,,,,,,,,,,,,,302.6,302.6,302.6,302.6,296.26,294.96,294.34,294.34,294.34,518.39,519.02,518.22,518.56,518.24,1091.13,1091.91,1092.79,1091.17,1091.17,878.83,878.83,879.37,878.89,878.85,879.63,879.63,879.63,879.63,879.63,879.63,887.9102798985565,902.0434952834614,915.6182172167167,928.6344456983223,941.0921807282782,952.9914223065845,964.3321704332411,975.114425108248,985.3381863316057,995.0034541033136,1004.1102284233717,1012.6585092917803,1020.6482967085393,1028.0795906736487,1034.9523911871083,1041.2666982489184,1047.0225118590788,1052.2198320175896,1056.8586587244508,1060.9389919796624,1064.4608317832242,1067.4241781351363,1069.8290310353989,1071.6753904840118,1072.9632564809754,1073.692629026289,1073.8635081199532,1073.4758937619677,1072.5297859523325,1071.0251846910476,1068.962089978113,1066.340501813529,1063.1604201972953,1059.4218451294118,1055.124776609879,1050.2692146386967,1044.8551592158642,1038.8826103413824,1032.3515680152507,1025.2620322374696,1017.7234399894411,1010.3924131595793,1003.3783887292863,996.6813666985619,990.3013470674068,984.2383298358204,978.4923150038034,973.0633025713546,967.9512925384752,963.1562849051642,958.6782796714225,954.5172768372495,950.6732764026453,947.1462783676103,943.936282732144,941.0432894962468,938.4672986599184,936.2083102231587,934.2663241859683,932.6413405483465,931.3333593102934,930.3423804718094,929.6684040328945,929.3114299935482,929.2714583537711,929.5484891135627,930.1425222729231,931.0535578318522,932.2815957903508,933.8266361484178,935.688678906054,937.867724063259,940.363771620033,943.1768215763758,946.3068739322875,949.7539286877677,953.5179858428176,957.5990453974357,961.997107351623,966.712171705379,971.7442384587042
CHINA ,Forests & Wetlands,CO2,CO2,pathway,,,,,,,,,,,,,,,,,,,,-623.94,-623.94,-623.94,-623.94,-623.62,-621.24,-623.8,-623.86,-623.92,-791.28,-791.0,-791.14,-791.1,-791.46,-678.56,-677.9,-678.22,-678.44,-678.44,-643.5,-643.62,-643.48,-643.6,-643.32,-643.44,-643.44,-643.44,-643.44,-643.44,-643.44,-659.2745502947046,-662.133138907104,-664.7892258573144,-667.2428111453358,-669.4938947711679,-671.5424767348113,-673.3885570362654,-675.0321356755305,-676.4732126526069,-677.7117879674938,-678.747861620192,-679.5814336107012,-680.2125039390213,-680.6410726051524,-680.8671396090945,-680.8907049508475,-680.7117686304115,-680.3303306477866,-679.7463910029725,-678.9599496959694,-677.9710067267771,-676.7795620953959,-675.3856158018257,-673.7891678460666,-671.9902182281185,-669.9887669479813,-667.7848140056548,-665.3783594011395,-662.7694031344352,-659.9579452055417,-656.9439856144592,-653.7275243611879,-650.3085614457274,-646.687096868078,-642.8631306282396,-638.836662726212,-634.6076931619954,-630.1762219355899,-625.5422490469952,-620.7057744962117,-615.7148271205266,-610.8575799436666,-606.1820618029188,-601.6882726982839,-597.3762126297613,-593.2458815973515,-589.2972796010542,-585.5304066408693,-581.9452627167972,-578.5418478288375,-575.3201619769906,-572.280205161256,-569.4219773816341,-566.7454786381247,-564.2507089307279,-561.9376682594436,-559.806356624272,-557.8567740252128,-556.0889204622663,-554.5027959354322,-553.0984004447108,-551.8757339901019,-550.8347965716058,-549.975588189222,-549.2981088429509,-548.8023585327921,-548.4883372587461,-548.3560450208125,-548.4054818189918,-548.6366476532834,-549.0495425236876,-549.6441664302042,-550.4205193728337,-551.3786013515755,-552.5184123664301,-553.839952417397,-555.3432215044767,-557.0282196276688,-558.8949467869736,-560.9434029823908,-563.1735882139208
CSAM ,Forests & Wetlands,CO2,CO2,pathway,,,,,,,,,,,,,,,,,,,,774.7899999999998,774.7899999999998,774.7899999999998,774.7899999999998,749.1099999999999,735.1399999999999,742.1099999999999,730.7299999999998,721.4399999999999,1235.29,1218.7299999999998,1217.01,1222.25,1223.45,1741.7400000000002,1738.4200000000005,1772.7200000000003,1728.8200000000002,1738.7700000000004,1467.6599999999999,1469.3600000000001,1476.02,1469.9199999999998,1470.49,1492.42,1492.42,1492.42,1492.42,1492.42,1492.42,1492.882832359157,1523.451845511276,1552.8875464650675,1581.1899352205323,1608.3590117776696,1634.3947761364802,1659.2972282969636,1683.0663682591194,1705.702196022949,1727.204711588451,1747.573914955626,1766.8098061244737,1784.912385094994,1801.8816518671879,1817.7176064410546,1832.4202488165938,1845.9895789938064,1858.4255969726912,1869.7283027532496,1879.8976963354805,1888.9337777193846,1896.8365469049613,1903.6060038922112,1909.242148681134,1913.74498127173,1917.1145016639978,1919.350709857939,1920.4536058535537,1920.4231896508404,1919.2594612498008,1916.9624206504334,1913.5320678527391,1908.9684028567183,1903.2714256623694,1896.441136269694,1888.477534678692,1879.3806208893623,1869.1503949017056,1857.7868567157216,1845.290006331411,1831.874071208422,1818.824416104652,1806.35526847975,1794.4666283337165,1783.1584956665506,1772.430870478253,1762.2837527688237,1752.7171425382617,1743.7310397865685,1735.3254445137427,1727.5003567197857,1720.2557764046967,1713.5917035684756,1707.5081382111223,1702.0050803326374,1697.0825299330209,1692.7404870122718,1688.978951570391,1685.7979236073784,1683.1974031232337,1681.1773901179572,1679.7378845915487,1678.8788865440083,1678.6003959753357,1678.9024128855317,1679.7849372745957,1681.2479691425274,1683.291508489327,1685.9155553149951,1689.1201096195311,1692.9051714029351,1697.2707406652075,1702.2168174063481,1707.7434016263562,1713.8504933252332,1720.5380925029774,1727.80619915959,1735.6548132950707,1744.0839349094194,1753.093564002636,1762.683700574721
EUR ,Forests & Wetlands,CO2,CO2,pathway,,,,,,,,,,,,,,,,,,,,-550.8399999999998,-550.8399999999998,-550.8399999999998,-550.8399999999998,-542.42,-544.76,-550.87,-543.63,-547.2599999999999,-578.58,-577.4100000000001,-576.8900000000001,-575.75,-576.5699999999999,-451.81999999999994,-451.86,-447.30999999999995,-441.44999999999993,-451.16999999999996,-428.89,-428.62,-428.5799999999999,-428.81000000000006,-428.57,-425.83000000000004,-425.84000000000003,-425.84000000000003,-425.87,-428.82,-428.83,-423.9144190511477,-421.6865705272005,-419.3917614567721,-417.0299918398628,-414.60126167647246,-412.1055709666011,-409.54291971024884,-406.91330790741546,-404.21673555810116,-401.4532026623058,-398.62270922002944,-395.7252552312722,-392.7608406960337,-389.7294656143144,-386.631129986114,-383.46583381143256,-380.23357709027016,-376.9343598226268,-373.5681820085024,-370.13504364789696,-366.6349447408105,-363.0678852872431,-359.43386528719475,-355.7328847406653,-351.96494364765493,-348.1300420081634,-344.22817982219095,-340.25935708973753,-336.22357381080303,-332.1208299853875,-327.95112561349106,-323.7144606951136,-319.4108352302551,-315.0402492189156,-310.6027026610951,-306.0981955567936,-301.5267279060111,-296.8882997087476,-292.18291096500303,-287.41056167477757,-282.59257937602126,-277.856929296436,-273.22493897397203,-268.69660840862934,-264.27193760040797,-259.95092654930784,-255.73357525532904,-251.6198837184715,-247.60985193873532,-243.7034799161203,-239.9007676506267,-236.20171514225433,-232.60632239100323,-229.11458939687344,-225.7265161598649,-222.4421026799777,-219.2613489572118,-216.18425499156717,-213.21082078304383,-210.34104633164176,-207.57493163736092,-204.91247670020147,-202.3536815201633,-199.89854609724634,-197.54707043145078,-195.29925452277644,-193.1550983712234,-191.1146019767916,-189.17776533948114,-187.34458845929194,-185.61507133622408,-183.98921397027746,-182.46701636145215,-181.04847850974807,-179.7336004151654,-178.52238207770387,-177.41482349736376,-176.41092467414487,-175.51068560804728,-174.71410629907098,-174.021186747216
