GCAM Region,IEA Region,Sector,Metric,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
ASIA ,RUS ,Industry,Coal,104,127,151,174,197,220,244,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279
ASIA ,RUS ,Industry,Oil,116,116,127,139,139,151,162,174,162,162,174,174,174,174,174,174,174,174,174,174,174,162,162,162,162,162,151,151,151,151,151
ASIA ,RUS ,Industry,Natural gas,372,372,383,395,407,418,430,441,488,488,488,500,500,500,500,511,511,511,511,523,523,523,523,523,534,534,534,534,546,546,546
ASIA ,RUS ,Industry,Electricity,325,325,325,325,325,325,325,337,325,337,337,348,348,348,360,360,360,360,360,360,372,372,372,372,372,372,372,372,372,372,383
ASIA ,RUS ,Industry,Heat,511,500,500,488,488,476,476,476,476,488,488,500,500,511,511,523,523,523,534,534,534,534,534,546,546,558,558,558,569,569,581
ASIA ,RUS ,Industry,Bioenergy,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23
ASIA ,RUS ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,RUS ,Transport,Transport,1116,1116,1116,1116,1116,1116,1116,1116,1186,1197,1209,1221,1232,1244,1267,1279,1290,1302,1314,1325,1337,1337,1349,1360,1372,1383,1383,1395,1407,1418,1430
ASIA ,RUS ,Transport,Oil,651,651,651,662,662,674,674,686,709,721,732,732,744,755,755,767,767,779,779,790,790,790,790,790,790,790,790,790,802,802,802
ASIA ,RUS ,Transport,Electricity,81,69,69,69,69,69,69,69,69,69,69,69,81,81,81,81,81,81,81,81,93,93,93,93,93,93,93,93,104,104,104
ASIA ,RUS ,Transport,Biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,RUS ,Transport,Other fuels,372,360,360,360,348,348,348,348,383,395,395,395,407,407,418,418,418,430,430,441,441,441,453,465,465,476,476,488,488,500,511
ASIA ,RUS ,Buildings,Buildings,1721,1744,1779,1802,1837,1860,1895,1930,2011,2011,2011,2011,2011,2011,2011,2011,2011,2023,2023,2035,2046,2046,2046,2058,2058,2070,2070,2070,2081,2081,2093
ASIA ,RUS ,Buildings,Coal,46,34,34,34,23,23,23,23,23,23,23,23,23,23,23,23,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0
ASIA ,RUS ,Buildings,Oil,69,81,93,104,127,139,151,174,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,174,174,174,174,174
ASIA ,RUS ,Buildings,Natural gas,500,511,534,558,581,604,628,651,721,721,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709
ASIA ,RUS ,Buildings,Electricity,290,290,290,302,302,314,314,325,314,325,337,337,348,348,360,360,360,372,383,395,407,407,418,430,441,453,453,465,476,488,488
ASIA ,RUS ,Buildings,Heat,779,767,755,744,744,732,721,721,709,709,709,697,697,697,686,686,674,674,674,674,674,662,662,662,662,662,651,651,651,651,651
ASIA ,RUS ,Buildings,Bioenergy,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
ASIA ,RUS ,Buildings,   Traditional biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,RUS ,Buildings,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIA ,RUS ,Other,Other,721,732,744,767,779,802,814,837,918,930,942,965,976,988,1000,1011,1023,1035,1046,1058,1069,1069,1081,1093,1093,1104,1104,1116,1128,1139,1151
ASIA ,RUS ,Other,   Petrochem. feedstock,546,488,441,395,348,302,255,209,197,209,232,244,255,267,290,302,302,302,314,314,314,314,314,325,325,325,325,325,337,337,348
ASIA ,ASIAPAC ,TPED,Total primary demand,57731,59138,60545,61953,63371,64779,66186,67605,69652,71326,73001,74687,76362,78037,79712,81398,82968,84550,86131,87701,89283,90714,92156,93598,95040,96482,97831,99180,100541,101890,103251
ASIA ,ASIAPAC ,TPED,Coal,28644,29214,29784,30354,30935,31505,32075,32657,33203,33680,34157,34634,35110,35587,36064,36541,36901,37262,37623,37995,38355,38727,39100,39483,39856,40228,40646,41065,41495,41914,42344
ASIA ,ASIAPAC ,TPED,Oil,14060,14467,14886,15305,15712,16130,16549,16968,17317,17712,18096,18491,18887,19270,19666,20061,20433,20806,21178,21562,21934,22201,22469,22736,23004,23271,23469,23678,23888,24097,24295
ASIA ,ASIAPAC ,TPED,Natural gas,5640,5873,6105,6338,6582,6815,7047,7292,7838,8187,8548,8896,9257,9606,9966,10315,10664,11025,11385,11746,12106,12455,12816,13176,13525,13886,14223,14560,14909,15246,15595
ASIA ,ASIAPAC ,TPED,Nuclear,1756,1721,1686,1651,1616,1581,1546,1511,1709,1837,1965,2093,2221,2349,2477,2605,2779,2965,3151,3326,3512,3663,3826,3989,4151,4314,4419,4524,4628,4733,4849
ASIA ,ASIAPAC ,TPED,Hydro,1093,1174,1256,1337,1418,1500,1581,1674,1744,1756,1779,1802,1825,1849,1872,1895,1930,1977,2023,2070,2116,2139,2174,2209,2244,2279,2302,2326,2360,2384,2419
ASIA ,ASIAPAC ,TPED,Bioenergy,5919,5931,5942,5954,5966,5977,5989,6012,6082,6187,6291,6384,6489,6594,6687,6791,6838,6884,6943,6989,7047,7071,7105,7129,7164,7187,7210,7233,7257,7280,7315
ASIA ,ASIAPAC ,TPED,Other renewables,581,697,825,953,1069,1197,1325,1453,1732,1930,2139,2337,2535,2744,2942,3151,3349,3558,3768,3977,4186,4396,4617,4838,5059,5280,5500,5721,5954,6175,6408
ASIA ,ASIAPAC ,Power sector,Power sector,21724,22643,23562,24492,25411,26341,27260,28191,29842,30679,31528,32366,33215,34064,34901,35750,36622,37506,38390,39274,40158,41030,41902,42775,43647,44519,45357,46205,47054,47903,48752
ASIA ,ASIAPAC ,Power sector,Coal,14549,15212,15874,16549,17212,17886,18549,19224,20271,20573,20875,21189,21492,21794,22097,22399,22713,23027,23341,23655,23969,24295,24620,24946,25271,25597,25946,26295,26655,27004,27365
ASIA ,ASIAPAC ,Power sector,Oil,837,802,779,744,721,686,662,639,546,523,511,500,488,476,465,453,430,418,407,395,383,360,348,337,325,314,302,290,279,267,255
ASIA ,ASIAPAC ,Power sector,Natural gas,2651,2709,2779,2849,2907,2977,3047,3116,3209,3337,3454,3570,3698,3814,3942,4058,4175,4291,4419,4535,4652,4779,4919,5059,5186,5326,5454,5582,5710,5849,5977
ASIA ,ASIAPAC ,Power sector,Nuclear,1756,1721,1686,1651,1616,1581,1546,1511,1709,1837,1965,2093,2221,2349,2477,2605,2779,2965,3151,3326,3512,3663,3826,3989,4151,4314,4419,4524,4628,4733,4849
ASIA ,ASIAPAC ,Power sector,Hydro,1093,1174,1256,1337,1418,1500,1581,1674,1744,1756,1779,1802,1825,1849,1872,1895,1930,1977,2023,2070,2116,2139,2174,2209,2244,2279,2302,2326,2360,2384,2419
ASIA ,ASIAPAC ,Power sector,Bioenergy,383,465,546,628,709,790,872,953,1069,1163,1256,1360,1453,1558,1651,1744,1791,1837,1884,1930,1988,2023,2058,2093,2128,2174,2209,2244,2291,2326,2372
ASIA ,ASIAPAC ,Power sector,Other renewables,430,511,604,686,779,860,953,1046,1267,1442,1628,1814,2000,2186,2372,2558,2744,2930,3116,3314,3500,3698,3896,4093,4291,4489,4686,4884,5093,5291,5489
ASIA ,ASIAPAC ,Other energy sector,Other energy sector,7094,7105,7117,7129,7140,7152,7164,7187,7292,7431,7582,7722,7873,8013,8164,8303,8396,8489,8582,8675,8769,8862,8955,9048,9141,9234,9327,9420,9524,9618,9722
ASIA ,ASIAPAC ,Other energy sector,  Electricity,1360,1418,1477,1546,1604,1674,1732,1802,1872,1930,1977,2035,2093,2139,2198,2256,2302,2360,2419,2477,2535,2593,2651,2721,2779,2837,2895,2965,3023,3093,3151
ASIA ,ASIAPAC ,TFC,Total final consumption,38111,39111,40123,41135,42147,43158,44170,45182,46299,47485,48671,49857,51055,52241,53428,54614,55707,56812,57917,59022,60127,61092,62057,63034,63999,64965,65860,66756,67663,68558,69465
ASIA ,ASIAPAC ,TFC,Coal,10350,10292,10246,10199,10141,10094,10048,10001,9618,9687,9757,9838,9908,9978,10059,10129,10164,10199,10234,10269,10304,10327,10362,10397,10420,10455,10478,10513,10548,10583,10618
ASIA ,ASIAPAC ,TFC,Oil,11932,12397,12874,13339,13816,14281,14758,15235,15642,16061,16468,16875,17282,17689,18096,18514,18887,19270,19654,20038,20422,20689,20957,21224,21492,21759,21980,22201,22434,22655,22876
ASIA ,ASIAPAC ,TFC,Natural gas,2593,2733,2872,3023,3163,3314,3454,3605,3965,4210,4442,4675,4919,5152,5384,5628,5849,6070,6303,6524,6745,6966,7187,7419,7640,7861,8059,8268,8478,8687,8896
ASIA ,ASIAPAC ,TFC,Electricity,6931,7338,7757,8164,8582,8989,9408,9827,10455,10874,11304,11723,12153,12572,13002,13421,13839,14258,14688,15107,15537,15956,16375,16793,17212,17631,18049,18468,18887,19305,19736
ASIA ,ASIAPAC ,TFC,Heat,779,837,895,953,1011,1069,1128,1186,1267,1290,1314,1337,1372,1395,1418,1442,1453,1477,1488,1511,1523,1535,1546,1558,1570,1581,1581,1593,1604,1616,1628
ASIA ,ASIAPAC ,TFC,Bioenergy,5349,5280,5210,5140,5082,5012,4942,4884,4849,4849,4849,4849,4861,4861,4861,4861,4861,4861,4872,4872,4884,4872,4861,4849,4849,4838,4814,4803,4791,4768,4756
ASIA ,ASIAPAC ,TFC,Other renewables,151,186,220,255,290,325,360,407,465,476,500,511,534,546,569,581,593,616,639,662,674,697,721,744,767,790,814,837,860,883,907
ASIA ,ASIAPAC ,Industry,Industry,16619,16886,17165,17445,17712,17991,18270,18549,18852,19305,19759,20212,20666,21131,21585,22038,22445,22864,23283,23701,24108,24481,24864,25248,25632,26016,26365,26714,27074,27423,27772
ASIA ,ASIAPAC ,Industry,Coal,8629,8548,8466,8396,8315,8245,8164,8094,7861,7920,7989,8059,8117,8187,8257,8315,8361,8420,8478,8524,8582,8629,8675,8722,8769,8827,8873,8920,8966,9024,9071
ASIA ,ASIAPAC ,Industry,Oil,1721,1721,1721,1721,1732,1732,1732,1744,1686,1697,1709,1709,1721,1732,1744,1744,1744,1756,1756,1767,1767,1756,1756,1756,1756,1756,1744,1744,1732,1732,1721
ASIA ,ASIAPAC ,Industry,Natural gas,1197,1279,1360,1442,1535,1616,1697,1791,1965,2105,2256,2395,2535,2674,2826,2965,3116,3268,3419,3570,3733,3884,4035,4186,4337,4489,4628,4768,4907,5047,5186
ASIA ,ASIAPAC ,Industry,Electricity,3826,4023,4221,4419,4628,4826,5024,5233,5570,5768,5954,6152,6338,6536,6733,6919,7071,7233,7396,7559,7722,7861,8013,8164,8315,8466,8606,8745,8885,9024,9164
ASIA ,ASIAPAC ,Industry,Heat,523,558,593,628,662,697,732,779,837,848,860,872,883,895,907,930,930,942,953,953,965,965,965,976,976,988,988,988,988,988,1000
ASIA ,ASIAPAC ,Industry,Bioenergy,709,732,755,779,802,825,848,872,895,930,953,988,1023,1046,1081,1116,1151,1186,1221,1256,1290,1314,1349,1372,1407,1430,1453,1477,1500,1535,1558
ASIA ,ASIAPAC ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,23,23,23,23,34,34,34
ASIA ,ASIAPAC ,Transport,Transport,6105,6443,6780,7117,7466,7803,8141,8489,8780,9106,9420,9734,10048,10362,10676,10990,11327,11676,12013,12362,12699,12967,13246,13525,13793,14072,14328,14584,14839,15107,15363
ASIA ,ASIAPAC ,Transport,Oil,5780,6082,6384,6687,6989,7292,7594,7896,8117,8396,8664,8943,9210,9478,9757,10025,10315,10606,10897,11188,11490,11699,11909,12118,12339,12548,12734,12932,13118,13316,13514
ASIA ,ASIAPAC ,Transport,Electricity,104,104,116,127,127,139,151,162,174,197,209,232,255,267,290,302,325,348,372,395,430,453,476,500,534,558,581,604,628,651,674
ASIA ,ASIAPAC ,Transport,Biofuels,34,34,46,58,58,69,81,93,104,116,127,127,139,151,162,174,186,197,209,232,244,255,267,279,290,302,314,325,337,360,372
ASIA ,ASIAPAC ,Transport,Other fuels,174,186,209,232,255,279,302,325,372,383,395,407,418,430,453,465,476,488,500,511,534,546,569,593,616,639,662,697,732,755,790
ASIA ,ASIAPAC ,Buildings,Buildings,11071,11292,11525,11746,11978,12199,12432,12665,13048,13281,13514,13746,13990,14223,14456,14700,14932,15165,15398,15630,15863,16084,16305,16526,16758,16979,17189,17410,17631,17852,18073
ASIA ,ASIAPAC ,Buildings,Coal,1163,1151,1151,1139,1139,1128,1128,1128,1081,1058,1046,1023,1000,988,965,942,918,895,872,848,825,802,779,755,732,721,697,674,651,639,616
ASIA ,ASIAPAC ,Buildings,Oil,1395,1442,1488,1535,1581,1628,1674,1732,1779,1791,1802,1802,1814,1825,1837,1849,1849,1849,1849,1860,1860,1849,1849,1837,1837,1837,1825,1814,1814,1802,1791
ASIA ,ASIAPAC ,Buildings,Natural gas,814,860,907,953,1000,1046,1093,1139,1267,1337,1407,1477,1535,1604,1674,1744,1791,1837,1884,1942,1988,2023,2070,2105,2151,2186,2209,2244,2279,2302,2337
ASIA ,ASIAPAC ,Buildings,Electricity,2698,2872,3047,3221,3395,3570,3744,3930,4175,4372,4558,4756,4942,5140,5326,5524,5745,5966,6198,6419,6652,6884,7117,7350,7594,7826,8071,8315,8559,8803,9048
ASIA ,ASIAPAC ,Buildings,Heat,255,267,290,314,337,360,383,407,430,441,453,465,476,488,500,511,511,523,534,546,546,546,558,569,581,593,593,604,616,616,628
ASIA ,ASIAPAC ,Buildings,Bioenergy,4593,4489,4396,4291,4198,4093,4000,3907,3837,3791,3756,3709,3675,3628,3582,3547,3500,3454,3407,3361,3314,3256,3209,3151,3105,3058,3000,2942,2884,2826,2767
ASIA ,ASIAPAC ,Buildings,   Traditional biomass,4372,4268,4163,4058,3965,3861,3756,3663,3593,3547,3500,3454,3419,3372,3326,3279,3233,3186,3140,3093,3047,2988,2930,2872,2826,2767,2698,2640,2581,2512,2453
ASIA ,ASIAPAC ,Buildings,Other renewables,139,174,209,244,279,314,348,383,441,453,465,488,500,523,534,546,558,581,593,616,639,651,674,697,709,732,744,767,790,814,837
ASIA ,ASIAPAC ,Other,Other,4279,4442,4617,4779,4954,5117,5291,5466,5605,5780,5966,6140,6326,6512,6687,6873,6978,7094,7210,7326,7431,7512,7606,7699,7792,7885,7954,8024,8094,8164,8234
ASIA ,ASIAPAC ,Other,   Petrochem. feedstock,2605,2674,2744,2814,2884,2954,3023,3105,3105,3244,3384,3512,3651,3791,3919,4058,4128,4210,4279,4361,4442,4500,4570,4640,4710,4779,4826,4884,4942,5000,5059
ASIA ,CHINA ,TPED,Total primary demand,29656,30528,31412,32284,33168,34041,34924,35808,37053,37890,38727,39565,40402,41239,42077,42914,43507,44112,44717,45322,45926,46333,46752,47171,47589,48008,48357,48718,49078,49439,49799
ASIA ,CHINA ,TPED,Coal,20887,21154,21434,21713,21992,22271,22550,22829,23062,23225,23387,23562,23725,23888,24050,24213,24167,24120,24085,24039,24004,23899,23794,23690,23585,23480,23399,23318,23248,23166,23097
ASIA ,CHINA ,TPED,Oil,5012,5245,5477,5710,5942,6175,6408,6652,6884,7071,7268,7454,7640,7826,8024,8210,8385,8571,8745,8931,9106,9187,9280,9373,9466,9559,9618,9676,9745,9804,9873
ASIA ,CHINA ,TPED,Natural gas,1069,1232,1407,1581,1744,1918,2093,2267,2674,2895,3116,3326,3547,3768,3977,4198,4384,4570,4756,4942,5128,5268,5407,5547,5698,5838,5966,6094,6233,6361,6501
ASIA ,CHINA ,TPED,Nuclear,220,290,360,441,511,593,662,744,883,953,1023,1093,1163,1232,1302,1372,1488,1604,1721,1837,1953,2081,2209,2349,2477,2616,2698,2791,2884,2977,3070
ASIA ,CHINA ,TPED,Hydro,709,767,825,895,953,1023,1081,1151,1197,1209,1221,1232,1244,1256,1267,1279,1290,1314,1337,1360,1383,1395,1418,1430,1453,1465,1477,1488,1511,1523,1546
ASIA ,CHINA ,TPED,Bioenergy,1546,1511,1477,1442,1407,1372,1337,1314,1325,1383,1430,1488,1546,1604,1663,1721,1744,1779,1802,1837,1872,1884,1907,1918,1942,1953,1965,1988,2011,2035,2046
ASIA ,CHINA ,TPED,Other renewables,174,255,348,441,534,628,721,814,988,1116,1244,1360,1488,1616,1744,1860,1977,2093,2221,2337,2453,2570,2698,2814,2942,3058,3174,3291,3407,3523,3640
ASIA ,CHINA ,Power sector,Power sector,11118,11792,12478,13165,13851,14537,15223,15909,17200,17642,18084,18526,18968,19410,19852,20294,20689,21085,21480,21876,22271,22597,22934,23271,23608,23934,24213,24504,24783,25074,25353
ASIA ,CHINA ,Power sector,Coal,9641,10059,10490,10908,11339,11757,12188,12618,13432,13537,13630,13735,13839,13932,14037,14130,14176,14223,14281,14328,14386,14386,14386,14397,14397,14409,14409,14421,14421,14432,14432
ASIA ,CHINA ,Power sector,Oil,104,93,93,81,81,69,69,69,81,69,69,69,69,58,58,58,46,46,46,46,46,46,46,46,46,46,34,34,34,34,34
ASIA ,CHINA ,Power sector,Natural gas,244,267,302,337,372,407,441,476,581,674,767,860,942,1035,1128,1221,1290,1372,1453,1523,1604,1663,1721,1779,1837,1895,1942,2000,2058,2105,2163
ASIA ,CHINA ,Power sector,Nuclear,220,290,360,441,511,593,662,744,883,953,1023,1093,1163,1232,1302,1372,1488,1604,1721,1837,1953,2081,2209,2349,2477,2616,2698,2791,2884,2977,3070
ASIA ,CHINA ,Power sector,Hydro,709,767,825,895,953,1023,1081,1151,1197,1209,1221,1232,1244,1256,1267,1279,1290,1314,1337,1360,1383,1395,1418,1430,1453,1465,1477,1488,1511,1523,1546
ASIA ,CHINA ,Power sector,Bioenergy,139,174,209,244,279,314,348,383,430,500,558,616,674,744,802,860,883,918,953,976,1011,1023,1046,1069,1093,1116,1128,1151,1174,1197,1221
ASIA ,CHINA ,Power sector,Other renewables,46,93,151,197,255,302,360,418,546,662,767,883,988,1104,1209,1325,1430,1535,1639,1744,1849,1942,2046,2151,2256,2360,2453,2558,2651,2756,2849
ASIA ,CHINA ,Other energy sector,Other energy sector,4372,4384,4396,4407,4419,4431,4442,4454,4489,4558,4628,4698,4768,4838,4907,4977,4966,4966,4966,4966,4966,4942,4931,4919,4907,4896,4884,4884,4884,4884,4872
ASIA ,CHINA ,Other energy sector,  Electricity,732,767,814,860,907,953,1000,1046,1104,1116,1139,1163,1174,1197,1221,1244,1256,1267,1290,1302,1325,1337,1349,1360,1383,1395,1407,1418,1430,1442,1465
ASIA ,CHINA ,TFC,Total final consumption,19224,19805,20387,20968,21550,22131,22713,23306,23888,24504,25120,25737,26353,26969,27586,28202,28656,29121,29586,30051,30517,30831,31145,31470,31784,32110,32377,32645,32924,33192,33471
ASIA ,CHINA ,TFC,Coal,8280,8199,8117,8036,7954,7873,7792,7722,7280,7268,7257,7233,7222,7210,7198,7175,7094,7024,6943,6873,6803,6710,6629,6547,6454,6373,6280,6198,6117,6035,5954
ASIA ,CHINA ,TFC,Oil,4326,4558,4803,5047,5291,5535,5780,6024,6222,6431,6640,6838,7047,7257,7454,7664,7850,8036,8234,8420,8606,8687,8780,8873,8966,9048,9117,9187,9269,9338,9408
ASIA ,CHINA ,TFC,Natural gas,848,942,1035,1139,1232,1337,1430,1535,1779,1930,2070,2209,2349,2488,2628,2767,2860,2965,3070,3174,3279,3372,3465,3570,3663,3756,3837,3919,4012,4093,4186
ASIA ,CHINA ,TFC,Electricity,3489,3779,4082,4372,4675,4966,5268,5570,6059,6303,6559,6803,7047,7303,7547,7803,8013,8234,8455,8675,8896,9083,9280,9466,9664,9850,10013,10187,10362,10536,10711
ASIA ,CHINA ,TFC,Heat,709,755,814,872,930,988,1046,1104,1186,1221,1244,1267,1290,1314,1337,1360,1372,1395,1407,1430,1442,1453,1465,1477,1488,1500,1500,1511,1523,1535,1546
ASIA ,CHINA ,TFC,Bioenergy,1395,1325,1256,1186,1128,1058,988,930,883,872,872,872,872,860,860,860,848,848,848,848,848,837,837,837,837,837,825,825,825,825,825
ASIA ,CHINA ,TFC,Other renewables,127,162,197,232,267,302,337,383,430,453,465,476,488,511,523,534,546,558,581,593,604,616,639,651,674,697,709,732,744,767,790
ASIA ,CHINA ,Industry,Industry,10850,10943,11036,11141,11234,11339,11432,11536,11630,11827,12025,12234,12432,12641,12839,13037,13153,13281,13409,13537,13665,13746,13839,13921,14014,14095,14165,14235,14304,14374,14444
ASIA ,CHINA ,Industry,Coal,6791,6675,6570,6454,6349,6233,6129,6024,5745,5721,5698,5675,5652,5628,5605,5582,5524,5466,5407,5349,5291,5221,5152,5082,5012,4942,4872,4803,4733,4663,4593
ASIA ,CHINA ,Industry,Oil,790,767,744,721,709,686,662,651,581,581,581,581,581,569,569,569,558,558,558,558,558,546,546,546,534,534,523,523,511,511,500
ASIA ,CHINA ,Industry,Natural gas,395,430,465,500,534,569,604,651,755,825,895,976,1046,1116,1186,1256,1314,1383,1453,1523,1581,1639,1697,1767,1825,1895,1942,2000,2046,2105,2151
ASIA ,CHINA ,Industry,Electricity,2360,2512,2663,2814,2977,3128,3279,3442,3721,3849,3989,4117,4244,4384,4512,4640,4733,4838,4942,5035,5140,5221,5314,5396,5489,5570,5640,5721,5803,5884,5966
ASIA ,CHINA ,Industry,Heat,488,523,558,593,628,662,697,732,802,814,825,837,848,860,883,895,895,907,918,930,930,930,942,942,953,953,953,953,965,965,965
ASIA ,CHINA ,Industry,Bioenergy,0,0,0,0,0,0,0,0,0,0,11,23,23,34,46,58,69,81,93,104,116,116,127,139,151,162,162,174,186,197,209
ASIA ,CHINA ,Industry,Other renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
ASIA ,CHINA ,Transport,Transport,2314,2500,2686,2872,3070,3256,3442,3640,3803,3965,4140,4314,4477,4652,4826,4989,5152,5326,5500,5675,5849,5942,6035,6129,6233,6326,6408,6501,6594,6687,6780
ASIA ,CHINA ,Transport,Oil,2151,2302,2465,2628,2779,2942,3105,3268,3372,3523,3663,3803,3942,4093,4233,4372,4512,4652,4791,4942,5082,5140,5198,5256,5314,5373,5419,5466,5524,5570,5617
ASIA ,CHINA ,Transport,Electricity,58,58,69,81,81,93,104,116,127,139,162,174,197,209,220,244,255,279,302,325,337,348,372,395,418,441,453,476,500,511,534
ASIA ,CHINA ,Transport,Biofuels,11,11,11,11,11,11,11,23,23,34,34,46,46,58,58,69,69,81,93,104,116,116,127,127,139,139,139,151,162,174,186
ASIA ,CHINA ,Transport,Other fuels,69,81,104,127,151,174,197,220,255,255,267,267,279,279,279,290,290,290,290,290,302,302,314,325,325,337,348,360,383,395,418
ASIA ,CHINA ,Buildings,Buildings,4326,4500,4686,4861,5047,5221,5407,5594,5849,5989,6129,6268,6408,6547,6698,6838,6931,7036,7140,7233,7338,7408,7489,7571,7652,7722,7780,7850,7908,7978,8047
ASIA ,CHINA ,Buildings,Coal,953,942,942,942,942,942,942,942,883,860,848,825,802,779,767,744,721,697,674,651,628,604,581,569,546,534,511,500,476,465,441
ASIA ,CHINA ,Buildings,Oil,407,441,476,511,558,593,628,674,697,697,697,697,697,697,697,697,686,686,674,674,662,651,639,628,616,604,581,569,558,546,523
ASIA ,CHINA ,Buildings,Natural gas,290,325,360,395,441,476,511,558,639,697,755,814,872,930,976,1035,1058,1093,1128,1163,1197,1221,1244,1267,1290,1314,1325,1337,1349,1372,1383
ASIA ,CHINA ,Buildings,Electricity,918,1035,1151,1279,1395,1523,1639,1767,1942,2046,2139,2232,2337,2430,2523,2628,2721,2826,2919,3023,3116,3198,3279,3372,3454,3547,3616,3698,3768,3849,3919
ASIA ,CHINA ,Buildings,Heat,220,232,255,279,290,314,337,360,383,395,407,418,430,441,453,465,465,476,488,488,500,500,511,523,534,534,534,546,558,569,569
ASIA ,CHINA ,Buildings,Bioenergy,1372,1302,1232,1163,1104,1035,965,907,848,825,814,790,767,755,732,721,697,674,651,628,604,581,558,534,523,500,476,453,441,418,407
ASIA ,CHINA ,Buildings,   Traditional biomass,1290,1221,1151,1081,1023,953,883,825,767,744,732,709,697,674,662,639,616,593,569,558,534,511,488,465,441,418,395,372,348,325,302
ASIA ,CHINA ,Buildings,Other renewables,127,151,186,220,255,290,325,360,407,430,441,453,465,488,500,511,523,534,558,569,581,593,616,628,651,662,674,697,709,732,755
ASIA ,CHINA ,Other,Other,1721,1825,1942,2058,2174,2291,2407,2523,2593,2698,2802,2907,3000,3105,3209,3314,3372,3442,3512,3582,3651,3698,3756,3814,3872,3930,3977,4035,4082,4140,4186
ASIA ,CHINA ,Other,   Petrochem. feedstock,872,930,1000,1069,1128,1197,1267,1337,1325,1418,1511,1593,1686,1767,1860,1953,2000,2058,2116,2174,2232,2279,2337,2384,2442,2500,2546,2593,2651,2698,2744
ASIA ,INDIA ,TPED,Total primary demand,8141,8431,8734,9036,9338,9641,9943,10246,10653,11176,11688,12211,12734,13258,13769,14293,14909,15526,16142,16758,17375,18038,18701,19375,20038,20701,21341,21980,22620,23260,23899
ASIA ,INDIA ,TPED,Coal,3244,3419,3605,3791,3977,4163,4349,4535,4768,5012,5268,5512,5768,6012,6268,6512,6815,7117,7419,7722,8024,8373,8734,9083,9443,9804,10141,10490,10839,11188,11536
ASIA ,INDIA ,TPED,Oil,1884,1977,2081,2186,2279,2384,2488,2593,2709,2837,2977,3116,3256,3395,3535,3663,3803,3942,4093,4233,4372,4500,4640,4779,4919,5047,5163,5280,5407,5524,5652
ASIA ,INDIA ,TPED,Natural gas,628,616,604,604,593,593,581,581,604,674,744,814,883,953,1023,1093,1174,1267,1349,1442,1535,1616,1697,1779,1860,1942,2011,2081,2151,2221,2302
ASIA ,INDIA ,TPED,Nuclear,69,69,69,81,81,93,93,104,116,127,139,151,162,174,186,197,220,244,267,290,314,348,383,418,453,488,511,546,581,616,651
ASIA ,INDIA ,TPED,Hydro,116,116,116,116,127,127,127,139,139,139,151,151,162,162,174,174,174,186,197,197,209,209,220,220,232,232,232,232,244,244,255
ASIA ,INDIA ,TPED,Bioenergy,2151,2151,2151,2151,2163,2163,2163,2174,2174,2186,2198,2221,2232,2244,2267,2279,2279,2291,2302,2314,2326,2326,2326,2337,2337,2337,2337,2337,2337,2337,2337
ASIA ,INDIA ,TPED,Other renewables,11,11,23,34,46,58,69,81,104,139,174,209,232,267,302,337,372,418,465,511,558,604,662,709,767,814,872,942,1011,1069,1139
ASIA ,INDIA ,Power sector,Power sector,2767,2930,3093,3256,3430,3593,3756,3930,4117,4349,4593,4838,5082,5326,5570,5815,6082,6361,6640,6919,7198,7524,7850,8175,8501,8827,9152,9490,9827,10152,10490
ASIA ,INDIA ,Power sector,Coal,2058,2198,2337,2477,2616,2756,2895,3035,3198,3349,3500,3651,3814,3965,4117,4268,4431,4605,4768,4942,5105,5314,5524,5733,5942,6152,6361,6570,6780,6989,7210
ASIA ,INDIA ,Power sector,Oil,81,81,81,81,81,81,81,93,58,69,69,69,81,81,93,93,81,81,81,81,81,69,69,69,69,69,58,58,58,58,58
