IEA Region,Sector,Metric,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
US ,TFC,Oil,1893.09,1893.0175789971283,1893.20620685222,1893.6558835652752,1894.3666091362936,1895.3383835652753,1896.57120685222,1898.0650789971282,1899.82,1900.36,1890.8292598321232,1876.5624842321163,1862.649351919504,1849.089862894287,1835.8840171564652,1823.0318147060386,1810.5332555430068,1798.3883396673705,1786.5970670791287,1775.1594377782824,1764.075451764831,1753.345109038775,1742.9684096001133,1732.9453534488473,1723.2759405849765,1713.9601710085,1704.9980447194193,1696.3895617177336,1688.1347220034427,1680.2335255765472,1672.6859724370465,1665.4920625849409,1658.6517960202304,1652.1651727429155,1646.0321927529947,1640.2528560504695,1634.8271626353394,1629.7551125076045,1625.0367056672642,1620.6719421143193,1616.6608218487695,1613.0033448706147,1609.6995111798553,1606.7493207764905,1604.152773660521,1601.9098698319463,1600.020609290767,1598.4849920369827,1597.3030180705935,1596.4746873915997,1596.0000000000002,1595.8789558957963,1596.1115550789873,1596.6977975495734,1597.6376833075547,1598.931212352931,1600.5783846857025,1602.5792003058689,1604.9336592134307,1607.641761408387,1610.7035068907387,1614.1188956604856,1617.8879277176275,1622.0106030621641,1626.4869216940963,1631.3168836134232,1636.5004888201456,1642.0377373142628,1647.9286290957752,1654.1731641646825,1660.7713425209847,1667.7231641646827,1675.0286290957747,1682.687737314263,1690.7004888201454,1699.0668836134232,1707.7869216940962,1716.8606030621643,1726.2879277176273,1736.0688956604854,1746.2035068907385,1756.6917614083868,1767.5336592134302,1778.7292003058687,1790.2783846857021,1802.1812123529307,1814.4376833075544,1827.0477975495733,1840.0115550789874,1853.328955895796,1867.0
US ,TFC,Natural gas,727.757,754.766724699492,777.9636709134148,797.3478386417686,812.9192278845533,824.6778386417686,832.6236709134148,836.756724699492,837.077,833.945,829.5237438098607,830.2427045869315,831.0138677038835,831.8372331607166,832.7128009574308,833.6405710940263,834.620543570503,835.6527183868608,836.7370955430996,837.8736750392198,839.0624568752211,840.3034410511036,841.5966275668669,842.9420164225118,844.3396076180377,845.7894011534448,847.2913970287331,848.8455952439025,850.451995798953,852.1105986938849,853.8214039286977,855.5844115033918,857.3996214179671,859.2670336724234,861.186648266761,863.1584652009797,865.1824844750796,867.2587060890605,869.3871300429228,871.5677563366661,873.8005849702906,876.0856159437964,878.4228492571833,880.8122849104512,883.2539229036005,885.7477632366307,888.2938059095422,890.8920509223348,893.5424982750087,896.2451479675638,898.9999999999999,901.8070543723173,904.6663110845157,907.5777701365953,910.5414315285561,913.5572952603982,916.6253613321214,919.7456297437257,922.9181004952111,926.1427735865777,929.4196490178255,932.7487267889544,936.1300068999645,939.5634893508559,943.0491741416283,946.587061272282,950.1771507428167,953.8194425532326,957.5139367035297,961.2606331937079,965.0595320237674,968.910633193708,972.8139367035296,976.7694425532327,980.7771507428166,984.8370612722819,988.9491741416284,993.1134893508558,997.3300068999647,1001.5987267889547,1005.9196490178256,1010.2927735865778,1014.718100495211,1019.1956297437258,1023.7253613321213,1028.3072952603982,1032.9414315285562,1037.6277701365955,1042.3663110845157,1047.1570543723174,1052.0
CSAM ,TFC,Total final consumption,726.319,755.8331114803624,778.4397625377642,794.1389531722053,802.9306833836858,804.8149531722054,799.7917625377643,787.8611114803624,769.023,745.607,731.5905429003021,742.7013945861972,753.7032403614049,764.5960802259251,775.3799141797584,786.0547422229041,796.6205643553625,807.0773805771338,817.4251908882175,827.663995288614,837.7937937783232,847.8145863573453,857.7263730256798,867.529153783327,877.2229286302869,886.8076975665597,896.283460592145,905.6502177070431,914.9079689112538,924.0567142047773,933.0964535876133,942.0271870597621,950.8489146212236,959.5616362719978,968.1653520120846,976.6600618414841,985.0457657601963,993.3224637682214,1001.490155865559,1009.5488420522092,1017.4985223281722,1025.3391966934478,1033.0708651480363,1040.6935276919373,1048.207184325151,1055.6118350476772,1062.9074798595166,1070.0941187606684,1077.171751751133,1084.1403788309103,1091.0,1097.7506152584026,1104.392224606118,1110.9248280431457,1117.3484255694864,1123.6630171851396,1129.8686028901056,1135.9651826843844,1141.952756567976,1147.83132454088,1153.6008866030966,1159.2614427546262,1164.8129929954684,1170.2555373256232,1175.5890757450907,1180.8136082538708,1185.9291348519637,1190.9356555393695,1195.8331703160875,1200.6216791821187,1205.301182137462,1209.871679182119,1214.3331703160875,1218.6856555393695,1222.9291348519637,1227.0636082538708,1231.0890757450907,1235.0055373256232,1238.8129929954684,1242.5114427546262,1246.1008866030966,1249.58132454088,1252.9527565679757,1256.2151826843847,1259.3686028901056,1262.4130171851398,1265.3484255694864,1268.1748280431457,1270.892224606118,1273.5006152584026,1276.0
CSAM ,TFC,Coal,48.945,53.767556352178005,57.316775175162306,59.59265646895288,60.595200233549754,60.32440646895289,58.7802751751623,55.96280635217801,51.872,46.958,43.921669640408396,45.09270755065571,46.24994650442829,47.3933865017261,48.52302754254918,49.63886962689752,50.74091275477111,51.82915692616995,52.90360214109404,53.9642483995434,55.01109570151801,56.04414404701789,57.06339343604301,58.06884386859338,59.06049534466901,60.038347864269895,61.00240142739603,61.952656034047436,62.88911168422408,63.811768377926,64.72062611515315,65.61568489590557,66.49694472018325,67.36440558798618,68.21806749931437,69.0579304541678,69.88399445254649,70.69625949445044,71.49472557987966,72.27939270883411,73.05026088131382,73.8073300973188,74.55060035684903,75.2800716599045,75.99574400648524,76.69761739659123,77.38569183022247,78.05996730737897,78.72044382806072,79.36712139226775,80.0,80.61907965125755,81.22436034604031,81.81584208434833,82.39352486618164,82.95740869154017,83.50749356042397,84.04377947283302,84.56626642876735,85.0749544282269,85.56984347121173,86.0509335577218,86.51822468775714,86.9717168613177,87.41141007840356,87.83730433901465,88.24939964315101,88.64769599081262,89.03219338199946,89.40289181671159,89.75979129494895,90.10289181671159,90.43219338199947,90.74769599081262,91.049399643151,91.33730433901465,91.61141007840355,91.87171686131771,92.11822468775713,92.35093355772182,92.56984347121171,92.77495442822689,92.96626642876733,93.14377947283302,93.30749356042396,93.45740869154017,93.59352486618161,93.71584208434834,93.82436034604031,93.91907965125752,94.0
CSAM ,TFC,Oil,563.914,586.2903588689978,603.6579723468535,616.0168404335668,623.3669631291381,625.708340433567,623.0409723468534,615.3648588689978,602.68,586.597,576.7794844298386,583.6461223526039,590.4544974531381,597.2046097314407,603.896459187512,610.530045821352,617.1053696329606,623.622430622338,630.0812287894837,636.4817641343983,642.8240366570816,649.1080463575335,655.333793235754,661.5012772917432,667.6104985255009,673.6614569370274,679.6541525263225,685.5885852933862,691.4647552382187,697.2826623608198,703.0423066611895,708.7436881393278,714.3868067952349,719.9716626289106,725.498255640355,730.9665858295677,736.3766531965493,741.7284577412996,747.0219994638185,752.2572783641061,757.4342944421622,762.553047697987,767.6135381315808,772.6157657429428,777.5597305320737,782.445432498973,787.2728716436411,792.0420479660779,796.7529614662833,801.4056121442574,806.0,810.5361250335114,815.0139872447915,819.4335866338399,823.7949232006573,828.0979969452432,832.3428078675979,836.529355967721,840.657641245613,844.7276637012735,848.7394233347027,852.6929201459005,856.588154134867,860.4251253016021,864.203833646106,867.9242791683782,871.5864618684195,875.1903817462291,878.7360388018076,882.2234330351546,885.6525644462702,889.0234330351545,892.3360388018075,895.5903817462291,898.7864618684193,901.9242791683782,905.0038336461059,908.025125301602,910.9881541348669,913.8929201459005,916.7394233347027,919.5276637012735,922.2576412456128,924.9293559677211,927.5428078675977,930.0979969452432,932.5949232006573,935.03358663384,937.4139872447914,939.7361250335114,942.0
CSAM ,TFC,Natural gas,113.46,115.77328200970622,117.46169773092497,118.5252471636562,118.96393030789997,118.77774716365622,117.96669773092496,116.53078200970623,114.47,112.053,110.89167179886867,113.92757525384826,116.92716100370212,119.89042904843028,122.81737938803272,125.70801202250948,128.5623269518605,131.38032417608585,134.16200369518543,136.90736550915938,139.6164096180076,142.28913602173012,144.92554472032688,147.52563571379798,150.08940900214336,152.61686458536303,155.108002463457,157.56282263642527,159.9813251042678,162.36350986698466,164.7093769245758,167.0189262770412,169.29215792438094,171.529071866595,173.72966810368325,175.89394663564588,178.02190746248277,180.11355058419394,182.16887600077945,184.1878837122392,186.17057371857328,188.11694601978166,190.02700061586432,191.9007375068212,193.73815669265247,195.539258173358,197.30404194893782,199.0325080193919,200.72465638472033,202.38048704492306,204.00000000000003,205.58319524995133,207.13007279477688,208.6406326344768,210.11487476905097,211.5527991984994,212.95440592282216,214.31969494201923,215.64866625609056,216.94131986503618,218.1976557688561,219.41767396755034,220.60137446111884,221.74875724956163,222.85982233287874,223.93456971107014,224.97299938413582,225.9751113520758,226.94090561489003,227.8703821725786,228.76354102514145,229.62038217257862,230.44090561489003,231.2251113520758,231.9729993841358,232.68456971107008,233.3598223328787,233.99875724956163,234.60137446111884,235.16767396755031,235.69765576885607,236.19131986503618,236.6486662560905,237.0696949420192,237.45440592282213,237.80279919849937,238.1148747690509,238.39063263447673,238.63007279477688,238.8331952499513,239.0
BRAZIL ,TFC,Total final consumption,302.327,307.31513218326154,311.4571551713055,314.7530689641319,317.20287356174066,318.8065689641319,319.56415517130546,319.4756321832615,318.541,316.947,315.8140804541364,320.0888068372482,324.32404202064384,328.51978600432335,332.6760387882866,336.79280037253375,340.87007075706475,344.9078499418796,348.90613792697815,352.8649347123607,356.78424029802704,360.6640546839772,364.50437787021116,368.30520985672905,372.06655064353066,375.78840023061616,379.4707586179855,383.1136258056387,386.7170017935756,390.28088658179655,393.80528017030116,397.29018255908966,400.73559374816205,404.14151373751827,407.50794252715826,410.8348801170821,414.1223265072898,417.37028169778125,420.57874568855664,423.74771847961586,426.87720007095885,429.96719046258573,433.0176896544964,436.0286976466909,439.0002144391693,441.9322400319315,444.82477442497753,447.6778176183074,450.49136961192113,453.26543040581873,456.0,458.6950783944653,461.35066558921426,463.96676158424714,466.5433663795639,469.08047997516445,471.5781023710489,474.0362335672171,476.4548735636692,478.834022360405,481.1736799574247,483.4738463547284,485.73452155231575,487.95570555018696,490.13739834834206,492.27959994678093,494.3823103455037,496.44552954451035,498.46925754380067,500.45349434337487,502.39823994323297,504.30349434337495,506.16925754380065,507.9955295445103,509.7823103455037,511.5295999467809,513.237398348342,514.9057055501869,516.5345215523157,518.1238463547284,519.6736799574247,521.184022360405,522.6548735636691,524.086233567217,525.4781023710487,526.8304799751644,528.1433663795639,529.4167615842472,530.6506655892143,531.8450783944652,533.0
BRAZIL ,TFC,Coal,32.924,35.656395090902265,37.617998727261025,38.80881090907629,39.22883163634805,38.8780609090763,37.75649872726103,35.86414509090227,33.201,30.033,27.955764363576954,28.529284376306435,29.096526741763157,29.657491459947106,30.2121785308583,30.76058795449672,31.30271973086238,31.838573859955282,32.368150341775404,32.89144917632277,33.408470363597374,33.91921390359922,34.42367979632829,34.921868041784606,35.41377863996814,35.89941159087892,36.37876689451694,36.8518445508822,37.31864455997468,37.779166921794406,38.23341163634136,38.68137870361555,39.12306812361699,39.55847989634565,39.987614021801555,40.41047049998468,40.82704933089506,41.237350514532665,41.64137405089751,42.03911993998959,42.4305881818089,42.81577877635545,43.19469172362924,43.56732702363026,43.93368467635851,44.29376468181401,44.64756703999673,44.995091750906695,45.33633881454389,45.67130823090834,46.0,46.322414121818916,46.63855059636505,46.948409423638424,47.251990603639044,47.54929413636689,47.840320021821974,48.1250682600043,48.403538850913854,48.67573179455064,48.94164709091466,49.20128474000593,49.454644741824424,49.70172709637015,49.94253180364312,50.17705886364333,50.405308276370775,50.62728004182545,50.84297416000736,51.052390630916506,51.255529454552885,51.452390630916504,51.64297416000735,51.827280041825446,52.00530827637077,52.177058863643325,52.342531803643126,52.50172709637015,52.65464474182442,52.80128474000593,52.94164709091466,53.07573179455064,53.20353885091384,53.325068260004294,53.44032002182197,53.54929413636688,53.651990603639035,53.74840942363842,53.83855059636505,53.92241412181891,54.0
BRAZIL ,TFC,Oil,241.902,246.3427634928542,249.9958088448929,252.86113605611615,254.9387451265239,256.22863605611616,256.7308088448929,256.4452634928542,255.372,253.705,252.60815329487266,255.5730375942196,258.51330198937586,261.4289464803413,264.3199710671161,267.18637574970023,270.0281605280936,272.8453254022964,275.6378703723083,278.40579543812964,281.14910059976023,283.8677858572001,286.5618512104493,289.23129665950773,291.8761222043755,294.4963278450526,297.09191358153896,299.6628794138346,302.20922534193954,304.7309513658538,307.2280574855773,309.7005437011102,312.1484100124523,314.5716564196037,316.9702829225645,319.3442895213344,321.69367621591374,324.01844300630233,326.3185898925003,328.59411687450745,330.8450239523239,333.0713111259497,335.2729783953848,337.45002576062916,339.6024532216829,341.7302607785458,343.8334484312181,345.9120161796996,347.96596402399047,349.99529196409065,352.00000000000006,353.98008813171884,355.93555635924685,357.8664046825842,359.7726331017308,361.6542416166867,363.51123022745196,365.34359893402643,367.15134773641034,368.93447663460336,370.69298562860575,372.4268747184175,374.1361439040385,375.8207931854687,377.48082256270834,379.1162320357572,380.7270216046154,382.31319126928287,383.87474102975955,385.4116708860456,386.923980838141,388.41167088604567,389.87474102975955,391.3131912692828,392.72702160461535,394.11623203575715,395.4808225627083,396.8207931854687,398.1361439040384,399.4268747184175,400.6929856286057,401.93447663460336,403.1513477364102,404.34359893402643,405.51123022745185,406.65424161668665,407.7726331017307,408.8664046825841,409.9355563592468,410.9800881317188,412.0
BRAZIL ,TFC,Natural gas,27.502,25.316748455679107,23.843925924021335,23.083532405026666,23.035567898695113,23.70003240502667,25.07692592402133,27.16624845567911,29.968,33.209,35.250165113775154,35.899924598606646,36.54296543663424,37.17928762785794,37.808891172277754,38.43177606989368,39.047942320705715,39.65738992471387,40.2601188819181,40.85612919231848,41.445420855914946,42.02799387270753,42.603848242696216,43.172983965881016,43.735401042261934,44.29109947183895,44.84007925461208,45.38234039058132,45.91788287974666,46.44670672210812,46.96881191766568,47.484198466419365,47.99286636836914,48.494815623515045,48.99004623185705,49.47855819339516,49.96035150812938,50.435426176059714,50.90378219718616,51.36541957150871,51.82033829902737,52.26853837974214,52.71001981365303,53.14478260076001,53.57282674106311,53.994152234562314,54.40875908125763,54.81664728114906,55.2178168342366,55.61226774052025,56.0,56.38101361267587,56.75530857854784,57.12288489761592,57.48374256988012,57.83788159534042,58.18530197399684,58.52600370584936,58.859986790898,59.18725122914273,59.50779702058358,59.82162416522054,60.12873266305361,60.42912251408279,60.72279371830808,61.009746275729476,61.28998018634699,61.56349545016061,61.83029206717033,62.09037003737616,62.343729360778106,62.59037003737617,62.83029206717032,63.06349545016061,63.28998018634698,63.50974627572947,63.722793718308075,63.92912251408279,64.12873266305361,64.32162416522054,64.50779702058358,64.68725122914273,64.85998679089798,65.02600370584936,65.18530197399683,65.33788159534042,65.48374256988012,65.62288489761592,65.75530857854784,65.88101361267587,66.0
EUR ,TFC,Total final consumption,2494.92,2498.585699371665,2496.0229846371403,2487.231855796425,2472.212312849521,2450.964355796426,2423.48798463714,2389.783199371665,2349.85,2305.36,2266.3428802387994,2248.4726293799195,2231.0375928211884,2214.037770562606,2197.4731626041735,2181.34376894589,2165.649589587756,2150.3906245297717,2135.566873771935,2121.1783373142493,2107.2250151567123,2093.706907299324,2080.624013742086,2067.9763344849966,2055.763869528056,2043.9866188712654,2032.6445825146238,2021.7377604581316,2011.2661527017885,2001.2297592455948,1991.6285800895498,1982.4626152336543,1973.7318646779086,1965.4363284223116,1957.5760064668639,1950.1508988115656,1943.1610054564164,1936.6063264014165,1930.486861646566,1924.8026111918648,1919.5535750373124,1914.7397531829097,1910.3611456286562,1906.4177523745516,1902.9095734205966,1899.8366087667907,1897.198858413134,1894.9963223596267,1893.2290006062685,1891.89689315306,1891.0000000000002,1890.5383211470898,1890.5118565943285,1890.9206063417168,1891.7645703892542,1893.0437487369409,1894.758141384777,1896.907748332762,1899.4925695808963,1902.51260512918,1905.9678549776127,1909.858319126195,1914.1839975749263,1918.9448903238067,1924.1409973728369,1929.772318722016,1935.8388543713445,1942.340604320822,1949.277568570449,1956.6497471202247,1964.4571399701501,1972.699747120225,1981.3775685704486,1990.490604320822,2000.0388543713443,2010.0223187220158,2020.4409973728366,2031.2948903238068,2042.5839975749263,2054.308319126195,2066.4678549776127,2079.06260512918,2092.092569580896,2105.557748332762,2119.4581413847764,2133.793748736941,2148.564570389254,2163.7706063417168,2179.4118565943286,2195.4883211470897,2212.0
EUR ,TFC,Coal,296.032,300.5916132882303,301.6876942083949,299.3202427604936,293.48925894452657,284.1947427604937,271.4366942083949,255.21511328823033,235.53,213.713,197.75398722600755,196.6415733260404,195.56088066808954,194.51190925215485,193.49465907823648,192.50913014633431,191.55532245644844,190.63323600857882,189.74287080272543,188.88422683888837,188.05730411706747,187.2621026372629,186.49862239947453,185.76686340370242,185.06682564994657,184.39850913820698,183.76191386848365,183.1570398407766,182.58388705508574,182.0424555114112,181.53274520975287,181.05475615011082,180.608488332485,180.19394175687546,179.81111642328216,179.46001233170512,179.14062948214433,178.85296787459978,178.5970275090715,178.37280838555952,178.1803105040637,178.0195338645842,177.89047846712094,177.79314431167396,177.72753139824317,177.69363972682868,177.69146929743044,177.72102011004847,177.78229216468276,177.87528546133325,178.00000000000003,178.1564357806831,178.34459280338237,178.56447106809787,178.81607057482967,179.09939132357772,179.41443331434206,179.7611965471226,180.13968102191944,180.5498867387325,180.99181369756184,181.46546189840743,181.97083134126922,182.50792202614733,183.07673395304167,183.6772671219523,184.30952153287916,184.97349718582225,185.6691940807816,186.39661221775722,187.15575159674907,187.9466122177572,188.76919408078157,189.62349718582226,190.5095215328791,191.42726712195224,192.37673395304168,193.35792202614732,194.37083134126922,195.41546189840741,196.4918136975618,197.5998867387325,198.7396810219194,199.9111965471226,201.11443331434202,202.34939132357772,203.61607057482968,204.91447106809787,206.24459280338235,207.60643578068303,209.0
EUR ,TFC,Oil,1471.3,1475.4087655058813,1477.0953837243678,1476.3598546554601,1473.2021782991576,1467.6223546554602,1459.620383724368,1449.1962655058815,1436.35,1421.16,1404.09674226554,1388.26314466254,1372.7696075234562,1357.6161308482885,1342.8027146370364,1328.3293588897006,1314.1960636062809,1300.402828786777,1286.9496544311885,1273.8365405395166,1261.0634871117607,1248.6304941479207,1236.5375616479964,1224.7846896119881,1213.3718780398958,1202.2991269317195,1191.566436287459,1181.173806107115,1171.1212363906864,1161.408727138174,1152.0362783495775,1143.0038900248971,1134.3115621641325,1125.9592947672838,1117.9470878343514,1110.2749413653346,1102.9428553602338,1095.950829819049,1089.2988647417803,1082.9869601284277,1077.0151159789907,1071.3833322934697,1066.091609071865,1061.1399463141759,1056.528344020403,1052.2568021905458,1048.325320824605,1044.7338999225794,1041.4825394844704,1038.5712395102773,1036.0,1033.7688209536389,1031.8777023711934,1030.3266442526642,1029.1156465980507,1028.2447094073532,1027.713832680572,1027.5230164177065,1027.672260618757,1028.1615652837231,1028.9909304126056,1030.160356005404,1031.6698420621183,1033.5193885827487,1035.708995567295,1038.238663015757,1041.1083909281353,1044.3181793044296,1047.8680281446395,1051.7579374487655,1055.9879072168073,1060.5579374487656,1065.4680281446394,1070.7181793044294,1076.3083909281354,1082.238663015757,1088.5089955672947,1095.1193885827486,1102.0698420621184,1109.3603560054041,1116.9909304126056,1124.9615652837233,1133.2722606187567,1141.9230164177065,1150.9138326805719,1160.2447094073532,1169.9156465980507,1179.9266442526641,1190.2777023711935,1200.9688209536387,1212.0
EUR ,TFC,Natural gas,727.583,722.5814835757214,717.237078986951,711.5497862336888,705.5196053159349,699.146536233689,692.4305789869511,685.3717335757215,677.97,670.487,664.492464017002,663.4816505113698,662.5361447957481,661.6559468701371,660.8410567345368,660.091474388947,659.4071998333678,658.7882330677993,658.2345740922414,657.7462229066942,657.3231795111576,656.9654439056317,656.6730160901162,656.4458960646115,656.2840838291173,656.1875793836339,656.156382728161,656.1904938626988,656.2899127872471,656.4546395018062,656.6846740063758,656.9800163009561,657.3406663855469,657.7666242601484,658.2578899247607,658.8144633793834,659.4363446240168,660.1235336586607,660.8760304833154,661.6938350979807,662.5769475026566,663.5253676973431,664.5390956820403,665.6181314567481,666.7624750214665,667.9721263761954,669.2470855209351,670.5873524556854,671.9929271804464,673.463809695218,675.0,676.6014980947929,678.2683039795962,680.0004176544102,681.7978391192349,683.6605683740702,685.5886054189161,687.5819502537727,689.64060287864,691.7645632935177,693.9538314984061,696.2084074933052,698.5282912782149,700.9134828531351,703.363982218066,705.8797893730076,708.4609043179598,711.1073270529226,713.819057577896,716.5960958928802,719.4384419978747,722.3460958928802,725.319057577896,728.3573270529226,731.4609043179598,734.6297893730075,737.8639822180661,741.1634828531351,744.5282912782147,747.9584074933052,751.4538314984061,755.0145632935177,758.6406028786398,762.3319502537728,766.0886054189161,769.9105683740702,773.7978391192349,777.7504176544103,781.7683039795963,785.8514980947928,790.0
AFRICA ,TFC,Total final consumption,503.302,515.9069705987122,530.516485312078,547.1305441400975,565.7491470827708,586.3722941400977,608.999985312078,633.6322205987121,660.269,687.786,709.437279503064,732.0432056715438,754.3687801397131,776.4140029075716,798.1788739751198,819.6633933423573,840.867561009284,861.7913769759006,882.4348412422061,902.7979538082013,922.8807146738858,942.6831238392598,962.2051813043231,981.446887069076,1000.4082411335181,1019.0892434976497,1037.4898941614708,1055.6101931249812,1073.450140388181,1091.0097359510703,1108.2889798136491,1125.2878719759171,1142.0064124378748,1158.4446011995217,1174.602438260858,1190.4799236218837,1206.077057282599,1221.3938392430034,1236.4302695030976,1251.1863480628808,1265.662074922354,1279.8574500815162,1293.7724735403676,1307.4071452989087,1320.7614653571393,1333.8354337150593,1346.6290503726686,1359.1423153299672,1371.3752285869555,1383.3277901436331,1395.0,1406.3918581560565,1417.5033646118022,1428.3345193672374,1438.8853224223622,1449.1557737771761,1459.1458734316798,1468.8556213858726,1478.285017639755,1487.4340621933266,1496.3027550465877,1504.8910961995384,1513.1990856521784,1521.2267234045075,1528.9740094565263,1536.4409438082348,1543.6275264596325,1550.5337574107193,1557.159636661496,1563.5051642119618,1569.570340062117,1575.355164211962,1580.8596366614956,1586.0837574107195,1591.0275264596323,1595.6909438082348,1600.0740094565265,1604.1767234045076,1607.9990856521783,1611.5410961995385,1614.8027550465877,1617.784062193327,1620.4850176397547,1622.9056213858728,1625.0458734316796,1626.9057737771761,1628.485322422362,1629.7845193672374,1630.8033646118024,1631.5418581560566,1632.0
AFRICA ,TFC,Coal,67.901,67.10943983067644,67.54821828115959,69.21733535144949,72.11679104154615,76.2465853514495,81.6067182811596,88.19718983067642,96.018,104.443,109.71529709589466,110.78494698514106,111.84754393507242,112.90308794568871,113.95157901698994,114.9930171489761,116.02740234164716,117.05473459500321,118.07501390904415,119.08824028377006,120.09441371918086,121.09353421527663,122.08560177205733,123.07061638952295,124.0485780676735,125.01948680650901,125.98334260602944,126.94014546623482,127.88989538712511,128.83259236870035,129.7682364109605,130.69682751390562,131.61836567753565,132.53285090185062,133.4402831868505,134.34066253253536,135.23398893890513,136.12026240595983,136.99948293369948,137.87165052212404,138.73676517123354,139.594826881028,140.4458356515074,141.2897914826717,142.12669437452092,142.9565443270551,143.77934134027421,144.59508541417824,145.40377654876724,146.20541474404118,147.0,147.78753231664382,148.5680116939725,149.34143813198614,150.10781163068475,150.86713219006828,151.61939981013674,152.36461449089012,153.10277623232844,153.8338850344517,154.55794089725987,155.27494382075304,155.98489380493106,156.68779084979406,157.38363495534202,158.07242612157486,158.75416434849268,159.4288496360954,160.09648198438305,160.75706139335563,161.41058786301318,162.05706139335567,162.69648198438304,163.32884963609538,163.95416434849264,164.57242612157484,165.183634955342,165.78779084979408,166.38489380493107,166.97494382075303,167.55794089725987,168.13388503445168,168.70277623232843,169.26461449089015,169.8193998101367,170.36713219006828,170.90781163068473,171.44143813198616,171.9680116939725,172.48753231664378,173.0
AFRICA ,TFC,Oil,384.655,405.8803909502152,424.7381344860833,441.22823060760413,455.3506793147777,467.10548060760414,476.49263448608326,483.5121409502152,488.164,491.067,495.9338711375909,512.3710178046618,528.6024981411937,544.6283121471864,560.4484598226403,576.0629411675551,591.4717561819308,606.6749048657678,621.6723872190654,636.4642032418244,651.0503529340441,665.4308362957249,679.6056533268667,693.5748040274693,707.3382883975331,720.8961064370578,734.2482581460438,747.3947435244905,760.3355625723982,773.070715289767,785.6002016765967,797.9240217328874,810.0421754586391,821.9546628538519,833.6614839185256,845.1626386526602,856.458127056256,867.5479491293127,878.4321048718302,889.1105942838091,899.5834173652486,909.8505741161493,919.912064536511,929.7678886263337,939.4180463856173,948.8625378143619,958.1013629125675,967.1345216802342,975.9620141173618,984.5838402239506,993.0,1001.2104934455107,1009.2153205604823,1017.0144813449149,1024.6079757988084,1031.995803922163,1039.1779657149789,1046.1544611772554,1052.9252903089928,1059.4904531101913,1065.849949580851,1072.0037797209716,1077.951943530553,1083.6944410095955,1089.2312721580993,1094.5624369760637,1099.6879354634893,1104.6077676203759,1109.3219334467233,1113.8304329425318,1118.1332661078013,1122.230432942532,1126.1219334467232,1129.8077676203757,1133.287935463489,1136.5624369760635,1139.6312721580991,1142.4944410095954,1145.151943530553,1147.6037797209715,1149.849949580851,1151.8904531101914,1153.7252903089927,1155.3544611772554,1156.7779657149786,1157.995803922163,1159.0079757988085,1159.8144813449148,1160.4153205604823,1160.8104934455107,1161.0
AFRICA ,TFC,Natural gas,50.747,42.91791487647574,38.230711216815564,36.68538902101945,38.281948289087424,43.020389021019454,50.90071121681556,61.922914876475744,76.087,92.276,103.78811535214588,108.80068231248796,113.74749184492512,118.62854394945738,123.44383862608473,128.19337587480717,132.8771556956247,137.49517808853736,142.04744305354504,146.53395059064786,150.95470069984572,155.30969338113877,159.59892863452683,163.82240646000997,167.98012685758826,172.0720898272616,176.09829536903004,180.0587434828936,183.9534341688522,187.78236742690592,191.5455432570547,195.24296165929863,198.8746226336376,202.44052618007174,205.9406722986009,209.37506098922512,212.74369225194445,216.0465660867589,219.2836824936685,222.45504147267314,225.56064302377283,228.60048714696762,231.57457384225756,234.48290310964254,237.3254749491226,240.10228936069777,242.81334634436803,245.45864590013338,248.03818802799384,250.55197272794942,253.0,255.38226984414575,257.69878226038657,259.94953724872244,262.1345348091535,264.2537749416795,266.30725764630074,268.29498292301696,270.2169507718284,272.0731611927348,273.8636141857363,275.588309750833,277.24724788802473,278.84042859731153,280.3678518786934,281.8295177321704,283.2254261577425,284.5555771554097,285.81997072517197,287.01860686702935,288.1514855809818,289.2186068670294,290.21997072517195,291.15557715540973,292.0254261577425,292.8295177321704,293.56785187869343,294.2404285973115,294.8472478880247,295.388309750833,295.8636141857363,296.2731611927348,296.61695077182833,296.894982923017,297.1072576463007,297.2537749416795,297.33453480915347,297.34953724872247,297.29878226038653,297.1822698441457,297.0
