Model,Scenario,Region,Country,Subvector,Initial Extent (Mha),Initial Loss Rate (%),Rate of Improvement,Mitigation (Mg CO2/ha),1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
PD21,pathway,PAK,Afghanistan,Avoided Forest Conversion,0.411291,,0.00019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,PAK,Afghanistan,Avoided Peat Impacts,0.01164,-0.11938,0.00019,41371.40204,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.3060112497264,57.2145142569747,57.1230172642231,57.0315202714714,56.9400232787198,56.8485262859681,56.7570292932164,56.6655323004648,56.5740353077131,56.4825383149614,56.3910413222098,56.2995443294581,56.2080473367064,56.1165503439548,56.0250533512031,55.9335563584515,55.8420593656998,55.7505623729481,55.6590653801965,55.5675683874448,55.4760713946931,55.3845744019415,55.2930774091898,55.2015804164381,55.1100834236865,55.0185864309348,54.9270894381831,54.8355924454315,54.7440954526798,54.6525984599282,54.5611014671765,54.4696044744248,54.3781074816732,54.2866104889215,54.1951134961698,54.1036165034182,54.0121195106665,53.9206225179149,53.8291255251632,53.7376285324115,53.6461315396599,53.5546345469082,53.4631375541565,53.3716405614049,53.2801435686532,53.1886465759015,53.0971495831499,53.0056525903982,52.9141555976465,52.8226586048949,52.7311616121432,52.6396646193915,52.5481676266399,52.4566706338882,52.3651736411366,52.2736766483849,52.1821796556332,52.0906826628816,51.9991856701299,51.9076886773782,51.8161916846266,51.7246946918749,51.6331976991232,51.5417007063716,51.4502037136199,51.3587067208683,51.2672097281166,51.1757127353649,51.0842157426133,50.9927187498616,50.9012217571099,50.8097247643583,50.7182277716066,50.6267307788549,50.5352337861033,50.4437367933516,50.3522398005999,50.2607428078483,50.1692458150966,50.077748822345,49.9862518295933
PD21,pathway,EEU,Albania,Avoided Coastal Impacts,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,EEU,Albania,Avoided Forest Conversion,0.939972,,0.00019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,EEU,Albania,Avoided Peat Impacts,0.0044,-0.000185858,0.00019,19396585.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,NAF,Algeria,Avoided Coastal Impacts,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,NAF,Algeria,Avoided Forest Conversion,1.86708,-0.113628701,0.00019,2789.504174,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,589.824993586523,588.835430370417,587.84586715431,586.856303938204,585.866740722098,584.877177505991,583.887614289885,582.898051073778,581.908487857672,580.918924641565,579.929361425459,578.939798209352,577.950234993246,576.960671777139,575.971108561033,574.981545344926,573.99198212882,573.002418912713,572.012855696607,571.0232924805,570.033729264394,569.044166048288,568.054602832181,567.065039616075,566.075476399968,565.085913183862,564.096349967755,563.106786751649,562.117223535542,561.127660319436,560.138097103329,559.148533887223,558.158970671116,557.16940745501,556.179844238904,555.190281022797,554.200717806691,553.211154590584,552.221591374478,551.232028158371,550.242464942265,549.252901726158,548.263338510052,547.273775293945,546.284212077839,545.294648861732,544.305085645626,543.315522429519,542.325959213413,541.336395997307,540.3468327812,539.357269565094,538.367706348987,537.378143132881,536.388579916774,535.399016700668,534.409453484561,533.419890268455,532.430327052348,531.440763836242,530.451200620135,529.461637404029,528.472074187923,527.482510971816,526.49294775571,525.503384539603,524.513821323497,523.52425810739,522.534694891284,521.545131675177,520.555568459071,519.566005242964,518.576442026858,517.586878810751,516.597315594645,515.607752378538,514.618189162432,513.628625946326,512.639062730219,511.649499514113,510.659936298006
PD21,pathway,NAF,Algeria,Avoided Peat Impacts,0.000982,-0.113628701,0.00019,91999.20798,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2312525624221,10.2140873501972,10.1969221379723,10.1797569257474,10.1625917135225,10.1454265012975,10.1282612890726,10.1110960768477,10.0939308646228,10.0767656523979,10.059600440173,10.0424352279481,10.0252700157232,10.0081048034983,9.99093959127337,9.97377437904846,9.95660916682355,9.93944395459864,9.92227874237374,9.90511353014883,9.88794831792392,9.87078310569901,9.8536178934741,9.83645268124919,9.81928746902429,9.80212225679938,9.78495704457447,9.76779183234956,9.75062662012465,9.73346140789974,9.71629619567483,9.69913098344993,9.68196577122502,9.66480055900011,9.6476353467752,9.63047013455029,9.61330492232538,9.59613971010048,9.57897449787557,9.56180928565066,9.54464407342575,9.52747886120084,9.51031364897593,9.49314843675103,9.47598322452612,9.45881801230121,9.4416528000763,9.42448758785139,9.40732237562648,9.39015716340158,9.37299195117667,9.35582673895176,9.33866152672685,9.32149631450194,9.30433110227703,9.28716589005212,9.27000067782722,9.25283546560231,9.2356702533774,9.21850504115249,9.20133982892758,9.18417461670268,9.16700940447777,9.14984419225286,9.13267898002795,9.11551376780304,9.09834855557813,9.08118334335322,9.06401813112831,9.04685291890341,9.0296877066785,9.01252249445359,8.99535728222868,8.97819207000377,8.96102685777887,8.94386164555396,8.92669643332905,8.90953122110414,8.89236600887923,8.87520079665432,8.85803558442941
PD21,pathway,SSA-M,Angola,Avoided Coastal Impacts,0.037473,-0.688239596,0.00196,1572.598938,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.3269537947942,40.211450994787,40.0959481947798,39.9804453947726,39.8649425947654,39.7494397947582,39.633936994751,39.5184341947438,39.4029313947366,39.2874285947294,39.1719257947222,39.056422994715,38.9409201947078,38.8254173947006,38.7099145946934,38.5944117946862,38.478908994679,38.3634061946718,38.2479033946646,38.1324005946574,38.0168977946502,37.901394994643,37.7858921946358,37.6703893946286,37.5548865946214,37.4393837946142,37.323880994607,37.2083781945998,37.0928753945926,36.9773725945854,36.8618697945782,36.746366994571,36.6308641945638,36.5153613945566,36.3998585945494,36.2843557945422,36.168852994535,36.0533501945278,35.9378473945206,35.8223445945134,35.7068417945062,35.591338994499,35.4758361944918,35.3603333944845,35.2448305944773,35.1293277944701,35.0138249944629,34.8983221944557,34.7828193944485,34.6673165944413,34.5518137944341,34.4363109944269,34.3208081944197,34.2053053944125,34.0898025944053,33.9742997943981,33.8587969943909,33.7432941943837,33.6277913943765,33.5122885943693,33.3967857943621,33.2812829943549,33.1657801943477,33.0502773943405,32.9347745943333,32.8192717943261,32.7037689943189,32.5882661943117,32.4727633943045,32.3572605942973,32.2417577942901,32.1262549942829,32.0107521942757,31.8952493942685,31.7797465942613,31.6642437942541,31.5487409942469,31.4332381942397,31.3177353942325,31.2022325942253,31.0867297942181
PD21,pathway,SSA-M,Angola,Avoided Forest Conversion,115.9739,-0.002985875,0.00019,4653.582577,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1406.37541606703,1303.83353318595,1201.29165030487,1098.74976742379,996.207884542709,893.666001661629,791.124118780548,688.582235899467,586.040353018387,483.498470137306,380.956587256225,278.414704375145,175.872821494064,73.3309386129834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
