Region,Sector,Metric,Unit,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
OECD ,Avoided Coastal Impacts,Emissions,MtCO2e/ha/yr,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,494.366666666667,508.766666666667,499.333333333333,525.283333333333,538.5,553.05,567.616666666667,582.166666666667,596.733333333333,611.283333333333,621.783333333333,630.6,637.8,643.433333333333,647.566666666667,650.25,651.533333333333,651.483333333333,650.166666666667,647.6,643.866666666667,639,633.066666666667,626.116666666667,618.183333333333,609.333333333333,599.616666666667,589.066666666667,577.75,565.683333333333,552.95,539.583333333333,525.616666666667,511.1,496.083333333333,480.616666666667,464.716666666667,448.45,431.85,414.95,397.783333333333,380.416666666667,362.866666666667,345.183333333333,327.4,309.55,291.666666666667,273.783333333333,255.95,238.2,220.533333333333,203.033333333333,185.7,168.566666666667,151.666666666667,135.033333333333,118.7,102.683333333333,87.0166666666667,71.7333333333333,56.85,42.4166666666667,28.4166666666667,14.9166666666667,1.91666666666667,-10.55,-22.4666666666667,-33.8166666666667,-44.5666666666667,-54.6833333333333,-64.1833333333333,-73.0166666666667,-81.1666666666667,-88.6333333333333,-95.3666666666667,-101.4,-106.666666666667,-111.183333333333,-114.916666666667,-117.866666666667,-120,-121.333333333333,-121.816666666667,-121.466666666667,-120.266666666667,-118.2,-115.266666666667,-111.45,-106.733333333333,-101.133333333333
NonOECD ,Avoided Coastal Impacts,Emissions,MtCO2e/ha/yr,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,494.366666666667,508.766666666667,499.333333333333,525.283333333333,538.5,553.05,567.616666666667,582.166666666667,596.733333333333,611.283333333333,621.783333333333,630.6,637.8,643.433333333333,647.566666666667,650.25,651.533333333333,651.483333333333,650.166666666667,647.6,643.866666666667,639,633.066666666667,626.116666666667,618.183333333333,609.333333333333,599.616666666667,589.066666666667,577.75,565.683333333333,552.95,539.583333333333,525.616666666667,511.1,496.083333333333,480.616666666667,464.716666666667,448.45,431.85,414.95,397.783333333333,380.416666666667,362.866666666667,345.183333333333,327.4,309.55,291.666666666667,273.783333333333,255.95,238.2,220.533333333333,203.033333333333,185.7,168.566666666667,151.666666666667,135.033333333333,118.7,102.683333333333,87.0166666666667,71.7333333333333,56.85,42.4166666666667,28.4166666666667,14.9166666666667,1.91666666666667,-10.55,-22.4666666666667,-33.8166666666667,-44.5666666666667,-54.6833333333333,-64.1833333333333,-73.0166666666667,-81.1666666666667,-88.6333333333333,-95.3666666666667,-101.4,-106.666666666667,-111.183333333333,-114.916666666667,-117.866666666667,-120,-121.333333333333,-121.816666666667,-121.466666666667,-120.266666666667,-118.2,-115.266666666667,-111.45,-106.733333333333,-101.133333333333
World ,Avoided Forest Conversion,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
OECD ,Avoided Forest Conversion,Emissions,MtCO2e/ha/yr,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,494.366666666667,508.766666666667,499.333333333333,525.283333333333,538.5,553.05,567.616666666667,582.166666666667,596.733333333333,611.283333333333,621.783333333333,630.6,637.8,643.433333333333,647.566666666667,650.25,651.533333333333,651.483333333333,650.166666666667,647.6,643.866666666667,639,633.066666666667,626.116666666667,618.183333333333,609.333333333333,599.616666666667,589.066666666667,577.75,565.683333333333,552.95,539.583333333333,525.616666666667,511.1,496.083333333333,480.616666666667,464.716666666667,448.45,431.85,414.95,397.783333333333,380.416666666667,362.866666666667,345.183333333333,327.4,309.55,291.666666666667,273.783333333333,255.95,238.2,220.533333333333,203.033333333333,185.7,168.566666666667,151.666666666667,135.033333333333,118.7,102.683333333333,87.0166666666667,71.7333333333333,56.85,42.4166666666667,28.4166666666667,14.9166666666667,1.91666666666667,-10.55,-22.4666666666667,-33.8166666666667,-44.5666666666667,-54.6833333333333,-64.1833333333333,-73.0166666666667,-81.1666666666667,-88.6333333333333,-95.3666666666667,-101.4,-106.666666666667,-111.183333333333,-114.916666666667,-117.866666666667,-120,-121.333333333333,-121.816666666667,-121.466666666667,-120.266666666667,-118.2,-115.266666666667,-111.45,-106.733333333333,-101.133333333333
NonOECD ,Avoided Forest Conversion,Emissions,MtCO2e/ha/yr,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,494.366666666667,508.766666666667,499.333333333333,525.283333333333,538.5,553.05,567.616666666667,582.166666666667,596.733333333333,611.283333333333,621.783333333333,630.6,637.8,643.433333333333,647.566666666667,650.25,651.533333333333,651.483333333333,650.166666666667,647.6,643.866666666667,639,633.066666666667,626.116666666667,618.183333333333,609.333333333333,599.616666666667,589.066666666667,577.75,565.683333333333,552.95,539.583333333333,525.616666666667,511.1,496.083333333333,480.616666666667,464.716666666667,448.45,431.85,414.95,397.783333333333,380.416666666667,362.866666666667,345.183333333333,327.4,309.55,291.666666666667,273.783333333333,255.95,238.2,220.533333333333,203.033333333333,185.7,168.566666666667,151.666666666667,135.033333333333,118.7,102.683333333333,87.0166666666667,71.7333333333333,56.85,42.4166666666667,28.4166666666667,14.9166666666667,1.91666666666667,-10.55,-22.4666666666667,-33.8166666666667,-44.5666666666667,-54.6833333333333,-64.1833333333333,-73.0166666666667,-81.1666666666667,-88.6333333333333,-95.3666666666667,-101.4,-106.666666666667,-111.183333333333,-114.916666666667,-117.866666666667,-120,-121.333333333333,-121.816666666667,-121.466666666667,-120.266666666667,-118.2,-115.266666666667,-111.45,-106.733333333333,-101.133333333333
World ,Avoided Peat Impacts,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
OECD ,Avoided Peat Impacts,Emissions,MtCO2e/ha/yr,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,494.366666666667,508.766666666667,499.333333333333,525.283333333333,538.5,553.05,567.616666666667,582.166666666667,596.733333333333,611.283333333333,621.783333333333,630.6,637.8,643.433333333333,647.566666666667,650.25,651.533333333333,651.483333333333,650.166666666667,647.6,643.866666666667,639,633.066666666667,626.116666666667,618.183333333333,609.333333333333,599.616666666667,589.066666666667,577.75,565.683333333333,552.95,539.583333333333,525.616666666667,511.1,496.083333333333,480.616666666667,464.716666666667,448.45,431.85,414.95,397.783333333333,380.416666666667,362.866666666667,345.183333333333,327.4,309.55,291.666666666667,273.783333333333,255.95,238.2,220.533333333333,203.033333333333,185.7,168.566666666667,151.666666666667,135.033333333333,118.7,102.683333333333,87.0166666666667,71.7333333333333,56.85,42.4166666666667,28.4166666666667,14.9166666666667,1.91666666666667,-10.55,-22.4666666666667,-33.8166666666667,-44.5666666666667,-54.6833333333333,-64.1833333333333,-73.0166666666667,-81.1666666666667,-88.6333333333333,-95.3666666666667,-101.4,-106.666666666667,-111.183333333333,-114.916666666667,-117.866666666667,-120,-121.333333333333,-121.816666666667,-121.466666666667,-120.266666666667,-118.2,-115.266666666667,-111.45,-106.733333333333,-101.133333333333
NonOECD ,Avoided Peat Impacts,Emissions,MtCO2e/ha/yr,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,494.366666666667,508.766666666667,499.333333333333,525.283333333333,538.5,553.05,567.616666666667,582.166666666667,596.733333333333,611.283333333333,621.783333333333,630.6,637.8,643.433333333333,647.566666666667,650.25,651.533333333333,651.483333333333,650.166666666667,647.6,643.866666666667,639,633.066666666667,626.116666666667,618.183333333333,609.333333333333,599.616666666667,589.066666666667,577.75,565.683333333333,552.95,539.583333333333,525.616666666667,511.1,496.083333333333,480.616666666667,464.716666666667,448.45,431.85,414.95,397.783333333333,380.416666666667,362.866666666667,345.183333333333,327.4,309.55,291.666666666667,273.783333333333,255.95,238.2,220.533333333333,203.033333333333,185.7,168.566666666667,151.666666666667,135.033333333333,118.7,102.683333333333,87.0166666666667,71.7333333333333,56.85,42.4166666666667,28.4166666666667,14.9166666666667,1.91666666666667,-10.55,-22.4666666666667,-33.8166666666667,-44.5666666666667,-54.6833333333333,-64.1833333333333,-73.0166666666667,-81.1666666666667,-88.6333333333333,-95.3666666666667,-101.4,-106.666666666667,-111.183333333333,-114.916666666667,-117.866666666667,-120,-121.333333333333,-121.816666666667,-121.466666666667,-120.266666666667,-118.2,-115.266666666667,-111.45,-106.733333333333,-101.133333333333
World ,Biochar,Emissions,MtCO2e/ha/yr,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,575.522222222222,579.277777777778,575.488888888889,582.866666666667,586.755555555556,590.633333333333,594.511111111111,598.4,602.277777777778,606.155555555556,610.044444444444,613.922222222222,617.8,621.688888888889,625.566666666667,629.444444444444,633.333333333333,637.211111111111,641.088888888889,644.977777777778,648.155555555556,651.322222222222,654.5,657.677777777778,660.855555555556,664.033333333333,667.211111111111,670.388888888889,673.566666666667,676.744444444444,677.222222222222,680.055555555556,682.833333333333,685.566666666667,688.266666666667,690.911111111111,693.511111111111,696.077777777778,698.588888888889,701.066666666667,703.5,705.888888888889,708.222222222222,710.522222222222,712.777777777778,714.988888888889,717.155555555556,719.277777777778,721.355555555556,723.388888888889,725.388888888889,727.333333333333,729.233333333333,731.088888888889,732.911111111111,734.677777777778,736.411111111111,738.088888888889,739.733333333333,741.333333333333,742.888888888889,744.388888888889,745.855555555556,747.277777777778,748.655555555556,749.988888888889,751.277777777778,752.522222222222,753.722222222222,754.888888888889,756,757.066666666667,758.1,759.077777777778,760.011111111111,760.911111111111,761.766666666667,762.566666666667,763.333333333333,764.055555555556,764.722222222222,765.355555555556,765.944444444444,766.488888888889,766.988888888889,767.444444444444,767.855555555556,768.233333333333,768.555555555556,768.833333333333
OECD ,Biochar,Emissions,MtCO2e/ha/yr,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,863.283333333333,868.916666666667,863.233333333333,874.3,880.133333333333,885.95,891.766666666667,897.6,903.416666666667,909.233333333333,915.066666666667,920.883333333333,926.7,932.533333333333,938.35,944.166666666667,950,955.816666666667,961.633333333333,967.466666666667,972.233333333333,976.983333333333,981.75,986.516666666667,991.283333333333,996.05,1000.81666666667,1005.58333333333,1010.35,1015.11666666667,1015.83333333333,1020.08333333333,1024.25,1028.35,1032.4,1036.36666666667,1040.26666666667,1044.11666666667,1047.88333333333,1051.6,1055.25,1058.83333333333,1062.33333333333,1065.78333333333,1069.16666666667,1072.48333333333,1075.73333333333,1078.91666666667,1082.03333333333,1085.08333333333,1088.08333333333,1091,1093.85,1096.63333333333,1099.36666666667,1102.01666666667,1104.61666666667,1107.13333333333,1109.6,1112,1114.33333333333,1116.58333333333,1118.78333333333,1120.91666666667,1122.98333333333,1124.98333333333,1126.91666666667,1128.78333333333,1130.58333333333,1132.33333333333,1134,1135.6,1137.15,1138.61666666667,1140.01666666667,1141.36666666667,1142.65,1143.85,1145,1146.08333333333,1147.08333333333,1148.03333333333,1148.91666666667,1149.73333333333,1150.48333333333,1151.16666666667,1151.78333333333,1152.35,1152.83333333333,1153.25
NonOECD ,Biochar,Emissions,MtCO2e/ha/yr,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,863.283333333333,868.916666666667,863.233333333333,874.3,880.133333333333,885.95,891.766666666667,897.6,903.416666666667,909.233333333333,915.066666666667,920.883333333333,926.7,932.533333333333,938.35,944.166666666667,950,955.816666666667,961.633333333333,967.466666666667,972.233333333333,976.983333333333,981.75,986.516666666667,991.283333333333,996.05,1000.81666666667,1005.58333333333,1010.35,1015.11666666667,1015.83333333333,1020.08333333333,1024.25,1028.35,1032.4,1036.36666666667,1040.26666666667,1044.11666666667,1047.88333333333,1051.6,1055.25,1058.83333333333,1062.33333333333,1065.78333333333,1069.16666666667,1072.48333333333,1075.73333333333,1078.91666666667,1082.03333333333,1085.08333333333,1088.08333333333,1091,1093.85,1096.63333333333,1099.36666666667,1102.01666666667,1104.61666666667,1107.13333333333,1109.6,1112,1114.33333333333,1116.58333333333,1118.78333333333,1120.91666666667,1122.98333333333,1124.98333333333,1126.91666666667,1128.78333333333,1130.58333333333,1132.33333333333,1134,1135.6,1137.15,1138.61666666667,1140.01666666667,1141.36666666667,1142.65,1143.85,1145,1146.08333333333,1147.08333333333,1148.03333333333,1148.91666666667,1149.73333333333,1150.48333333333,1151.16666666667,1151.78333333333,1152.35,1152.83333333333,1153.25
World ,Coastal Restoration,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
OECD ,Coastal Restoration,Emissions,MtCO2e/ha/yr,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,494.366666666667,508.766666666667,499.333333333333,525.283333333333,538.5,553.05,567.616666666667,582.166666666667,596.733333333333,611.283333333333,621.783333333333,630.6,637.8,643.433333333333,647.566666666667,650.25,651.533333333333,651.483333333333,650.166666666667,647.6,643.866666666667,639,633.066666666667,626.116666666667,618.183333333333,609.333333333333,599.616666666667,589.066666666667,577.75,565.683333333333,552.95,539.583333333333,525.616666666667,511.1,496.083333333333,480.616666666667,464.716666666667,448.45,431.85,414.95,397.783333333333,380.416666666667,362.866666666667,345.183333333333,327.4,309.55,291.666666666667,273.783333333333,255.95,238.2,220.533333333333,203.033333333333,185.7,168.566666666667,151.666666666667,135.033333333333,118.7,102.683333333333,87.0166666666667,71.7333333333333,56.85,42.4166666666667,28.4166666666667,14.9166666666667,1.91666666666667,-10.55,-22.4666666666667,-33.8166666666667,-44.5666666666667,-54.6833333333333,-64.1833333333333,-73.0166666666667,-81.1666666666667,-88.6333333333333,-95.3666666666667,-101.4,-106.666666666667,-111.183333333333,-114.916666666667,-117.866666666667,-120,-121.333333333333,-121.816666666667,-121.466666666667,-120.266666666667,-118.2,-115.266666666667,-111.45,-106.733333333333,-101.133333333333
NonOECD ,Coastal Restoration,Emissions,MtCO2e/ha/yr,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,498.216666666667,494.366666666667,508.766666666667,499.333333333333,525.283333333333,538.5,553.05,567.616666666667,582.166666666667,596.733333333333,611.283333333333,621.783333333333,630.6,637.8,643.433333333333,647.566666666667,650.25,651.533333333333,651.483333333333,650.166666666667,647.6,643.866666666667,639,633.066666666667,626.116666666667,618.183333333333,609.333333333333,599.616666666667,589.066666666667,577.75,565.683333333333,552.95,539.583333333333,525.616666666667,511.1,496.083333333333,480.616666666667,464.716666666667,448.45,431.85,414.95,397.783333333333,380.416666666667,362.866666666667,345.183333333333,327.4,309.55,291.666666666667,273.783333333333,255.95,238.2,220.533333333333,203.033333333333,185.7,168.566666666667,151.666666666667,135.033333333333,118.7,102.683333333333,87.0166666666667,71.7333333333333,56.85,42.4166666666667,28.4166666666667,14.9166666666667,1.91666666666667,-10.55,-22.4666666666667,-33.8166666666667,-44.5666666666667,-54.6833333333333,-64.1833333333333,-73.0166666666667,-81.1666666666667,-88.6333333333333,-95.3666666666667,-101.4,-106.666666666667,-111.183333333333,-114.916666666667,-117.866666666667,-120,-121.333333333333,-121.816666666667,-121.466666666667,-120.266666666667,-118.2,-115.266666666667,-111.45,-106.733333333333,-101.133333333333
World ,Cropland Soil Health,Emissions,MtCO2e/ha/yr,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,575.522222222222,579.277777777778,575.488888888889,582.866666666667,586.755555555556,590.633333333333,594.511111111111,598.4,602.277777777778,606.155555555556,610.044444444444,613.922222222222,617.8,621.688888888889,625.566666666667,629.444444444444,633.333333333333,637.211111111111,641.088888888889,644.977777777778,648.155555555556,651.322222222222,654.5,657.677777777778,660.855555555556,664.033333333333,667.211111111111,670.388888888889,673.566666666667,676.744444444444,677.222222222222,680.055555555556,682.833333333333,685.566666666667,688.266666666667,690.911111111111,693.511111111111,696.077777777778,698.588888888889,701.066666666667,703.5,705.888888888889,708.222222222222,710.522222222222,712.777777777778,714.988888888889,717.155555555556,719.277777777778,721.355555555556,723.388888888889,725.388888888889,727.333333333333,729.233333333333,731.088888888889,732.911111111111,734.677777777778,736.411111111111,738.088888888889,739.733333333333,741.333333333333,742.888888888889,744.388888888889,745.855555555556,747.277777777778,748.655555555556,749.988888888889,751.277777777778,752.522222222222,753.722222222222,754.888888888889,756,757.066666666667,758.1,759.077777777778,760.011111111111,760.911111111111,761.766666666667,762.566666666667,763.333333333333,764.055555555556,764.722222222222,765.355555555556,765.944444444444,766.488888888889,766.988888888889,767.444444444444,767.855555555556,768.233333333333,768.555555555556,768.833333333333
OECD ,Cropland Soil Health,Emissions,MtCO2e/ha/yr,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,863.283333333333,868.916666666667,863.233333333333,874.3,880.133333333333,885.95,891.766666666667,897.6,903.416666666667,909.233333333333,915.066666666667,920.883333333333,926.7,932.533333333333,938.35,944.166666666667,950,955.816666666667,961.633333333333,967.466666666667,972.233333333333,976.983333333333,981.75,986.516666666667,991.283333333333,996.05,1000.81666666667,1005.58333333333,1010.35,1015.11666666667,1015.83333333333,1020.08333333333,1024.25,1028.35,1032.4,1036.36666666667,1040.26666666667,1044.11666666667,1047.88333333333,1051.6,1055.25,1058.83333333333,1062.33333333333,1065.78333333333,1069.16666666667,1072.48333333333,1075.73333333333,1078.91666666667,1082.03333333333,1085.08333333333,1088.08333333333,1091,1093.85,1096.63333333333,1099.36666666667,1102.01666666667,1104.61666666667,1107.13333333333,1109.6,1112,1114.33333333333,1116.58333333333,1118.78333333333,1120.91666666667,1122.98333333333,1124.98333333333,1126.91666666667,1128.78333333333,1130.58333333333,1132.33333333333,1134,1135.6,1137.15,1138.61666666667,1140.01666666667,1141.36666666667,1142.65,1143.85,1145,1146.08333333333,1147.08333333333,1148.03333333333,1148.91666666667,1149.73333333333,1150.48333333333,1151.16666666667,1151.78333333333,1152.35,1152.83333333333,1153.25
NonOECD ,Cropland Soil Health,Emissions,MtCO2e/ha/yr,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,846.25,863.283333333333,868.916666666667,863.233333333333,874.3,880.133333333333,885.95,891.766666666667,897.6,903.416666666667,909.233333333333,915.066666666667,920.883333333333,926.7,932.533333333333,938.35,944.166666666667,950,955.816666666667,961.633333333333,967.466666666667,972.233333333333,976.983333333333,981.75,986.516666666667,991.283333333333,996.05,1000.81666666667,1005.58333333333,1010.35,1015.11666666667,1015.83333333333,1020.08333333333,1024.25,1028.35,1032.4,1036.36666666667,1040.26666666667,1044.11666666667,1047.88333333333,1051.6,1055.25,1058.83333333333,1062.33333333333,1065.78333333333,1069.16666666667,1072.48333333333,1075.73333333333,1078.91666666667,1082.03333333333,1085.08333333333,1088.08333333333,1091,1093.85,1096.63333333333,1099.36666666667,1102.01666666667,1104.61666666667,1107.13333333333,1109.6,1112,1114.33333333333,1116.58333333333,1118.78333333333,1120.91666666667,1122.98333333333,1124.98333333333,1126.91666666667,1128.78333333333,1130.58333333333,1132.33333333333,1134,1135.6,1137.15,1138.61666666667,1140.01666666667,1141.36666666667,1142.65,1143.85,1145,1146.08333333333,1147.08333333333,1148.03333333333,1148.91666666667,1149.73333333333,1150.48333333333,1151.16666666667,1151.78333333333,1152.35,1152.83333333333,1153.25
World ,Improved Forest Mgmt,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
