Product,Flow,Sector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency
MTOTSOLID,FOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,HEATOUT,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,HEAUTOC,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,HEAUTOH,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,HEMAINC,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,HEMAINH,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,IMPORTS,Total energy consumption,Total,na,N,na
MTOTSOLID,INDPROD,Total energy consumption,Total,na,N,na
MTOTSOLID,INONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,IRONSTL,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,LIQUEFAC,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,MACHINE,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,MAINCHP,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,MAINELEC,Electric Power,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,MAINHEAT,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,MANUFACT,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff
MTOTSOLID,MINING,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,MIRONSTL,Total energy consumption,Total,na,N,na
MTOTSOLID,NECHEM,Industrial,Coal,na,N,na
MTOTSOLID,NEINTREN,Industrial,Coal,na,N,na
MTOTSOLID,NEOTHER,Industrial,Coal,na,N,na
MTOTSOLID,NONENUSE,Industrial,Coal,na,N,na
MTOTSOLID,NONFERR,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,NONMET,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,ONONSPEC,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,OWNUSE,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,PAPERPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,RAIL,Transportation,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,RESIDENT,Residential,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,STATDIFF,Total energy consumption,Total,na,N,na
MTOTSOLID,STOCKCHA,Total energy consumption,Total,na,N,na
MTOTSOLID,TBKB,Industrial,Coal,coal ef ratio,Y,na
MTOTSOLID,TBLASTFUR,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,TCOKEOVS,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,TES,Total energy consumption,Total,na,N,na
MTOTSOLID,TEXTILES,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,TFC,Total energy consumption,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,TGASWKS,Industrial,Coal,coal ef ratio,Y,na
MTOTSOLID,TNONSPEC,Industrial,Coal,na,N,na
MTOTSOLID,TOTIND,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,TOTTRANS,Transportation,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,TPATFUEL,Industrial,Coal,coal ef ratio,Y,na
MTOTSOLID,TRANSEQ,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,TRANSFER,Total energy consumption,Total,na,N,na
MTOTSOLID,TRNONSPE,Transportation,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,WOODPRO,Industrial,Coal,coal ef ratio,N,coal addtl eff
MTOTSOLID,WORLDMAR,Transportation,Coal,hydrogen ef ratio,N,coal addtl eff
MUNWASTEN,AGRICULT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,AUTOCHP,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,AUTOELEC,Electric Power,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,AUTOHEAT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,CHEMICAL,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,COMMPUB,Commercial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,CONSTRUC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,DISTLOSS,Industrial,Total,biofuels_waste ef ratio,Y,na
MUNWASTEN,EBKB,Industrial,Total,biofuels_waste ef ratio,Y,na
MUNWASTEN,ECOKEOVS,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,ELAUTOC,Electric Power,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,ELAUTOE,Electric Power,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,ELMAINC,Electric Power,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,ELMAINE,Electric Power,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,ELOUTPUT,Electric Power,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,ENONSPEC,Industrial,Total,biofuels_waste ef ratio,N,na
MUNWASTEN,EPOWERPLT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,EREFINER,Industrial,Total,biofuels_waste ef ratio,Y,na
MUNWASTEN,EXPORTS,Total energy consumption,Total,na,N,na
MUNWASTEN,FOODPRO,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,HEATOUT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,HEAUTOC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,HEAUTOH,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,HEMAINC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,HEMAINH,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,IMPORTS,Total energy consumption,Total,na,N,na
MUNWASTEN,INDPROD,Total energy consumption,Total,na,N,na
MUNWASTEN,INONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,IRONSTL,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,MACHINE,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,MAINCHP,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,MAINELEC,Electric Power,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,MAINHEAT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,MANUFACT,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,MINING,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,NONFERR,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,NONMET,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,ONONSPEC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,PAPERPRO,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,RESIDENT,Residential,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,STATDIFF,Total energy consumption,Total,na,N,na
MUNWASTEN,STOCKCHA,Total energy consumption,Total,na,N,na
MUNWASTEN,TES,Total energy consumption,Total,na,N,na
MUNWASTEN,TEXTILES,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,TFC,Total energy consumption,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,TOTENGY,Industrial,Total,na,N,na
MUNWASTEN,TOTIND,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,TOTTRANF,Total energy consumption,Total,na,N,na
MUNWASTEN,TRANSEQ,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTEN,WOODPRO,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,AGRICULT,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,AUTOCHP,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,AUTOELEC,Electric Power,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,AUTOHEAT,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,CHEMICAL,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,COMMPUB,Commercial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,CONSTRUC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,DISTLOSS,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,EBKB,Industrial,Renewables,biofuels_waste ef ratio,Y,na
MUNWASTER,ECOKEOVS,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,ELAUTOC,Electric Power,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,ELAUTOE,Electric Power,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,ELMAINC,Electric Power,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,ELMAINE,Electric Power,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,ELOUTPUT,Electric Power,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,ENONSPEC,Industrial,Renewables,biofuels_waste ef ratio,N,renewables addtl eff
MUNWASTER,EPOWERPLT,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,EREFINER,Industrial,Renewables,renewables ef ratio,Y,na
MUNWASTER,EXPORTS,Total energy consumption,Total,na,N,na
MUNWASTER,FOODPRO,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,HEATOUT,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,HEAUTOC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,HEAUTOH,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,HEMAINC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,HEMAINH,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,IMPORTS,Total energy consumption,Total,na,N,na
MUNWASTER,INDPROD,Total energy consumption,Renewables,renewables ef ratio,N,renewables addtl eff
MUNWASTER,INONSPEC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,IRONSTL,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,MACHINE,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,MAINCHP,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,MAINELEC,Electric Power,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,MAINHEAT,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,MANUFACT,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,MINING,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,NONFERR,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,NONMET,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,ONONSPEC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,PAPERPRO,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,RESIDENT,Residential,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,STATDIFF,Total energy consumption,Total,na,N,na
MUNWASTER,STOCKCHA,Total energy consumption,Total,na,N,na
MUNWASTER,TES,Total energy consumption,Total,na,N,na
MUNWASTER,TEXTILES,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,TFC,Total energy consumption,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,TOTENGY,Industrial,Renewables,renewables ef ratio,N,renewables addtl eff
MUNWASTER,TOTIND,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,TOTTRANF,Total energy consumption,Renewables,na,N,na
MUNWASTER,TRANSEQ,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
MUNWASTER,WOODPRO,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff
NAPHTHA,AUTOCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,AUTOELEC,Electric Power,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,AUTOHEAT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,CHEMICAL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,Y,na
NAPHTHA,ECOKEOVS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,EGASWKS,Industrial,Liquid fuels,oil ef ratio,Y,na
NAPHTHA,ELAUTOC,Electric Power,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,ELAUTOE,Electric Power,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,ELMAINC,Electric Power,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,ELMAINE,Electric Power,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,ELOUTPUT,Electric Power,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,ENONSPEC,Industrial,Liquid fuels,na,N,oil addtl eff
NAPHTHA,EOILGASEX,Industrial,Liquid fuels,oil ef ratio,Y,na
NAPHTHA,EPOWERPLT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,EREFINER,Industrial,Liquid fuels,oil ef ratio,Y,na
NAPHTHA,EXPORTS,Total energy consumption,Total,na,N,na
NAPHTHA,FOODPRO,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,HEATOUT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,HEAUTOC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,HEAUTOH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,HEMAINC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,HEMAINH,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,IMPORTS,Total energy consumption,Total,na,N,na
NAPHTHA,INONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,IRONSTL,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,MAINCHP,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,MAINELEC,Electric Power,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,MAINHEAT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,MANUFACT,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,MINING,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,NECHEM,Industrial,Liquid fuels,na,N,na
NAPHTHA,NEFOODPRO,Industrial,Liquid fuels,na,N,na
NAPHTHA,NEIND,Industrial,Liquid fuels,na,N,na
NAPHTHA,NEINONSPEC,Industrial,Liquid fuels,na,N,na
NAPHTHA,NEINTREN,Industrial,Liquid fuels,na,N,na
NAPHTHA,NENONFERR,Industrial,Liquid fuels,na,N,na
NAPHTHA,NETRANSEQ,Industrial,Liquid fuels,na,N,na
NAPHTHA,NONENUSE,Industrial,Liquid fuels,na,N,na
NAPHTHA,NONFERR,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,NONMET,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,ONONSPEC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,RESIDENT,Residential,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,ROAD,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,STATDIFF,Total energy consumption,Total,na,N,na
NAPHTHA,STOCKCHA,Total energy consumption,Total,na,N,na
NAPHTHA,TBLENDGAS,Industrial,Natural gas,natural gas ef ratio,Y,na
NAPHTHA,TES,Total energy consumption,Total,na,N,na
NAPHTHA,TEXTILES,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,TFC,Total energy consumption,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,TGASWKS,Industrial,Liquid fuels,oil ef ratio,Y,na
NAPHTHA,TNONSPEC,Industrial,Liquid fuels,na,N,na
NAPHTHA,TOTENGY,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,TOTIND,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,TOTTRANF,Total energy consumption,Total,na,N,na
NAPHTHA,TOTTRANS,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff
NAPHTHA,TPETCHEM,Industrial,Liquid fuels,oil ef ratio,Y,na
NAPHTHA,TRANSFER,Total energy consumption,Total,na,N,na
NAPHTHA,TREFINER,Industrial,Liquid fuels,oil ef ratio,Y,na
NATGAS,AGRICULT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,AUTOCHP,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,AUTOELEC,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,AUTOHEAT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,CHEMICAL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,COMMPUB,Commercial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,CONSTRUC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,DISTLOSS,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,DOMESNAV,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,EBLASTFUR,Industrial,Total,heat ef ratio,Y,na
NATGAS,ECOKEOVS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,EFFELE,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,EFFPROD,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,EGASWKS,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,EGTL,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,ELAUTOC,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,ELAUTOE,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,ELMAINC,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,ELMAINE,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,ELNG,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,ELOUTPUT,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,EMINES,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,ENONSPEC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,EOILGASEX,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,EREFINER,Industrial,Liquid fuels,natural gas ef ratio,Y,na
NATGAS,EXPORTS,Total energy consumption,Total,na,N,na
NATGAS,FISHING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,FOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,HEATOUT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,HEAUTOC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,HEAUTOH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,HEMAINC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,HEMAINH,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,IMPORTS,Total energy consumption,Total,na,N,na
NATGAS,INDPROD,Total energy consumption,Total,na,N,na
NATGAS,INONSPEC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,LIQUEFAC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,MACHINE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,MAINCHP,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,MAINELEC,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,MAINHEAT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,MANUFACT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,MARBUNK,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff
NATGAS,MINING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,MIRONSTL,Total energy consumption,Total,na,N,na
NATGAS,NECHEM,Industrial,Natural gas,na,N,na
NATGAS,NEIND,Industrial,Natural gas,na,N,na
NATGAS,NEINONSPEC,Industrial,Natural gas,na,N,na
NATGAS,NEINTREN,Industrial,Natural gas,na,N,na
NATGAS,NEIRONSTL,Industrial,Natural gas,na,N,na
NATGAS,NEMACHINE,Industrial,Natural gas,na,N,na
NATGAS,NEMINING,Industrial,Natural gas,na,N,na
NATGAS,NENONFERR,Industrial,Natural gas,na,N,na
NATGAS,NEOTHER,Industrial,Natural gas,na,N,na
NATGAS,NETRANS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,NONENUSE,Industrial,Natural gas,na,N,na
NATGAS,NONFERR,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,NONMET,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,ONONSPEC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,OWNUSE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,PAPERPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,PIPELINE,Transportation,Natural gas,natural gas ef ratio,Y,na
NATGAS,RESIDENT,Residential,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,ROAD,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,STATDIFF,Total energy consumption,Total,na,N,na
NATGAS,STOCKCHA,Total energy consumption,Total,na,N,na
NATGAS,TBLASTFUR,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,TBLENDGAS,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,TCOKEOVS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,TES,Total energy consumption,Total,na,N,na
NATGAS,TEXTILES,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,TFC,Total energy consumption,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,TGASWKS,Industrial,Natural gas,natural gas ef ratio,Y,na
NATGAS,TGTL,Industrial,Liquid fuels,oil ef ratio,Y,na
NATGAS,TNONSPEC,Industrial,Natural gas,na,N,na
NATGAS,TOTENGY,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,TOTIND,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,TOTTRANF,Total energy consumption,Total,na,N,na
NATGAS,TOTTRANS,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,TPATFUEL,Industrial,Coal,coal ef ratio,Y,na
NATGAS,TRANSEQ,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,TRNONSPE,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,WOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NATGAS,WORLDMAR,Transportation,Natural gas,hydrogen ef ratio,N,natural gas addtl eff
NGL,AGRICULT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,AUTOCHP,Industrial,Natural gas,natural gas ef ratio,Y,na
NGL,AUTOELEC,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,CHEMICAL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,COMMPUB,Commercial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,DISTLOSS,Industrial,Natural gas,natural gas ef ratio,Y,na
NGL,ELAUTOE,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,ELMAINE,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,ELOUTPUT,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,ENONSPEC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,EOILGASEX,Industrial,Natural gas,natural gas ef ratio,Y,na
NGL,EPOWERPLT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,EXPORTS,Total energy consumption,Total,na,N,na
NGL,FOODPRO,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,IMPORTS,Total energy consumption,Total,na,N,na
NGL,INDPROD,Total energy consumption,Total,na,N,na
NGL,INONSPEC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,IRONSTL,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,MACHINE,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,MAINELEC,Electric Power,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,MANUFACT,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,MINING,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff
NGL,NECHEM,Industrial,Natural gas,na,N,na
NGL,NEIND,Industrial,Natural gas,na,N,na
NGL,NEINONSPEC,Industrial,Natural gas,na,N,na
