Region,Variable,Unit,IEA Sector,IEA Metric,GCAM Metric,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,EIA Metric,BNEF Metric,WWS Metric
LAM ,Final Energy | Industry | Heat,EJ/yr,Industry,Natural gas,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
LAM ,Final Energy | Industry | Heat,EJ/yr,Industry,Heat,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
LAM ,Final Energy | Industry | Heat,EJ/yr,Industry,Bioenergy,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
MAF ,Final Energy | Industry | Heat,EJ/yr,Industry,Coal,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
MAF ,Final Energy | Industry | Heat,EJ/yr,Industry,Oil,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
MAF ,Final Energy | Industry | Heat,EJ/yr,Industry,Natural gas,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
MAF ,Final Energy | Industry | Heat,EJ/yr,Industry,Heat,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
MAF ,Final Energy | Industry | Heat,EJ/yr,Industry,Bioenergy,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
ASIA ,Final Energy | Industry | Heat,EJ/yr,Industry,Coal,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
ASIA ,Final Energy | Industry | Heat,EJ/yr,Industry,Oil,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
ASIA ,Final Energy | Industry | Heat,EJ/yr,Industry,Natural gas,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
ASIA ,Final Energy | Industry | Heat,EJ/yr,Industry,Heat,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
ASIA ,Final Energy | Industry | Heat,EJ/yr,Industry,Bioenergy,Final Energy | Industry | Heat,1.0,1.0005692095074676,1.0011115756251323,1.001627098352994,1.0021157776910523,1.002577613639308,1.003012606197761,1.0034207553664103,1.003802061145257,1.0041565235343004,1.0044841425335411,1.0047849181429789,1.0050588503626134,1.005305939192445,1.0055261846324735,1.0057195866826991,1.0058861453431218,1.0060258606137413,1.0061387324945579,1.0062247609855717,1.006283946086782,1.0063162877981897,1.0063217861197944,1.006300441051596,1.0062522525935944,1.00617722074579,1.0060753455081828,1.0059466268807722,1.0057910648635588,1.0056086594565425,1.005399410659723,1.0051633184731008,1.0049003828966752,1.0046106039304468,1.0042939815744154,1.0039505158285809,1.0035802066929436,1.003183054167503,1.0027590582522596,1.0023082189472132,1.0018305362523638,1.0013260101677113,1.0007946406932557,1.0002364278289975,0.999651371574936,0.9990394719310716,0.9984007288974042,0.9977351424739338,0.9970427126606604,0.9963234394575838,0.9955773228647045,0.994804362882022,0.9940045595095366,0.9931779127472482,0.9923244225951566,0.9914440890532622,0.9905369121215648,0.9896028918000644,0.9886420280887608,0.9876543209876544,,,
World ,Final Energy | Industry | Electricity,EJ/yr,Industry,Electricity,Final Energy | Industry | Electricity,1.0188679245283019,1.018587714808104,1.0183111929792592,1.018038359041767,1.0177692129956275,1.0175037548408408,1.0172419845774068,1.0169839022053255,1.0167295077245972,1.0164788011352215,1.0162317824371985,1.0159884516305284,1.0157488087152111,1.0155128536912463,1.0152805865586347,1.0150520073173754,1.0148271159674693,1.0146059125089155,1.014388396941715,1.0141745692658668,1.0139644294813714,1.0137579775882288,1.0135552135864392,1.0133561374760023,1.013160749256918,1.0129690489291865,1.0127810364928078,1.012596711947782,1.012416075294109,1.0122391265317883,1.0120658656608206,1.011896292681206,1.0117304075929439,1.0115682103960342,1.0114097010904777,1.0112548796762737,1.011103746153423,1.0109563005219244,1.010812542781779,1.0106724729329861,1.010536090975546,1.0104033969094588,1.0102743907347242,1.0101490724513427,1.0100274420593136,1.0099094995586373,1.0097952449493142,1.0096846782313433,1.0095777994047255,1.0094746084694601,1.0093751054255478,1.0092792902729881,1.0091871630117812,1.0090987236419273,1.009013972163426,1.008932908576277,1.0088555328804816,1.0087818450760384,1.0087118451629482,1.0086455331412105,,,
World ,Final Energy | Industry | Electricity,EJ/yr,Industry,Other renewables,Final Energy | Industry | Electricity,1.0188679245283019,1.018587714808104,1.0183111929792592,1.018038359041767,1.0177692129956275,1.0175037548408408,1.0172419845774068,1.0169839022053255,1.0167295077245972,1.0164788011352215,1.0162317824371985,1.0159884516305284,1.0157488087152111,1.0155128536912463,1.0152805865586347,1.0150520073173754,1.0148271159674693,1.0146059125089155,1.014388396941715,1.0141745692658668,1.0139644294813714,1.0137579775882288,1.0135552135864392,1.0133561374760023,1.013160749256918,1.0129690489291865,1.0127810364928078,1.012596711947782,1.012416075294109,1.0122391265317883,1.0120658656608206,1.011896292681206,1.0117304075929439,1.0115682103960342,1.0114097010904777,1.0112548796762737,1.011103746153423,1.0109563005219244,1.010812542781779,1.0106724729329861,1.010536090975546,1.0104033969094588,1.0102743907347242,1.0101490724513427,1.0100274420593136,1.0099094995586373,1.0097952449493142,1.0096846782313433,1.0095777994047255,1.0094746084694601,1.0093751054255478,1.0092792902729881,1.0091871630117812,1.0090987236419273,1.009013972163426,1.008932908576277,1.0088555328804816,1.0087818450760384,1.0087118451629482,1.0086455331412105,,,
OECD90 ,Final Energy | Industry | Electricity,EJ/yr,Industry,Electricity,Final Energy | Industry | Electricity,1.0080188679245283,1.0079573397304653,1.0078964280059262,1.0078361327509104,1.0077764539654177,1.0077173916494495,1.0076589458030045,1.0076011164260827,1.0075439035186848,1.0074873070808104,1.0074313271124598,1.0073759636136326,1.007321216584329,1.0072670860245487,1.0072135719342923,1.0071606743135593,1.0071083931623501,1.0070567284806642,1.0070056802685021,1.0069552485258637,1.0069054332527485,1.006856234449157,1.0068076521150893,1.006759686250545,1.0067123368555242,1.006665603930027,1.0066194874740535,1.0065739874876034,1.006529103970677,1.0064848369232742,1.0064411863453948,1.0063981522370393,1.0063557345982073,1.0063139334288984,1.0062727487291134,1.006232180498852,1.0061922287381142,1.0061528934469,1.0061141746252094,1.0060760722730422,1.0060385863903987,1.0060017169772788,1.0059654640336824,1.0059298275596096,1.0058948075550602,1.0058604040200345,1.0058266169545327,1.0057934463585543,1.0057608922320993,1.0057289545751678,1.00569763338776,1.0056669286698758,1.0056368404215152,1.0056073686426783,1.0055785133333648,1.0055502744935747,1.0055226521233085,1.0054956462225657,1.0054692567913464,1.0054434838296509,,,
OECD90 ,Final Energy | Industry | Electricity,EJ/yr,Industry,Other renewables,Final Energy | Industry | Electricity,1.0080188679245283,1.0079573397304653,1.0078964280059262,1.0078361327509104,1.0077764539654177,1.0077173916494495,1.0076589458030045,1.0076011164260827,1.0075439035186848,1.0074873070808104,1.0074313271124598,1.0073759636136326,1.007321216584329,1.0072670860245487,1.0072135719342923,1.0071606743135593,1.0071083931623501,1.0070567284806642,1.0070056802685021,1.0069552485258637,1.0069054332527485,1.006856234449157,1.0068076521150893,1.006759686250545,1.0067123368555242,1.006665603930027,1.0066194874740535,1.0065739874876034,1.006529103970677,1.0064848369232742,1.0064411863453948,1.0063981522370393,1.0063557345982073,1.0063139334288984,1.0062727487291134,1.006232180498852,1.0061922287381142,1.0061528934469,1.0061141746252094,1.0060760722730422,1.0060385863903987,1.0060017169772788,1.0059654640336824,1.0059298275596096,1.0058948075550602,1.0058604040200345,1.0058266169545327,1.0057934463585543,1.0057608922320993,1.0057289545751678,1.00569763338776,1.0056669286698758,1.0056368404215152,1.0056073686426783,1.0055785133333648,1.0055502744935747,1.0055226521233085,1.0054956462225657,1.0054692567913464,1.0054434838296509,,,
LAM ,Final Energy | Industry | Electricity,EJ/yr,Industry,Electricity,Final Energy | Industry | Electricity,1.0188679245283019,1.018587714808104,1.0183111929792592,1.018038359041767,1.0177692129956275,1.0175037548408408,1.0172419845774068,1.0169839022053255,1.0167295077245972,1.0164788011352215,1.0162317824371985,1.0159884516305284,1.0157488087152111,1.0155128536912463,1.0152805865586347,1.0150520073173754,1.0148271159674693,1.0146059125089155,1.014388396941715,1.0141745692658668,1.0139644294813714,1.0137579775882288,1.0135552135864392,1.0133561374760023,1.013160749256918,1.0129690489291865,1.0127810364928078,1.012596711947782,1.012416075294109,1.0122391265317883,1.0120658656608206,1.011896292681206,1.0117304075929439,1.0115682103960342,1.0114097010904777,1.0112548796762737,1.011103746153423,1.0109563005219244,1.010812542781779,1.0106724729329861,1.010536090975546,1.0104033969094588,1.0102743907347242,1.0101490724513427,1.0100274420593136,1.0099094995586373,1.0097952449493142,1.0096846782313433,1.0095777994047255,1.0094746084694601,1.0093751054255478,1.0092792902729881,1.0091871630117812,1.0090987236419273,1.009013972163426,1.008932908576277,1.0088555328804816,1.0087818450760384,1.0087118451629482,1.0086455331412105,,,
LAM ,Final Energy | Industry | Electricity,EJ/yr,Industry,Other renewables,Final Energy | Industry | Electricity,1.0188679245283019,1.018587714808104,1.0183111929792592,1.018038359041767,1.0177692129956275,1.0175037548408408,1.0172419845774068,1.0169839022053255,1.0167295077245972,1.0164788011352215,1.0162317824371985,1.0159884516305284,1.0157488087152111,1.0155128536912463,1.0152805865586347,1.0150520073173754,1.0148271159674693,1.0146059125089155,1.014388396941715,1.0141745692658668,1.0139644294813714,1.0137579775882288,1.0135552135864392,1.0133561374760023,1.013160749256918,1.0129690489291865,1.0127810364928078,1.012596711947782,1.012416075294109,1.0122391265317883,1.0120658656608206,1.011896292681206,1.0117304075929439,1.0115682103960342,1.0114097010904777,1.0112548796762737,1.011103746153423,1.0109563005219244,1.010812542781779,1.0106724729329861,1.010536090975546,1.0104033969094588,1.0102743907347242,1.0101490724513427,1.0100274420593136,1.0099094995586373,1.0097952449493142,1.0096846782313433,1.0095777994047255,1.0094746084694601,1.0093751054255478,1.0092792902729881,1.0091871630117812,1.0090987236419273,1.009013972163426,1.008932908576277,1.0088555328804816,1.0087818450760384,1.0087118451629482,1.0086455331412105,,,
MAF ,Final Energy | Industry | Electricity,EJ/yr,Industry,Electricity,Final Energy | Industry | Electricity,1.0188679245283019,1.018587714808104,1.0183111929792592,1.018038359041767,1.0177692129956275,1.0175037548408408,1.0172419845774068,1.0169839022053255,1.0167295077245972,1.0164788011352215,1.0162317824371985,1.0159884516305284,1.0157488087152111,1.0155128536912463,1.0152805865586347,1.0150520073173754,1.0148271159674693,1.0146059125089155,1.014388396941715,1.0141745692658668,1.0139644294813714,1.0137579775882288,1.0135552135864392,1.0133561374760023,1.013160749256918,1.0129690489291865,1.0127810364928078,1.012596711947782,1.012416075294109,1.0122391265317883,1.0120658656608206,1.011896292681206,1.0117304075929439,1.0115682103960342,1.0114097010904777,1.0112548796762737,1.011103746153423,1.0109563005219244,1.010812542781779,1.0106724729329861,1.010536090975546,1.0104033969094588,1.0102743907347242,1.0101490724513427,1.0100274420593136,1.0099094995586373,1.0097952449493142,1.0096846782313433,1.0095777994047255,1.0094746084694601,1.0093751054255478,1.0092792902729881,1.0091871630117812,1.0090987236419273,1.009013972163426,1.008932908576277,1.0088555328804816,1.0087818450760384,1.0087118451629482,1.0086455331412105,,,
MAF ,Final Energy | Industry | Electricity,EJ/yr,Industry,Other renewables,Final Energy | Industry | Electricity,1.0188679245283019,1.018587714808104,1.0183111929792592,1.018038359041767,1.0177692129956275,1.0175037548408408,1.0172419845774068,1.0169839022053255,1.0167295077245972,1.0164788011352215,1.0162317824371985,1.0159884516305284,1.0157488087152111,1.0155128536912463,1.0152805865586347,1.0150520073173754,1.0148271159674693,1.0146059125089155,1.014388396941715,1.0141745692658668,1.0139644294813714,1.0137579775882288,1.0135552135864392,1.0133561374760023,1.013160749256918,1.0129690489291865,1.0127810364928078,1.012596711947782,1.012416075294109,1.0122391265317883,1.0120658656608206,1.011896292681206,1.0117304075929439,1.0115682103960342,1.0114097010904777,1.0112548796762737,1.011103746153423,1.0109563005219244,1.010812542781779,1.0106724729329861,1.010536090975546,1.0104033969094588,1.0102743907347242,1.0101490724513427,1.0100274420593136,1.0099094995586373,1.0097952449493142,1.0096846782313433,1.0095777994047255,1.0094746084694601,1.0093751054255478,1.0092792902729881,1.0091871630117812,1.0090987236419273,1.009013972163426,1.008932908576277,1.0088555328804816,1.0087818450760384,1.0087118451629482,1.0086455331412105,,,
ASIA ,Final Energy | Industry | Electricity,EJ/yr,Industry,Electricity,Final Energy | Industry | Electricity,1.0188679245283019,1.018587714808104,1.0183111929792592,1.018038359041767,1.0177692129956275,1.0175037548408408,1.0172419845774068,1.0169839022053255,1.0167295077245972,1.0164788011352215,1.0162317824371985,1.0159884516305284,1.0157488087152111,1.0155128536912463,1.0152805865586347,1.0150520073173754,1.0148271159674693,1.0146059125089155,1.014388396941715,1.0141745692658668,1.0139644294813714,1.0137579775882288,1.0135552135864392,1.0133561374760023,1.013160749256918,1.0129690489291865,1.0127810364928078,1.012596711947782,1.012416075294109,1.0122391265317883,1.0120658656608206,1.011896292681206,1.0117304075929439,1.0115682103960342,1.0114097010904777,1.0112548796762737,1.011103746153423,1.0109563005219244,1.010812542781779,1.0106724729329861,1.010536090975546,1.0104033969094588,1.0102743907347242,1.0101490724513427,1.0100274420593136,1.0099094995586373,1.0097952449493142,1.0096846782313433,1.0095777994047255,1.0094746084694601,1.0093751054255478,1.0092792902729881,1.0091871630117812,1.0090987236419273,1.009013972163426,1.008932908576277,1.0088555328804816,1.0087818450760384,1.0087118451629482,1.0086455331412105,,,
ASIA ,Final Energy | Industry | Electricity,EJ/yr,Industry,Other renewables,Final Energy | Industry | Electricity,1.0188679245283019,1.018587714808104,1.0183111929792592,1.018038359041767,1.0177692129956275,1.0175037548408408,1.0172419845774068,1.0169839022053255,1.0167295077245972,1.0164788011352215,1.0162317824371985,1.0159884516305284,1.0157488087152111,1.0155128536912463,1.0152805865586347,1.0150520073173754,1.0148271159674693,1.0146059125089155,1.014388396941715,1.0141745692658668,1.0139644294813714,1.0137579775882288,1.0135552135864392,1.0133561374760023,1.013160749256918,1.0129690489291865,1.0127810364928078,1.012596711947782,1.012416075294109,1.0122391265317883,1.0120658656608206,1.011896292681206,1.0117304075929439,1.0115682103960342,1.0114097010904777,1.0112548796762737,1.011103746153423,1.0109563005219244,1.010812542781779,1.0106724729329861,1.010536090975546,1.0104033969094588,1.0102743907347242,1.0101490724513427,1.0100274420593136,1.0099094995586373,1.0097952449493142,1.0096846782313433,1.0095777994047255,1.0094746084694601,1.0093751054255478,1.0092792902729881,1.0091871630117812,1.0090987236419273,1.009013972163426,1.008932908576277,1.0088555328804816,1.0087818450760384,1.0087118451629482,1.0086455331412105,,,
