Region,Variable,Unit,IEA Sector,IEA Metric,GCAM Metric,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,EIA Metric,BNEF Metric,WWS Metric
OECD90 ,Secondary Energy | Electricity | Oil,EJ/yr,Power sector,Oil,Secondary Energy | Electricity | Oil,1.0,1.0020191356090271,1.003968645852226,1.005848530729596,1.0076587902411376,1.0093994243868507,1.0110704331667353,1.012671816580791,1.0142035746290186,1.0156657073114175,1.017058214627988,1.0183810965787299,1.0196343531636436,1.0208179843827283,1.0219319902359845,1.0229763707234125,1.0239511258450118,1.0248562556007825,1.025691759990725,1.0264576390148386,1.0271538926731238,1.0277805209655804,1.0283375238922088,1.0288249014530084,1.0292426536479793,1.0295907804771218,1.0298692819404363,1.0300781580379217,1.030217408769579,1.0302870341354073,1.0302870341354073,1.030217408769579,1.0300781580379217,1.0298692819404363,1.029590780477122,1.0292426536479793,1.0288249014530084,1.0283375238922088,1.0277805209655804,1.0271538926731238,1.0264576390148386,1.0256917599907247,1.0248562556007825,1.0239511258450118,1.0229763707234125,1.0219319902359847,1.0208179843827283,1.0196343531636436,1.01838109657873,1.017058214627988,1.0156657073114177,1.0142035746290188,1.012671816580791,1.0110704331667353,1.0093994243868507,1.0076587902411374,1.005848530729596,1.003968645852226,1.0020191356090271,1.0,Hydroelectric pumped storage,Pumped hydro,
LAM ,Secondary Energy | Electricity | Oil,EJ/yr,Power sector,Oil,Secondary Energy | Electricity | Oil,1.0,1.0020191356090271,1.003968645852226,1.005848530729596,1.0076587902411376,1.0093994243868507,1.0110704331667353,1.012671816580791,1.0142035746290186,1.0156657073114175,1.017058214627988,1.0183810965787299,1.0196343531636436,1.0208179843827283,1.0219319902359845,1.0229763707234125,1.0239511258450118,1.0248562556007825,1.025691759990725,1.0264576390148386,1.0271538926731238,1.0277805209655804,1.0283375238922088,1.0288249014530084,1.0292426536479793,1.0295907804771218,1.0298692819404363,1.0300781580379217,1.030217408769579,1.0302870341354073,1.0302870341354073,1.030217408769579,1.0300781580379217,1.0298692819404363,1.029590780477122,1.0292426536479793,1.0288249014530084,1.0283375238922088,1.0277805209655804,1.0271538926731238,1.0264576390148386,1.0256917599907247,1.0248562556007825,1.0239511258450118,1.0229763707234125,1.0219319902359847,1.0208179843827283,1.0196343531636436,1.01838109657873,1.017058214627988,1.0156657073114177,1.0142035746290188,1.012671816580791,1.0110704331667353,1.0093994243868507,1.0076587902411374,1.005848530729596,1.003968645852226,1.0020191356090271,1.0,Hydroelectric pumped storage,Pumped hydro,
MAF ,Secondary Energy | Electricity | Oil,EJ/yr,Power sector,Oil,Secondary Energy | Electricity | Oil,1.0,1.0020191356090271,1.003968645852226,1.005848530729596,1.0076587902411376,1.0093994243868507,1.0110704331667353,1.012671816580791,1.0142035746290186,1.0156657073114175,1.017058214627988,1.0183810965787299,1.0196343531636436,1.0208179843827283,1.0219319902359845,1.0229763707234125,1.0239511258450118,1.0248562556007825,1.025691759990725,1.0264576390148386,1.0271538926731238,1.0277805209655804,1.0283375238922088,1.0288249014530084,1.0292426536479793,1.0295907804771218,1.0298692819404363,1.0300781580379217,1.030217408769579,1.0302870341354073,1.0302870341354073,1.030217408769579,1.0300781580379217,1.0298692819404363,1.029590780477122,1.0292426536479793,1.0288249014530084,1.0283375238922088,1.0277805209655804,1.0271538926731238,1.0264576390148386,1.0256917599907247,1.0248562556007825,1.0239511258450118,1.0229763707234125,1.0219319902359847,1.0208179843827283,1.0196343531636436,1.01838109657873,1.017058214627988,1.0156657073114177,1.0142035746290188,1.012671816580791,1.0110704331667353,1.0093994243868507,1.0076587902411374,1.005848530729596,1.003968645852226,1.0020191356090271,1.0,Hydroelectric pumped storage,Pumped hydro,
ASIA ,Secondary Energy | Electricity | Oil,EJ/yr,Power sector,Oil,Secondary Energy | Electricity | Oil,1.0,1.0020191356090271,1.003968645852226,1.005848530729596,1.0076587902411376,1.0093994243868507,1.0110704331667353,1.012671816580791,1.0142035746290186,1.0156657073114175,1.017058214627988,1.0183810965787299,1.0196343531636436,1.0208179843827283,1.0219319902359845,1.0229763707234125,1.0239511258450118,1.0248562556007825,1.025691759990725,1.0264576390148386,1.0271538926731238,1.0277805209655804,1.0283375238922088,1.0288249014530084,1.0292426536479793,1.0295907804771218,1.0298692819404363,1.0300781580379217,1.030217408769579,1.0302870341354073,1.0302870341354073,1.030217408769579,1.0300781580379217,1.0298692819404363,1.029590780477122,1.0292426536479793,1.0288249014530084,1.0283375238922088,1.0277805209655804,1.0271538926731238,1.0264576390148386,1.0256917599907247,1.0248562556007825,1.0239511258450118,1.0229763707234125,1.0219319902359847,1.0208179843827283,1.0196343531636436,1.01838109657873,1.017058214627988,1.0156657073114177,1.0142035746290188,1.012671816580791,1.0110704331667353,1.0093994243868507,1.0076587902411374,1.005848530729596,1.003968645852226,1.0020191356090271,1.0,Hydroelectric pumped storage,Pumped hydro,
World ,Secondary Energy | Electricity | Gas,EJ/yr,Power sector,Natural gas,Secondary Energy | Electricity | Gas,1.0245283018867923,1.023824533298536,1.0231350354072581,1.0224598082129583,1.021798851715637,1.0211521659152938,1.0205197508119286,1.0199016064055417,1.019297732696133,1.0187081296837026,1.0181327973682506,1.0175717357497767,1.017024944828281,1.0164924246037637,1.0159741750762246,1.0154701962456636,1.014980488112081,1.0145050506754765,1.01404388393585,1.0135969878932023,1.0131643625475326,1.012746007898841,1.0123419239471276,1.0119521106923928,1.0115765681346358,1.0112152962738574,1.010868295110057,1.010535564643235,1.0102171048733912,1.0099129158005256,1.0096229974246382,1.009347349745729,1.0090859727637982,1.0088388664788455,1.008606030890871,1.008387465999875,1.008183171805857,1.0079931483088171,1.0078173955087557,1.0076559134056726,1.0075087019995677,1.0073757612904408,1.0072570912782923,1.007152691963122,1.0070625633449302,1.0069867054237163,1.0069251181994807,1.0068778016722235,1.0068447558419442,1.0068259807086435,1.0068214762723207,1.0068312425329764,1.0068552794906103,1.0068935871452225,1.0069461654968128,1.007013014545381,1.0070941342909283,1.0071895247334532,1.0072991858729563,1.007423117709438,Wind,Onshore wind,Onshore wind
OECD90 ,Secondary Energy | Electricity | Gas,EJ/yr,Power sector,Natural gas,Secondary Energy | Electricity | Gas,1.0245283018867923,1.023824533298536,1.0231350354072581,1.0224598082129583,1.021798851715637,1.0211521659152938,1.0205197508119286,1.0199016064055417,1.019297732696133,1.0187081296837026,1.0181327973682506,1.0175717357497767,1.017024944828281,1.0164924246037637,1.0159741750762246,1.0154701962456636,1.014980488112081,1.0145050506754765,1.01404388393585,1.0135969878932023,1.0131643625475326,1.012746007898841,1.0123419239471276,1.0119521106923928,1.0115765681346358,1.0112152962738574,1.010868295110057,1.010535564643235,1.0102171048733912,1.0099129158005256,1.0096229974246382,1.009347349745729,1.0090859727637982,1.0088388664788455,1.008606030890871,1.008387465999875,1.008183171805857,1.0079931483088171,1.0078173955087557,1.0076559134056726,1.0075087019995677,1.0073757612904408,1.0072570912782923,1.007152691963122,1.0070625633449302,1.0069867054237163,1.0069251181994807,1.0068778016722235,1.0068447558419442,1.0068259807086435,1.0068214762723207,1.0068312425329764,1.0068552794906103,1.0068935871452225,1.0069461654968128,1.007013014545381,1.0070941342909283,1.0071895247334532,1.0072991858729563,1.007423117709438,Wind,Onshore wind,Onshore wind
LAM ,Secondary Energy | Electricity | Gas,EJ/yr,Power sector,Natural gas,Secondary Energy | Electricity | Gas,1.0245283018867923,1.023824533298536,1.0231350354072581,1.0224598082129583,1.021798851715637,1.0211521659152938,1.0205197508119286,1.0199016064055417,1.019297732696133,1.0187081296837026,1.0181327973682506,1.0175717357497767,1.017024944828281,1.0164924246037637,1.0159741750762246,1.0154701962456636,1.014980488112081,1.0145050506754765,1.01404388393585,1.0135969878932023,1.0131643625475326,1.012746007898841,1.0123419239471276,1.0119521106923928,1.0115765681346358,1.0112152962738574,1.010868295110057,1.010535564643235,1.0102171048733912,1.0099129158005256,1.0096229974246382,1.009347349745729,1.0090859727637982,1.0088388664788455,1.008606030890871,1.008387465999875,1.008183171805857,1.0079931483088171,1.0078173955087557,1.0076559134056726,1.0075087019995677,1.0073757612904408,1.0072570912782923,1.007152691963122,1.0070625633449302,1.0069867054237163,1.0069251181994807,1.0068778016722235,1.0068447558419442,1.0068259807086435,1.0068214762723207,1.0068312425329764,1.0068552794906103,1.0068935871452225,1.0069461654968128,1.007013014545381,1.0070941342909283,1.0071895247334532,1.0072991858729563,1.007423117709438,Wind,Onshore wind,Onshore wind
MAF ,Secondary Energy | Electricity | Gas,EJ/yr,Power sector,Natural gas,Secondary Energy | Electricity | Gas,1.0245283018867923,1.023824533298536,1.0231350354072581,1.0224598082129583,1.021798851715637,1.0211521659152938,1.0205197508119286,1.0199016064055417,1.019297732696133,1.0187081296837026,1.0181327973682506,1.0175717357497767,1.017024944828281,1.0164924246037637,1.0159741750762246,1.0154701962456636,1.014980488112081,1.0145050506754765,1.01404388393585,1.0135969878932023,1.0131643625475326,1.012746007898841,1.0123419239471276,1.0119521106923928,1.0115765681346358,1.0112152962738574,1.010868295110057,1.010535564643235,1.0102171048733912,1.0099129158005256,1.0096229974246382,1.009347349745729,1.0090859727637982,1.0088388664788455,1.008606030890871,1.008387465999875,1.008183171805857,1.0079931483088171,1.0078173955087557,1.0076559134056726,1.0075087019995677,1.0073757612904408,1.0072570912782923,1.007152691963122,1.0070625633449302,1.0069867054237163,1.0069251181994807,1.0068778016722235,1.0068447558419442,1.0068259807086435,1.0068214762723207,1.0068312425329764,1.0068552794906103,1.0068935871452225,1.0069461654968128,1.007013014545381,1.0070941342909283,1.0071895247334532,1.0072991858729563,1.007423117709438,Wind,Onshore wind,Onshore wind
ASIA ,Secondary Energy | Electricity | Gas,EJ/yr,Power sector,Natural gas,Secondary Energy | Electricity | Gas,1.0245283018867923,1.023824533298536,1.0231350354072581,1.0224598082129583,1.021798851715637,1.0211521659152938,1.0205197508119286,1.0199016064055417,1.019297732696133,1.0187081296837026,1.0181327973682506,1.0175717357497767,1.017024944828281,1.0164924246037637,1.0159741750762246,1.0154701962456636,1.014980488112081,1.0145050506754765,1.01404388393585,1.0135969878932023,1.0131643625475326,1.012746007898841,1.0123419239471276,1.0119521106923928,1.0115765681346358,1.0112152962738574,1.010868295110057,1.010535564643235,1.0102171048733912,1.0099129158005256,1.0096229974246382,1.009347349745729,1.0090859727637982,1.0088388664788455,1.008606030890871,1.008387465999875,1.008183171805857,1.0079931483088171,1.0078173955087557,1.0076559134056726,1.0075087019995677,1.0073757612904408,1.0072570912782923,1.007152691963122,1.0070625633449302,1.0069867054237163,1.0069251181994807,1.0068778016722235,1.0068447558419442,1.0068259807086435,1.0068214762723207,1.0068312425329764,1.0068552794906103,1.0068935871452225,1.0069461654968128,1.007013014545381,1.0070941342909283,1.0071895247334532,1.0072991858729563,1.007423117709438,Wind,Onshore wind,Onshore wind
World ,Secondary Energy | Electricity | Nuclear,EJ/yr,Power sector,Nuclear,Secondary Energy | Electricity | Nuclear,0.9,0.9050847457627119,0.910052600818235,0.9149035651665693,0.9196376388077148,0.9242548217416715,0.9287551139684395,0.9331385154880186,0.9374050263004091,0.9415546464056106,0.9455873758036234,0.9495032144944476,0.9533021624780831,0.9569842197545294,0.9605493863237872,0.9639976621858561,0.9673290473407362,0.9705435417884276,0.9736411455289302,0.9766218585622441,0.9794856808883692,0.9822326125073054,0.984862653419053,0.9873758036236118,0.9897720631209816,0.9920514319111627,0.9942139099941553,0.996259497369959,0.9981881940385738,0.9999999999999998,1.0016949152542372,1.0032729398012856,1.0047340736411454,1.0060783167738163,1.0073056691992983,1.0084161309175916,1.0094097019286965,1.0102863822326125,1.0110461718293393,1.0116890707188777,1.0122150789012272,1.0126241963763878,1.0129164231443597,1.013091759205143,1.0131502045587375,1.013091759205143,1.01291642314436,1.012624196376388,1.0122150789012272,1.0116890707188777,1.0110461718293395,1.0102863822326125,1.0094097019286967,1.008416130917592,1.0073056691992988,1.0060783167738163,1.0047340736411456,1.0032729398012858,1.0016949152542372,1.0,Solar,Utility-scale PV,Solar PV plant
OECD90 ,Secondary Energy | Electricity | Nuclear,EJ/yr,Power sector,Nuclear,Secondary Energy | Electricity | Nuclear,0.9,0.9050847457627119,0.910052600818235,0.9149035651665693,0.9196376388077148,0.9242548217416715,0.9287551139684395,0.9331385154880186,0.9374050263004091,0.9415546464056106,0.9455873758036234,0.9495032144944476,0.9533021624780831,0.9569842197545294,0.9605493863237872,0.9639976621858561,0.9673290473407362,0.9705435417884276,0.9736411455289302,0.9766218585622441,0.9794856808883692,0.9822326125073054,0.984862653419053,0.9873758036236118,0.9897720631209816,0.9920514319111627,0.9942139099941553,0.996259497369959,0.9981881940385738,0.9999999999999998,1.0016949152542372,1.0032729398012856,1.0047340736411454,1.0060783167738163,1.0073056691992983,1.0084161309175916,1.0094097019286965,1.0102863822326125,1.0110461718293393,1.0116890707188777,1.0122150789012272,1.0126241963763878,1.0129164231443597,1.013091759205143,1.0131502045587375,1.013091759205143,1.01291642314436,1.012624196376388,1.0122150789012272,1.0116890707188777,1.0110461718293395,1.0102863822326125,1.0094097019286967,1.008416130917592,1.0073056691992988,1.0060783167738163,1.0047340736411456,1.0032729398012858,1.0016949152542372,1.0,Solar,Utility-scale PV,Solar PV plant
LAM ,Secondary Energy | Electricity | Nuclear,EJ/yr,Power sector,Nuclear,Secondary Energy | Electricity | Nuclear,0.9,0.9050847457627119,0.910052600818235,0.9149035651665693,0.9196376388077148,0.9242548217416715,0.9287551139684395,0.9331385154880186,0.9374050263004091,0.9415546464056106,0.9455873758036234,0.9495032144944476,0.9533021624780831,0.9569842197545294,0.9605493863237872,0.9639976621858561,0.9673290473407362,0.9705435417884276,0.9736411455289302,0.9766218585622441,0.9794856808883692,0.9822326125073054,0.984862653419053,0.9873758036236118,0.9897720631209816,0.9920514319111627,0.9942139099941553,0.996259497369959,0.9981881940385738,0.9999999999999998,1.0016949152542372,1.0032729398012856,1.0047340736411454,1.0060783167738163,1.0073056691992983,1.0084161309175916,1.0094097019286965,1.0102863822326125,1.0110461718293393,1.0116890707188777,1.0122150789012272,1.0126241963763878,1.0129164231443597,1.013091759205143,1.0131502045587375,1.013091759205143,1.01291642314436,1.012624196376388,1.0122150789012272,1.0116890707188777,1.0110461718293395,1.0102863822326125,1.0094097019286967,1.008416130917592,1.0073056691992988,1.0060783167738163,1.0047340736411456,1.0032729398012858,1.0016949152542372,1.0,Solar,Utility-scale PV,Solar PV plant
MAF ,Secondary Energy | Electricity | Nuclear,EJ/yr,Power sector,Nuclear,Secondary Energy | Electricity | Nuclear,0.9,0.9050847457627119,0.910052600818235,0.9149035651665693,0.9196376388077148,0.9242548217416715,0.9287551139684395,0.9331385154880186,0.9374050263004091,0.9415546464056106,0.9455873758036234,0.9495032144944476,0.9533021624780831,0.9569842197545294,0.9605493863237872,0.9639976621858561,0.9673290473407362,0.9705435417884276,0.9736411455289302,0.9766218585622441,0.9794856808883692,0.9822326125073054,0.984862653419053,0.9873758036236118,0.9897720631209816,0.9920514319111627,0.9942139099941553,0.996259497369959,0.9981881940385738,0.9999999999999998,1.0016949152542372,1.0032729398012856,1.0047340736411454,1.0060783167738163,1.0073056691992983,1.0084161309175916,1.0094097019286965,1.0102863822326125,1.0110461718293393,1.0116890707188777,1.0122150789012272,1.0126241963763878,1.0129164231443597,1.013091759205143,1.0131502045587375,1.013091759205143,1.01291642314436,1.012624196376388,1.0122150789012272,1.0116890707188777,1.0110461718293395,1.0102863822326125,1.0094097019286967,1.008416130917592,1.0073056691992988,1.0060783167738163,1.0047340736411456,1.0032729398012858,1.0016949152542372,1.0,Solar,Utility-scale PV,Solar PV plant
ASIA ,Secondary Energy | Electricity | Nuclear,EJ/yr,Power sector,Nuclear,Secondary Energy | Electricity | Nuclear,0.9,0.9050847457627119,0.910052600818235,0.9149035651665693,0.9196376388077148,0.9242548217416715,0.9287551139684395,0.9331385154880186,0.9374050263004091,0.9415546464056106,0.9455873758036234,0.9495032144944476,0.9533021624780831,0.9569842197545294,0.9605493863237872,0.9639976621858561,0.9673290473407362,0.9705435417884276,0.9736411455289302,0.9766218585622441,0.9794856808883692,0.9822326125073054,0.984862653419053,0.9873758036236118,0.9897720631209816,0.9920514319111627,0.9942139099941553,0.996259497369959,0.9981881940385738,0.9999999999999998,1.0016949152542372,1.0032729398012856,1.0047340736411454,1.0060783167738163,1.0073056691992983,1.0084161309175916,1.0094097019286965,1.0102863822326125,1.0110461718293393,1.0116890707188777,1.0122150789012272,1.0126241963763878,1.0129164231443597,1.013091759205143,1.0131502045587375,1.013091759205143,1.01291642314436,1.012624196376388,1.0122150789012272,1.0116890707188777,1.0110461718293395,1.0102863822326125,1.0094097019286967,1.008416130917592,1.0073056691992988,1.0060783167738163,1.0047340736411456,1.0032729398012858,1.0016949152542372,1.0,Solar,Utility-scale PV,Solar PV plant
World ,Secondary Energy | Electricity | Hydro,EJ/yr,Power sector,Hydro,Secondary Energy | Electricity | Hydro,1.0066666666666666,1.0068124848790643,1.0069520472579423,1.0070853538033004,1.0072124045151385,1.0073331993934571,1.0074477384382554,1.0075560216495338,1.0076580490272926,1.0077538205715317,1.0078433362822508,1.00792659615945,1.0080036002031294,1.0080743484132888,1.0081388407899283,1.0081970773330482,1.0082490580426482,1.0082947829187283,1.0083342519612883,1.008367465170329,1.0083944225458494,1.00841512408785,1.0084295697963308,1.0084377596712917,1.0084396937127327,1.008435371920654,1.0084247942950555,1.008407960835937,1.0083848715432988,1.0083555264171404,1.0083199254574624,1.0082780686642647,1.0082299560375467,1.008175587577309,1.0081149632835518,1.0080480831562744,1.0079749471954773,1.0078955554011602,1.0078099077733234,1.0077180043119667,1.0076198450170901,1.0075154298886935,1.0074047589267772,1.007287832131341,1.0071646495023852,1.0070352110399092,1.0068995167439136,1.006757566614398,1.0066093606513626,1.0064548988548072,1.006294181224732,1.006127207761137,1.0059539784640221,1.0057744933333876,1.005588752369233,1.0053967555715584,1.0051985029403643,1.00499399447565,1.004783230177416,1.0045662100456623,Fossil fuels,Oil,
OECD90 ,Secondary Energy | Electricity | Hydro,EJ/yr,Power sector,Hydro,Secondary Energy | Electricity | Hydro,1.0066666666666666,1.0068124848790643,1.0069520472579423,1.0070853538033004,1.0072124045151385,1.0073331993934571,1.0074477384382554,1.0075560216495338,1.0076580490272926,1.0077538205715317,1.0078433362822508,1.00792659615945,1.0080036002031294,1.0080743484132888,1.0081388407899283,1.0081970773330482,1.0082490580426482,1.0082947829187283,1.0083342519612883,1.008367465170329,1.0083944225458494,1.00841512408785,1.0084295697963308,1.0084377596712917,1.0084396937127327,1.008435371920654,1.0084247942950555,1.008407960835937,1.0083848715432988,1.0083555264171404,1.0083199254574624,1.0082780686642647,1.0082299560375467,1.008175587577309,1.0081149632835518,1.0080480831562744,1.0079749471954773,1.0078955554011602,1.0078099077733234,1.0077180043119667,1.0076198450170901,1.0075154298886935,1.0074047589267772,1.007287832131341,1.0071646495023852,1.0070352110399092,1.0068995167439136,1.006757566614398,1.0066093606513626,1.0064548988548072,1.006294181224732,1.006127207761137,1.0059539784640221,1.0057744933333876,1.005588752369233,1.0053967555715584,1.0051985029403643,1.00499399447565,1.004783230177416,1.0045662100456623,Fossil fuels,Oil,
LAM ,Secondary Energy | Electricity | Hydro,EJ/yr,Power sector,Hydro,Secondary Energy | Electricity | Hydro,1.0066666666666666,1.0068124848790643,1.0069520472579423,1.0070853538033004,1.0072124045151385,1.0073331993934571,1.0074477384382554,1.0075560216495338,1.0076580490272926,1.0077538205715317,1.0078433362822508,1.00792659615945,1.0080036002031294,1.0080743484132888,1.0081388407899283,1.0081970773330482,1.0082490580426482,1.0082947829187283,1.0083342519612883,1.008367465170329,1.0083944225458494,1.00841512408785,1.0084295697963308,1.0084377596712917,1.0084396937127327,1.008435371920654,1.0084247942950555,1.008407960835937,1.0083848715432988,1.0083555264171404,1.0083199254574624,1.0082780686642647,1.0082299560375467,1.008175587577309,1.0081149632835518,1.0080480831562744,1.0079749471954773,1.0078955554011602,1.0078099077733234,1.0077180043119667,1.0076198450170901,1.0075154298886935,1.0074047589267772,1.007287832131341,1.0071646495023852,1.0070352110399092,1.0068995167439136,1.006757566614398,1.0066093606513626,1.0064548988548072,1.006294181224732,1.006127207761137,1.0059539784640221,1.0057744933333876,1.005588752369233,1.0053967555715584,1.0051985029403643,1.00499399447565,1.004783230177416,1.0045662100456623,Fossil fuels,Oil,
MAF ,Secondary Energy | Electricity | Hydro,EJ/yr,Power sector,Hydro,Secondary Energy | Electricity | Hydro,1.0066666666666666,1.0068124848790643,1.0069520472579423,1.0070853538033004,1.0072124045151385,1.0073331993934571,1.0074477384382554,1.0075560216495338,1.0076580490272926,1.0077538205715317,1.0078433362822508,1.00792659615945,1.0080036002031294,1.0080743484132888,1.0081388407899283,1.0081970773330482,1.0082490580426482,1.0082947829187283,1.0083342519612883,1.008367465170329,1.0083944225458494,1.00841512408785,1.0084295697963308,1.0084377596712917,1.0084396937127327,1.008435371920654,1.0084247942950555,1.008407960835937,1.0083848715432988,1.0083555264171404,1.0083199254574624,1.0082780686642647,1.0082299560375467,1.008175587577309,1.0081149632835518,1.0080480831562744,1.0079749471954773,1.0078955554011602,1.0078099077733234,1.0077180043119667,1.0076198450170901,1.0075154298886935,1.0074047589267772,1.007287832131341,1.0071646495023852,1.0070352110399092,1.0068995167439136,1.006757566614398,1.0066093606513626,1.0064548988548072,1.006294181224732,1.006127207761137,1.0059539784640221,1.0057744933333876,1.005588752369233,1.0053967555715584,1.0051985029403643,1.00499399447565,1.004783230177416,1.0045662100456623,Fossil fuels,Oil,
ASIA ,Secondary Energy | Electricity | Hydro,EJ/yr,Power sector,Hydro,Secondary Energy | Electricity | Hydro,1.0066666666666666,1.0068124848790643,1.0069520472579423,1.0070853538033004,1.0072124045151385,1.0073331993934571,1.0074477384382554,1.0075560216495338,1.0076580490272926,1.0077538205715317,1.0078433362822508,1.00792659615945,1.0080036002031294,1.0080743484132888,1.0081388407899283,1.0081970773330482,1.0082490580426482,1.0082947829187283,1.0083342519612883,1.008367465170329,1.0083944225458494,1.00841512408785,1.0084295697963308,1.0084377596712917,1.0084396937127327,1.008435371920654,1.0084247942950555,1.008407960835937,1.0083848715432988,1.0083555264171404,1.0083199254574624,1.0082780686642647,1.0082299560375467,1.008175587577309,1.0081149632835518,1.0080480831562744,1.0079749471954773,1.0078955554011602,1.0078099077733234,1.0077180043119667,1.0076198450170901,1.0075154298886935,1.0074047589267772,1.007287832131341,1.0071646495023852,1.0070352110399092,1.0068995167439136,1.006757566614398,1.0066093606513626,1.0064548988548072,1.006294181224732,1.006127207761137,1.0059539784640221,1.0057744933333876,1.005588752369233,1.0053967555715584,1.0051985029403643,1.00499399447565,1.004783230177416,1.0045662100456623,Fossil fuels,Oil,
World ,Secondary Energy | Electricity | Biomass,EJ/yr,Power sector,Bioenergy,Secondary Energy | Electricity | Biomass,1.0999999999999999,1.0958134744644055,1.0917170712264168,1.087710790286035,1.0837946316432592,1.07996859529809,1.076232681250527,1.07258688950057,1.0690312200482197,1.0655656728934755,1.0621902480363377,1.0589049454768062,1.0557097652148812,1.052604707250562,1.0495897715838496,1.0466649582147434,1.0438302671432433,1.0410856983693497,1.0384312518930623,1.0358669277143815,1.0333927258333069,1.0310086462498382,1.0287146889639762,1.0265108539757204,1.024397141285071,1.0223735508920277,1.0204400827965912,1.0185967369987605,1.0168435134985363,1.0151804122959183,1.0136074333909066,1.0121245767835017,1.0107318424737026,1.0094292304615098,1.0082167407469236,1.0070943733299436,1.00606212821057,1.0051200053888025,1.0042680048646413,1.0035061266380865,1.0028343707091383,1.002252737077796,1.00176122574406,1.0013598367079306,1.0010485699694074,1.0008274255284904,1.00069640338518,1.0006555035394757,1.0007047259913777,1.0008440707408859,1.0010735377880007,1.0013931271327217,1.0018028387750488,1.0023026727149826,1.0028926289525224,1.0035727074876686,1.0043429083204212,1.00520323145078,1.0061536768787451,1.0071942446043165,Fossil fuels,Gas,
OECD90 ,Secondary Energy | Electricity | Biomass,EJ/yr,Power sector,Bioenergy,Secondary Energy | Electricity | Biomass,1.0999999999999999,1.0958134744644055,1.0917170712264168,1.087710790286035,1.0837946316432592,1.07996859529809,1.076232681250527,1.07258688950057,1.0690312200482197,1.0655656728934755,1.0621902480363377,1.0589049454768062,1.0557097652148812,1.052604707250562,1.0495897715838496,1.0466649582147434,1.0438302671432433,1.0410856983693497,1.0384312518930623,1.0358669277143815,1.0333927258333069,1.0310086462498382,1.0287146889639762,1.0265108539757204,1.024397141285071,1.0223735508920277,1.0204400827965912,1.0185967369987605,1.0168435134985363,1.0151804122959183,1.0136074333909066,1.0121245767835017,1.0107318424737026,1.0094292304615098,1.0082167407469236,1.0070943733299436,1.00606212821057,1.0051200053888025,1.0042680048646413,1.0035061266380865,1.0028343707091383,1.002252737077796,1.00176122574406,1.0013598367079306,1.0010485699694074,1.0008274255284904,1.00069640338518,1.0006555035394757,1.0007047259913777,1.0008440707408859,1.0010735377880007,1.0013931271327217,1.0018028387750488,1.0023026727149826,1.0028926289525224,1.0035727074876686,1.0043429083204212,1.00520323145078,1.0061536768787451,1.0071942446043165,Fossil fuels,Gas,
LAM ,Secondary Energy | Electricity | Biomass,EJ/yr,Power sector,Bioenergy,Secondary Energy | Electricity | Biomass,1.0999999999999999,1.0958134744644055,1.0917170712264168,1.087710790286035,1.0837946316432592,1.07996859529809,1.076232681250527,1.07258688950057,1.0690312200482197,1.0655656728934755,1.0621902480363377,1.0589049454768062,1.0557097652148812,1.052604707250562,1.0495897715838496,1.0466649582147434,1.0438302671432433,1.0410856983693497,1.0384312518930623,1.0358669277143815,1.0333927258333069,1.0310086462498382,1.0287146889639762,1.0265108539757204,1.024397141285071,1.0223735508920277,1.0204400827965912,1.0185967369987605,1.0168435134985363,1.0151804122959183,1.0136074333909066,1.0121245767835017,1.0107318424737026,1.0094292304615098,1.0082167407469236,1.0070943733299436,1.00606212821057,1.0051200053888025,1.0042680048646413,1.0035061266380865,1.0028343707091383,1.002252737077796,1.00176122574406,1.0013598367079306,1.0010485699694074,1.0008274255284904,1.00069640338518,1.0006555035394757,1.0007047259913777,1.0008440707408859,1.0010735377880007,1.0013931271327217,1.0018028387750488,1.0023026727149826,1.0028926289525224,1.0035727074876686,1.0043429083204212,1.00520323145078,1.0061536768787451,1.0071942446043165,Fossil fuels,Gas,
