WEO Sector,WEO Metric,GCAM Value,REGION,VARIABLE,UNIT,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
TPED,Total primary demand,Primary Energy,World,Primary Energy,EJ/yr,1.014335722820172,1.0141331144094128,1.0139361531623423,1.013744606224837,1.0135582533711538,1.0133768861592891,1.0132003071532327,1.0130283292060198,1.0128607747981055,1.0126974754261455,1.0107001482654014,1.0105868672165186,1.010475959623024,1.0103673516655778,1.0102609725546725,1.010156754376768,1.010054631949706,1.0099545426867629,1.0098564264687409,1.0097602255235498,1.008850509965616,1.0087728656309223,1.0086965717752883,1.008621593468869,1.008547896976127,1.0084754497052202,1.0084042201599432,1.0083341778940693,1.0082652934679606,1.0081975384073094,1.007358756444027,1.0073050007228839,1.0072520246773733,1.0071998114669425,1.0071483447325675,1.007097608579663,1.007047587561719,1.0069982666646198,1.0069496312916204,1.0069016672489428,1.0050174791002313,1.0049924296886095,1.0049676291493619,1.004943073791906,1.0049187599982696,1.0048946842213178,1.0048708429830244,1.0048472328727986,1.0048238505458595,1.0048006927216535,1.0044448178629775,1.0044251488821798,1.0044056532107988,1.0043863285682584,1.0043671727138213,1.0043481834457222,1.0043293586003257,1.0043106960513026,1.0042921937088305,1.0042738495188135
TPED,Coal,Primary Energy|Coal,World,Primary Energy|Coal,EJ/yr,1.0228889175304157,1.0223767382148168,1.0218869790150833,1.0214181993356823,1.0209690794129305,1.0205384079065232,1.0201250709893954,1.0197280427289925,1.019346376585071,1.0189791978756857,1.0157890298691281,1.0155436113256335,1.015305705389987,1.0150749723051227,1.0148510924970289,1.014633765097979,1.0144227065975535,1.0142176496087398,1.014018341737816,1.0138245445479728,1.0132307917464956,1.013058023753591,1.0128897096192064,1.0127256793082164,1.0125657713319853,1.0124098322180648,1.0122577160188935,1.0121092838561923,1.0119644034980642,1.0118229489660968,1.0095941775070025,1.009503003999779,1.0094135470247507,1.009325758558023,1.009239592350587,1.0091550038470722,1.0090719501089245,1.0089903897417276,1.0089102828264092,1.0088315908540921,1.0047109856413243,1.0046888963180958,1.0046670131771929,1.0046453333452583,1.0046238540020787,1.0046025723793623,1.004581485759549,1.004560591474653,1.0045398869051376,1.004519369478821,1.0022147676798363,1.002209873323822,1.0022050005519232,1.0022001492216752,1.002195319191864,1.002190510322513,1.0021857224748696,1.0021809555113916,1.0021762092957343,1.0021714836927367
TPED,Oil,Primary Energy|Oil,World,Primary Energy|Oil,EJ/yr,1.000926180278796,1.0009253232626387,1.000924467831049,1.0009236139796367,1.0009227617040268,1.0009219109998617,1.0009210618627988,1.0009202142885119,1.0009193682726911,1.0009185238110416,1.0087240271104692,1.0086485766929332,1.0085744201625597,1.008501524519309,1.0084298578758828,1.008359389411217,1.008290089326285,1.0082219288020813,1.0081548799596636,1.00808891582213,1.0103066069518662,1.010201464467269,1.0100984455339792,1.0099974864614716,1.0098985260809883,1.0098015056219563,1.0097063685955978,1.009613060685255,1.0095215296429805,1.0094317251919804,1.0101065184206406,1.0100053986746294,1.0099062823701328,1.0098091105512128,1.009713826552682,1.0096203758899158,1.0095287061549605,1.0094387669185287,1.009350509637491,1.0092638875675104,1.007164143412063,1.0071131835450304,1.0070629435313236,1.0070134082250681,1.0069645629023247,1.0069163932465022,1.0068688853343648,1.0068220256226148,1.0067758009350225,1.0067301984500714,0.9995839718462969,0.9995837986948362,0.9995836253991841,0.9995834519591599,0.9995832783745832,0.9995831046452731,0.9995829307710492,0.9995827567517294,0.999582582587132,0.9995824082770755
TPED,Natural gas,Primary Energy|Gas,World,Primary Energy|Gas,EJ/yr,1.012602919799654,1.0124460630650243,1.0122930628297824,1.0121437785965046,1.011998076610562,1.0118558294604143,1.0117169157060018,1.0115812195329614,1.011448630430593,1.0113190428916978,1.0011067340413142,1.001105510535172,1.00110428973124,1.0011030716205767,1.0011018561942788,1.0011006434434828,1.0010994333593644,1.0010982259331374,1.0010970211560546,1.001095819019407,1.0032674944642026,1.0032568527159822,1.0032462800599524,1.0032357758254118,1.0032253393503132,1.003214969981123,1.0032046670726849,1.0031944299880862,1.0031842580985262,1.003174150783189,1.0029972949245658,1.0029883379942626,1.0029794344371326,1.0029705837775276,1.0029617855454338,1.00295303927639,1.0029443445114046,1.002935700796876,1.002927107684514,1.0029185647312615,1.0045805555287823,1.0045596697084898,1.0045389734885664,1.0045184642989045,1.0044981396156396,1.0044779969601147,1.004458033897872,1.0044382480376728,1.0044186370305428,1.0043991985688419,1.016540813696878,1.0162716670831184,1.0160111391571325,1.0157588224578078,1.0155143348099862,1.0152773173929537,1.0150474329833183,1.0148243643541786,1.014607812814597,1.014397496875245
TPED,Nuclear,Primary Energy|Nuclear,World,Primary Energy|Nuclear,EJ/yr,0.8999999999999999,0.888888888888889,0.875,0.8571428571428571,0.8333333333333333,0.8000000000000002,0.7499999999999999,0.6666666666666665,0.49999999999999967,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TPED,Hydro,Primary Energy|Hydro,World,Primary Energy|Hydro,EJ/yr,1.0084802217960782,1.0084089123542503,1.0083387921816545,1.0082698317731211,1.0082020025914868,1.008135277028219,1.0080696283659472,1.0080050307427948,1.0079414591184095,1.0078788892415989,1.007817391647535,1.0077567540631103,1.0076970499397164,1.007638257887305,1.0075803571644057,1.0075233276537257,1.0074671498388486,1.0074118047819653,1.0073572741025894,1.0073035399572052,1.0072504041605128,1.0071982141983407,1.0071467702155035,1.007096056331466,1.0070460571132756,1.0069967575599008,1.0069481430872278,1.0069001995136766,1.0068529130464063,1.0068062702680889,1.0067604273026827,1.0067150308249555,1.0066702399580276,1.0066260426634897,1.0065824272199013,1.0065393822124251,1.0064968965228676,1.0064549593201053,1.00641356005088,1.0063726884309425,1.0063323293247468,1.0062924832485467,1.0062531354981734,1.0062142767834237,1.0061758980435944,1.0061379904404417,1.0061005453513934,1.006063554363011,1.0060270092646884,1.005990902042574,1.005955181607362,1.005919927364802,1.005885088070887,1.0058506564424508,1.005816625365781,1.00578298789172,1.005749737230933,1.0057168667493401,1.0056843699637037,1.0056522405373653
TPED,Bioenergy,Primary Energy|Biomass,World,Primary Energy|Biomass,EJ/yr,1.0173885907075964,1.0170913954278793,1.0168041883991055,1.0165264744095543,1.0162577904516985,1.0159977031462384,1.015745806409501,1.0155017193377938,1.0152650842855317,1.015035565116744,1.0136219471162782,1.0134388833578754,1.013260674697371,1.0130871305168645,1.0129180700481188,1.0127533217444775,1.0125927227002423,1.0124361181133732,1.012283360787787,1.012134310671893,0.9978863123192351,0.9978818351803499,0.9978773390345689,0.9978728237605989,0.9978682892361128,0.9978637353377376,0.9978591619410446,0.9978545689205369,0.9978499561496382,0.9978453235006812,0.9976622331339029,0.9976567551737892,0.9976512514809738,0.9976457218737113,0.9976401661685402,0.9976345841802634,0.997628975721927,0.9976233406048003,0.9976176786383538,0.997611989630238,0.9995646361450773,0.9995644465208354,0.9995642567313389,0.9995640667763711,0.9995638766557157,0.9995636863691559,0.9995634959164743,0.9995633052974534,0.9995631145118751,0.9995629235595211,0.9972047237731394,0.9971968883016478,0.997189008779273,0.9971810848334879,0.997173116087553,0.9971651021604571,0.9971570426668555,0.9971489372170093,0.9971407854167224,0.997132586867277
TPED,Other renewables,Primary Energy|Non-Biomass Renewables,World,Primary Energy|Non-Biomass Renewables,EJ/yr,1.0302134172860127,1.0293273381797017,1.0284917509638527,1.0277024593898316,1.0269557196606096,1.0262481810506088,1.0255768356380786,1.0249389755592184,1.02433215650289,1.0237541664082486,1.0182275119347006,1.0179012172830286,1.017586399327442,1.0172824630312132,1.016988853793583,1.0167050540723344,1.016430580339326,1.0161649803313086,1.0159078305631417,1.015658734074649,1.0145661949176958,1.0143570670801598,1.0141538591745478,1.0139563233394073,1.01376422535977,1.0135773437407352,1.0133954688555158,1.0132184021610477,1.013045955475004,1.0128779503086678,1.0133266635532667,1.01315139927981,1.0129806851070418,1.012814346115267,1.0126522162372773,1.0124941377053311,1.0123399605390775,1.0121895420709328,1.0120427465057513,1.011899444511935,1.0097646581026112,1.0096702315972905,1.0095776138531811,1.0094867533924674,1.0093976006724075,1.0093101079952511,1.0092242294231486,1.0091399206977236,1.0090571391640162,1.008975843698524,1.0103111604184758,1.0102059254835953,1.0101028168872694,1.0100017708280453,1.0099027260317033,1.0098056236273516,1.0097104070307399,1.0096170218343052,1.0095254157035038,1.00943553827901
Power sector,Power sector,Secondary Energy|Electricity,World,Secondary Energy|Electricity,EJ/yr,1.0239312508343537,1.0233719312843055,1.0228381593923281,1.0223282238569358,1.0218405628797942,1.0213737481885063,1.0209264710654786,1.0204975300950312,1.020085820387162,1.0196903240744377,1.0140703874583152,1.013875158600757,1.013685273263728,1.013500515026391,1.0133206789993978,1.0131455710669512,1.012975007187869,1.0128088127503647,1.0126468219757898,1.0124888773670513,1.0129797881493474,1.0128134719973638,1.0126513640977688,1.0124933067255981,1.0123391499406564,1.0121887511130827,1.0120419744831968,1.0118986907527687,1.0117587767051235,1.0116221148517406,1.012516960118016,1.0123622226698867,1.0122112643015106,1.0120639482410199,1.0119201442379082,1.011779728178932,1.0116425817308417,1.0115085920077842,1.0113776512614099,1.0112496565918965,1.008280829683106,1.0082128207135592,1.008145919735227,1.0080800998900696,1.0080153351811534,1.007951600438413,1.0078888712860363,1.007827124111382,1.0077663360353426,1.0077064848840815,1.009008518384484,1.008928089525852,1.0088490841106899,1.0087714646819455,1.0086951950853518,1.0086202404132754,1.008546566951446,1.0084741421283896,1.0084029344674172,1.0083329135410095
Other energy sector,Electricity,Secondary Energy|Electricity,World,Secondary Energy|Electricity,EJ/yr,1.0239312508343537,1.0233719312843055,1.0228381593923281,1.0223282238569358,1.0218405628797942,1.0213737481885063,1.0209264710654786,1.0204975300950312,1.020085820387162,1.0196903240744377,1.0140703874583152,1.013875158600757,1.013685273263728,1.013500515026391,1.0133206789993978,1.0131455710669512,1.012975007187869,1.0128088127503647,1.0126468219757898,1.0124888773670513,1.0129797881493474,1.0128134719973638,1.0126513640977688,1.0124933067255981,1.0123391499406564,1.0121887511130827,1.0120419744831968,1.0118986907527687,1.0117587767051235,1.0116221148517406,1.012516960118016,1.0123622226698867,1.0122112643015106,1.0120639482410199,1.0119201442379082,1.011779728178932,1.0116425817308417,1.0115085920077842,1.0113776512614099,1.0112496565918965,1.008280829683106,1.0082128207135592,1.008145919735227,1.0080800998900696,1.0080153351811534,1.007951600438413,1.0078888712860363,1.007827124111382,1.0077663360353426,1.0077064848840815,1.009008518384484,1.008928089525852,1.0088490841106899,1.0087714646819455,1.0086951950853518,1.0086202404132754,1.008546566951446,1.0084741421283896,1.0084029344674172,1.0083329135410095
