iso,Subvector,Metric,Model,Scenario,Region,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
CUB,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Cuba,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CUB,Trees in Croplands,Max extent,PD21,pathway,Cuba,Mha,2.8651,NA,NA,NA,NA,100
CYP,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Cyprus,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CYP,Trees in Croplands,Max extent,PD21,pathway,Cyprus,Mha,0.1846,NA,NA,NA,NA,100
CZE,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Czech Republic,tCO2/ha/yr,5.0417,0,50,NA,NA,50
CZE,Trees in Croplands,Max extent,PD21,pathway,Czech Republic,Mha,3.075,NA,NA,NA,NA,100
PRK,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Democratic People's Republic of Korea (North Korea),tCO2/ha/yr,5.0417,0,50,NA,NA,50
PRK,Trees in Croplands,Max extent,PD21,pathway,Democratic People's Republic of Korea (North Korea),Mha,2.2156,NA,NA,NA,NA,100
COD,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Democratic Republic of the Congo (DRC),tCO2/ha/yr,5.0417,0,50,NA,NA,50
COD,Trees in Croplands,Max extent,PD21,pathway,Democratic Republic of the Congo (DRC),Mha,0.1396,NA,NA,NA,NA,100
DNK,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Denmark (except Greenland),tCO2/ha/yr,5.0417,0,50,NA,NA,50
DNK,Trees in Croplands,Max extent,PD21,pathway,Denmark (except Greenland),Mha,1.9631,NA,NA,NA,NA,100
DJI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Djibouti,tCO2/ha/yr,5.0417,0,50,NA,NA,50
DJI,Trees in Croplands,Max extent,PD21,pathway,Djibouti,Mha,0,NA,NA,NA,NA,100
DOM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Dominican Republic,tCO2/ha/yr,5.0417,0,50,NA,NA,50
DOM,Trees in Croplands,Max extent,PD21,pathway,Dominican Republic,Mha,0.9619,NA,NA,NA,NA,100
ECU,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Ecuador,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ECU,Trees in Croplands,Max extent,PD21,pathway,Ecuador,Mha,0.8858,NA,NA,NA,NA,100
EGY,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Egypt,tCO2/ha/yr,5.0417,0,50,NA,NA,50
EGY,Trees in Croplands,Max extent,PD21,pathway,Egypt,Mha,1.6876,NA,NA,NA,NA,100
SLV,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,El Salvador,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SLV,Trees in Croplands,Max extent,PD21,pathway,El Salvador,Mha,0.4868,NA,NA,NA,NA,100
GNQ,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Equatorial Guinea,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GNQ,Trees in Croplands,Max extent,PD21,pathway,Equatorial Guinea,Mha,0,NA,NA,NA,NA,100
ERI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Eritrea,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ERI,Trees in Croplands,Max extent,PD21,pathway,Eritrea,Mha,0.1334,NA,NA,NA,NA,100
EST,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Estonia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
EST,Trees in Croplands,Max extent,PD21,pathway,Estonia,Mha,0.907,NA,NA,NA,NA,100
ETH,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Ethiopia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ETH,Trees in Croplands,Max extent,PD21,pathway,Ethiopia,Mha,2.0966,NA,NA,NA,NA,100
FLK,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Falkland Islands,tCO2/ha/yr,0,NA,NA,NA,NA,100
FLK,Trees in Croplands,Max extent,PD21,pathway,Falkland Islands,Mha,0,NA,NA,NA,NA,100
FRO,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Faroe Islands,tCO2/ha/yr,0,NA,NA,NA,NA,100
FRO,Trees in Croplands,Max extent,PD21,pathway,Faroe Islands,Mha,0,NA,NA,NA,NA,100
FJI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Fiji,tCO2/ha/yr,0,NA,NA,NA,NA,100
FJI,Trees in Croplands,Max extent,PD21,pathway,Fiji,Mha,0,NA,NA,NA,NA,100
FIN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Finland,tCO2/ha/yr,5.0417,0,50,NA,NA,50
FIN,Trees in Croplands,Max extent,PD21,pathway,Finland,Mha,0.5407,NA,NA,NA,NA,100
FRA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,France (except French Guiana),tCO2/ha/yr,5.0417,0,50,NA,NA,50
FRA,Trees in Croplands,Max extent,PD21,pathway,France (except French Guiana),Mha,20.7649,NA,NA,NA,NA,100
GUF,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,French Guiana (France),tCO2/ha/yr,0,NA,NA,NA,NA,100
GUF,Trees in Croplands,Max extent,PD21,pathway,French Guiana (France),Mha,0,NA,NA,NA,NA,100
PYF,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,French Polynesia,tCO2/ha/yr,0,NA,NA,NA,NA,100
PYF,Trees in Croplands,Max extent,PD21,pathway,French Polynesia,Mha,0,NA,NA,NA,NA,100
GAB,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Gabon,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GAB,Trees in Croplands,Max extent,PD21,pathway,Gabon,Mha,0,NA,NA,NA,NA,100
GMB,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,"Gambia, The",tCO2/ha/yr,5.0417,0,50,NA,NA,50
GMB,Trees in Croplands,Max extent,PD21,pathway,"Gambia, The",Mha,0.1631,NA,NA,NA,NA,100
GEO,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Georgia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GEO,Trees in Croplands,Max extent,PD21,pathway,Georgia,Mha,1.0546,NA,NA,NA,NA,100
DEU,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Germany,tCO2/ha/yr,5.0417,0,50,NA,NA,50
DEU,Trees in Croplands,Max extent,PD21,pathway,Germany,Mha,12.7377,NA,NA,NA,NA,100
GHA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Ghana,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GHA,Trees in Croplands,Max extent,PD21,pathway,Ghana,Mha,1.5148,NA,NA,NA,NA,100
GRC,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Greece,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GRC,Trees in Croplands,Max extent,PD21,pathway,Greece,Mha,2.988,NA,NA,NA,NA,100
GRL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Greenland (Denmark),tCO2/ha/yr,0,NA,NA,NA,NA,100
GRL,Trees in Croplands,Max extent,PD21,pathway,Greenland (Denmark),Mha,0,NA,NA,NA,NA,100
GLP,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Guadeloupe,tCO2/ha/yr,0,NA,NA,NA,NA,100
GLP,Trees in Croplands,Max extent,PD21,pathway,Guadeloupe,Mha,0,NA,NA,NA,NA,100
GTM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Guatemala,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GTM,Trees in Croplands,Max extent,PD21,pathway,Guatemala,Mha,1.287,NA,NA,NA,NA,100
GIN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Guinea,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GIN,Trees in Croplands,Max extent,PD21,pathway,Guinea,Mha,0.1234,NA,NA,NA,NA,100
GNB,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Guinea-Bissau,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GNB,Trees in Croplands,Max extent,PD21,pathway,Guinea-Bissau,Mha,0.016,NA,NA,NA,NA,100
GUY,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Guyana,tCO2/ha/yr,5.0417,0,50,NA,NA,50
GUY,Trees in Croplands,Max extent,PD21,pathway,Guyana,Mha,0.0771,NA,NA,NA,NA,100
HTI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Haiti,tCO2/ha/yr,5.0417,0,50,NA,NA,50
HTI,Trees in Croplands,Max extent,PD21,pathway,Haiti,Mha,0.6923,NA,NA,NA,NA,100
HND,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Honduras,tCO2/ha/yr,5.0417,0,50,NA,NA,50
HND,Trees in Croplands,Max extent,PD21,pathway,Honduras,Mha,1.069,NA,NA,NA,NA,100
HUN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Hungary,tCO2/ha/yr,5.0417,0,50,NA,NA,50
HUN,Trees in Croplands,Max extent,PD21,pathway,Hungary,Mha,4.8971,NA,NA,NA,NA,100
ISL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Iceland,tCO2/ha/yr,0,NA,NA,NA,NA,100
ISL,Trees in Croplands,Max extent,PD21,pathway,Iceland,Mha,0,NA,NA,NA,NA,100
IND,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,India,tCO2/ha/yr,5.0417,0,50,NA,NA,50
IND,Trees in Croplands,Max extent,PD21,pathway,India,Mha,85.1218,NA,NA,NA,NA,100
IDN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Indonesia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
IDN,Trees in Croplands,Max extent,PD21,pathway,Indonesia,Mha,8.0134,NA,NA,NA,NA,100
IRN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Iran,tCO2/ha/yr,5.0417,0,50,NA,NA,50
IRN,Trees in Croplands,Max extent,PD21,pathway,Iran,Mha,14.984,NA,NA,NA,NA,100
IRQ,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Iraq,tCO2/ha/yr,5.0417,0,50,NA,NA,50
IRQ,Trees in Croplands,Max extent,PD21,pathway,Iraq,Mha,4.2546,NA,NA,NA,NA,100
IRL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Ireland,tCO2/ha/yr,5.0417,0,50,NA,NA,50
IRL,Trees in Croplands,Max extent,PD21,pathway,Ireland,Mha,2.7056,NA,NA,NA,NA,100
ISR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Israel,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ISR,Trees in Croplands,Max extent,PD21,pathway,Israel,Mha,0.389,NA,NA,NA,NA,100
ITA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Italy,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ITA,Trees in Croplands,Max extent,PD21,pathway,Italy,Mha,11.3748,NA,NA,NA,NA,100
JAM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Jamaica,tCO2/ha/yr,5.0417,0,50,NA,NA,50
JAM,Trees in Croplands,Max extent,PD21,pathway,Jamaica,Mha,0.1199,NA,NA,NA,NA,100
JPN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Japan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
JPN,Trees in Croplands,Max extent,PD21,pathway,Japan,Mha,2.2214,NA,NA,NA,NA,100
JOR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Jordan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
JOR,Trees in Croplands,Max extent,PD21,pathway,Jordan,Mha,0.3081,NA,NA,NA,NA,100
KAZ,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Kazakhstan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
KAZ,Trees in Croplands,Max extent,PD21,pathway,Kazakhstan,Mha,39.4083,NA,NA,NA,NA,100
KEN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Kenya,tCO2/ha/yr,5.0417,0,50,NA,NA,50
KEN,Trees in Croplands,Max extent,PD21,pathway,Kenya,Mha,2.559,NA,NA,NA,NA,100
KWT,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Kuwait,tCO2/ha/yr,0,NA,NA,NA,NA,100
KWT,Trees in Croplands,Max extent,PD21,pathway,Kuwait,Mha,0,NA,NA,NA,NA,100
KGZ,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Kyrgyzstan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
KGZ,Trees in Croplands,Max extent,PD21,pathway,Kyrgyzstan,Mha,1.166,NA,NA,NA,NA,100
LAO,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Laos,tCO2/ha/yr,5.0417,0,50,NA,NA,50
LAO,Trees in Croplands,Max extent,PD21,pathway,Laos,Mha,1.3012,NA,NA,NA,NA,100
LVA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Latvia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
LVA,Trees in Croplands,Max extent,PD21,pathway,Latvia,Mha,1.7223,NA,NA,NA,NA,100
LBN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Lebanon,tCO2/ha/yr,5.0417,0,50,NA,NA,50
LBN,Trees in Croplands,Max extent,PD21,pathway,Lebanon,Mha,0.1595,NA,NA,NA,NA,100
LSO,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Lesotho,tCO2/ha/yr,5.0417,0,50,NA,NA,50
LSO,Trees in Croplands,Max extent,PD21,pathway,Lesotho,Mha,0.1651,NA,NA,NA,NA,100
LBR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Liberia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
LBR,Trees in Croplands,Max extent,PD21,pathway,Liberia,Mha,0,NA,NA,NA,NA,100
LBY,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Libya,tCO2/ha/yr,5.0417,0,50,NA,NA,50
LBY,Trees in Croplands,Max extent,PD21,pathway,Libya,Mha,1.0681,NA,NA,NA,NA,100
LTU,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Lithuania,tCO2/ha/yr,5.0417,0,50,NA,NA,50
LTU,Trees in Croplands,Max extent,PD21,pathway,Lithuania,Mha,2.7082,NA,NA,NA,NA,100
LUX,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Luxembourg,tCO2/ha/yr,5.0417,0,50,NA,NA,50
LUX,Trees in Croplands,Max extent,PD21,pathway,Luxembourg,Mha,0.0886,NA,NA,NA,NA,100
MKD,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Macedonia (The Former Yugoslav Republic of Macedonia),tCO2/ha/yr,5.0417,0,50,NA,NA,50
MKD,Trees in Croplands,Max extent,PD21,pathway,Macedonia (The Former Yugoslav Republic of Macedonia),Mha,0.6024,NA,NA,NA,NA,100
MDG,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Madagascar,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MDG,Trees in Croplands,Max extent,PD21,pathway,Madagascar,Mha,0.4176,NA,NA,NA,NA,100
MWI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Malawi,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MWI,Trees in Croplands,Max extent,PD21,pathway,Malawi,Mha,1.2105,NA,NA,NA,NA,100
MYS,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Malaysia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MYS,Trees in Croplands,Max extent,PD21,pathway,Malaysia,Mha,1.1386,NA,NA,NA,NA,100
MLI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Mali,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MLI,Trees in Croplands,Max extent,PD21,pathway,Mali,Mha,7.2171,NA,NA,NA,NA,100
MTQ,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Martinique,tCO2/ha/yr,0,NA,NA,NA,NA,100
MTQ,Trees in Croplands,Max extent,PD21,pathway,Martinique,Mha,0,NA,NA,NA,NA,100
MRT,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Mauritania,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MRT,Trees in Croplands,Max extent,PD21,pathway,Mauritania,Mha,0.0655,NA,NA,NA,NA,100
MUS,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Mauritius,tCO2/ha/yr,0,NA,NA,NA,NA,100
MUS,Trees in Croplands,Max extent,PD21,pathway,Mauritius,Mha,0,NA,NA,NA,NA,100
MEX,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Mexico,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MEX,Trees in Croplands,Max extent,PD21,pathway,Mexico,Mha,14.3268,NA,NA,NA,NA,100
MDA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Moldova,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MDA,Trees in Croplands,Max extent,PD21,pathway,Moldova,Mha,1.9333,NA,NA,NA,NA,100
MNG,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Mongolia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MNG,Trees in Croplands,Max extent,PD21,pathway,Mongolia,Mha,0.6124,NA,NA,NA,NA,100
MNE,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Montenegro,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MNE,Trees in Croplands,Max extent,PD21,pathway,Montenegro,Mha,0.1254,NA,NA,NA,NA,100
MAR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Morocco,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MAR,Trees in Croplands,Max extent,PD21,pathway,Morocco,Mha,6.0224,NA,NA,NA,NA,100
MOZ,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Mozambique,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MOZ,Trees in Croplands,Max extent,PD21,pathway,Mozambique,Mha,0.908,NA,NA,NA,NA,100
MMR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Myanmar,tCO2/ha/yr,5.0417,0,50,NA,NA,50
MMR,Trees in Croplands,Max extent,PD21,pathway,Myanmar,Mha,8.7114,NA,NA,NA,NA,100
NAM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Namibia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
NAM,Trees in Croplands,Max extent,PD21,pathway,Namibia,Mha,0.6212,NA,NA,NA,NA,100
NPL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Nepal,tCO2/ha/yr,5.0417,0,50,NA,NA,50
NPL,Trees in Croplands,Max extent,PD21,pathway,Nepal,Mha,1.4082,NA,NA,NA,NA,100
NLD,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Netherlands,tCO2/ha/yr,5.0417,0,50,NA,NA,50
NLD,Trees in Croplands,Max extent,PD21,pathway,Netherlands,Mha,1.4296,NA,NA,NA,NA,100
NCL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,New Caledonia,tCO2/ha/yr,0,NA,NA,NA,NA,100
NCL,Trees in Croplands,Max extent,PD21,pathway,New Caledonia,Mha,0,NA,NA,NA,NA,100
NZL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,New Zealand,tCO2/ha/yr,5.0417,0,50,NA,NA,50
NZL,Trees in Croplands,Max extent,PD21,pathway,New Zealand,Mha,5.0208,NA,NA,NA,NA,100
NIC,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Nicaragua,tCO2/ha/yr,5.0417,0,50,NA,NA,50
NIC,Trees in Croplands,Max extent,PD21,pathway,Nicaragua,Mha,1.5105,NA,NA,NA,NA,100
NER,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Niger,tCO2/ha/yr,5.0417,0,50,NA,NA,50
NER,Trees in Croplands,Max extent,PD21,pathway,Niger,Mha,5.3477,NA,NA,NA,NA,100
NGA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Nigeria,tCO2/ha/yr,5.0417,0,50,NA,NA,50
NGA,Trees in Croplands,Max extent,PD21,pathway,Nigeria,Mha,17.4603,NA,NA,NA,NA,100
NOR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Norway,tCO2/ha/yr,5.0417,0,50,NA,NA,50
NOR,Trees in Croplands,Max extent,PD21,pathway,Norway,Mha,0.2341,NA,NA,NA,NA,100
OMN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Oman,tCO2/ha/yr,5.0417,0,50,NA,NA,50
OMN,Trees in Croplands,Max extent,PD21,pathway,Oman,Mha,0.0376,NA,NA,NA,NA,100
PAK,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Pakistan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
PAK,Trees in Croplands,Max extent,PD21,pathway,Pakistan,Mha,0.6217,NA,NA,NA,NA,100
PAN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Panama,tCO2/ha/yr,5.0417,0,50,NA,NA,50
PAN,Trees in Croplands,Max extent,PD21,pathway,Panama,Mha,0.7294,NA,NA,NA,NA,100
PNG,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Papua New Guinea,tCO2/ha/yr,5.0417,0,50,NA,NA,50
PNG,Trees in Croplands,Max extent,PD21,pathway,Papua New Guinea,Mha,0.0914,NA,NA,NA,NA,100
PRY,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Paraguay,tCO2/ha/yr,5.0417,0,50,NA,NA,50
PRY,Trees in Croplands,Max extent,PD21,pathway,Paraguay,Mha,4.3922,NA,NA,NA,NA,100
PER,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Peru,tCO2/ha/yr,5.0417,0,50,NA,NA,50
PER,Trees in Croplands,Max extent,PD21,pathway,Peru,Mha,0.5331,NA,NA,NA,NA,100
PHL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Philippines,tCO2/ha/yr,5.0417,0,50,NA,NA,50
PHL,Trees in Croplands,Max extent,PD21,pathway,Philippines,Mha,3.0158,NA,NA,NA,NA,100
POL,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Poland,tCO2/ha/yr,5.0417,0,50,NA,NA,50
POL,Trees in Croplands,Max extent,PD21,pathway,Poland,Mha,12.9274,NA,NA,NA,NA,100
PRT,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Portugal,tCO2/ha/yr,5.0417,0,50,NA,NA,50
PRT,Trees in Croplands,Max extent,PD21,pathway,Portugal,Mha,3.2814,NA,NA,NA,NA,100
PRI,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Puerto Rico,tCO2/ha/yr,5.0417,0,50,NA,NA,50
PRI,Trees in Croplands,Max extent,PD21,pathway,Puerto Rico,Mha,0.1421,NA,NA,NA,NA,100
QAT,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Qatar,tCO2/ha/yr,0,NA,NA,NA,NA,100
QAT,Trees in Croplands,Max extent,PD21,pathway,Qatar,Mha,0,NA,NA,NA,NA,100
COG,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Republic of Congo (ROC),tCO2/ha/yr,5.0417,0,50,NA,NA,50
COG,Trees in Croplands,Max extent,PD21,pathway,Republic of Congo (ROC),Mha,0.0037,NA,NA,NA,NA,100
KOR,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Republic of Korea (South Korea),tCO2/ha/yr,5.0417,0,50,NA,NA,50
KOR,Trees in Croplands,Max extent,PD21,pathway,Republic of Korea (South Korea),Mha,0.0054,NA,NA,NA,NA,100
REU,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Reunion,tCO2/ha/yr,0,NA,NA,NA,NA,100
REU,Trees in Croplands,Max extent,PD21,pathway,Reunion,Mha,0,NA,NA,NA,NA,100
ROU,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Romania,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ROU,Trees in Croplands,Max extent,PD21,pathway,Romania,Mha,9.2301,NA,NA,NA,NA,100
RUS,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Russia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
RUS,Trees in Croplands,Max extent,PD21,pathway,Russia,Mha,107.0235,NA,NA,NA,NA,100
RWA,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Rwanda,tCO2/ha/yr,5.0417,0,50,NA,NA,50
RWA,Trees in Croplands,Max extent,PD21,pathway,Rwanda,Mha,0.071,NA,NA,NA,NA,100
WSM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Samoa,tCO2/ha/yr,0,NA,NA,NA,NA,100
WSM,Trees in Croplands,Max extent,PD21,pathway,Samoa,Mha,0,NA,NA,NA,NA,100
STP,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Sao Tome and Principe,tCO2/ha/yr,0,NA,NA,NA,NA,100
STP,Trees in Croplands,Max extent,PD21,pathway,Sao Tome and Principe,Mha,0,NA,NA,NA,NA,100
SAU,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Saudi Arabia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SAU,Trees in Croplands,Max extent,PD21,pathway,Saudi Arabia,Mha,0.02,NA,NA,NA,NA,100
SEN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Senegal,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SEN,Trees in Croplands,Max extent,PD21,pathway,Senegal,Mha,2.6374,NA,NA,NA,NA,100
SRB,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Serbia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SRB,Trees in Croplands,Max extent,PD21,pathway,Serbia,Mha,2.9567,NA,NA,NA,NA,100
SLE,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Sierra Leone,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SLE,Trees in Croplands,Max extent,PD21,pathway,Sierra Leone,Mha,0.0002,NA,NA,NA,NA,100
SVK,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Slovakia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SVK,Trees in Croplands,Max extent,PD21,pathway,Slovakia,Mha,1.6141,NA,NA,NA,NA,100
SVN,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Slovenia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SVN,Trees in Croplands,Max extent,PD21,pathway,Slovenia,Mha,0.4031,NA,NA,NA,NA,100
SLB,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Solomon Islands,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SLB,Trees in Croplands,Max extent,PD21,pathway,Solomon Islands,Mha,0,NA,NA,NA,NA,100
SOM,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Somalia,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SOM,Trees in Croplands,Max extent,PD21,pathway,Somalia,Mha,1.0742,NA,NA,NA,NA,100
ZAF,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,South Africa,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ZAF,Trees in Croplands,Max extent,PD21,pathway,South Africa,Mha,3.4737,NA,NA,NA,NA,100
SSD,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,South Sudan,tCO2/ha/yr,5.0417,0,50,NA,NA,50
SSD,Trees in Croplands,Max extent,PD21,pathway,South Sudan,Mha,0.7514,NA,NA,NA,NA,100
ESP,Trees in Croplands,Avg mitigation potential flux,PD21,pathway,Spain,tCO2/ha/yr,5.0417,0,50,NA,NA,50
ESP,Trees in Croplands,Max extent,PD21,pathway,Spain,Mha,21.0483,NA,NA,NA,NA,100
