Model,Scenario,Region,Country,Subvector,Initial Extent (Mha),Initial Loss Rate (%),Rate of Improvement,Mitigation (Mg CO2/ha),1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
PD21,pathway,SSA-M,Angola,Avoided Peat Impacts,0.990955,-0.002985875,0.00019,389940.4139,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.99996964878,2.76920275272,2.53843585666,2.3076689606,2.07690206454,1.84613516848,1.61536827242,1.38460137636,1.1538344803,0.92306758424,0.69230068818,0.46153379212,0.23076689606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,LAM-M,Argentina,Avoided Coastal Impacts,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,LAM-M,Argentina,Avoided Forest Conversion,45.62324,-0.620235874,0.00019,434325.9454,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10057.8818272397,10054.6363022874,10051.390777335,10048.1452523827,10044.8997274304,10041.6542024781,10038.4086775258,10035.1631525734,10031.9176276211,10028.6721026688,10025.4265777165,10022.1810527642,10018.9355278118,10015.6900028595,10012.4444779072,10009.1989529549,10005.9534280026,10002.7079030502,9999.46237809792,9996.2168531456,9992.97132819328,9989.72580324096,9986.48027828864,9983.23475333632,9979.989228384,9976.74370343168,9973.49817847936,9970.25265352704,9967.00712857472,9963.7616036224,9960.51607867008,9957.27055371776,9954.02502876544,9950.77950381312,9947.5339788608,9944.28845390848,9941.04292895616,9937.79740400384,9934.55187905152,9931.3063540992,9928.06082914688,9924.81530419456,9921.56977924224,9918.32425428992,9915.0787293376,9911.83320438528,9908.58767943296,9905.34215448064,9902.09662952832,9898.851104576,9895.60557962368,9892.36005467136,9889.11452971904,9885.86900476672,9882.6234798144,9879.37795486208,9876.13242990976,9872.88690495744,9869.64138000512,9866.3958550528,9863.15033010048,9859.90480514816,9856.65928019584,9853.41375524352,9850.1682302912,9846.92270533888,9843.67718038656,9840.43165543424,9837.18613048192,9833.9406055296,9830.69508057728,9827.44955562496,9824.20403067264,9820.95850572032,9817.712980768,9814.46745581568,9811.22193086336,9807.97640591104,9804.73088095872,9801.4853560064,9798.23983105408
PD21,pathway,LAM-M,Argentina,Avoided Peat Impacts,0.290693932,-0.620235874,0.00019,14526.20767,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.221709493676,196.158391742952,196.095073992228,196.031756241504,195.96843849078,195.905120740056,195.841802989332,195.778485238608,195.715167487884,195.65184973716,195.588531986436,195.525214235712,195.461896484988,195.398578734264,195.33526098354,195.271943232816,195.208625482092,195.145307731368,195.081989980644,195.01867222992,194.955354479196,194.892036728472,194.828718977748,194.765401227024,194.7020834763,194.638765725576,194.575447974852,194.512130224128,194.448812473404,194.38549472268,194.322176971956,194.258859221232,194.195541470508,194.132223719784,194.06890596906,194.005588218336,193.942270467612,193.878952716888,193.815634966164,193.75231721544,193.688999464716,193.625681713992,193.562363963268,193.499046212544,193.43572846182,193.372410711096,193.309092960372,193.245775209648,193.182457458924,193.1191397082,193.055821957476,192.992504206752,192.929186456028,192.865868705304,192.80255095458,192.739233203856,192.675915453132,192.612597702408,192.549279951684,192.48596220096,192.422644450236,192.359326699512,192.296008948788,192.232691198064,192.16937344734,192.106055696616,192.042737945892,191.979420195168,191.916102444444,191.85278469372,191.789466942996,191.726149192272,191.662831441548,191.599513690824,191.5361959401,191.472878189376,191.409560438652,191.346242687928,191.282924937204,191.21960718648,191.156289435756
PD21,pathway,CAS,Armenia,Avoided Coastal Impacts,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Armenia,Avoided Forest Conversion,0.373296,,0.00019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Armenia,Avoided Peat Impacts,0.00135,-0.000585419,0.00019,4001434.53,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0.000246899828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,ANUZ,Australia,Avoided Coastal Impacts,0.995307,-0.615480153,0.00196,1324.124114,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,829.370231676381,826.712254544876,824.054277413371,821.396300281866,818.738323150361,816.080346018857,813.422368887352,810.764391755847,808.106414624342,805.448437492837,802.790460361333,800.132483229828,797.474506098323,794.816528966818,792.158551835313,789.500574703809,786.842597572304,784.184620440799,781.526643309294,778.868666177789,776.210689046285,773.55271191478,770.894734783275,768.23675765177,765.578780520265,762.920803388761,760.262826257256,757.604849125751,754.946871994246,752.288894862741,749.630917731237,746.972940599732,744.314963468227,741.656986336722,738.999009205217,736.341032073713,733.683054942208,731.025077810703,728.367100679198,725.709123547693,723.051146416188,720.393169284684,717.735192153179,715.077215021674,712.419237890169,709.761260758665,707.10328362716,704.445306495655,701.78732936415,699.129352232645,696.471375101141,693.813397969636,691.155420838131,688.497443706626,685.839466575121,683.181489443617,680.523512312112,677.865535180607,675.207558049102,672.549580917597,669.891603786093,667.233626654588,664.575649523083,661.917672391578,659.259695260073,656.601718128569,653.943740997064,651.285763865559,648.627786734054,645.969809602549,643.311832471044,640.65385533954,637.995878208035,635.33790107653,632.679923945025,630.02194681352,627.363969682016,624.705992550511,622.048015419006,619.390038287501,616.732061155996
PD21,pathway,ANUZ,Australia,Avoided Forest Conversion,118.1412,-0.032778171,0.00019,68928.3458,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1054.03369872125,1047.52731786494,1041.02093700864,1034.51455615234,1028.00817529603,1021.50179443973,1014.99541358342,1008.48903272712,1001.98265187082,995.476271014512,988.969890158208,982.463509301904,975.9571284456,969.450747589296,962.944366732992,956.437985876688,949.931605020384,943.42522416408,936.918843307776,930.412462451472,923.906081595168,917.399700738864,910.89331988256,904.386939026256,897.880558169952,891.374177313648,884.867796457344,878.36141560104,871.855034744736,865.348653888432,858.842273032128,852.335892175824,845.82951131952,839.323130463216,832.816749606912,826.310368750608,819.803987894304,813.297607038,806.791226181696,800.284845325392,793.778464469088,787.272083612784,780.76570275648,774.259321900176,767.752941043872,761.246560187568,754.740179331264,748.23379847496,741.727417618656,735.221036762352,728.714655906048,722.208275049744,715.70189419344,709.195513337136,702.689132480832,696.182751624528,689.676370768224,683.16998991192,676.663609055616,670.157228199312,663.650847343008,657.144466486704,650.6380856304,644.131704774096,637.625323917792,631.118943061488,624.612562205184,618.10618134888,611.599800492576,605.093419636272,598.587038779968,592.080657923664,585.57427706736,579.067896211056,572.561515354752,566.055134498448,559.548753642144,553.04237278584,546.535991929536,540.029611073232,533.523230216928
PD21,pathway,ANUZ,Australia,Avoided Peat Impacts,1.145496112,-0.032778171,0.00019,252594.7261,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.90113367598,38.66100322119,38.4208727664,38.18074231161,37.94061185682,37.70048140203,37.46035094724,37.22022049245,36.98009003766,36.73995958287,36.49982912808,36.25969867329,36.0195682185,35.77943776371,35.53930730892,35.29917685413,35.05904639934,34.81891594455,34.57878548976,34.33865503497,34.09852458018,33.85839412539,33.6182636706,33.37813321581,33.13800276102,32.89787230623,32.65774185144,32.41761139665,32.17748094186,31.93735048707,31.69722003228,31.45708957749,31.2169591227,30.97682866791,30.73669821312,30.49656775833,30.25643730354,30.01630684875,29.77617639396,29.53604593917,29.29591548438,29.05578502959,28.8156545748,28.57552412001,28.33539366522,28.09526321043,27.85513275564,27.61500230085,27.37487184606,27.13474139127,26.89461093648,26.65448048169,26.4143500269,26.17421957211,25.93408911732,25.69395866253,25.45382820774,25.21369775295,24.97356729816,24.73343684337,24.49330638858,24.25317593379,24.013045479,23.77291502421,23.53278456942,23.29265411463,23.05252365984,22.81239320505,22.57226275026,22.33213229547,22.09200184068,21.85187138589,21.6117409311,21.37161047631,21.13148002152,20.89134956673,20.65121911194,20.41108865715,20.17095820236,19.93082774757,19.69069729278
PD21,pathway,EU15,Austria,Avoided Coastal Impacts,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,EU15,Austria,Avoided Forest Conversion,4.576044,,0.00019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,EU15,Austria,Avoided Peat Impacts,0.12,-0.000185858,0.00019,2881913.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Azerbaijan,Avoided Coastal Impacts,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Azerbaijan,Avoided Forest Conversion,1.607537,-0.000585419,0.00019,35.81245407,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0.06328544245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Azerbaijan,Avoided Peat Impacts,0.00135,-0.000585419,0.00019,2957400.946,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0.000215269908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
