Product,Flow,Sector,Subsector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,Hight Temp Heat,Electricity,Hydrogen,Flexible,Non-Energy Use
PETCOKE,ELOUTPUT,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
PRIMSBIO,ELOUTPUT,Electric Power,na,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
REFINGAS,ELOUTPUT,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
RESFUEL,ELOUTPUT,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
SOLARPV,ELOUTPUT,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SOLARTH,ELOUTPUT,Electric Power,na,Renewables,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
SOLWIND,ELOUTPUT,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
SUBCOAL,ELOUTPUT,Electric Power,na,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
TIDE,ELOUTPUT,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
TOTAL,ELOUTPUT,Electric Power,na,Total,na,N,na,n,n,y,n,n,n
TOTPRODS,ELOUTPUT,Electric Power,na,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
WIND,ELOUTPUT,Electric Power,na,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
ANTCOAL,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BIODIESEL,EMINES,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BITCOAL,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BKB,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BLFURGS,EMINES,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
COALTAR,EMINES,Industrial,,Coal,na,N,na,n,n,n,n,n,y
COKCOAL,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,EMINES,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
CRUDEOIL,EMINES,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,EMINES,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
GASWKSGS,EMINES,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
HEAT,EMINES,Industrial,Low Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
HEAT,EMINES,Industrial,High Temperature,Natural gas,heat ef ratio,N,heat addtl eff,y,y,n,n,n,n
INDWASTE,EMINES,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
LIGNITE,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,EMINES,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,EMINES,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,EMINES,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
NATGAS,EMINES,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,EMINES,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOGASO,EMINES,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOJETK,EMINES,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OGASES,EMINES,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
OILSHALE,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
ONONSPEC,EMINES,Industrial,,Total,na,N,na,y,y,n,n,n,n
OTHKERO,EMINES,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEAT,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEATPROD,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,EMINES,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
RESFUEL,EMINES,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SUBCOAL,EMINES,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,EMINES,Industrial,,Total,na,N,na,y,y,n,n,n,n
AVGAS,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
BIODIESEL,ENONSPEC,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BIOGASES,ENONSPEC,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,y,y,n,n,n,n
BITCOAL,ENONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BITUMEN,ENONSPEC,Industrial,,Coal,na,N,coal addtl eff,n,n,n,n,n,y
BKB,ENONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
BLFURGS,ENONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
CHARCOAL,ENONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
COKEOVGS,ENONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
CRUDEOIL,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,ENONSPEC,Industrial,,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
HEAT,ENONSPEC,Industrial,Low Temperature,Total,heat ef ratio,N,na,y,y,n,n,n,n
HEAT,ENONSPEC,Industrial,High Temperature,Total,heat ef ratio,N,na,y,y,n,n,n,n
INDWASTE,ENONSPEC,Industrial,,Total,biofuels_waste ef ratio,N,na,y,y,n,n,n,n
LIGNITE,ENONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
LPG,ENONSPEC,Industrial,,Liquid fuels,natural gas ef ratio,N,oil addtl eff,y,y,n,n,n,n
LUBRIC,ENONSPEC,Industrial,,Total,na,N,na,n,n,n,n,n,y
MRENEW,ENONSPEC,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
MUNWASTEN,ENONSPEC,Industrial,,Total,biofuels_waste ef ratio,N,na,y,y,n,n,n,n
MUNWASTER,ENONSPEC,Industrial,,Renewables,biofuels_waste ef ratio,N,renewables addtl eff,y,y,n,n,n,n
NAPHTHA,ENONSPEC,Industrial,,Liquid fuels,na,N,oil addtl eff,y,y,n,n,n,n
NATGAS,ENONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NGL,ENONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
NONBIODIES,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOGASO,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
NONBIOJETK,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OGASES,ENONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
OILSHALE,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ONONSPEC,ENONSPEC,Industrial,,Total,na,N,na,y,y,n,n,n,n
OTHKERO,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
OVENCOKE,ENONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PARWAX,ENONSPEC,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
PEAT,ENONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PEATPROD,ENONSPEC,Industrial,,Coal,na,N,na,y,y,n,n,n,n
PETCOKE,ENONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
PRIMSBIO,ENONSPEC,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,y,y,n,n,n,n
REFINGAS,ENONSPEC,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,y,y,n,n,n,n
RESFUEL,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
SOLARTH,ENONSPEC,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,y,y,n,n,n,n
SUBCOAL,ENONSPEC,Industrial,,Coal,coal ef ratio,N,coal addtl eff,y,y,n,n,n,n
TOTAL,ENONSPEC,Industrial,,Total,na,N,na,y,y,n,n,n,n
WHITESP,ENONSPEC,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,y,y,n,n,n,n
ELECTR,ENUC,Industrial,,Electricity,electricity ef ratio,Y,na,n,n,y,n,n,n
HEAT,ENUC,Industrial,Low Temperature,Natural gas,heat ef ratio,Y,na,y,y,n,n,n,n
HEAT,ENUC,Industrial,High Temperature,Natural gas,heat ef ratio,Y,na,y,y,n,n,n,n
TOTAL,ENUC,Industrial,,Total,electricity ef ratio,Y,na,y,y,n,n,n,n
BIODIESEL,EOILGASEX,Industrial,,Liquid fuels,biofuels_waste ef ratio,Y,na,y,y,n,n,n,n
BITUMEN,EOILGASEX,Industrial,,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
CRUDEOIL,EOILGASEX,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
ELECTR,EOILGASEX,Industrial,,Electricity,electricity ef ratio,Y,na,n,n,y,n,n,n
ETHANE,EOILGASEX,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
HEAT,EOILGASEX,Industrial,Low Temperature,Natural gas,heat ef ratio,Y,na,y,y,n,n,n,n
HEAT,EOILGASEX,Industrial,High Temperature,Natural gas,heat ef ratio,Y,na,y,y,n,n,n,n
LPG,EOILGASEX,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
LUBRIC,EOILGASEX,Industrial,,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
MRENEW,EOILGASEX,Industrial,,Renewables,renewables ef ratio,Y,na,y,y,n,n,n,n
NAPHTHA,EOILGASEX,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
NATGAS,EOILGASEX,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
NGL,EOILGASEX,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
NONBIODIES,EOILGASEX,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
NONBIOGASO,EOILGASEX,Transportation,na,Liquid fuels,oil ef ratio,Y,na,n,y,n,n,n,n
NONBIOJETK,EOILGASEX,Transportation,na,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
ONONSPEC,EOILGASEX,Industrial,,Total,oil ef ratio,Y,na,y,y,n,n,n,n
OTHKERO,EOILGASEX,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
PETCOKE,EOILGASEX,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
REFINGAS,EOILGASEX,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
RESFUEL,EOILGASEX,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
TOTAL,EOILGASEX,Industrial,,Total,oil ef ratio,Y,na,y,y,n,n,n,n
ANTCOAL,EPATFUEL,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
BITCOAL,EPATFUEL,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
ELECTR,EPATFUEL,Industrial,,Electricity,electricity ef ratio,Y,na,n,n,y,n,n,n
HEAT,EPATFUEL,Industrial,Low Temperature,Natural gas,heat ef ratio,Y,na,y,y,n,n,n,n
HEAT,EPATFUEL,Industrial,High Temperature,Natural gas,heat ef ratio,Y,na,y,y,n,n,n,n
LIGNITE,EPATFUEL,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
OVENCOKE,EPATFUEL,Industrial,,Coal,coal ef ratio,Y,na,n,y,n,n,n,n
PATFUEL,EPATFUEL,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
SUBCOAL,EPATFUEL,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
TOTAL,EPATFUEL,Industrial,,Total,coal ef ratio,Y,na,y,y,n,n,n,n
ANTCOAL,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
BIOGASES,EPOWERPLT,Industrial,,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
BITCOAL,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
BITUMEN,EPOWERPLT,Industrial,,Coal,na,N,na,n,n,n,n,n,y
BLFURGS,EPOWERPLT,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
COALTAR,EPOWERPLT,Industrial,,Coal,coal ef ratio,Y,na,n,n,n,n,n,y
COKCOAL,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
COKEOVGS,EPOWERPLT,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
CRUDEOIL,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
ELECTR,EPOWERPLT,Electric Power,na,Total,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
GASWKSGS,EPOWERPLT,Industrial,,Natural gas,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
GEOTHERM,EPOWERPLT,Industrial,,Renewables,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
HEAT,EPOWERPLT,Industrial,Low Temperature,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
HEAT,EPOWERPLT,Industrial,High Temperature,Electricity,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
INDWASTE,EPOWERPLT,Industrial,,Total,biofuels_waste ef ratio,Y,na,n,n,y,n,n,n
LIGNITE,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
LPG,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
LUBRIC,EPOWERPLT,Industrial,,Liquid fuels,na,N,na,n,n,n,n,n,y
MRENEW,EPOWERPLT,Industrial,,Renewables,renewables ef ratio,N,renewables addtl eff,n,n,y,n,n,n
MUNWASTEN,EPOWERPLT,Industrial,,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
MUNWASTER,EPOWERPLT,Industrial,,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,n,n,y,n,n,n
NAPHTHA,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NATGAS,EPOWERPLT,Industrial,,Natural gas,natural gas ef ratio,Y,na,n,n,y,n,n,n
NGL,EPOWERPLT,Industrial,,Natural gas,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
NONBIODIES,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NONBIOGASO,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,N,oil addtl eff,n,n,y,n,n,n
NONBIOJETK,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,Y,na,n,n,y,n,n,n
OBIOLIQ,EPOWERPLT,Industrial,,Liquid fuels,biofuels_waste ef ratio,Y,na,n,n,y,n,n,n
OGASES,EPOWERPLT,Industrial,,Coal,natural gas ef ratio,N,natural gas addtl eff,n,n,y,n,n,n
ONONSPEC,EPOWERPLT,Electric Power,na,Total,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
OTHKERO,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,Y,na,n,n,y,n,n,n
OVENCOKE,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,y,n,n,n,n
PATFUEL,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
PEAT,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
PEATPROD,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
PETCOKE,EPOWERPLT,Industrial,,Coal,coal ef ratio,Y,na,n,n,y,n,n,n
PRIMSBIO,EPOWERPLT,Industrial,,Renewables,biofuels_waste ef ratio,Y,na,n,n,y,n,n,n
REFINGAS,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,Y,na,n,n,y,n,n,n
RESFUEL,EPOWERPLT,Industrial,,Liquid fuels,oil ef ratio,Y,na,n,n,y,n,n,n
SOLARTH,EPOWERPLT,Industrial,,Renewables,wws heat ef ratio,N,wws heat addtl eff,n,n,y,n,n,n
SUBCOAL,EPOWERPLT,Industrial,,Coal,coal ef ratio,N,coal addtl eff,n,n,y,n,n,n
TOTAL,EPOWERPLT,Industrial,,Total,electricity ef ratio,Y,na,n,n,y,n,n,n
ELECTR,EPUMPST,Electric Power,na,Total,electricity ef ratio,N,electricity addtl eff,n,n,y,n,n,n
TOTAL,EPUMPST,Electric Power,na,Total,na,N,na,n,n,y,n,n,n
AVGAS,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
BIODIESEL,EREFINER,Industrial,,Liquid fuels,biofuels_waste ef ratio,Y,na,y,y,n,n,n,n
BIOGASES,EREFINER,Industrial,,Liquid fuels,biofuels_waste ef ratio,Y,na,y,y,n,n,n,n
BITCOAL,EREFINER,Industrial,,Liquid fuels,coal ef ratio,Y,na,y,y,n,n,n,n
BITUMEN,EREFINER,Industrial,,Liquid fuels,coal ef ratio,Y,na,n,n,n,n,n,y
BKB,EREFINER,Industrial,,Liquid fuels,coal ef ratio,Y,na,y,y,n,n,n,n
COALTAR,EREFINER,Industrial,,Liquid fuels,coal ef ratio,Y,na,n,n,n,n,n,y
COKEOVGS,EREFINER,Industrial,,Liquid fuels,natural gas ef ratio,Y,na,y,y,n,n,n,n
CRUDEOIL,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
ELECTR,EREFINER,Industrial,,Liquid fuels,electricity ef ratio,Y,na,n,n,y,n,n,n
ETHANE,EREFINER,Industrial,,Liquid fuels,natural gas ef ratio,Y,na,y,y,n,n,n,n
GASWKSGS,EREFINER,Industrial,,Natural gas,natural gas ef ratio,Y,na,y,y,n,n,n,n
HEAT,EREFINER,Industrial,Low Temperature,Liquid fuels,heat ef ratio,Y,na,y,y,n,n,n,n
HEAT,EREFINER,Industrial,High Temperature,Liquid fuels,heat ef ratio,Y,na,y,y,n,n,n,n
INDWASTE,EREFINER,Industrial,,Liquid fuels,biofuels_waste ef ratio,Y,na,y,y,n,n,n,n
JETGAS,EREFINER,Transportation,na,Liquid fuels,oil ef ratio,Y,na,n,y,n,n,n,n
LIGNITE,EREFINER,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
LPG,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
LUBRIC,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
MRENEW,EREFINER,Industrial,,Liquid fuels,renewables ef ratio,Y,na,y,y,n,n,n,n
MUNWASTEN,EREFINER,Industrial,,Total,biofuels_waste ef ratio,Y,na,y,y,n,n,n,n
MUNWASTER,EREFINER,Industrial,,Renewables,renewables ef ratio,Y,na,y,y,n,n,n,n
NAPHTHA,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
NATGAS,EREFINER,Industrial,,Liquid fuels,natural gas ef ratio,Y,na,y,y,n,n,n,n
NONBIODIES,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
NONBIOGASO,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
NONBIOJETK,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
OBIOLIQ,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
ONONSPEC,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
OTHKERO,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
OVENCOKE,EREFINER,Industrial,,Liquid fuels,coal ef ratio,Y,na,n,y,n,n,n,n
PARWAX,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,n,n,n,n,n,y
PETCOKE,EREFINER,Industrial,,Coal,coal ef ratio,Y,na,y,y,n,n,n,n
PRIMSBIO,EREFINER,Industrial,,Liquid fuels,biofuels_waste ef ratio,Y,na,y,y,n,n,n,n
REFINGAS,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
RESFUEL,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
SOLARTH,EREFINER,Industrial,,Renewables,wws heat ef ratio,Y,na,y,y,n,n,n,n
TOTAL,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
WHITESP,EREFINER,Industrial,,Liquid fuels,oil ef ratio,Y,na,y,y,n,n,n,n
ADDITIVE,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ANTCOAL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
AVGAS,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIODIESEL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOGASES,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOGASOL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BIOJETKERO,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITCOAL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BITUMEN,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
BKB,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CHARCOAL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COAL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COALTAR,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COKCOAL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COKEOVGS,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
COMRENEW,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRNGFEED,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
CRUDEOIL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ELECTR,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ETHANE,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
GASCOKE,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
GASWKSGS,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
HEAT,EXPORTS,Total energy consumption,Low Temperature,Total,na,N,na,n,n,n,n,n,n
HEAT,EXPORTS,Total energy consumption,High Temperature,Total,na,N,na,n,n,n,n,n,n
INDWASTE,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
JETGAS,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LIGNITE,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LPG,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
LUBRIC,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MRENEW,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTOIL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTOTHER,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MTOTSOLID,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MUNWASTEN,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
MUNWASTER,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NAPHTHA,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NATGAS,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NGL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIODIES,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIOGASO,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONBIOJETK,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
NONCRUDE,EXPORTS,Total energy consumption,Hydrogen,Total,na,N,na,n,n,n,n,n,n
NONCRUDE,EXPORTS,Total energy consumption,Non-Hydrogen,Total,na,N,na,n,n,n,n,n,n
OBIOLIQ,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OILSHALE,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
ONONSPEC,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OTHKERO,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
OVENCOKE,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PARWAX,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PATFUEL,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PEAT,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PEATPROD,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PETCOKE,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
PRIMSBIO,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
REFFEEDS,EXPORTS,Total energy consumption,na,Total,na,N,na,n,n,n,n,n,n
