iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),Duration 1 (Years)
IDN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,IDN,Indonesia,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
IDN,Improved Forest Mgmt,Max extent,PD21,pathway,IDN,Indonesia,m3,49251648,NA,NA,NA,NA,100
IRN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-M,Iran,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
IRN,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-M,Iran,m3,NA,NA,NA,NA,NA,NA
IRQ,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-M,Iraq,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
IRQ,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-M,Iraq,m3,NA,NA,NA,NA,NA,NA
IRL,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU15,Ireland,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
IRL,Improved Forest Mgmt,Max extent,PD21,pathway,EU15,Ireland,m3,NA,NA,NA,NA,NA,NA
ISR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-H,Israel,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
ISR,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-H,Israel,m3,NA,NA,NA,NA,NA,NA
ITA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU15,Italy,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
ITA,Improved Forest Mgmt,Max extent,PD21,pathway,EU15,Italy,m3,NA,NA,NA,NA,NA,NA
JAM,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Jamaica,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
JAM,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-M,Jamaica,m3,151390,NA,NA,NA,NA,100
JPN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,JPN,Japan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
JPN,Improved Forest Mgmt,Max extent,PD21,pathway,JPN,Japan,m3,NA,NA,NA,NA,NA,NA
JOR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-M,Jordan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
JOR,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-M,Jordan,m3,NA,NA,NA,NA,NA,NA
KAZ,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,CAS,Kazakhstan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
KAZ,Improved Forest Mgmt,Max extent,PD21,pathway,CAS,Kazakhstan,m3,NA,NA,NA,NA,NA,NA
KEN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Kenya,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
KEN,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Kenya,m3,42000,NA,NA,NA,NA,100
KWT,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-H,Kuwait,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
KWT,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-H,Kuwait,m3,NA,NA,NA,NA,NA,NA
KGZ,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,CAS,Kyrgyzstan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
KGZ,Improved Forest Mgmt,Max extent,PD21,pathway,CAS,Kyrgyzstan,m3,NA,NA,NA,NA,NA,NA
LAO,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Laos,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
LAO,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-CPA,Laos,m3,3926643,NA,NA,NA,NA,100
LVA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU12-M,Latvia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
LVA,Improved Forest Mgmt,Max extent,PD21,pathway,EU12-M,Latvia,m3,NA,NA,NA,NA,NA,NA
LBN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-M,Lebanon,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
LBN,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-M,Lebanon,m3,NA,NA,NA,NA,NA,NA
LSO,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Lesotho,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
LSO,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Lesotho,m3,NA,NA,NA,NA,NA,NA
LBR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Liberia,tCO2e/m3/yr,2.8167,NA,NA,NA,NA,100
LBR,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Liberia,m3,500000,NA,NA,NA,NA,100
LBY,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,NAF,Libya,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
LBY,Improved Forest Mgmt,Max extent,PD21,pathway,NAF,Libya,m3,NA,NA,NA,NA,NA,NA
LTU,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU12-M,Lithuania,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
LTU,Improved Forest Mgmt,Max extent,PD21,pathway,EU12-M,Lithuania,m3,NA,NA,NA,NA,NA,NA
LUX,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU15,Luxembourg,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
LUX,Improved Forest Mgmt,Max extent,PD21,pathway,EU15,Luxembourg,m3,NA,NA,NA,NA,NA,NA
MKD,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
MKD,Improved Forest Mgmt,Max extent,PD21,pathway,EEU,Macedonia (The Former Yugoslav Republic of Macedonia),m3,NA,NA,NA,NA,NA,NA
MDG,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Madagascar,tCO2e/m3/yr,2.8167,NA,NA,NA,NA,100
MDG,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Madagascar,m3,170885,NA,NA,NA,NA,100
MWI,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Malawi,tCO2e/m3/yr,2.8167,NA,NA,NA,NA,100
MWI,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Malawi,m3,1033786,NA,NA,NA,NA,100
MYS,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-M,Malaysia,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
MYS,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-M,Malaysia,m3,3876477,NA,NA,NA,NA,100
MLI,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Mali,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
MLI,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Mali,m3,817000,NA,NA,NA,NA,100
MTQ,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Martinique,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
MTQ,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-M,Martinique,m3,NA,NA,NA,NA,NA,NA
MRT,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Mauritania,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
MRT,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Mauritania,m3,3000,NA,NA,NA,NA,100
MUS,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-M,Mauritius,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
MUS,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-M,Mauritius,m3,NA,NA,NA,NA,NA,NA
MEX,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEX,Mexico,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
MEX,Improved Forest Mgmt,Max extent,PD21,pathway,MEX,Mexico,m3,4689441,NA,NA,NA,NA,100
MDA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EEU-FSA,Moldova,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
MDA,Improved Forest Mgmt,Max extent,PD21,pathway,EEU-FSA,Moldova,m3,NA,NA,NA,NA,NA,NA
MNG,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-CPA,Mongolia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
MNG,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-CPA,Mongolia,m3,NA,NA,NA,NA,NA,NA
MNE,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EEU,Montenegro,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
MNE,Improved Forest Mgmt,Max extent,PD21,pathway,EEU,Montenegro,m3,NA,NA,NA,NA,NA,NA
MAR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,NAF,Morocco,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
MAR,Improved Forest Mgmt,Max extent,PD21,pathway,NAF,Morocco,m3,NA,NA,NA,NA,NA,NA
MOZ,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Mozambique,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
MOZ,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Mozambique,m3,1984000,NA,NA,NA,NA,100
MMR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-L,Myanmar,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
MMR,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-L,Myanmar,m3,5120551,NA,NA,NA,NA,100
NAM,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-M,Namibia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
NAM,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-M,Namibia,m3,NA,NA,NA,NA,NA,NA
NPL,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-L,Nepal,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
NPL,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-L,Nepal,m3,NA,NA,NA,NA,NA,NA
NLD,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU15,Netherlands,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
NLD,Improved Forest Mgmt,Max extent,PD21,pathway,EU15,Netherlands,m3,NA,NA,NA,NA,NA,NA
NCL,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-M,New Caledonia,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
NCL,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-M,New Caledonia,m3,14700,NA,NA,NA,NA,100
NZL,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,ANUZ,New Zealand,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
NZL,Improved Forest Mgmt,Max extent,PD21,pathway,ANUZ,New Zealand,m3,NA,NA,NA,NA,NA,NA
NIC,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-L,Nicaragua,tCO2e/m3/yr,1.6704,NA,NA,NA,NA,NA
NIC,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-L,Nicaragua,m3,0,NA,NA,NA,NA,NA
NER,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Niger,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
NER,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Niger,m3,701000,NA,NA,NA,NA,100
NGA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Nigeria,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
NGA,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Nigeria,m3,5796390,NA,NA,NA,NA,100
NOR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EFTA,Norway,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
NOR,Improved Forest Mgmt,Max extent,PD21,pathway,EFTA,Norway,m3,NA,NA,NA,NA,NA,NA
OMN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-H,Oman,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
OMN,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-H,Oman,m3,NA,NA,NA,NA,NA,NA
PAK,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,PAK,Pakistan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PAK,Improved Forest Mgmt,Max extent,PD21,pathway,PAK,Pakistan,m3,NA,NA,NA,NA,NA,NA
PAN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Panama,tCO2e/m3/yr,1.6704,NA,NA,NA,NA,100
PAN,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-M,Panama,m3,23765,NA,NA,NA,NA,100
PNG,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-L,Papua New Guinea,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
PNG,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-L,Papua New Guinea,m3,3940000,NA,NA,NA,NA,100
PRY,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Paraguay,tCO2e/m3/yr,1.6704,NA,NA,NA,NA,100
PRY,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-M,Paraguay,m3,3065922,NA,NA,NA,NA,100
PER,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Peru,tCO2e/m3/yr,1.6704,NA,NA,NA,NA,100
PER,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-M,Peru,m3,542365,NA,NA,NA,NA,100
PHL,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-L,Philippines,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
PHL,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-L,Philippines,m3,86441,NA,NA,NA,NA,100
POL,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU12-H,Poland,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
POL,Improved Forest Mgmt,Max extent,PD21,pathway,EU12-H,Poland,m3,NA,NA,NA,NA,NA,NA
PRT,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU15,Portugal,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PRT,Improved Forest Mgmt,Max extent,PD21,pathway,EU15,Portugal,m3,NA,NA,NA,NA,NA,NA
PRI,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,USA,Puerto Rico,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PRI,Improved Forest Mgmt,Max extent,PD21,pathway,USA,Puerto Rico,m3,NA,NA,NA,NA,NA,NA
QAT,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-H,Qatar,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
QAT,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-H,Qatar,m3,NA,NA,NA,NA,NA,NA
COG,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Republic of Congo (ROC),tCO2e/m3/yr,2.8167,NA,NA,NA,NA,100
COG,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Republic of Congo (ROC),m3,1779138,NA,NA,NA,NA,100
KOR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,ANUZ,Republic of Korea (South Korea),tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
KOR,Improved Forest Mgmt,Max extent,PD21,pathway,ANUZ,Republic of Korea (South Korea),m3,NA,NA,NA,NA,NA,NA
REU,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-M,Reunion,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
REU,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-M,Reunion,m3,NA,NA,NA,NA,NA,NA
ROU,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU12-M,Romania,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
ROU,Improved Forest Mgmt,Max extent,PD21,pathway,EU12-M,Romania,m3,NA,NA,NA,NA,NA,NA
RUS,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,RUS,Russia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
RUS,Improved Forest Mgmt,Max extent,PD21,pathway,RUS,Russia,m3,NA,NA,NA,NA,NA,NA
RWA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Rwanda,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
RWA,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Rwanda,m3,NA,NA,NA,NA,NA,NA
WSM,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-L,Samoa,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
WSM,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-L,Samoa,m3,5700,NA,NA,NA,NA,100
STP,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Sao Tome and Principe,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
STP,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Sao Tome and Principe,m3,NA,NA,NA,NA,NA,NA
SAU,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-H,Saudi Arabia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
SAU,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-H,Saudi Arabia,m3,NA,NA,NA,NA,NA,NA
SEN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Senegal,tCO2e/m3/yr,2.8167,NA,NA,NA,NA,100
SEN,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Senegal,m3,816000,NA,NA,NA,NA,100
SRB,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EEU,Serbia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
SRB,Improved Forest Mgmt,Max extent,PD21,pathway,EEU,Serbia,m3,NA,NA,NA,NA,NA,NA
SLE,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Sierra Leone,tCO2e/m3/yr,3.5526,NA,NA,NA,NA,100
SLE,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Sierra Leone,m3,123600,NA,NA,NA,NA,100
SVK,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU12-H,Slovakia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
SVK,Improved Forest Mgmt,Max extent,PD21,pathway,EU12-H,Slovakia,m3,NA,NA,NA,NA,NA,NA
SVN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU12-H,Slovenia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
SVN,Improved Forest Mgmt,Max extent,PD21,pathway,EU12-H,Slovenia,m3,NA,NA,NA,NA,NA,NA
SLB,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-L,Solomon Islands,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
SLB,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-L,Solomon Islands,m3,2095000,NA,NA,NA,NA,100
SOM,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Somalia,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
SOM,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Somalia,m3,110000,NA,NA,NA,NA,100
ZAF,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SAF,South Africa,tCO2e/m3/yr,3.5526,NA,NA,NA,NA,100
ZAF,Improved Forest Mgmt,Max extent,PD21,pathway,SAF,South Africa,m3,0,NA,NA,NA,NA,100
SSD,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,South Sudan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
SSD,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,South Sudan,m3,NA,NA,NA,NA,NA,NA
ESP,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU15,Spain,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
ESP,Improved Forest Mgmt,Max extent,PD21,pathway,EU23,Spain,m3,NA,NA,NA,NA,NA,NA
LKA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-M,Sri Lanka,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
LKA,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-M,Sri Lanka,m3,506122,NA,NA,NA,NA,100
SDN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Sudan,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
SDN,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Sudan,m3,1157000,NA,NA,NA,NA,100
SUR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Suriname,tCO2e/m3/yr,4.4967,NA,NA,NA,NA,100
SUR,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-M,Suriname,m3,566058,NA,NA,NA,NA,100
SWZ,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Swaziland,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
SWZ,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Swaziland,m3,0,NA,NA,NA,NA,100
SWE,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU15,Sweden,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
SWE,Improved Forest Mgmt,Max extent,PD21,pathway,EU15,Sweden,m3,NA,NA,NA,NA,NA,NA
CHE,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EFTA,Switzerland,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
CHE,Improved Forest Mgmt,Max extent,PD21,pathway,EFTA,Switzerland,m3,NA,NA,NA,NA,NA,NA
SYR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-M,Syria,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
SYR,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-M,Syria,m3,NA,NA,NA,NA,NA,NA
TJK,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,CAS,Tajikistan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
TJK,Improved Forest Mgmt,Max extent,PD21,pathway,CAS,Tajikistan,m3,NA,NA,NA,NA,NA,NA
TZA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Tanzania,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
TZA,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Tanzania,m3,1587738,NA,NA,NA,NA,100
THA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-M,Thailand,tCO2e/m3/yr,2.6989,NA,NA,NA,NA,100
THA,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-M,Thailand,m3,0,NA,NA,NA,NA,100
TLS,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-L,Timor-Leste,tCO2e/m3/yr,NA,NA,NA,NA,NA,100
TLS,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-L,Timor-Leste,m3,NA,NA,NA,NA,NA,NA
TGO,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Togo,tCO2e/m3/yr,2.8167,NA,NA,NA,NA,100
TGO,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Togo,m3,84059,NA,NA,NA,NA,100
TTO,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Trinidad and Tobago,tCO2e/m3/yr,1.6704,NA,NA,NA,NA,100
TTO,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-M,Trinidad and Tobago,m3,58753,NA,NA,NA,NA,100
TUN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,NAF,Tunisia,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
TUN,Improved Forest Mgmt,Max extent,PD21,pathway,TUR,Tunisia,m3,NA,NA,NA,NA,NA,NA
TUR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,TUR,Turkey,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
TUR,Improved Forest Mgmt,Max extent,PD21,pathway,TUR,Turkey,m3,NA,NA,NA,NA,NA,NA
TKM,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,CAS,Turkmenistan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
TKM,Improved Forest Mgmt,Max extent,PD21,pathway,CAS,Turkmenistan,m3,NA,NA,NA,NA,NA,NA
UGA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,SSA-L,Uganda,tCO2e/m3/yr,3.5526,NA,NA,NA,NA,100
UGA,Improved Forest Mgmt,Max extent,PD21,pathway,SSA-L,Uganda,m3,3952273,NA,NA,NA,NA,100
UKR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EEU-FSU,Ukraine,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
UKR,Improved Forest Mgmt,Max extent,PD21,pathway,EEU-FSU,Ukraine,m3,NA,NA,NA,NA,NA,NA
ARE,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,MEA-H,United Arab Emirates,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
ARE,Improved Forest Mgmt,Max extent,PD21,pathway,MEA-H,United Arab Emirates,m3,NA,NA,NA,NA,NA,NA
GBR,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,EU15,United Kingdom,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
GBR,Improved Forest Mgmt,Max extent,PD21,pathway,EU15,United Kingdom,m3,NA,NA,NA,NA,NA,NA
USA,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,USA,United States,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
USA,Improved Forest Mgmt,Max extent,PD21,pathway,USA,United States,m3,NA,NA,NA,NA,NA,NA
URY,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Uruguay,tCO2e/m3/yr,1.6224,NA,NA,NA,NA,100
URY,Improved Forest Mgmt,Max extent,PD21,pathway,LAM-M,Uruguay,m3,2464497,NA,NA,NA,NA,100
UZB,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,CAS,Uzbekistan,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
UZB,Improved Forest Mgmt,Max extent,PD21,pathway,CAS,Uzbekistan,m3,NA,NA,NA,NA,NA,NA
VUT,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,OAS-L,Vanuatu,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
VUT,Improved Forest Mgmt,Max extent,PD21,pathway,OAS-L,Vanuatu,m3,NA,NA,NA,NA,NA,NA
VEN,Improved Forest Mgmt,Avg mitigation potential flux,PD21,pathway,LAM-M,Venezuela,tCO2e/m3/yr,1.6704,NA,NA,NA,NA,100
