iso,Subvector,Metric,Model,Scenario,Region,Country,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
OMN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,MEA-H,Oman,MtCO2e/percentile improvement,0.0006,100,NA,NA,NA,NA
SUR,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Suriname,Mha,0.0267,100,NA,NA,NA,NA
PAK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,PAK,Pakistan,MtCO2e/percentile improvement,0.1524,100,NA,NA,NA,NA
COM,Improved Rice,Max extent,PD22,Pathway,SSA-L,Comoros,Mha,0.0266,100,NA,NA,NA,NA
PAN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,LAM-M,Panama,MtCO2e/percentile improvement,0.0013,100,NA,NA,NA,NA
WSM,Biochar,Max extent,PD22,Pathway,OAS-L,Samoa,Mha,0.0265,100,NA,NA,NA,NA
PNG,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-L,Papua New Guinea,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
SUR,Cropland Soil Health,Max extent,PD22,Pathway,LAM-M,Suriname,Mha,0.0260,100,NA,NA,NA,NA
PRY,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,LAM-M,Paraguay,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
GNQ,Coastal Restoration,Max extent,PD22,Pathway,SSA-M,Equatorial Guinea,Mha,0.0257,100,NA,NA,NA,NA
PER,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,LAM-M,Peru,MtCO2e/percentile improvement,0.0179,100,NA,NA,NA,NA
BTN,Improved Rice,Max extent,PD22,Pathway,OAS-M,Bhutan,Mha,0.0256,100,NA,NA,NA,NA
PHL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-L,Philippines,MtCO2e/percentile improvement,0.0330,100,NA,NA,NA,NA
QAT,Cropland Soil Health,Max extent,PD22,Pathway,MEA-H,Qatar,Mha,0.0253,100,NA,NA,NA,NA
POL,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EU12-H,Poland,MtCO2e/percentile improvement,0.1091,100,NA,NA,NA,NA
LUX,Biochar,Max extent,PD22,Pathway,EU15,Luxembourg,Mha,0.0245,100,NA,NA,NA,NA
PRT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EU15,Portugal,MtCO2e/percentile improvement,0.0124,100,NA,NA,NA,NA
TJK,Improved Rice,Max extent,PD22,Pathway,CAS,Tajikistan,Mha,0.0245,100,NA,NA,NA,NA
PRI,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,USA,Puerto Rico,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
ETH,Improved Rice,Max extent,PD22,Pathway,SSA-L,Ethiopia,Mha,0.0243,100,NA,NA,NA,NA
QAT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,MEA-H,Qatar,MtCO2e/percentile improvement,0.0012,100,NA,NA,NA,NA
NGA,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Nigeria,Mha,0.0239,100,NA,NA,NA,NA
COG,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Republic of Congo (ROC),MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
UKR,Improved Rice,Max extent,PD22,Pathway,EEU-FSU,Ukraine,Mha,0.0232,100,NA,NA,NA,NA
KOR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,ANUZ,Republic of Korea (South Korea),MtCO2e/percentile improvement,0.0162,100,NA,NA,NA,NA
ZMB,Improved Rice,Max extent,PD22,Pathway,SSA-L,Zambia,Mha,0.0230,100,NA,NA,NA,NA
REU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-M,Reunion,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
BGD,Natural Regeneration,Max extent,PD22,Pathway,OAS-L,Bangladesh,Mha,0.0229,100,NA,NA,NA,NA
ROU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EU12-M,Romania,MtCO2e/percentile improvement,0.0296,100,NA,NA,NA,NA
BRN,Agroforestry,Max extent,PD22,Pathway,OAS-M,Brunei Darussalam,Mha,0.0228,100,NA,NA,NA,NA
RUS,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,RUS,Russia,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
TCD,Natural Regeneration,Max extent,PD22,Pathway,SSA-L,Chad,Mha,0.0224,100,NA,NA,NA,NA
RWA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Rwanda,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
CHN,Coastal Restoration,Max extent,PD22,Pathway,CHN,China,Mha,0.0221,100,NA,NA,NA,NA
WSM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-L,Samoa,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
TZA,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Tanzania,Mha,0.0221,100,NA,NA,NA,NA
STP,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sao Tome and Principe,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
DEU,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Germany,Mha,0.0219,100,NA,NA,NA,NA
SAU,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,MEA-H,Saudi Arabia,MtCO2e/percentile improvement,0.0111,100,NA,NA,NA,NA
SLV,Optimal Intensity,Max extent,PD22,Pathway,LAM-M,El Salvador,Mha,0.0218,100,NA,NA,NA,NA
SEN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Senegal,MtCO2e/percentile improvement,0.0029,100,NA,NA,NA,NA
LKA,Coastal Restoration,Max extent,PD22,Pathway,OAS-M,Sri Lanka,Mha,0.0215,100,NA,NA,NA,NA
SRB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EEU,Serbia,MtCO2e/percentile improvement,0.0304,100,NA,NA,NA,NA
CHE,Peat Restoration,Max extent,PD22,Pathway,EFTA,Switzerland,Mha,0.0213,100,NA,NA,NA,NA
SLE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sierra Leone,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
CHL,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,Chile,Mha,0.0209,100,NA,NA,NA,NA
SVK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EU12-H,Slovakia,MtCO2e/percentile improvement,0.0091,100,NA,NA,NA,NA
CRI,Optimal Intensity,Max extent,PD22,Pathway,LAM-M,Costa Rica,Mha,0.0208,100,NA,NA,NA,NA
SVN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EU12-H,Slovenia,MtCO2e/percentile improvement,0.0033,100,NA,NA,NA,NA
KEN,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Kenya,Mha,0.0208,100,NA,NA,NA,NA
SLB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-L,Solomon Islands,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
GHA,Coastal Restoration,Max extent,PD22,Pathway,SSA-L,Ghana,Mha,0.0208,100,NA,NA,NA,NA
SOM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Somalia,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
UGA,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Uganda,Mha,0.0204,100,NA,NA,NA,NA
ZAF,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SAF,South Africa,MtCO2e/percentile improvement,0.1117,100,NA,NA,NA,NA
PYF,Biochar,Max extent,PD22,Pathway,OAS-M,French Polynesia,Mha,0.0203,100,NA,NA,NA,NA
SSD,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,South Sudan,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
CPV,Cropland Soil Health,Max extent,PD22,Pathway,SSA-L,Cape Verde,Mha,0.0202,100,NA,NA,NA,NA
ESP,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EU15,Spain,MtCO2e/percentile improvement,0.1058,100,NA,NA,NA,NA
NAM,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,SSA-M,Namibia,MtCO2e,0.0200,100,NA,NA,NA,NA
LKA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-M,Sri Lanka,MtCO2e/percentile improvement,0.0193,100,NA,NA,NA,NA
BGR,Improved Rice,Max extent,PD22,Pathway,EU12-M,Bulgaria,Mha,0.0198,100,NA,NA,NA,NA
SDN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Sudan,MtCO2e/percentile improvement,0.0131,100,NA,NA,NA,NA
COG,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Republic of Congo (ROC),Mha,0.0198,100,NA,NA,NA,NA
SUR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,LAM-M,Suriname,MtCO2e/percentile improvement,0.0006,100,NA,NA,NA,NA
TTO,Cropland Soil Health,Max extent,PD22,Pathway,LAM-M,Trinidad and Tobago,Mha,0.0197,100,NA,NA,NA,NA
SWZ,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Swaziland,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
SLB,Cropland Soil Health,Max extent,PD22,Pathway,OAS-L,Solomon Islands,Mha,0.0195,100,NA,NA,NA,NA
SWE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EU15,Sweden,MtCO2e/percentile improvement,0.0187,100,NA,NA,NA,NA
FRA,Improved Rice,Max extent,PD22,Pathway,EU15,France (except French Guiana),Mha,0.0194,100,NA,NA,NA,NA
CHE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EFTA,Switzerland,MtCO2e/percentile improvement,0.0053,100,NA,NA,NA,NA
KEN,Improved Rice,Max extent,PD22,Pathway,SSA-L,Kenya,Mha,0.0193,100,NA,NA,NA,NA
SYR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,MEA-M,Syria,MtCO2e/percentile improvement,0.0141,100,NA,NA,NA,NA
HTI,Coastal Restoration,Max extent,PD22,Pathway,LAM-L,Haiti,Mha,0.0185,100,NA,NA,NA,NA
TJK,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,CAS,Tajikistan,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
GMB,Natural Regeneration,Max extent,PD22,Pathway,SSA-L,"Gambia, The",Mha,0.0185,100,NA,NA,NA,NA
TZA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Tanzania,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
GLP,Cropland Soil Health,Max extent,PD22,Pathway,LAM-M,Guadeloupe,Mha,0.0185,100,NA,NA,NA,NA
THA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-M,Thailand,MtCO2e/percentile improvement,0.0772,100,NA,NA,NA,NA
ARG,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Argentina,Mha,0.0185,100,NA,NA,NA,NA
TLS,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-L,Timor-Leste,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
PER,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Peru,Mha,0.0185,100,NA,NA,NA,NA
TGO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Togo,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
RWA,Improved Rice,Max extent,PD22,Pathway,SSA-L,Rwanda,Mha,0.0181,100,NA,NA,NA,NA
TTO,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,LAM-M,Trinidad and Tobago,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
COM,Agroforestry,Max extent,PD22,Pathway,SSA-L,Comoros,Mha,0.0181,100,NA,NA,NA,NA
TUN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,NAF,Tunisia,MtCO2e/percentile improvement,0.0031,100,NA,NA,NA,NA
GTM,Improved Rice,Max extent,PD22,Pathway,LAM-L,Guatemala,Mha,0.0178,100,NA,NA,NA,NA
TUR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,TUR,Turkey,MtCO2e/percentile improvement,0.0764,100,NA,NA,NA,NA
PYF,Cropland Soil Health,Max extent,PD22,Pathway,OAS-M,French Polynesia,Mha,0.0167,100,NA,NA,NA,NA
TKM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,CAS,Turkmenistan,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
CHE,Natural Regeneration,Max extent,PD22,Pathway,EFTA,Switzerland,Mha,0.0160,100,NA,NA,NA,NA
UGA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Uganda,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
ARE,Coastal Restoration,Max extent,PD22,Pathway,MEA-H,United Arab Emirates,Mha,0.0156,100,NA,NA,NA,NA
UKR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EEU-FSU,Ukraine,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
VUT,Cropland Soil Health,Max extent,PD22,Pathway,OAS-L,Vanuatu,Mha,0.0153,100,NA,NA,NA,NA
ARE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,MEA-H,United Arab Emirates,MtCO2e/percentile improvement,0.0020,100,NA,NA,NA,NA
EGY,Optimal Intensity,Max extent,PD22,Pathway,NAF,Egypt,Mha,0.0151,100,NA,NA,NA,NA
GBR,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,EU15,United Kingdom,MtCO2e/percentile improvement,0.1142,100,NA,NA,NA,NA
ESP,Peat Restoration,Max extent,PD22,Pathway,EU29,Spain,Mha,0.0150,100,NA,NA,NA,NA
USA,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,USA,United States (except Alaska),MtCO2e/percentile improvement,1.0461,100,NA,NA,NA,NA
SDN,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Sudan,Mha,0.0150,100,NA,NA,NA,NA
URY,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,LAM-M,Uruguay,MtCO2e/percentile improvement,0.0115,100,NA,NA,NA,NA
GUF,Natural Regeneration,Max extent,PD22,Pathway,LAM-M,French Guiana (France),Mha,0.0149,100,NA,NA,NA,NA
UZB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,CAS,Uzbekistan,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
BRN,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-M,Brunei Darussalam,Mha,0.0147,100,NA,NA,NA,NA
VUT,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-L,Vanuatu,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
LBR,Agroforestry,Max extent,PD22,Pathway,SSA-L,Liberia,Mha,0.0147,100,NA,NA,NA,NA
VEN,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,LAM-M,Venezuela,MtCO2e/percentile improvement,0.0215,100,NA,NA,NA,NA
GUF,Avoided Peat Impacts,Max extent,PD22,Pathway,LAM-M,French Guiana (France),Mha,0.0146,100,NA,NA,NA,NA
VNM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Vietnam,MtCO2e/percentile improvement,0.0791,100,NA,NA,NA,NA
BRN,Coastal Restoration,Max extent,PD22,Pathway,OAS-M,Brunei Darussalam,Mha,0.0143,100,NA,NA,NA,NA
ESH,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,NAF,Western Sahara,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
BRN,Peat Restoration,Max extent,PD22,Pathway,OAS-M,Brunei Darussalam,Mha,0.0140,100,NA,NA,NA,NA
YEM,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,MEA-M,Yemen,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
KGZ,Improved Rice,Max extent,PD22,Pathway,CAS,Kyrgyzstan,Mha,0.0139,100,NA,NA,NA,NA
ZMB,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Zambia,MtCO2e/percentile improvement,0.0136,100,NA,NA,NA,NA
SLB,Agroforestry,Max extent,PD22,Pathway,OAS-L,Solomon Islands,Mha,0.0138,100,NA,NA,NA,NA
ZWE,Nitrogen Fertilizer Management,Avg mitigation potential flux,PD22,Pathway,SSA-L,Zimbabwe,MtCO2e/percentile improvement,0.0000,100,NA,NA,NA,NA
LUX,Natural Regeneration,Max extent,PD22,Pathway,EU15,Luxembourg,Mha,0.0138,100,NA,NA,NA,NA
AFG,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,PAK,Afghanistan,tCO2e/ha/yr,0.6849,30,0.0000,70,NA,NA
HUN,Avoided Peat Impacts,Max extent,PD22,Pathway,EU12-H,Hungary,Mha,0.0137,100,NA,NA,NA,NA
ALB,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,EEU,Albania,tCO2e/ha/yr,2.8401,30,0.0000,70,NA,NA
GNQ,Natural Regeneration,Max extent,PD22,Pathway,SSA-M,Equatorial Guinea,Mha,0.0135,100,NA,NA,NA,NA
DZA,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,NAF,Algeria,tCO2e/ha/yr,0.6943,30,0.0000,70,NA,NA
NLD,Avoided Peat Impacts,Max extent,PD22,Pathway,EU15,Netherlands,Mha,0.0130,100,NA,NA,NA,NA
AGO,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-M,Angola,tCO2e/ha/yr,0.6611,30,0.0000,70,NA,NA
VUT,Agroforestry,Max extent,PD22,Pathway,OAS-L,Vanuatu,Mha,0.0129,100,NA,NA,NA,NA
ARG,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,LAM-M,Argentina,tCO2e/ha/yr,0.3944,30,0.0000,70,NA,NA
ROU,Improved Rice,Max extent,PD22,Pathway,EU12-M,Romania,Mha,0.0123,100,NA,NA,NA,NA
ARM,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,CAS,Armenia,tCO2e/ha/yr,0.6757,30,0.0000,70,NA,NA
VNM,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-CPA,Vietnam,Mha,0.0123,100,NA,NA,NA,NA
AUS,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,ANUZ,Australia,tCO2e/ha/yr,0.2885,30,0.0000,70,NA,NA
MDA,Optimal Intensity,Max extent,PD22,Pathway,EEU-FSA,Moldova,Mha,0.0122,100,NA,NA,NA,NA
AUT,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,EU15,Austria,tCO2e/ha/yr,1.5744,30,0.0000,70,NA,NA
REU,Optimal Intensity,Max extent,PD22,Pathway,SSA-M,Reunion,Mha,0.0117,100,NA,NA,NA,NA
AZE,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,CAS,Azerbaijan,tCO2e/ha/yr,0.7849,30,0.0000,70,NA,NA
CAF,Improved Rice,Max extent,PD22,Pathway,SSA-L,Central African Republic,Mha,0.0116,100,NA,NA,NA,NA
BHS,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,LAM-M,Bahamas,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
ISR,Optimal Intensity,Max extent,PD22,Pathway,MEA-H,Israel,Mha,0.0111,100,NA,NA,NA,NA
BGD,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,OAS-L,Bangladesh,tCO2e/ha/yr,2.4939,30,0.0000,70,NA,NA
KEN,Avoided Peat Impacts,Max extent,PD22,Pathway,SSA-L,Kenya,Mha,0.0110,100,NA,NA,NA,NA
BLR,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,EEU-FSU,Belarus,tCO2e/ha/yr,1.5324,30,0.0000,70,NA,NA
SVN,Natural Regeneration,Max extent,PD22,Pathway,EU12-H,Slovenia,Mha,0.0110,100,NA,NA,NA,NA
BEL,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,EU15,Belgium,tCO2e/ha/yr,2.3587,30,0.0000,70,NA,NA
PER,Coastal Restoration,Max extent,PD22,Pathway,LAM-M,Peru,Mha,0.0108,100,NA,NA,NA,NA
BLZ,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,LAM-L,Belize,tCO2e/ha/yr,3.3121,30,0.0000,70,NA,NA
MAR,Improved Rice,Max extent,PD22,Pathway,NAF,Morocco,Mha,0.0108,100,NA,NA,NA,NA
BEN,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Benin,tCO2e/ha/yr,0.9180,30,0.0000,70,NA,NA
BOL,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,LAM-M,Bolivia,MtCO2e,0.0100,100,NA,NA,NA,NA
BTN,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,OAS-M,Bhutan,tCO2e/ha/yr,1.0972,30,0.0000,70,NA,NA
GAB,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,SSA-M,Gabon,MtCO2e,0.0100,100,NA,NA,NA,NA
BOL,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,LAM-M,Bolivia,tCO2e/ha/yr,0.9603,30,0.0000,70,NA,NA
MNE,Nitrogen Fertilizer Management,Max extent,PD22,Pathway,EEU,Montenegro,MtCO2e,0.0100,100,NA,NA,NA,NA
BIH,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,EEU,Bosnia and Herzegovina,tCO2e/ha/yr,3.4846,30,0.0000,70,NA,NA
BWA,Peat Restoration,Max extent,PD22,Pathway,SSA-M,Botswana,Mha,0.0100,100,NA,NA,NA,NA
BWA,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-M,Botswana,tCO2e/ha/yr,0.6460,30,0.0000,70,NA,NA
CMR,Peat Restoration,Max extent,PD22,Pathway,SSA-L,Cameroon,Mha,0.0100,100,NA,NA,NA,NA
BRA,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,BRA,Brazil,tCO2e/ha/yr,0.7943,30,0.0000,70,NA,NA
ECU,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Ecuador,Mha,0.0100,100,NA,NA,NA,NA
BRN,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,OAS-M,Brunei Darussalam,tCO2e/ha/yr,3.1709,30,0.0000,70,NA,NA
LAO,Peat Restoration,Max extent,PD22,Pathway,OAS-CPA,Laos,Mha,0.0100,100,NA,NA,NA,NA
BGR,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,EU12-M,Bulgaria,tCO2e/ha/yr,1.2895,30,0.0000,70,NA,NA
TTO,Biochar,Max extent,PD22,Pathway,LAM-M,Trinidad and Tobago,Mha,0.0099,100,NA,NA,NA,NA
BFA,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Burkina Faso,tCO2e/ha/yr,0.7499,30,0.0000,70,NA,NA
PRI,Optimal Intensity,Max extent,PD22,Pathway,USA,Puerto Rico,Mha,0.0098,100,NA,NA,NA,NA
BDI,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Burundi,tCO2e/ha/yr,1.7205,30,0.0000,70,NA,NA
JAM,Coastal Restoration,Max extent,PD22,Pathway,LAM-M,Jamaica,Mha,0.0097,100,NA,NA,NA,NA
KHM,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,OAS-CPA,Cambodia,tCO2e/ha/yr,1.8707,30,0.0000,70,NA,NA
TJK,Natural Regeneration,Max extent,PD22,Pathway,CAS,Tajikistan,Mha,0.0093,100,NA,NA,NA,NA
CMR,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Cameroon,tCO2e/ha/yr,1.6285,30,0.0000,70,NA,NA
HND,Improved Rice,Max extent,PD22,Pathway,LAM-L,Honduras,Mha,0.0091,100,NA,NA,NA,NA
CAN,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,CAN,Canada,tCO2e/ha/yr,1.1531,30,0.0000,70,NA,NA
PRI,Coastal Restoration,Max extent,PD22,Pathway,USA,Puerto Rico,Mha,0.0090,100,NA,NA,NA,NA
CPV,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Cape Verde,tCO2e/ha/yr,0.7700,30,0.0000,70,NA,NA
THA,Avoided Peat Impacts,Max extent,PD22,Pathway,OAS-M,Thailand,Mha,0.0090,100,NA,NA,NA,NA
CAF,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Central African Republic,tCO2e/ha/yr,0.7938,30,0.0000,70,NA,NA
SAU,Coastal Restoration,Max extent,PD22,Pathway,MEA-H,Saudi Arabia,Mha,0.0089,100,NA,NA,NA,NA
TCD,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Chad,tCO2e/ha/yr,0.5779,30,0.0000,70,NA,NA
IRN,Coastal Restoration,Max extent,PD22,Pathway,MEA-M,Iran,Mha,0.0084,100,NA,NA,NA,NA
CHL,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,LAM-M,Chile,tCO2e/ha/yr,1.2486,30,0.0000,70,NA,NA
VUT,Coastal Restoration,Max extent,PD22,Pathway,OAS-L,Vanuatu,Mha,0.0084,100,NA,NA,NA,NA
CHN,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,CHN,China,tCO2e/ha/yr,0.9866,30,0.0000,70,NA,NA
CHL,Peat Restoration,Max extent,PD22,Pathway,LAM-M,Chile,Mha,0.0083,100,NA,NA,NA,NA
COL,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,LAM-M,Colombia,tCO2e/ha/yr,1.0851,30,0.0000,70,NA,NA
PHL,Peat Restoration,Max extent,PD22,Pathway,OAS-L,Philippines,Mha,0.0080,100,NA,NA,NA,NA
COM,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Comoros,tCO2e/ha/yr,1.4413,30,0.0000,70,NA,NA
BLZ,Optimal Intensity,Max extent,PD22,Pathway,LAM-L,Belize,Mha,0.0079,100,NA,NA,NA,NA
CRI,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,LAM-M,Costa Rica,tCO2e/ha/yr,2.0777,30,0.0000,70,NA,NA
ZAF,Avoided Peat Impacts,Max extent,PD22,Pathway,SAF,South Africa,Mha,0.0077,100,NA,NA,NA,NA
CIV,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,SSA-L,Cote d'Ivoire,tCO2e/ha/yr,0.7472,30,0.0000,70,NA,NA
BRN,Cropland Soil Health,Max extent,PD22,Pathway,OAS-M,Brunei Darussalam,Mha,0.0076,100,NA,NA,NA,NA
HRV,Optimal Intensity,Avg mitigation potential flux,PD22,Pathway,EEU,Croatia,tCO2e/ha/yr,2.8967,30,0.0000,70,NA,NA
