,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
"('Electric Power', 'Electricity and Heat', 'Geothermal')",0.274429359830254,0.2993325053136668,0.3055122504277473,0.3120169306917704,0.313939943616611,0.2970480747602231,0.30331510478036694,0.30196939824353375,0.31496299202552824,0.33163418089290947,0.32496521870218353,0.3228796441146961,0.3184368390212477,0.32072040578194283,0.3226052023939832,0.3222181869033088,0.3168262160399997,0.3184144532162132,0.32811868948678546,0.3425726190705698,0.325336871467411,0.3227338843447368,0.3213220013578379,0.3201504040103949,0.3347851135786235,0.3484508756602515,0.34928676488643345,0.34940916882375217,0.3533900892726446,0.35772642318298586,0.37595391580635745,0.4140124295592143,0.42754932990385125,0.4414269819313011,0.45579012464027024,0.47077522501143493,0.48666836662030294,0.5034963954911768,0.5213591008192641,0.5403494998527735,0.5605544170820405,0.5834854540534218,0.6077623089990861,0.6334613766158017,0.6606515134215994,0.6893928922366556,0.7199264373219928,0.7521070838759244,0.7854876703348004,0.8193699035732572,0.8540049696823553,0.8895364482611495,0.9261552192386101,0.9636987467789737,1.0004378135160137,1.0283507240431176,1.047918721780273,1.0409737274762398,1.0341304250950176,1.0270574178351686,1.019100050829046,1.0072966132343908,0.9969002198518154,0.9852865392360991,0.9734526497423939,0.9629014605893915,0.9535561602703135,0.9453014813009775,0.9380738615285504,0.9318299172006421,0.9264927058695976,0.9219881570085181,0.9182240086047251,0.9151437362943796,0.9126987409961396,0.9108302175136705,0.9094832392108879,0.9086076458767014,0.9081570682188839,0.9080771577842782,0.9083412455937311,0.9089140343963767,0.9097628797095199,0.9108580594956018,0.9121725490953008,0.913681803629782,0.9153677475307144,0.9172059992074127,0.9191782390817157,0.9212678817092923,0.9234599051025104,0.9257407054471972,0.9280979640669467,0.9305205260460107,0.932998289831608,0.9355221070853703,0.9380836920323803,0.9406755395572498,0.9432908513138317,0.9459234691437535,0.9485678151352164,0.9512188376944335,0.9538719630456546,0.9565230516201003,0.9591683588381941,0.9618044998323133,0.9644284176983354,0.96703735490301,0.9696288275105627,0.9722006019256877,0.9747506738811855
"('Electric Power', 'Electricity and Heat', 'Hydro')",16.57854109171116,16.96987825899598,16.829444781974185,17.371469007656334,16.99484369021006,17.2299480242036,17.065744414661225,16.888126906057323,16.47802422582947,15.975341371639548,15.583393976697653,15.139491560365295,15.224356550850965,15.089874812854163,15.246869470216435,15.504147299090953,15.536111663581611,14.976628072424846,15.32207741347134,15.807814969297612,15.67323673884681,15.429838708789653,15.674362490222862,15.80748822793262,15.812799930666763,15.563764776485234,15.632790155006557,15.40732970393812,15.43326382241014,15.42126275059055,15.831840766109732,15.82380617121725,16.106339106879325,16.37212580842639,16.625794377468193,16.87060475521714,17.079289990201243,17.292340247917885,17.51009739067596,17.73269849074481,17.96009577923659,18.265718256797108,18.569209086824074,18.870517317007227,19.169866239508107,19.468789123807518,19.7539673692991,20.028235162550867,20.29353699705716,20.544941792145956,20.786278593555107,21.019203108933922,21.250260034953737,21.485366735815134,21.701588267767082,21.799012395281796,21.78799812492444,21.692720452408174,21.58694760794499,21.107038072235632,20.55371059201391,20.016159157490485,19.482295372567584,18.965391165183764,18.480864962240513,18.032707774624786,17.61917564999038,17.234840032562932,16.883337045310196,16.56380158258069,16.274244615179565,16.012720845516913,15.771665087711515,15.551657409542049,15.354164785039256,15.177182912285641,15.018680084386252,14.876878865970783,14.750209237804492,14.633523901643,14.529531370110648,14.43705514561244,14.354674730091432,14.281519010487026,14.216760384928556,14.159532054292875,14.109001630335907,14.06452356833875,14.025471378104736,13.991283403801166,13.961456390557647,13.935539452607662,13.913118492041798,13.893838646626646,13.87737987332689,13.863450771955197,13.851789776521711,13.84216165561751,13.834298813062146,13.827940642148077,13.823043969417888,13.819449892354566,13.817002431456235,13.815597607146179,13.815121707517758,13.815471788869866,13.81645528711178,13.818059105680433,13.82023828962829,13.822922937329773,13.826049516908256
"('Electric Power', 'Electricity and Heat', 'Nuclear')",14.703108789418257,15.663307839716964,15.742247511763315,15.980967864303578,16.03570080071095,16.10648104621136,16.206943764212138,15.737585124146348,15.76040955765277,15.962549591926608,15.840622288090692,16.023605119459027,15.888868796265609,15.316694071342576,15.324518606456486,14.928449577068811,14.5166202910194,13.565616809598893,13.490205941480149,13.397973015956364,12.838912651872322,11.53306098261769,10.724919693596567,10.55324788918628,10.51967562594765,10.542044946576162,10.540511383790292,10.286712236522419,10.116876660611664,10.253004951125936,9.95939702270006,9.398207592047745,9.308868151964028,9.225110828636444,9.146567774902111,9.073025800263004,8.99960279112951,8.928119333769233,8.858537636978669,8.7908318611957,8.724972118090085,8.633934575896248,8.543192084545714,8.45198691870996,8.359394844982798,8.264302178435573,8.163567616123366,8.050303822946582,7.917147434685051,7.7656271446214316,7.597440996172768,7.411911247826984,7.209253165140788,6.985765659147402,6.683755967398024,6.1481299208426385,5.535725736963152,4.914342909101597,4.316741276789312,3.645609745396784,3.0127797518169244,2.421116417156308,1.8809135244411073,1.5513760587936927,1.3002985944609868,1.0845011875360666,0.8925712441181275,0.7457325679584917,0.6215912560775194,0.5078609643424956,0.4035770304945039,0.30806313242191685,0.24356647519680488,0.1962755617367036,0.15335233406345652,0.11446027467470032,0.0798690632398403,0.049450066490502896,0.022967508578816832,0.01892623475035607,0.01602704276112344,0.013570091212442265,0.012131449538303847,0.011001004208801308,0.009964283559637103,0.009012013690574572,0.008135790993542722,0.007328024739771321,0.006581877651913655,0.005891206269631763,0.005250502453751948,0.004654836996170718,0.004196159813584787,0.0038014308444722163,0.003423216007573017,0.00306013384462261,0.002710979619932613,0.0023747032257066714,0.0020503984532468543,0.001737259350937105,0.0014345889533251212,0.0011417799422938457,0.0008583013328035716,0.0005836879305431766,0.000317531099118227,5.947069238476849e-05,0.0,0.0,0.0,0.0,0.0
"('Electric Power', 'Electricity and Heat', 'Offshore wind energy')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007951869890747185,0.000987524962829414,0.00270344775987832,0.004305113828856052,0.006927415586366493,0.008491747050074657,0.008586288627182963,0.012028326745302355,0.018107324579007104,0.02300102339686428,0.0359320237224391,0.055598858077705024,0.07058539996122694,0.09437760642905127,0.11469364205018505,0.1654279180748037,0.1779386937957233,0.23157641562053685,0.2732152562632364,0.3352434924324641,0.3987436174554197,0.7037136666153686,0.7505165290481661,0.8033892909179408,0.8631437247226951,0.9306839992080677,1.0039687363827476,1.0867377474062978,1.1802215866001595,1.2858047318328847,1.4050447788994658,1.5463659207619667,1.7053659157116017,1.8843316043124774,2.0859434311687077,2.313849631844005,2.5697451936408577,2.8544441528100504,3.1700422256407776,3.517803554227133,3.9024702508320437,4.3295096014587555,4.8031763256126965,5.328672108086057,5.904385957859351,6.442401714560901,6.943042933337074,7.506255153064684,7.943710794226841,8.194239417355078,8.402280436444407,8.59187972782635,8.758675600804539,8.896825979968522,9.013770582888105,9.1153971059682,9.204004291710238,9.278469308183446,9.341074714399433,9.393680917404467,9.437135238859144,9.472275747686611,9.496747987825383,9.513534265494865,9.52469984939187,9.530939882968031,9.532807709378288,9.530914635929308,9.525877797890313,9.51567141675866,9.503391999371987,9.489492397458122,9.474259225154794,9.458009035263144,9.440975724152496,9.423359832356063,9.405332296669206,9.387037967748885,9.368598853820364,9.350117071485114,9.331677500013685,9.313350146779607,9.295178935749455,9.277219762500703,9.259515642030983,9.242095344394553,9.224980956280678,9.208188934663648,9.191739464519546,9.175650894684406,9.159908629254149,9.144515422178856,9.129474237923183,9.114778564549649,9.100424789716307,9.086408157631908,9.072702784333863,9.059317180010925,9.046250773110135,9.033496295645286,9.02104622456114
"('Electric Power', 'Electricity and Heat', 'Onshore wind energy')",0.07387268745993093,0.07463695255803444,0.07836539082032254,0.08457154466965061,0.09288826855932544,0.0969039840679874,0.10105866795177387,0.11702610912313878,0.1411739036097029,0.17451452240698223,0.22711746740618888,0.22854296771439453,0.30984801225542896,0.37044955651681793,0.47571761696628273,0.5689445733865268,0.6822524261996097,0.8526142971228865,1.0717491083570407,1.3425259931054758,1.566882632034922,1.9188598010020077,2.265825425623493,2.6378883966890694,2.879965072149288,3.280740420687631,3.6728824647790765,4.2079746392865385,4.524185530118179,4.993072031246844,5.639459213924799,7.065126483122048,7.281158613915428,7.502953550920707,7.733779833331105,7.976547055691491,8.204516351150252,8.452794483612793,8.724011015060377,9.02106751313745,9.347148892169054,9.754295021490051,10.196214858495647,10.677095787744921,11.201526637131245,11.775010208227538,12.400548596590061,13.079785898660234,13.810385075060646,14.59491688162192,15.440414294125567,16.367222162771878,17.372707075178393,18.458942262057143,19.591735077479175,20.540959808519723,21.35140041216508,21.99205450472193,22.565664764371107,22.836434567470317,22.981898188821347,23.092355105256456,23.19615015501481,23.246711622158454,23.28724015033533,23.32725373104079,23.368748940889844,23.403594205355702,23.438540212765805,23.478333074894252,23.522854472671916,23.57189000725427,23.61792497926253,23.664598401776946,23.71546791031583,23.770069902501493,23.8277735627965,23.888036498907887,23.950299774578955,24.01036675304819,24.072066024259833,24.13507407077051,24.198856791962005,24.26312587668285,24.327542525379997,24.39177258253839,24.455537176157286,24.51855149371862,24.580583638208402,24.641433232402413,24.70092954227611,24.758929494222254,24.81528464339772,24.869923081979408,24.9227862309705,24.973820109114065,25.022988034186323,25.070268769650284,25.115679947977675,25.15925742754326,25.20095808295912,25.240808878099074,25.27885399449705,25.31511305348123,25.34962831870621,25.382446302070722,25.413573038683957,25.443092362679764,25.471072335455357,25.497568625406906,25.522637680348836
"('Electric Power', 'Electricity and Heat', 'Rooftop solar photovoltaics')",0.010375404561768744,0.01016925774924202,0.010156920623478841,0.00997509706183919,0.009628151988740145,0.009480289270865434,0.009175346848655301,0.00909262350676057,0.00891868190067904,0.008828034979439152,0.00875977369666746,0.009189012461164544,0.009360278879681595,0.00979658292057949,0.010390894635460772,0.011861169944088805,0.013405972571488458,0.015126586429915241,0.020250786766201175,0.030148112977623476,0.04183406823065831,0.07713032074956791,0.11379578449479118,0.15273918558054678,0.19605535370455282,0.25433309277550975,0.32020947968038965,0.41705325395793075,0.5178668113746345,0.6302909390089291,0.7655266809052682,1.4888856661208503,1.6318609184325161,1.789918959836405,1.9660223110749866,2.1632835537666972,2.377296427951413,2.6203370226299825,2.8963812048087623,3.2098449525853874,3.565607317822849,3.9861415115232246,4.461655248002532,4.998766639076966,5.604942599981178,6.2898946190242695,7.062484965966095,7.917295565276109,8.860946592516843,9.898985393183773,11.040450182228662,12.298840887528591,13.676926078039905,15.18149153875096,16.773618317939913,18.18754266534386,19.452566688527785,20.607265297589077,21.722071255793875,22.54131238918693,23.17884973052264,23.748005138377813,24.264731625799545,24.692405436040104,25.06957692986807,25.40856702279499,25.713589059182574,25.98034884443034,26.21551595721729,26.423418918480575,26.606050296661763,26.765371904748857,26.89944008596759,27.012267915753057,27.10792443718771,27.188164852468237,27.254599388001953,27.30871700076048,27.35190110493676,27.380514025979004,27.401232373276763,27.415279927505743,27.423477672715446,27.426843908027276,27.426150188945837,27.42205998065268,27.415174875412777,27.40599090875885,27.394956060366443,27.38246000111319,27.368840169030662,27.354387463333364,27.339323778735427,27.3238821945803,27.3082562796218,27.292598219713003,27.277035545568275,27.261674354839847,27.246616088693,27.231949531532727,27.217699639642458,27.203911362025995,27.19061927669359,27.177849088576085,27.16561894090856,27.153940560677626,27.14281259303309,27.132242423491714,27.122230396414928,27.11277131674746,27.103857408406682
"('Electric Power', 'Electricity and Heat', 'Solar thermal')",0.013654960700937985,0.015608213740765856,0.015158726965140316,0.01614317707058093,0.015513404853889436,0.015153423217991263,0.015451973627816676,0.014984179671773028,0.014617075599043823,0.00870288254302383,0.008443414842416645,0.008455043960688243,0.008385399158277263,0.007875289236443104,0.0077900860176968924,0.007612315712987124,0.007057214630715879,0.007418056125148998,0.008440155968601721,0.00852261778194721,0.011310777621851323,0.016521956808928307,0.02404582330081414,0.027890413973267966,0.03847333074511577,0.04287323637806723,0.046234037953314495,0.046689966104829686,0.04625769909930006,0.05248590921168493,0.052279749293606674,0.08873638934783012,0.09439278297563734,0.10065358565381202,0.10760424213977812,0.11533845624652496,0.12323587130552295,0.13203307640683432,0.1418375601187338,0.15277075526346676,0.164970548652886,0.17941492162061387,0.19551845788594097,0.2134907709780977,0.23356889655324772,0.25602090856764953,0.2817415554701557,0.31046957414369114,0.34253776672044906,0.37821391522949244,0.4179018521864674,0.46257979676858973,0.5124170358343729,0.5680217518569276,0.6266320087290889,0.6780586904966338,0.7246829198625545,0.7713018300113492,0.8186481347111116,0.8432369369881991,0.8645879176828951,0.8850141177872979,0.9031421897862544,0.915037576639727,0.9253466402183212,0.9342457279269023,0.9417789592814002,0.9479248499336728,0.952784982058031,0.9565145670836315,0.9592017484029347,0.9609382997901674,0.9618169191501328,0.9619289852042526,0.9613627838622485,0.9602021814732116,0.9585257019296042,0.9564059528985881,0.9539093417990115,0.9506083601159078,0.9470765963949399,0.9433789517387693,0.9395540272313039,0.9356354300270521,0.9316522310843192,0.927629419893699,0.9235883431356802,0.9195471185755939,0.9155210189428303,0.9115228231539105,0.9075631341537044,0.9036506639951036,0.899792487674723,0.8959942677957322,0.8922604524269837,0.8885944486416771,0.8849987742054604,0.8814751897862181,0.878024813908317,0.8746482226962662,0.8713455362632435,0.8681164934100829,0.8649605161175614,0.8618767651435408,0.8588641878792671,0.8559215594767381,0.8530475181317175,0.8502405952939345,0.8474992414764139,0.8448218482485609,0.8422067669213137
"('Electric Power', 'Electricity and Heat', 'Tide, wave and ocean')",0.006614874736443399,0.007055949763900258,0.007171474736852113,0.006876114917300379,0.00700048261430826,0.006784806868483045,0.006534203003582306,0.006580439399018917,0.006530486975056249,0.0063633148739826615,0.006352821033789668,0.006172855155362557,0.006018670306863911,0.0059028142764823745,0.005663475573601613,0.0054834903537171065,0.005171943086503891,0.00496243192373052,0.004853758787521166,0.004947897217185511,0.004793439877275773,0.0045391043142539314,0.004451972388571761,0.004098537164455017,0.004176689245865723,0.004225648626254377,0.004320948513355886,0.00421634236745167,0.0038374211017231483,0.0036942719729632467,0.0036652384640854354,0.005260082794547078,0.005525386445325896,0.005788946782938395,0.0060545997157053725,0.006326152406420272,0.006540016929452121,0.006774507554719027,0.007032263508129085,0.007316266530477327,0.007629868874166713,0.007986281512143815,0.008381080820379083,0.008818641329550745,0.009303608538373974,0.009840838566725673,0.010409617715551628,0.011040745931200262,0.0117357223245468,0.012488555321075736,0.013306698539135183,0.014201974213684073,0.015173188232782095,0.016221072003268378,0.017345941328938644,0.018394664909425935,0.019494433483173482,0.02065647595756551,0.02181264169423608,0.022426481050966292,0.02296885645334429,0.02349047908801259,0.023953832395797958,0.024373567153603837,0.024724302854554042,0.025028287793514972,0.025288780484545647,0.02546452668216357,0.0255940801585103,0.025693402276673383,0.025764268404026354,0.02580872397583465,0.025807570909229284,0.02578645573403457,0.025747708658023147,0.02569358513089063,0.02562622311955571,0.025547614343052166,0.0254595871213506,0.02535229482839202,0.02523948357499817,0.025122865330371596,0.025003503253104895,0.024882315767426662,0.024760089417323525,0.024637492036081052,0.02451508569979983,0.024393339101800027,0.02427263911727699,0.024153301428480232,0.024035580155065118,0.023919676487089075,0.023805746353970474,0.02369390718557695,0.02358424383478535,0.02347681373703568,0.02337165138369944,0.02326877218410396,0.02316817578700591,0.023069848927065612,0.022973767856058522,0.022879900412598755,0.02278820777832559,0.022698645962987114,0.022611167055752317,0.022525720275433182,0.022442252848119938,0.022360710737008786,0.02228103924590898,0.022203183515021558,0.022127088925047188
"('Electric Power', 'Electricity and Heat', 'Utility solar photovoltaics')",0.025938511404421858,0.02542314437310505,0.025392301558697098,0.024937742654597975,0.024070379971850363,0.023700723177163582,0.02293836712163825,0.022731558766901423,0.022296704751697604,0.02207008744859788,0.021899434241668646,0.02297253115291136,0.023400697199203985,0.02449145730144872,0.025977236588651934,0.029652924860222005,0.03351493142872114,0.0378164660747881,0.05062696691550293,0.07537028244405869,0.10458517057664574,0.1928258018739198,0.28448946123697794,0.3818479639513669,0.49013838426138184,0.6358327319387743,0.8005236992009742,1.042633134894827,1.2946670284365862,1.5757273475223224,1.9138167022631702,2.609374240277695,2.7691738206939314,2.9383800296599696,3.1199996119852984,3.316939045359877,3.517516686691835,3.7407766983972683,3.9897510472595163,4.267798043836814,4.578629740497936,4.947764682316827,5.3585288400048405,5.8161779915052,6.3269813719728285,6.900367130353123,7.543986071734681,8.245636515881783,9.013569936823243,9.854516059608203,10.778279674529397,11.799002471495156,12.92159299906974,14.148678167659275,15.470961140593959,16.602023024095423,17.45815149829239,18.230103795955113,18.961269702713242,19.4615814615657,19.828541288414307,20.155690765611375,20.455594952419347,20.698340739490472,20.90755686965681,21.097492672033574,21.273316781816355,21.432881408292033,21.579665545768243,21.716047721065827,21.842406901002885,21.959086684797732,22.063321439077907,22.157579582638594,22.243547288664878,22.321596604874546,22.391931513141593,22.454878163363183,22.510719365483702,22.556506946606834,22.596678744788377,22.631731238617874,22.661928754058877,22.68780154629339,22.70972253853443,22.72803714145679,22.743088924067276,22.75518098608722,22.7646114394755,22.771660356687875,22.776589254464202,22.77964095908254,22.781025469701945,22.780959118921025,22.77963705706964,22.77723087252335,22.77389622136341,22.76977387366368,22.764998813622114,22.75969512753582,22.753944988654514,22.7478386339414,22.741456084169087,22.73486803152518,22.728136681811616,22.721316547215757,22.714434978415596,22.707548108103648,22.700697886411447,22.693914907749807,22.687225264001928
"('Transportation', 'Domestic aviation – Long-range')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001494532676527795,0.003783824953795228,0.00717344092266562,0.012063754714892082,0.018493963937271655,0.02715274761457542,0.03864079192383718,0.05366760432861189,0.07305140705012463,0.09768001843061042,0.1285669329469416,0.1667629041963181,0.21333663503297612,0.26933191232399833,0.3355669522204898,0.41298399675431563,0.5022711791749068,0.6039302443299066,0.7182541690196468,0.8464178967805287,0.9875168557686861,1.141202595402119,1.3068902038540877,1.4837609634858033,1.670368520033067,1.8657625047131858,2.0684842523508475,2.2769109815016484,2.4892937252202767,2.7048478121575004,2.9200508369567757,3.1337433727958395,3.344179108862751,3.5497458052235484,3.7490085080289544,3.9407422946425568,4.123953035182536,4.297885866906624,4.462022183541619,4.616066803070335,4.75992752040845,4.893689467424793,5.017586635355213,5.131972638244264,5.237292394837259,5.334055957796059,5.422815283934085,5.504144357673176,5.578622773125107,5.646822653629786,5.709298636107862,5.766580559959434,5.819168462732962,5.867529483725695,5.912096299931339,5.953266756439548,5.991404398011886,6.0268396547868095,6.059871479410602,6.090769273278685,6.119774974978269,6.14710521414053,6.172953458894469,6.197492105391897,6.220874474002387,6.243236689362461,6.264699431091529,6.28536954919878,6.305341543477338,6.324698909921539,6.343515359752,6.361855918270601,6.3797779117188504,6.39733185075842,6.414562219272008,6.431508177005392,6.448204184220571,6.4646805560690845,6.480963953868645
