product_short,flow_short,sector,EIA Product,WWS EF Product,WWS Upstream Product,WWS Addtl Efficiency,Low Temp Heat,High Temp Heat,hydrogen,flexible,nonenergy
BKB,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
CHARCOAL,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
COALTAR,COMMPUB,Commercial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
COKCOAL,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
COKEOVGS,COMMPUB,Commercial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
CRUDEOIL,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
ELECTR,COMMPUB,Commercial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,Y,N
GASCOKE,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
GASWKSGS,COMMPUB,Commercial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
GEOTHERM,COMMPUB,Commercial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,Y,N
HEAT,COMMPUB,Commercial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,COMMPUB,Commercial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
INDWASTE,COMMPUB,Commercial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
JETGAS,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
LIGNITE,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
LPG,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
LUBRIC,COMMPUB,Commercial,Total,na,N,na,N,N,N,Y,Y
MUNWASTEN,COMMPUB,Commercial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
MUNWASTER,COMMPUB,Commercial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
NATGAS,COMMPUB,Commercial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
NGL,COMMPUB,Commercial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
NONBIODIES,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
NONBIOGASO,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
NONBIOJETK,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
OBIOLIQ,COMMPUB,Commercial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
ONONSPEC,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
OTHKERO,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
OVENCOKE,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PATFUEL,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PEAT,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PEATPROD,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PETCOKE,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
PRIMSBIO,COMMPUB,Commercial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,Y,N
REFINGAS,COMMPUB,Commercial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,Y,N
RESFUEL,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
SOLARTH,COMMPUB,Commercial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,Y,N
SUBCOAL,COMMPUB,Commercial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,Y,N
WHITESP,COMMPUB,Commercial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
LHEAT,COMMPUB,Commercial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,COMMPUB,Commercial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,COMMPUB,Commercial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEATNS,COMMPUB,Commercial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
ANTCOAL,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
AVGAS,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIODIESEL,CONSTRUC,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BIOGASES,CONSTRUC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,CONSTRUC,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BITCOAL,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BITUMEN,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BKB,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,CONSTRUC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
COALTAR,CONSTRUC,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,CONSTRUC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,CONSTRUC,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,CONSTRUC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,CONSTRUC,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,CONSTRUC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,CONSTRUC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
INDWASTE,CONSTRUC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,CONSTRUC,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,CONSTRUC,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,CONSTRUC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,CONSTRUC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OBIOLIQ,CONSTRUC,Industrial,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
ONONSPEC,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PATFUEL,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,CONSTRUC,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,CONSTRUC,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,CONSTRUC,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,CONSTRUC,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,CONSTRUC,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LHEAT,CONSTRUC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,CONSTRUC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,CONSTRUC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,CONSTRUC,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
ANTCOAL,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
AVGAS,DISTLOSS,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BIODIESEL,DISTLOSS,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BIOGASES,DISTLOSS,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
BIOGASOL,DISTLOSS,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
BITCOAL,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BITUMEN,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
BKB,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
BLFURGS,DISTLOSS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CHARCOAL,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKCOAL,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
COKEOVGS,DISTLOSS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
CRUDEOIL,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ELECTR,DISTLOSS,Electric Power,Total,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
GASWKSGS,DISTLOSS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
GEOTHERM,DISTLOSS,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
HEAT,DISTLOSS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HEATNS,DISTLOSS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HYDROGEN,DISTLOSS,Industrial,Liquid fuels,na,N,na,N,N,Y,Y,N
INDWASTE,DISTLOSS,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
LIGNITE,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
LPG,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LUBRIC,DISTLOSS,Industrial,Total,na,N,na,N,N,N,N,Y
MUNWASTEN,DISTLOSS,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,DISTLOSS,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,DISTLOSS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NGL,DISTLOSS,Industrial,Liquid fuels,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
NONBIODIES,DISTLOSS,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOGASO,DISTLOSS,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONBIOJETK,DISTLOSS,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
NONCRUDE,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
OGASES,DISTLOSS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
OILSHALE,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
ONONSPEC,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OTHKERO,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
OVENCOKE,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PARWAX,DISTLOSS,Industrial,Total,na,N,na,N,N,N,N,Y
PATFUEL,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEAT,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PEATPROD,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PETCOKE,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
PRIMSBIO,DISTLOSS,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,DISTLOSS,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,N,N,N
RESFUEL,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
SOLARTH,DISTLOSS,Industrial,Renewables,wws heat ef ratio,N,wws heat addtl eff,N,N,N,N,N
SUBCOAL,DISTLOSS,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,N,N,N
WHITESP,DISTLOSS,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,N,N
LHEAT,DISTLOSS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
HHEAT,DISTLOSS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,Y,N
LHEATNS,DISTLOSS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,DISTLOSS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
AVGAS,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
JETGAS,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
LPG,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIODIES,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOGASO,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOJETK,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
ONONSPEC,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
OTHKERO,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
RESFUEL,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONCRUDE,DOMESAIR,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
HYDROGEN,DOMESAIR,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
BIODIESEL,DOMESNAV,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,Y,Y,N
BIOGASOL,DOMESNAV,Transportation,Liquid fuels,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,Y,Y,N
BITCOAL,DOMESNAV,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
COKCOAL,DOMESNAV,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
LIGNITE,DOMESNAV,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
LPG,DOMESNAV,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
LUBRIC,DOMESNAV,Transportation,Total,na,N,na,N,N,N,N,Y
NATGAS,DOMESNAV,Transportation,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,Y,Y,N
NONBIODIES,DOMESNAV,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NONBIOGASO,DOMESNAV,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
ONONSPEC,DOMESNAV,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
OTHKERO,DOMESNAV,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
OVENCOKE,DOMESNAV,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
PRIMSBIO,DOMESNAV,Transportation,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,Y,Y,N
RESFUEL,DOMESNAV,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
SUBCOAL,DOMESNAV,Transportation,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
NONCRUDE,DOMESNAV,Transportation,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,N,Y,N
HYDROGEN,DOMESNAV,Transportation,Liquid fuels,hydrogen ef ratio,N,oil addtl eff,N,N,Y,Y,N
BIOGASES,EBIOGAS,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
HEAT,EBIOGAS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HEATNS,EBIOGAS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEAT,EBIOGAS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEAT,EBIOGAS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
LHEATNS,EBIOGAS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
HHEATNS,EBIOGAS,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,N,N,N
BKB,EBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,Y,Y,N
ELECTR,EBKB,Industrial,Electricity,electricity ef ratio,Y,electricity addtl eff,N,N,N,N,N
HEAT,EBKB,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HEATNS,EBKB,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
INDWASTE,EBKB,Industrial,Total,biofuels_waste ef ratio,Y,biofuels_waste ef ratio,N,N,Y,Y,N
LIGNITE,EBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,Y
MUNWASTEN,EBKB,Industrial,Total,heat ef ratio,Y,heat addtl eff,N,N,Y,Y,N
MUNWASTER,EBKB,Industrial,Renewables,biofuels_waste ef ratio,Y,biofuels_waste addtl eff,N,N,Y,Y,N
OBIOLIQ,EBKB,Industrial,Liquid fuels,biofuels_waste ef ratio,Y,biofuels_waste addtl eff,N,N,Y,Y,N
PEAT,EBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,Y,Y,N
PEATPROD,EBKB,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,Y,Y,N
PRIMSBIO,EBKB,Industrial,Renewables,biofuels_waste ef ratio,Y,biofuels_waste addtl eff,N,N,Y,Y,N
LHEAT,EBKB,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HHEAT,EBKB,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
LHEATNS,EBKB,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HHEATNS,EBKB,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
BIODIESEL,EBLASTFUR,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,Y,Y,N
BITCOAL,EBLASTFUR,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
BLFURGS,EBLASTFUR,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,Y,Y,N
COALTAR,EBLASTFUR,Industrial,Liquid fuels,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
COKEOVGS,EBLASTFUR,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
ELECTR,EBLASTFUR,Industrial,Electricity,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
HEAT,EBLASTFUR,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,Y,Y,N
HEATNS,EBLASTFUR,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,Y,Y,N
INDWASTE,EBLASTFUR,Industrial,Total,biofuels_waste ef ratio,N,biofuels_waste ef ratio,N,N,Y,Y,N
LPG,EBLASTFUR,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
NATGAS,EBLASTFUR,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,Y,Y,N
NONBIODIES,EBLASTFUR,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
OGASES,EBLASTFUR,Industrial,Natural gas,natural gas ef ratio,N,natural gas addtl eff,N,N,Y,Y,N
OVENCOKE,EBLASTFUR,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
PETCOKE,EBLASTFUR,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
RESFUEL,EBLASTFUR,Industrial,Liquid fuels,oil ef ratio,N,oil addtl eff,N,N,Y,Y,N
LHEAT,EBLASTFUR,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,Y,Y,N
HHEAT,EBLASTFUR,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,Y,Y,N
LHEATNS,EBLASTFUR,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,Y,Y,N
HHEATNS,EBLASTFUR,Industrial,Total,heat ef ratio,N,heat addtl eff,Y,N,Y,Y,N
CHARCOAL,ECHARCOAL,Industrial,Coal,coal ef ratio,N,coal addtl eff,N,N,Y,Y,N
ELECTR,ECHARCOAL,Industrial,Coal,electricity ef ratio,N,electricity addtl eff,N,N,N,N,N
PRIMSBIO,ECHARCOAL,Industrial,Renewables,biofuels_waste ef ratio,N,biofuels_waste addtl eff,N,N,Y,Y,N
BITCOAL,ECOALLIQ,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
COKEOVGS,ECOALLIQ,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
ELECTR,ECOALLIQ,Industrial,Coal,electricity ef ratio,Y,electricity addtl eff,N,N,N,N,N
GASWKSGS,ECOALLIQ,Industrial,Coal,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
HEAT,ECOALLIQ,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HEATNS,ECOALLIQ,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
OILSHALE,ECOALLIQ,Industrial,Liquid fuels,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
LHEAT,ECOALLIQ,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HHEAT,ECOALLIQ,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
LHEATNS,ECOALLIQ,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HHEATNS,ECOALLIQ,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
ANTCOAL,ECOKEOVS,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
BITCOAL,ECOKEOVS,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
BLFURGS,ECOKEOVS,Industrial,Coal,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
COALTAR,ECOKEOVS,Industrial,Liquid fuels,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
COKCOAL,ECOKEOVS,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
COKEOVGS,ECOKEOVS,Industrial,Coal,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
ELECTR,ECOKEOVS,Industrial,Coal,electricity ef ratio,Y,electricity addtl eff,N,N,N,N,N
HEAT,ECOKEOVS,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
HEATNS,ECOKEOVS,Industrial,Total,heat ef ratio,Y,heat addtl eff,Y,N,N,N,N
INDWASTE,ECOKEOVS,Industrial,Coal,biofuels_waste ef ratio,Y,biofuels_waste ef ratio,N,N,N,N,N
LPG,ECOKEOVS,Industrial,Coal,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
LUBRIC,ECOKEOVS,Industrial,Total,na,Y,na,N,N,N,N,Y
MUNWASTEN,ECOKEOVS,Industrial,Coal,biofuels_waste ef ratio,Y,biofuels_waste addtl eff,N,N,N,N,N
MUNWASTER,ECOKEOVS,Industrial,Coal,biofuels_waste ef ratio,Y,biofuels_waste addtl eff,N,N,N,N,N
NATGAS,ECOKEOVS,Industrial,Coal,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
NONBIODIES,ECOKEOVS,Industrial,Coal,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
OGASES,ECOKEOVS,Industrial,Coal,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
ONONSPEC,ECOKEOVS,Industrial,Coal,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
OTHKERO,ECOKEOVS,Industrial,Coal,oil ef ratio,Y,oil addtl eff,N,N,N,N,N
OVENCOKE,ECOKEOVS,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PATFUEL,ECOKEOVS,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PETCOKE,ECOKEOVS,Industrial,Coal,coal ef ratio,Y,coal addtl eff,N,N,N,N,N
PRIMSBIO,ECOKEOVS,Industrial,Renewables,biofuels_waste ef ratio,Y,biofuels_waste addtl eff,N,N,N,N,N
REFINGAS,ECOKEOVS,Industrial,Natural gas,natural gas ef ratio,Y,natural gas addtl eff,N,N,N,N,N
