Country,Sector,Gas,Unit,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
Cook Islands,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,-0.05,-0.05,-0.05,-0.05,-0.05,-0.01,-0.01,-0.01,-0.01,-0.01,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
Cook Islands,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,Forests & Wetlands,CH4,MtCO₂e,0,0,0.08,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0,0.15,0.01,0.01,0,0.01,0.03,0.03,0.02,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.03
Dominican Republic,Forests & Wetlands,N2O,MtCO₂e,0,0,0.04,0.02,0.02,0,0.01,0.01,0,0,0.01,0,0.1,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Egypt,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0
Eritrea,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Estonia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0.01,0,0,0,0,0.01,0,0.05,0,0.01,0.03,0.09,0,0,0,0,0,0.01,0,0,0,0,0,0
Estonia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,Forests & Wetlands,N2O,MtCO₂e,0,0,0.02,0.02,0,0,0,0.01,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
Micronesia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
United Kingdom,Forests & Wetlands,CH4,MtCO₂e,0,0,0.04,0,0,0.11,0.05,0.04,0.01,0,0.17,0.03,0.03,0,0.31,0,0.04,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
United Kingdom,Forests & Wetlands,N2O,MtCO₂e,0,0,0.01,0,0,0.02,0.01,0.01,0,0,0.03,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0
Georgia,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,-3.52,-3.52,-3.52,-3.52,-3.52,-3.53,-3.53,-3.53,-3.53,-3.53,-4.03,-4.03,-4.03,-4.03,-4.03,-4.03,-4.03,-4.03,-4.03,-4.16,-4.16
Gambia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0.02,0.02,0.03,0.02,0,0.01,0.01,0.01,0,0.01,0.05,0.14,0.23,0.3,0.11,0.14,0.12,0.02,0.02,0.02,0.02,0.02,0.02
Gambia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0.02,0.05,0.08,0.11,0.04,0.05,0.04,0.01,0.01,0.01,0.01,0.01,0.01
Equatorial Guinea,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,-0.18,-0.18,-0.18,-0.18,-0.18,0.35,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0
Grenada,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0,0.02,0.04,0,0,0.01,0.04,0,0.01,0,0.01,0.01,0.01,0.01,0,0.04,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01
Croatia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.01,0.02,0,0,0.01,0.01,0,0,0,0.01,0,0.01,0.01,0,0.03,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01
Haiti,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0.05,0,0.05,0.02,0,0,0.02,0.05,0.03,0,0.02,0.02,0.01,0.05,0.01,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02
Hungary,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
Ireland,Forests & Wetlands,CH4,MtCO₂e,0,0,0.05,0,0,0,0.06,0.11,0,0,0.04,0.01,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0
Ireland,Forests & Wetlands,N2O,MtCO₂e,0,0,0.01,0,0,0,0.01,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0.01,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01
Iran,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0
Iraq,Forests & Wetlands,CH4,MtCO₂e,0,0,0.03,0,0,0,0,0,0.02,0.04,0,0,0,0,0,0,0.01,0.02,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Iraq,Forests & Wetlands,N2O,MtCO₂e,0,0,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0
Iceland,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Forests & Wetlands,N2O,MtCO₂e,0,0,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02
Kazakhstan,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,-0.13,-0.13,-0.13,-0.13,-0.13,0.3,0.3,0.3,0.34,0.3,0.3,0.3,0.3,0.3,0.31,0.31
Kyrgyzstan,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
Kyrgyzstan,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0.04,0.01,0,0.07,0,0.03,0.02,0.02,0.01,0.03,0.03,0.03,0.01,0,0.02,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02
South Korea,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0.03,0,0,0.05,0,0.02,0.01,0.02,0,0.02,0.02,0.02,0.01,0,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Kuwait,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Liechtenstein,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
Liechtenstein,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
Lesotho,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0.01,0,0,0,0,0,0,0
Lesotho,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.01,0,0,0,0,0,0,0
Lithuania,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0,0,0.01,0,0.02,0.02,0,0,0,0,0.04,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0
Lithuania,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.73,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17
Luxembourg,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0.02,0.02,0,0,0.01,0,0,0,0.01,0,0.02,0.11,0.08,0.01,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Latvia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Forests & Wetlands,CH4,MtCO₂e,0,0,0.02,0.02,0.01,0,0.01,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Moldova,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
Marshall Islands,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
Marshall Islands,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
Macedonia,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,1.25,1.25,1.25,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73
Macedonia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0.03,0.01,0,0,0.01,0.05,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Macedonia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.02,0.01,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Mali,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.02,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.03,0.64,1.2,1.28,0.5,0.37,0.01,0.01,0.01,0.01,0.01,0.01
Malta,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0,0.04,0.03,0,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Montenegro,Forests & Wetlands,N2O,MtCO₂e,0,0,0.01,0,0,0.03,0.01,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Mauritania,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.1,0.08,0.17,0.07,0.11,0,0,0,0,0,0
Niger,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.04,0.03,0.06,0.02,0.04,0,0,0,0,0,0
Niue,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niue,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0.03,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palau,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,N/A
Palau,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
Palau,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
Poland,Forests & Wetlands,CH4,MtCO₂e,0,0,0.01,0,0.01,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0.11,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02
Poland,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Forests & Wetlands,N2O,MtCO₂e,0,0,0.02,0.02,0.03,0.17,0.2,0.01,0.02,0.03,0.12,0.02,0.02,0.01,0.05,0.05,0.01,0.02,0.02,0.02,0.02,0.02,0.05,0.05,0.05,0.05,0.05,0.05
Saudi Arabia,Forests & Wetlands,CO2,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Singapore,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,Forests & Wetlands,CH4,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,Forests & Wetlands,N2O,MtCO₂e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Forests & Wetlands,CH4,MtCO₂e,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
