IEA Region,Technology,Scenario,Sector,Metric,Value
JPN ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
AdvancedECO ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
AdvancedECO ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
NonOECD ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
NonOECD ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
World ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
World ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
CSAM ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
CSAM ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
BRAZIL ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
BRAZIL ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
AFRICA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
AFRICA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
ME ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
ME ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
EURASIA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
EURASIA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
RUS ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
RUS ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
ASIAPAC ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
ASIAPAC ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
CHINA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
CHINA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
INDIA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
INDIA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
ASEAN ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
ASEAN ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
DevelopingECO ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, max",0.0263
DevelopingECO ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, max",0
 OECD ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
 OECD ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
NAM ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
NAM ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
US ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
US ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
EUR ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
EUR ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
EU ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
EU ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
SAFR ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
SAFR ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
JPN ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
JPN ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
AdvancedECO ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
AdvancedECO ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
NonOECD ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
NonOECD ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
World ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
World ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
CSAM ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
CSAM ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
BRAZIL ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
BRAZIL ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
AFRICA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
AFRICA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
ME ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
ME ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
EURASIA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
EURASIA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
RUS ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
RUS ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
ASIAPAC ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
ASIAPAC ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
CHINA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
CHINA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
INDIA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
INDIA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
ASEAN ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
ASEAN ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
DevelopingECO ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter a, min",0
DevelopingECO ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter a, min",0
 OECD ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
 OECD ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
NAM ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
NAM ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
US ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
US ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
EUR ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
EUR ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
EU ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
EU ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
SAFR ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
SAFR ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
JPN ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
JPN ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
AdvancedECO ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
AdvancedECO ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
NonOECD ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
NonOECD ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
World ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
World ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
CSAM ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
CSAM ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
BRAZIL ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
BRAZIL ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
AFRICA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
AFRICA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
ME ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
ME ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
EURASIA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
EURASIA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
RUS ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
RUS ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
ASIAPAC ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
ASIAPAC ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
CHINA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
CHINA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
INDIA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
INDIA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
ASEAN ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
ASEAN ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
DevelopingECO ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, max",100
DevelopingECO ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, max",100
 OECD ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
 OECD ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
NAM ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
NAM ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
US ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
US ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
EUR ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
EUR ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
EU ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
EU ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
SAFR ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
SAFR ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
JPN ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
JPN ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
AdvancedECO ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
AdvancedECO ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
NonOECD ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
NonOECD ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
World ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
World ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
CSAM ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
CSAM ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
BRAZIL ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
BRAZIL ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
AFRICA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
AFRICA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
ME ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
ME ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
EURASIA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
EURASIA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
RUS ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
RUS ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
ASIAPAC ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
ASIAPAC ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
CHINA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
CHINA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
INDIA ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
INDIA ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
ASEAN ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
ASEAN ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
DevelopingECO ,Avoided Coastal Impacts,pathway,AFOLU,"Parameter b, min",0
DevelopingECO ,Avoided Coastal Impacts,baseline,AFOLU,"Parameter b, min",0
 OECD ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
 OECD ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
NAM ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
NAM ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
US ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
US ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
EUR ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
EUR ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
EU ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
EU ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
SAFR ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
SAFR ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
JPN ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
JPN ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
AdvancedECO ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
AdvancedECO ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
NonOECD ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
NonOECD ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
World ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
World ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
CSAM ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
CSAM ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
BRAZIL ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
BRAZIL ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
AFRICA ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
AFRICA ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
ME ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
ME ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
EURASIA ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
EURASIA ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
RUS ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
RUS ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
ASIAPAC ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
ASIAPAC ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
CHINA ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
CHINA ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
INDIA ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
INDIA ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
ASEAN ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
ASEAN ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
DevelopingECO ,Avoided Coastal Impacts,pathway,AFOLU,Saturation Point,100
DevelopingECO ,Avoided Coastal Impacts,baseline,AFOLU,Saturation Point,100
 OECD ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
 OECD ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
NAM ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
NAM ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
US ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
US ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
EUR ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
EUR ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
EU ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
EU ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
SAFR ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
SAFR ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
JPN ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
JPN ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
AdvancedECO ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
AdvancedECO ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
NonOECD ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
NonOECD ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
World ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
World ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
CSAM ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
CSAM ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
BRAZIL ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
BRAZIL ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
AFRICA ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
AFRICA ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
ME ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
ME ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
EURASIA ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
EURASIA ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
RUS ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
RUS ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
ASIAPAC ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
ASIAPAC ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
CHINA ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
CHINA ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
INDIA ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
INDIA ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
ASEAN ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
ASEAN ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
DevelopingECO ,Avoided Forest Conversion,pathway,AFOLU,Floor,0
DevelopingECO ,Avoided Forest Conversion,baseline,AFOLU,Floor,0
 OECD ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
 OECD ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
NAM ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
NAM ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
US ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
US ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
EUR ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
EUR ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
EU ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
EU ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
SAFR ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
SAFR ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
JPN ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
JPN ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
AdvancedECO ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
AdvancedECO ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
NonOECD ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
NonOECD ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
World ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
World ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
CSAM ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
CSAM ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
BRAZIL ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
BRAZIL ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
AFRICA ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
AFRICA ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
ME ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
ME ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
EURASIA ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
EURASIA ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
RUS ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
RUS ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
ASIAPAC ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
ASIAPAC ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
CHINA ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
CHINA ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
INDIA ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
INDIA ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
ASEAN ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
ASEAN ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
DevelopingECO ,Avoided Forest Conversion,pathway,AFOLU,Max annual growth,100
DevelopingECO ,Avoided Forest Conversion,baseline,AFOLU,Max annual growth,100
 OECD ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
 OECD ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
NAM ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
NAM ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
US ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
US ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
EUR ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
EUR ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
EU ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
EU ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
SAFR ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
SAFR ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
JPN ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
JPN ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
AdvancedECO ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
AdvancedECO ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
NonOECD ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
NonOECD ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
World ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
World ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
CSAM ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
CSAM ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
BRAZIL ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
BRAZIL ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
AFRICA ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
AFRICA ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
ME ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
ME ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
EURASIA ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
EURASIA ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
RUS ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
RUS ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
ASIAPAC ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
ASIAPAC ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
CHINA ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
CHINA ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
INDIA ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
INDIA ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
ASEAN ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
ASEAN ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
DevelopingECO ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, max",0.025
DevelopingECO ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, max",0
 OECD ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
 OECD ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
NAM ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
NAM ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
US ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
US ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
EUR ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
EUR ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
EU ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
EU ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
SAFR ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
SAFR ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
JPN ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
JPN ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
AdvancedECO ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
AdvancedECO ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
NonOECD ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
NonOECD ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
World ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
World ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
CSAM ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
CSAM ,Avoided Forest Conversion,baseline,AFOLU,"Parameter a, min",0
BRAZIL ,Avoided Forest Conversion,pathway,AFOLU,"Parameter a, min",0
