IEA Region,Product,Flow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Turkey,Heat,Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Heat,Imports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Heat,Exports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Heat,Total energy supply (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Heat,"Electricity, CHP and heat plants (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.1656,314.1302,427.6296,376.9466,456.4584,875.0597,984.7377,1067.0201,1039.8156,1084.3127,1261.3452,1249.8806,1261.3452,1301.0413,1259.3628,1148.7054,1263.4709,1372.3522,1373.6832,..
Turkey,Heat,"Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Turkey,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.5243,300.7548,414.9709,367.0345,449.7707,850.2197,958.9424,1033.5817,1019.5137,1060.0697,1225.996,1216.1317,1225.6855,1212.5251,1156.253,991.1149,927.6536,1034.2198,993.911,..
Turkey,Heat,Industry (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.5243,300.7548,414.9709,367.0345,449.7707,850.2197,958.9424,1033.5817,1019.5137,1060.0697,1225.996,1216.1317,1225.6855,1212.5251,1156.253,991.1149,927.6536,1034.2198,993.911,..
Turkey,Heat,Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Turkey,Heat,Residential (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Turkey,Heat,Commercial and public services (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Turkey,Heat,Other final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Turkey,Total,Production (ktoe),13810.114,15119.8876,15526.1046,15887.9312,16263.5274,16611.3148,16945.958,17615.6601,17417.436,17138.6759,18062.8346,18965.3637,19285.9686,20252.9357,21861.2584,23513.5526,25026.7086,24796.9631,25637.837,24833.306,24622.2564,25722.1021,25710.7923,25849.7505,26064.7163,26928.5703,27666.4289,28569.279,27142.1609,26401.0545,24559.4887,24298.5913,24384.1081,24090.9495,23709.3853,26223.459,27503.5241,28686.4393,29625.5166,31628.5456,31020.448,30696.1725,29372.2069,28938.4836,31659.2794,36102.1109,36877.0061,40367.6666,45906.4208
Turkey,Total,Imports (ktoe),6215.2718,8370.6841,9693.933,10709.8367,10767.2883,13329.7936,15463.4083,14896.7183,12357.0493,14671.2436,14863.0965,16410.1748,17577.9016,18907.8022,19121.2312,20885.5717,25281.7241,28092.4805,26241.0761,29758.9763,27066.2846,28727.0107,33488.751,33363.0952,38028.2278,42135.4691,43628.2714,45064.071,45351.6876,52033.5128,48560.5406,54216.4159,60880.0182,63425.1812,67388.4475,75804.7506,82167.8939,79502.6651,75882.9285,83036.3818,89815.0306,98778.2675,96485.311,101655.3521,112211.48,112975.9187,124016.0667,115319.2966,115175.4675
Turkey,Total,Exports (ktoe),-104.8949,-898.3998,-841.6356,-733.0754,-525.7857,-279.3393,-49.0404,-117.2909,-88.5607,-288.2444,-403.0598,-1501.592,-868.4628,-1761.0204,-1657.03,-1576.3672,-2070.2207,-4019.227,-2090.7103,-1980.8011,-2673.3687,-1869.7001,-2083.4146,-2094.0289,-1683.5014,-1620.9468,-1321.8259,-2118.4666,-2489.1701,-1370.6324,-2625.1515,-3131.1501,-4383.7042,-5311.5092,-5567.4884,-6749.6751,-6327.6681,-6993.4371,-5523.3529,-7117.2446,-8417.4599,-8639.6473,-8240.2576,-7884.8352,-8588.7168,-7309.3251,-7779.7141,-5970.3367,-9557.3278
Turkey,Total,Total energy supply (ktoe),19544.7967,22073.7266,24356.0779,25204.6305,26757.5458,29118.0083,31932.7321,31803.1978,30249.6221,31450.4884,31708.704,33702.2445,35680.8204,37113.7475,39322.2125,42357.0286,46973.24,47287.574,49104.5252,51436.5044,50577.0694,52846.9338,56351.2006,55662.2735,60900.4297,66481.4741,69754.6009,70811.7356,69752.8245,76286.4499,70256.6456,74241.4054,78684.2358,80716.5719,83990.3784,93068.7289,100320.7112,98418.9212,98268.4434,105720.299,112512.7793,117822.0269,115040.6991,119098.6816,128813.046,136718.3219,146814.0334,144200.6541,146622.2725
Turkey,Total,"Electricity, CHP and heat plants (ktoe)",-1754.7179,-1674.3569,-1696.0973,-1850.197,-2089.8775,-2476.3898,-2659.6283,-2538.0095,-2307.9589,-2263.7347,-2534.3035,-2668.7552,-2863.3444,-3306.0457,-4098.382,-5154.3629,-4655.5948,-3560.3874,-5600.6921,-5833.0994,-6031.2827,-6649.2202,-6695.3008,-7552.4055,-8050.0542,-9155.0278,-9779.2776,-10602.9735,-11388.2474,-11519.4747,-11801.3794,-10878.9122,-10836.2047,-11047.8231,-11983.4274,-13459.412,-16307.2693,-17541.7635,-16940.7822,-17449.3002,-19115.8231,-19614.5181,-18616.3427,-22021.1712,-21911.4078,-24301.9262,-26589.0666,-27893.4728,..
Turkey,Total,"Oil refineries, transformation (ktoe)",-488.7505,-471.1857,-749.6226,-460.158,-323.6218,-555.4267,-587.1693,-469.3177,-383.2401,-396.5681,-289.6925,-422.283,-153.861,-813.968,-632.1715,-522.9757,-1005.7688,-648.7108,-436.9293,-972.3155,757.4061,829.5481,814.2399,180.8716,183.5475,142.044,197.6195,19.7372,17.8147,65.2063,142.9451,163.3156,127.1114,92.6563,140.6726,34.9748,53.2828,188.1261,356.0605,-1096.3097,-927.7065,-834.9862,-1054.2978,-952.0414,-1321.016,-1348.5597,-1324.6937,-1249.8729,..
Turkey,Total,Total final consumption (ktoe),16174.1241,18624.6279,19864.5616,20403.5104,22124.4688,24271.2344,26092.0033,26617.7491,25307.2293,26317.9793,26307.3628,28125.7245,29435.427,30012.8002,30876.9598,32525.0329,37123.2413,37918.952,38624.636,40390.8385,41130.893,42413.3456,45718.4064,43403.0071,48101.8405,52053.5041,53715.0399,53694.4323,51909.9141,57840.3761,52109.6213,57220.9623,60691.036,63240.7756,65378.1004,72679.3951,76642.2744,73891.4556,74470.0212,78458.4685,82347.8563,86163.7962,85568.4906,86005.8524,93600.8819,97864.4079,105036.0971,102960.0817,..
Turkey,Total,Industry (ktoe),2638.318,3486.0737,3712.5189,3788.4958,4349.68,5118.3459,5379.5607,6260.1268,5972.6267,6545.4184,6541.5697,6940.7593,7205.1468,7838.8896,7627.9988,7478.2258,8855.8548,9403.3182,10140.5556,10933.6261,11388.4607,11399.9776,11839.7057,11119.6968,12376.9035,14808.6177,15995.1607,16576.9646,15255.9367,19809.018,15482.7711,18788.8064,21260.29,21470.9876,21221.3642,23922.4769,24109.394,18055.3048,19332.0276,22802.9071,25233.9666,26108.1192,24291.0294,25312.785,26199.0533,26525.194,32508.9971,32733.5362,..
Turkey,Total,Transport (ktoe),3474.545,3872.4591,4380.7781,4556.8055,5261.9771,5693.101,6530.8036,6383.4225,5718.9076,5485.9144,5513.9493,5913.4601,6192.294,6253.5108,6480.163,7262.9628,8282.1255,8437.5599,8577.0017,9224.4136,8805.2861,9014.3789,10721.3982,10428.8836,11703.3654,12320.0719,11504.1645,10698.1681,11212.9192,11758.4721,11243.7852,11798.9371,11786.3668,12003.1073,12427.0875,14005.9856,15953.3963,15068.415,14928.9768,14629.4927,14848.7103,17224.7062,19561.9303,20568.8377,24329.0413,26530.1782,27730.3342,27971.8723,..
Turkey,Total,Residential (ktoe),8804.8932,9823.7957,10080.0996,10280.9427,10450.3799,11141.1911,11438.8546,11730.2164,11592.6487,12210.5191,11936.9158,12742.2704,13243.8143,13008.4985,13481.8942,13922.1004,15130.5416,15175.1313,15196.0779,14563.4089,14876.981,15632.2099,15685.9436,14872.4548,16243.2265,16717.7305,17417.8591,17018.5493,17105.1542,17342.662,16226.1625,16445.8255,17234.8302,17764.5646,19052.6893,19406.9052,20180.1022,20176.8564,18825.416,19376.2845,20777.3723,20168.0084,19788.2868,19139.4326,20149.573,20707.6885,22152.4089,20551.6034,..
Turkey,Total,Commercial and public services (ktoe),135.053,221.2383,311.5291,344.325,409.1789,484.4655,543.8593,282.3517,311.0706,307.9751,325.4944,356.8787,379.2348,414.3809,391.337,430.7179,472.6999,511.221,541.9175,891.3662,1008.1012,1091.6738,1163.6801,1210.8149,1288.8449,1412.3073,1736.8377,1809.1602,1763.6266,2492.6182,2755.2785,3023.7647,3779.2227,4356.9934,4942.9598,6029.6991,6676.4761,10190.7457,9790.7137,9493.149,9903.1386,11005.1281,10611.9254,11021.4191,12187.2752,12407.1129,13543.2123,12532.4161,..
Turkey,Total,Other final consumption (ktoe),1121.3147,1221.0614,1379.636,1432.9416,1653.2531,1834.131,2198.9251,1961.6318,1711.9757,1768.1523,1989.4335,2172.356,2414.9374,2497.5207,2895.5669,3431.0262,4382.0197,4391.7215,4169.0837,4778.0239,5052.0638,5275.1051,6307.6788,5771.157,6489.5004,6794.7765,7061.0179,7591.5902,6572.2771,6437.6062,6401.6239,7163.6287,6630.3263,7645.1226,7733.9997,9314.3284,9722.9054,10400.1338,11592.8871,12156.635,11584.6684,11657.8341,11315.3185,9963.3777,10735.9394,11694.2341,9101.1446,9170.654,..
United Kingdom,"Coal, peat and oil shale",Production (ktoe),86455.4909,70060.009,75891.0598,63506.1862,74028.3465,71444.9126,70358.4934,69259.5385,69751.6365,73956.0802,74054.8458,72003.8431,69068.3962,29320.9174,53739.5267,62342.2316,60206.9845,60311.7027,56698.0071,53614.766,54760.0797,48695.9324,39489.0481,28736.5243,32073.7226,30258.2306,29602.1979,24541.9299,22322.8422,18658.0204,19033.577,18784.8064,17614.1692,14803.803,12066.018,10835.669,10152.9247,10731.8991,10474.8278,10840.4713,10939.2968,10039.5867,7572.6025,6924.3128,5114.9467,2501.3047,1820.9819,1545.2657,1330.4927
United Kingdom,"Coal, peat and oil shale",Imports (ktoe),2658.8764,3143.0697,1122.0552,2147.7554,3003.0245,1689.7513,1466.0254,1526.4785,2873.8435,4490.7155,3034.1346,3214.0691,3591.6773,7620.2174,9089.9559,7412.2482,6992.5784,8607.0595,8864.9231,10342.5175,13459.2063,13939.0131,13057.0966,10671.2149,11326.7402,12652.6747,13856.5986,14650.7516,13706.9936,15249.1307,22325.1337,18761.5417,21166.9655,23032.9359,27759.1349,31759.2974,27555.5164,27836.2528,23850.4497,16923.3695,20361.9834,27755.1059,31835.9068,26869.5396,14946.3215,6348.7648,6160.4039,7111.7982,5004.4208
United Kingdom,"Coal, peat and oil shale",Exports (ktoe),-1905.6909,-1335.9839,-1993.0656,-2083.8035,-1889.7022,-1389.4916,-1586.4305,-1924.4862,-1898.3851,-3088.7989,-6266.7983,-5169.175,-4589.0046,-1574.7012,-2233.8437,-2534.3315,-1786.9264,-1485.0384,-1638.817,-1812.8729,-1449.459,-812.5728,-973.8982,-1066.7669,-846.6123,-890.8742,-1031.7426,-912.8826,-758.4387,-791.5282,-662.9192,-672.4843,-537.16,-560.7803,-494.8298,-452.9393,-586.7707,-591.949,-590.5507,-877.8068,-705.0306,-740.9149,-508.0141,-382.1129,-353.7917,-331.6395,-366.6907,-460.4626,-535.4052
United Kingdom,"Coal, peat and oil shale",Total energy supply (ktoe),84025.6256,70684.0859,76426.9132,68079.2186,69048.4782,70187.7468,70792.5315,67338.9669,74237.3666,68797.5726,69164.3769,64546.2642,64635.7982,47123.8313,62101.9348,65636.9852,68214.3985,65899.2764,62189.9866,63113.2132,63481.962,59532.4996,52358.4133,49758.4235,47254.5151,44412.954,40136.5887,39008.4629,34813.7206,36532.6033,38740.0928,37385.9023,40174.0409,37128.762,37913.8629,41237.9609,38893.0221,36320.0437,29823.0794,30974.5014,30708.9796,38962.2613,37264.3624,30143.4076,23913.8031,11784.2171,9563.9315,8037.5762,5715.9107
United Kingdom,"Coal, peat and oil shale","Electricity, CHP and heat plants (ktoe)",-45988.9583,-39489.9963,-45483.8614,-39714.512,-43941.0006,-46140.8065,-47213.8501,-47394.167,-51920.2461,-51991.0676,-50660.0179,-46544.5218,-47145.0546,-31175.2731,-42996.0137,-47913.068,-49999.3783,-47966.29,-46922.3848,-48172.1024,-48019.9096,-45842.7907,-38936.9345,-36360.955,-34769.989,-32876.6985,-28376.3255,-29327.2026,-25708.2777,-28741.64,-31398.0135,-29627.623,-32332.3452,-31224.8886,-32195.2717,-35365.0987,-32451.5107,-28693.2753,-23519.3106,-24409.6619,-24985.1995,-32671.1666,-29735.5576,-22916.5231,-17490.6517,-7425.7996,-5494.9908,-4288.4005,..
United Kingdom,"Coal, peat and oil shale","Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
United Kingdom,"Coal, peat and oil shale",Total final consumption (ktoe),40424.2979,33829.4687,31724.5224,27459.5632,22658.8026,20251.3686,19775.9411,16706.7679,17992.9342,14142.3291,15053.2676,14900.2015,14229.3812,12534.41,15226.8488,14807.8183,14009.8495,13751.931,12113.5544,11113.6927,11178.8383,10011.4335,9690.1577,8917.683,7253.7864,6637.4937,6191.8048,5442.6905,5160.5879,4332.1806,4507.7691,4176.379,3809.0267,3524.5652,3124.9285,3285.7939,3402.7445,3604.2267,2973.2937,3034.0126,2783.526,2727.2065,3217.0974,3172.774,2893.2191,2337.1605,2121.7578,2087.6171,..
United Kingdom,"Coal, peat and oil shale",Industry (ktoe),16954.9683,13818.8231,14044.587,11679.3315,10607.0086,9800.1121,9462.7738,7673.036,8642.2411,5963.7955,7308.5701,7177.9816,6966.6568,6538.7139,7616.0849,7360.3744,7389.9026,7868.9244,7183.5838,6668.74,6589.2123,6176.9204,5664.0557,5577.9727,4749.5481,4051.7414,3864.868,3101.2357,2841.9316,2509.2469,2812.0904,2581.305,2479.3575,2425.0063,2287.6017,2495.0254,2582.9174,2716.8703,2106.366,2128.7314,1919.1783,1917.1718,2378.7447,2443.0181,2209.1975,1699.5149,1493.5325,1473.0008,..
United Kingdom,"Coal, peat and oil shale",Transport (ktoe),129.5355,62.0078,53.5438,52.3248,43.3542,41.8388,41.2486,39.0229,38.2135,36.4326,32.4659,30.6312,14.1725,2.3461,3.6558,2.2748,1.1358,0.5723,2.281,1.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9054,13.6133,13.5189,13.5384,13.3828,13.4268,10.6771,11.3855,10.0583,9.2951,9.3187,10.6893,10.6893,10.6893,..
United Kingdom,"Coal, peat and oil shale",Residential (ktoe),19334.894,16436.2367,14623.8494,13075.758,10147.7315,8744.2517,8615.1826,7512.0149,7800.9253,6797.2348,6398.4203,6321.4242,5901.543,4694.2371,6230.712,6137.5022,5376.7232,4834.9502,4085.0146,3512.777,3724.2295,3208.9758,3644.9039,3023.8786,2275.4877,2271.2752,1995.5214,1867.8253,1947.7832,1561.6438,1467.7176,1419.6564,1152.9877,945.7466,659.1242,607.3272,645.304,712.4818,674.3098,725.5054,690.7974,655.6681,669.6341,565.8538,554.6944,551.5181,544.8858,531.419,..
United Kingdom,"Coal, peat and oil shale",Commercial and public services (ktoe),1973.3183,3429.1414,2924.3424,2591.889,1817.8006,1631.6282,1628.254,1461.3351,1484.5368,1322.7174,1293.083,1349.4866,1326.5174,1278.4724,1355.7307,1286.5951,1221.7393,1031.627,829.2184,912.2084,849.0542,616.7311,373.8237,308.3393,220.9043,200.8324,212.2275,187.858,140.1016,39.8467,31.3939,10.93,13.1646,13.221,31.9596,17.9122,14.2304,16.3886,51.418,22.6135,22.0661,12.0971,20.835,20.7353,22.2216,27.0796,22.0912,22.0912,..
United Kingdom,"Coal, peat and oil shale",Other final consumption (ktoe),2031.5817,83.2598,78.1998,60.2599,42.9076,33.5378,28.4822,21.3592,27.0175,22.1485,20.7284,20.6782,20.4914,20.6406,20.6654,21.0716,20.3488,15.857,13.4568,18.2383,16.3424,8.8063,7.3744,7.4924,7.8463,113.6446,119.1879,285.7714,230.7716,221.4433,196.5672,164.4875,163.5169,140.5914,143.3376,151.9155,146.7737,144.9474,127.8172,143.7354,140.8071,130.884,137.8253,133.8718,97.7869,48.3585,50.5589,50.4168,..
United Kingdom,"Crude, NGL and feedstocks",Production (ktoe),237.3366,472.6241,554.7618,605.5184,1810.4139,12811.2173,39526.9783,55490.5429,79940.4974,82594.4412,91828.7649,106034.5926,118137.5888,129474.4265,132449.5414,131897.4486,128011.8242,118803.121,95537.7894,95248.3651,94967.5928,98494.8412,104727.7491,132819.3377,136576.7354,136202.401,133700.2765,138004.5401,142968.209,131669.4211,121741.7748,120997.114,110735.8868,99629.9979,88467.3232,80009.8522,79872.2457,74611.7146,70898.23,65449.6335,53997.2575,46275.9696,42223.4123,41500.0719,47048.6958,49292.4957,48463.1229,52849.6497,53792.0092
United Kingdom,"Crude, NGL and feedstocks",Imports (ktoe),110350.9683,110319.779,118274.623,115560.3614,93593.5528,92664.7387,72410.532,69796.3672,61839.1269,47833.1173,37725.3517,34526.1623,31012.0066,32994.0824,36620.3516,42418.5683,42772.3794,45595.0057,51102.1387,54290.5286,59200.5695,60529.0514,64834.3809,55833.351,51427.8748,52546.1334,51773.7934,49542.1913,46427.4371,56275.4286,55429.6108,58964.7895,56056.1547,64680.8048,60911.2081,61464.8901,59287.061,62070.0958,56226.235,56815.385,59952.4325,62611.795,60593.8689,55603.7405,52451.4481,50488.2174,55014.2868,54253.6056,54686.8555
United Kingdom,"Crude, NGL and feedstocks",Exports (ktoe),-1603.2976,-3641.2293,-3310.2831,-1434.2385,-1557.1906,-4397.8479,-17296.8803,-25849.2966,-41596.0976,-41207.3736,-53541.4222,-63274.8359,-71762.2514,-82552.1761,-85999.719,-90639.9787,-86245.1901,-75951.5769,-53645.1544,-59142.0039,-57246.1521,-60035.6448,-66938.4306,-86758.7562,-88345.1902,-85149.5984,-82544.0595,-87980.8914,-95443.7143,-96578.3277,-90362.0466,-90629.692,-77915.237,-67081.5243,-56316.1231,-52221.6377,-52989.9924,-50060.1649,-47007.9531,-43610.3646,-34817.5423,-32093.3908,-34306.2799,-32076.5534,-34982.7341,-36184.2,-39766.5528,-46253.6067,-47179.07
United Kingdom,"Crude, NGL and feedstocks",Total energy supply (ktoe),107926.5943,109711.652,115966.8523,112438.584,95183.8806,100463.3474,96027.9399,98845.394,99716.3085,88135.1324,77724.8028,77720.3499,77931.4072,80599.7417,82833.5028,84026.7702,84345.4865,89775.7032,92001.0073,90864.1656,96614.2102,98361.9136,102297.7414,102018.498,100579.5263,103226.4017,102715.1331,98947.2773,93745.1151,92505.9729,86167.0897,89482.7171,90070.8316,97084.7994,92674.1215,88877.429,86886.1509,86713.3627,80801.2311,78647.8415,79707.0196,76301.1429,68884.6074,64734.978,64722.5175,63485.3333,64054.9372,61160.5405,61204.163
United Kingdom,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.7296,-105.3153,-282.1909,-868.1759,-955.9387,-873.3305,-862.7964,-589.6226,-122.6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
United Kingdom,"Crude, NGL and feedstocks","Oil refineries, transformation (ktoe)",-107774.2996,-109324.0698,-116966.4105,-113754.1927,-97156.3472,-100900.7861,-96655.6405,-98737.7176,-100246.2323,-88530.0668,-80202.2066,-79037.5227,-78826.2573,-81143.9786,-81046.0891,-82803.1973,-82939.014,-88559.525,-90817.683,-91874.0138,-95271.3615,-95916.4955,-100091.9627,-96893.2538,-96596.3065,-100672.8746,-100628.2088,-97278.5868,-91612.5523,-91357.4677,-86493.6456,-88002.3817,-87765.5928,-93217.8445,-89291.5886,-86253.4419,-84407.9941,-84046.2343,-78096.1006,-76633.314,-78228.0598,-74759.1468,-67895.7281,-63591.8266,-63499.9611,-62436.2211,-62270.8321,-60630.0686,..
United Kingdom,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
United Kingdom,"Crude, NGL and feedstocks",Industry (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
United Kingdom,"Crude, NGL and feedstocks",Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
United Kingdom,"Crude, NGL and feedstocks",Residential (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
United Kingdom,"Crude, NGL and feedstocks",Commercial and public services (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
United Kingdom,"Crude, NGL and feedstocks",Other final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
United Kingdom,Oil products,Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Oil products,Imports (ktoe),19407.0412,20763.3037,18376.1345,14611.8468,12900.2818,10904.0652,13122.1745,11658.7083,12043.2598,9374.797,9517.9612,12440.2073,9855.0731,22423.383,12919.829,11836.9112,8657.7052,9279.7793,9516.8577,10950.1099,9759.6828,9148.8249,8576.3017,9081.7522,8484.1502,8294.5209,8619.528,11433.4289,14074.2142,14353.2961,17224.8782,15586.5195,17168.8211,18746.3122,22612.7926,27286.6628,25601.3805,24452.8375,22480.1901,24060.643,23073.5407,26639.6484,28964.9183,29806.8071,32766.0973,35792.2769,35219.8953,35849.5728,33606.4918
United Kingdom,Oil products,Exports (ktoe),-17120.7891,-15985.1008,-17389.6914,-14726.3877,-13956.745,-15994.2916,-14258.9663,-13247.688,-13021.4579,-14074.1521,-12286.2043,-12738.1007,-13485.6071,-12738.8077,-15028.0453,-15516.4422,-15143.0544,-16054.6623,-16899.6226,-17099.7755,-19594.1005,-20433.9543,-23259.186,-22370.3067,-21869.6618,-23940.9047,-26997.2437,-24513.3897,-21806.7928,-20775.031,-19138.2774,-23624.4244,-23437.4893,-30693.8712,-29951.0175,-29115.9525,-30142.1229,-29026.8463,-25747.3918,-26371.4627,-28155.9282,-30364.412,-27357.8437,-23083.577,-23266.3466,-24739.6648,-23587.4665,-22667.9465,-21064.4884
United Kingdom,Oil products,Total energy supply (ktoe),-7153.5349,-1448.3854,-7062.4725,-9658.1303,-4553.5922,-10537.1692,-5503.0477,-6578.554,-7677.2022,-8795.6864,-5608.3118,-3457.3565,-8089.56,4648.5956,-7035.9654,-9134.0618,-11418.673,-12564.0991,-13803.6018,-14489.1707,-18915.6587,-19318.5058,-24263.5306,-22302.988,-23151.5143,-25943.2454,-28873.9777,-25111.6748,-19023.8129,-19282.5619,-15008.2497,-18957.1367,-18387.2337,-25537.1596,-19749.6585,-17131.253,-18567.708,-20109.2003,-17722.7763,-15001.3328,-19290.8044,-16734.5085,-11796.5463,-6422.485,-4525.0836,-2423.206,-2383.1382,-709.9776,-2166.4842
United Kingdom,Oil products,"Electricity, CHP and heat plants (ktoe)",-15740.3602,-20136.2616,-18368.63,-18597.7405,-12450.2866,-11509.3007,-11849.1307,-12842.5719,-12085.4781,-8106.3151,-6513.8817,-8043.5416,-6080.6822,-21590.1309,-10720.7461,-7373.3639,-5515.5536,-5879.6265,-6400.621,-7031.4895,-6032.5308,-6214.5266,-4414.3356,-3268.2645,-2759.2434,-2999.8854,-2363.4901,-1620.5837,-2121.5487,-1960.4735,-1939.3738,-1250.086,-1284.6852,-1294.0862,-1220.0774,-1298.352,-1163.9414,-1563.9653,-1515.8212,-1127.8805,-801.5835,-738.0314,-613.9486,-586.1684,-620.5577,-583.144,-566.1556,-464.9725,..
United Kingdom,Oil products,"Oil refineries, transformation (ktoe)",104311.1422,105879.5142,113230.6965,110222.8074,92915.0115,97060.1223,93074.5128,96166.0337,97644.0623,86104.2085,78218.9357,77226.3137,77366.712,79736.4001,79318.1595,80863.8435,81243.9453,86853.2053,88804.6217,89680.3287,93227.6894,93786.8921,97901.8582,94698.9968,94416.7288,98460.299,98699.9928,95397.7501,88488.9605,88071.477,83721.9046,85827.9163,86285.2298,91638.213,87405.663,84397.4587,82679.6432,82096.0638,76478.179,74780.3812,76360.3086,73266.2152,66787.3555,62059.186,62363.0185,61415.2592,61285.6715,59644.1937,..
United Kingdom,Oil products,Total final consumption (ktoe),67551.3543,70016.927,73085.5092,68314.6819,64951.1226,65268.2813,66416.9533,66730.2689,67630.46,59620.2302,56783.7346,56327.7228,55749.3694,56570.278,56170.4404,59345.9444,59493.6634,62891.3299,62914.4072,61243.3983,63019.122,62978.3438,64185.5785,64915.3315,63827.1257,65358.245,64240.6253,63495.8393,64148.5836,62578.1599,61971.3576,61894.6475,62819.2295,63617.0034,63201.6743,62972.2843,61250.1911,58160.7815,55432.6025,55407.1582,53254.0269,52318.9381,51583.9328,52013.1747,54031.91,55346.203,56150.9531,55084.7848,..
