IEA Region,Product,Flow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Hungary,"Coal, peat and oil shale",Exports (ktoe),-50.991,-96.9224,-111.1982,-91.649,-62.2467,-44.2062,-44.0405,-36.0016,-9.0319,-18.924,-20.5993,-17.6657,-14.963,-12.8895,-7.3115,-8.1717,-6.8814,-6.2402,-1.2903,-0.3597,0,-51.7121,-289.822,-198.7979,-272.5365,-208.1625,-195.7074,-131.701,-112.3155,-130.8732,-94.6642,-44.44,-51.0891,-110.4679,-152.4787,-299.517,-310.8317,-261.7424,-160.6402,-279.1946,-277.6211,-288.9085,-436.2066,-447.2052,-313.2352,-373.4053,-273.5616,-222.8845,-231.8629
Hungary,"Coal, peat and oil shale",Total energy supply (ktoe),7854.4886,7726.0063,7905.8901,7594.6514,7312.2437,7542.8613,7588.3693,8640.0346,8514.7228,8422.9248,8300.1829,8514.7404,8143.9751,8135.7939,8030.6611,7777.2372,7816.5025,7345.0469,6990.0839,6228.1403,5970.9381,5274.4091,4873.4229,4736.1862,4621.1744,4747.3352,4557.7379,4279.1247,4156.6247,3848.0906,3627.2552,3622.6154,3748.5786,3379.1627,3035.9999,3072.2692,3128.5847,3046.6631,2562.7478,2719.793,2700.8531,2588.7007,2252.1691,2207.5968,2355.186,2190.7235,2238.836,2251.5899,2002.2051
Hungary,"Coal, peat and oil shale","Electricity, CHP and heat plants (ktoe)",-3501.6168,-3769.114,-4045.2049,-3961.7146,-4203.4817,-4396.7162,-4487.7716,-4746.2452,-4674.7075,-4832.5187,-4852.4717,-5007.4167,-4783.2689,-4866.2516,-4187.2513,-4325.6204,-4309.0277,-3972.3836,-3929.1749,-3127.1002,-2914.2969,-2988.2411,-2809.0736,-2672.162,-2805.6659,-2884.8899,-2936.5335,-3056.2406,-3050.246,-2858.4377,-2759.3904,-2667.9343,-2793.4904,-2579.468,-2126.3909,-2037.3436,-2141.9716,-2060.7987,-1811.3731,-1840.6806,-1867.7514,-1847.6894,-1750.8146,-1679.3457,-1629.0928,-1587.0315,-1429.6338,-1334.4781,..
Hungary,"Coal, peat and oil shale","Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,"Coal, peat and oil shale",Total final consumption (ktoe),4607.0566,4163.5771,4079.9943,3882.7793,3465.2408,3544.1813,3417.4714,3832.3148,3740.3234,3539.0352,3410.0384,3525.239,3400.2068,3383.0606,3786.6486,3434.733,3523.772,3422.5278,3048.7087,2360.0774,2342.6249,1356.5963,1267.9316,1231.2294,1043.9149,930.8049,748.491,550.5308,617.8958,578.2055,548.356,562.7582,580.208,614.5022,616.808,627.7523,537.4434,550.9002,382.216,411.7297,461.4053,399.1569,288.878,232.8136,272.0249,277.2738,353.8963,256.3202,..
Hungary,"Coal, peat and oil shale",Industry (ktoe),1641.3288,1586.4525,1570.4423,1523.9445,1316.2198,1335.1558,1319.7605,1425.4749,1394.7323,1285.9527,1169.8602,1142.0758,1104.2841,1072.413,1056.0022,946.8624,900.2434,830.0413,701.2879,566.3157,503.6669,453.4802,371.4717,443.9332,434.5936,414.6826,351.8767,297.2451,372.823,329.8505,313.6196,295.3091,301.2956,364.3531,362.8322,388.4392,395.5957,382.5981,237.0828,259.7888,285.8011,245.7789,151.0802,122.6493,159.9119,141.1571,205.9425,158.1437,..
Hungary,"Coal, peat and oil shale",Transport (ktoe),597.8188,408.0696,376.3342,347.5812,288.2987,242.0483,219.3979,265.6027,199.7704,128.4853,93.781,63.7962,41.5113,19.2566,11.7676,4.7527,2.2664,1.5351,1.818,0.8081,0.4484,0.2242,0.2509,0.3354,0,0.2052,0.2111,0,2.5079,1.8299,6.1885,6.5575,4.4638,4.4636,4.9243,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,"Coal, peat and oil shale",Residential (ktoe),1639.9466,1496.9974,1550.6647,1435.4448,1453.0308,1695.983,1566.1405,1868.1528,1849.354,1863.5827,1895.5794,1994.4259,1997.8432,2030.0151,2399.8938,2202.5739,2294.8457,2303.5451,2059.3031,1678.3602,1612.3909,766.2026,757.3181,619.5494,526.4836,455.5587,348.9961,218.4827,195.4735,196.45,194.457,232.3149,247.4885,234.6035,242.4242,231.8645,135.091,162.573,141.4628,148.7955,171.9799,152.099,133.4974,102.4281,94.6768,120.5604,141.646,94.8696,..
Hungary,"Coal, peat and oil shale",Commercial and public services (ktoe),587.9954,565.5199,469.2906,471.329,340.6771,218.77,251.0065,210.721,258.1305,223.5298,186.7361,256.4486,184.7603,184.3048,234.3014,197.9613,244.5225,217.6236,229.3139,91.2975,210.98,122.8801,116.9791,141.8367,42.9305,33.4058,21.1419,19.6085,23.1404,23.1694,13.3762,10.5303,9.8524,6.1796,2.3914,4.3848,3.6223,3.436,2.839,2.7339,3.0482,0.8527,2.4506,2.2906,2.9262,2.8895,1.4721,1.5095,..
Hungary,"Coal, peat and oil shale",Other final consumption (ktoe),139.9669,106.5376,113.2626,104.48,67.0141,52.2243,61.1661,62.3632,38.3362,37.4847,64.0815,68.4923,71.8079,77.071,84.6835,82.5829,81.8937,69.7826,56.9855,23.2956,15.1385,13.8091,21.9117,25.5747,39.9071,26.9527,26.265,15.1947,23.9511,26.9057,20.7146,18.0464,17.1078,4.9026,4.2361,3.0639,3.1344,2.2929,0.8317,0.4115,0.5761,0.4263,1.8498,5.4457,14.5098,12.6668,4.8358,1.7974,..
Hungary,"Crude, NGL and feedstocks",Production (ktoe),1989.9503,2009.791,2022.7548,2066.9296,2107.9588,2250.343,2349.8185,2516.1546,2434.1356,2521.9404,2514.9818,2561.4307,2469.2273,2517.746,2522.6887,2483.6477,2424.3568,2386.991,2361.5407,2273.0735,2186.1046,2128.0026,2020.2233,1935.6167,2289.5581,2110.7973,1965.1753,1827.5196,1781.242,1681.4474,1566.6219,1609.2003,1606.9026,1590.9525,1418.138,1358.9663,1213.5028,1245.3404,1206.6638,1090.0449,968.4055,1030.2666,881.3748,837.4701,865.9931,991.8506,1052.3837,1108.1446,1122.2557
Hungary,"Crude, NGL and feedstocks",Imports (ktoe),4863.0228,6029.0747,6516.1723,6776.6203,8381.06,8732.9631,8487.4262,9901.0032,9580.9105,8286.6227,7708.0701,8724.0164,8811.4952,8763.7795,6388.9304,6742.8217,6430.6817,6877.0221,6189.9541,6284.9432,5174.453,5583.7871,5901.07,5409.4774,5747.3249,5134.303,5604.3518,6023.6887,5666.1603,5799.5653,5624.8495,5101.7611,5442.1504,5698.9825,6676.9633,7111.8754,7149.0884,6877.2381,5676.1536,5988.4446,6180.1041,5754.7674,5717.3737,6455.2307,6628.351,6275.7094,6178.9481,6864.8323,6299.7516
Hungary,"Crude, NGL and feedstocks",Exports (ktoe),-186.8864,-700.824,-488.0916,-202.7916,-828.0658,-980.1595,-818.1251,-1454.3341,-1046.7627,-879.7578,-530.8369,-1785.3616,-1267.4477,-1324.1101,0,0,0,0,0,0,0,0,0,0,0,-14.689,-52.8805,0,-1.9968,-0.9984,0,-11.2974,-13.3515,-151.2468,-364.3355,-827.0851,-611.9934,-492.7152,-18.4867,-17.4596,-17.4596,-20.5407,-82.4687,-37.7138,-120.493,-110.7385,-194.2295,-398.352,-139.7726
Hungary,"Crude, NGL and feedstocks",Total energy supply (ktoe),6690.9387,7205.8295,7931.5463,8626.8413,9643.0596,9912.6856,10187.1186,10771.9609,10835.0771,9985.4677,9791.6227,9176.0165,8806.4658,9160.166,8988.163,9205.5938,8874.92,9598.0228,9068.5737,8384.6777,7890.3676,7710.8104,7962.4226,7293.1929,8009.4636,7315.6076,7498.0181,7650.4808,7465.9702,7397.1491,7403.1271,6720.4517,7029.7819,6980.8852,7679.4855,7765.802,7839.5487,7623.8476,6969.1316,6947.1004,7190.9382,6793.704,6531.7665,7208.3214,7155.8613,7145.3234,7041.8315,7501.4856,7252.1687
Hungary,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,"Crude, NGL and feedstocks","Oil refineries, transformation (ktoe)",-6489.6245,-7043.795,-7793.5454,-8527.4775,-9542.7128,-9830.1772,-10153.32,-10831.2926,-10894.4089,-10044.7994,-10005.7342,-9449.4048,-9089.9047,-9395.3619,-9227.3791,-9448.8301,-9133.2323,-9837.2389,-9333.1145,-8597.1645,-8116.7787,-7999.7063,-8331.9341,-7753.5894,-8269.9025,-7512.8923,-7783.0056,-7828.1583,-7545.4308,-7534.8332,-7560.3592,-7355.16,-7401.2707,-7272.6593,-8455.1256,-8639.7201,-8720.0995,-8516.2781,-7651.8105,-8560.4615,-8285.9463,-7883.491,-7704.3327,-8010.6334,-7545.7724,-7392.9111,-7217.5695,-7727.2714,..
Hungary,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9804,13.662,9.4583,8.8482,5.1352,5.1352,3.0811,3.0811,3.0811,3.0811,3.0811,3.0811,1.027,0,0,..
Hungary,"Crude, NGL and feedstocks",Industry (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,"Crude, NGL and feedstocks",Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,"Crude, NGL and feedstocks",Residential (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,"Crude, NGL and feedstocks",Commercial and public services (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,"Crude, NGL and feedstocks",Other final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9804,13.662,9.4583,8.8482,5.1352,5.1352,3.0811,3.0811,3.0811,3.0811,3.0811,3.0811,1.027,0,0,..
Hungary,Oil products,Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Oil products,Imports (ktoe),662.2146,627.2571,863.4231,952.0827,811.3261,811.0872,1435.7743,1800.4538,1896.852,1789.0083,1500.5541,1495.8298,1441.0385,1553.4919,2039.572,1948.1943,1983.0181,1460.0459,1693.3314,1646.0543,754.9632,1170.8704,1810.5331,2185.4638,1686.1469,1555.3549,1624.8352,1704.8629,1522.9818,1190.9621,1401.3089,2159.1669,1850.9315,2116.146,2460.3611,2316.5759,2368.7494,2388.1198,2233.2999,2570.5742,2055.1734,2000.1672,2153.4107,2481.6805,2731.714,2950.5971,3572.7955,3943.2884,4123.8416
Hungary,Oil products,Exports (ktoe),-215.3291,-485.3444,-423.2731,-256.6734,-352.4076,-464.0585,-718.3625,-421.3863,-649.207,-883.8827,-629.8557,-769.5854,-1127.8685,-1326.1584,-1382.6263,-1563.8961,-1590.8188,-1922.5566,-1846.3027,-1500.6544,-1139.3475,-1375.6998,-1755.909,-2157.6956,-2129.8605,-1899.6704,-1850,-1856.2912,-1934.5658,-1779.7554,-2299.785,-2542.7295,-2470.856,-2623.7938,-2781.2936,-2546.0782,-2675.2365,-2817.5552,-2277.2571,-2765.5298,-2861.8181,-2775.16,-2809.229,-3112.7878,-2667.3259,-2811.6413,-2985.4543,-3462.4295,-3177.5103
Hungary,Oil products,Total energy supply (ktoe),313.5473,174.7158,217.5791,332.483,183.1996,206.124,802.2117,1294.7072,418.4055,806.0953,661.2162,646.3122,308.0825,270.6124,671.3194,-86.6437,413.9247,-734.1167,-369.743,-35.5259,-305.9711,-384.155,-144.86,-273.3687,-705.3454,-555.0014,-465.7065,-594.6355,-681.8143,-766.2224,-1008.1876,-466.8482,-932.0054,-738.502,-665.31,-413.4614,-560.5713,-630.6248,-259.5586,-399.5844,-969.0599,-910.4185,-852.8996,-823.1442,-323.6219,-312.205,325.1314,310.3134,627.2673
Hungary,Oil products,"Electricity, CHP and heat plants (ktoe)",-1177.262,-1264.8705,-1172.6712,-1442.3139,-1823.4737,-1697.8743,-2072.633,-2525.8479,-1874.4722,-1448.5574,-1320.2637,-1270.7175,-1282.2539,-1569.9962,-1764.0394,-1480.4386,-1454.7674,-896.7947,-749.231,-710.4185,-1180.9496,-1452.1018,-1818.6204,-1775.9483,-1633.2857,-1360.9774,-1558.8517,-1616.0695,-1371.1809,-1072.8957,-1055.1447,-598.7341,-473.9706,-217.0942,-134.291,-148.9444,-138.9032,-95.7868,-197.196,-119.2057,-40.2264,-58.4815,-24.5869,-27.6608,-24.8974,-18.6898,-27.2476,-23.6314,..
Hungary,Oil products,"Oil refineries, transformation (ktoe)",6476.5549,7245.3712,7951.3877,8621.6777,9722.9292,9920.1658,10188.0075,10898.9921,11183.7824,10281.5253,10076.2301,9411.9733,9103.9553,9443.8593,9299.6202,9470.653,9199.004,9481.0571,9101.82,8460.2823,8051.3758,8268.7375,8669.9436,8275.2842,8405.5126,7734.5634,7986.9304,8103.5206,7775.1982,7592.8513,7582.5404,7365.3626,7407.3278,7250.1481,8336.4837,8591.9748,8714.5051,8514.849,7641.0672,8556.9958,8297.4085,7894.4468,7714.2663,8002.8876,7522.3512,7386.928,7215.4677,7738.5187,..
Hungary,Oil products,Total final consumption (ktoe),5101.7245,5673.6123,6459.3102,6948.395,7501.7961,7856.917,8358.3071,9021.2334,9048.3424,8999.4459,8852.5604,8272.9961,7565.8737,7574.8161,7427.4004,7116.3466,7333.448,7091.2869,7240.6134,7116.7431,6100.9984,5919.1268,5353.3391,5433.8445,5229.3924,4924.4578,4893.1403,5251.7722,5096.5224,5201.4044,5003.6639,5484.8811,5416.7622,5619.2844,6520.29,6756.8071,6784.5037,6550.621,6358.2832,6058.1638,5785.6979,5459.6924,5348.7962,5964.3976,6503.1862,6485.9654,7005.5508,7457.2466,..
Hungary,Oil products,Industry (ktoe),1178.0071,1335.5546,1529.3398,1606.4918,1582.6359,1634.432,1650.3822,1665.9788,1693.618,1697.6306,1512.4391,1370.7509,1190.9716,1146.2549,1043.8712,963.7527,1016.5855,1003.3343,998.1036,897.2676,776.0963,564.8658,480.4576,414.412,400.7739,454.9775,326.9896,316.7001,331.9289,267.0154,210.5283,212.8212,261.0729,268.9787,250.3201,208.1876,214.6938,203.9218,151.1417,138.1962,550.1099,489.1755,544.6594,574.754,635.0482,623.297,667.6221,733.9257,..
Hungary,Oil products,Transport (ktoe),1578.0214,1684.4034,1835.5116,2055.3215,2165.1619,2169.8194,2425.5374,2609.3389,2618.4723,2657.5189,2599.7659,2577.4959,2450.7595,2529.507,2570.8083,2712.4295,2830.0707,2847.5877,2966.4947,2829.3924,2475.8049,2391.9987,2387.9335,2326.4641,2389.9637,2383.1518,2519.8433,2801.691,2971.2907,2946.5367,3096.0734,3294.6021,3449.1784,3605.1973,3899.1163,4166.681,4288.3825,4258.3596,4232.6789,3824.9642,3537.9717,3426.1297,3212.0187,3577.5055,3908.4408,3987.9335,4179.5214,4413.8531,..
Hungary,Oil products,Residential (ktoe),581.9289,736.2998,989.3666,1002.5509,978.9433,1067.2972,1063.6333,1222.442,1175.7189,1226.3877,1203.3104,1112.549,1011.1637,981.0022,960.8149,838.7599,941.607,761.8802,741.2057,1168.0567,1072.0932,1294.5257,959.7736,935.0339,557.1463,371.7493,319.9723,321.8496,307.5666,308.8182,283.5101,275.7762,229.9131,176.1584,184.4177,161.5076,115.3626,103.277,104.3757,131.8429,102.1783,76.9084,83.3572,72.3703,72.3703,59.3293,74.711,75.8097,..
Hungary,Oil products,Commercial and public services (ktoe),148.5096,143.5368,168.1953,184.2744,270.8083,258.0396,358.3262,415.0473,570.1299,445.0177,487.9096,442.8728,378.9004,363.4184,352.8709,328.7666,295.5097,347.5017,372.3369,285.01,146.0256,100.8169,164.9374,160.7146,172.6139,161.8993,157.1081,69.6475,67.9517,68.907,68.501,56.5109,52.7372,32.0436,34.2409,30.0707,23.0725,18.6777,18.6777,20.8751,17.5791,28.3176,17.9421,27.1807,39.615,35.1772,29.9274,37.1071,..
Hungary,Oil products,Other final consumption (ktoe),1615.2575,1773.8177,1936.8969,2099.7563,2504.2467,2727.3288,2860.428,3108.4265,2990.4032,2972.891,3049.1353,2769.3274,2534.0786,2554.6336,2499.035,2272.6378,2249.6752,2130.9831,2162.4726,1937.0164,1630.9784,1566.9199,1360.2369,1597.2198,1708.8947,1552.6798,1569.2271,1741.8841,1417.7844,1610.127,1345.0511,1645.1705,1423.8607,1536.9065,2152.195,2190.3601,2142.9923,1966.3848,1851.4091,1942.2853,1577.8589,1439.1612,1490.8187,1712.5872,1847.7119,1780.2284,2053.7691,2196.551,..
Hungary,Natural gas,Production (ktoe),3092.3044,3359.2003,4027.1926,4287.2958,4313.2846,4987.4893,5430.6965,6007.3087,5320.3138,5090.3912,4940.9931,5377.4506,5178.4179,5424.957,5834.0929,5563.5856,5482.4807,4897.8504,4721.4531,3811.5649,3849.2476,3614.08,3890.6062,3755.5245,3787.6827,3601.2253,3359.7163,2965.4127,2624.1187,2475.129,2476.8702,2355.589,2285.6621,2366.724,2330.6535,2382.0937,2004.5357,2005.8469,2287.2958,2234.8882,2115.2623,1768.0997,1544.282,1437.2958,1369.0456,1428.8048,1410.7266,1467.1539,1315.9071
Hungary,Natural gas,Imports (ktoe),167.6913,165.4987,165.9931,167.4979,645.0129,952.7945,962.4033,988.0052,2148.7747,3200.7954,3225.4514,3198.3448,3380.0086,3132.0077,3271.0447,3862.1453,3938.2416,4319.282,4842.7988,5190.1118,4971.5176,4113.1556,4768.5082,4516.767,5531.8573,7265.3052,6549.4841,7081.3199,7319.626,7347.2055,7786.049,8704.9011,9939.7248,9278.1169,9807.4807,9421.3672,8574.4411,9325.5374,7907.2012,7912.5537,6598.8607,6744.9699,6767.6483,7436.307,5676.6337,7225.2794,11163.4136,10621.8186,15547.2485
Hungary,Natural gas,Exports (ktoe),-2.4936,-5.0086,-11.6079,-5.0086,-4.9871,-7.3947,-8.319,-15.7137,-5.718,-7.5236,-9.9527,-8.2115,-8.8779,-9.9742,-16.0361,-16.638,-17.4334,-18.9381,-19.0026,-19.9699,-6.7283,0,0,0,0,0,0,-1.6337,-3.7188,-64.5744,-2.8805,0,0,0,0,-4.4282,-17.0894,-18.7876,-70.5718,-186.3285,-465.6277,-690.6277,-1211.0275,-617.6483,-458.19,-892.7988,-2941.939,-4172.9364,-5828.6328
Hungary,Natural gas,Total energy supply (ktoe),3255.0086,3513.2846,4171.969,4443.2932,4935.8126,5926.6767,6386.8874,6994.0886,7387.9622,7972.442,8154.8581,8516.681,8490.6277,8647.098,8827.7945,9363.9295,9296.3242,9195.0344,9367.8633,8913.0696,8838.3061,7769.5615,8360.9415,8443.3577,9174.871,10237.4678,9708.8349,9776.2898,9905.0516,9656.7498,10710.6406,10810.5546,11886.049,11712.2313,12093.9381,11456.7713,10704.8366,10560.834,9151.8917,9815.4987,9353.9338,8376.9561,7704.0628,6981.6208,7489.8538,8027.7085,8541.8315,8273.7962,8419.239
Hungary,Natural gas,"Electricity, CHP and heat plants (ktoe)",-748.3878,-843.2073,-1129.3637,-1197.7213,-1504.1058,-2028.6758,-2122.1411,-2389.0585,-2654.2133,-3062.0378,-3284.3507,-3380.3526,-3122.7859,-2774.9355,-2681.8144,-2899.4197,-2595.0129,-2477.902,-2324.9785,-2157.0292,-2257.6527,-1949.3766,-1814.5098,-1930.6964,-2071.5391,-2372.227,-2422.7858,-2458.9854,-2604.5357,-2451.1393,-2823.8391,-3080.5889,-3554.8582,-3325.3225,-3463.822,-3463.736,-3868.8737,-3722.0335,-2711.6939,-2951.5262,-2721.84,-2510.4041,-1768.9596,-1472.1841,-1641.5305,-1828.3103,-2044.454,-1902.5581,..
Hungary,Natural gas,"Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,Natural gas,Total final consumption (ktoe),2295.0559,2449.2691,2804.3637,3025.086,3227.3646,3649.0972,4003.031,4329.8151,4467.6913,4610.877,4565.5847,4805.7825,5019.9914,5510.6836,5584.0714,5867.3904,6173.6457,6097.6784,6555.718,6199.957,6084.3293,5166.0146,5918.0138,5992.9493,6483.7059,7255.417,6731.9862,6694.6045,6708.4695,6692.1109,7340.2193,7195.7653,7728.0954,7756.1694,8052.2356,7408.6414,6471.6896,6470.5288,6089.2519,6459.3938,6255.0516,5514.6174,5727.9235,5498.1943,5740.4127,6030.1161,6269.7334,6062.2528,..
Hungary,Natural gas,Industry (ktoe),1318.9811,1466.1436,1625.086,1867.2184,1877.816,2159.8237,2330.4815,2432.0937,2447.0335,2591.1221,2581.4273,2754.1058,2906.4918,3144.325,3152.558,3298.9252,3329.1488,3188.822,3412.8977,3204.5357,2673.9897,2151.7412,2092.2614,1813.822,1815.7997,1896.6251,1647.313,1660.1677,1407.8461,1370.1849,1560.0602,1571.7326,1467.9923,1247.5279,1260.9845,1264.0585,1223.4308,1214.8323,886.9733,970.8083,978.6973,817.3044,1274.3121,1253.4179,1247.6569,1290.1548,1365.2408,1437.2958,..
Hungary,Natural gas,Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.086,0.4084,0.4729,1.3328,0.8169,0.6879,0.9243,0.6234,0.9458,1.6767,1.8487,1.9132,1.9991,1.9561,2.6655,2.7945,2.1066,1.5692,1.3972,28.3964,50.6879,57.8031,33.2975,39.7678,32.9106,48.0009,66.0361,78.3104,..
Hungary,Natural gas,Residential (ktoe),115.9071,138.693,181.1049,209.8022,261.1135,332.6956,379.1917,427.1926,459.2003,485.6836,491.9819,553.9553,590.2408,707.4377,875.9888,1055.8684,1260.4041,1335.4256,1522.9149,1643.3147,2042.2184,2053.0739,2448.8607,2568.9811,2890.2193,3169.325,3039.5744,2903.5254,3098.3663,3025.3439,3303.5469,3413.3276,3946.8616,3568.3792,3928.2459,3643.9811,3174.3551,3294.368,3181.6423,3259.7592,2966.3801,2704.0198,2513.0696,2320.6793,2625.8383,2813.4351,2971.7111,2830.5675,..
Hungary,Natural gas,Commercial and public services (ktoe),42.9923,62.4893,89.7034,112.5967,110.6836,93.7231,57.8891,183.319,179.9011,198.6887,214.9613,260.963,279.7291,340.8426,434.0069,413.2201,456.5563,542.3689,532.0722,613.9295,819.1531,583.2545,949.1402,1098.9037,1248.3233,1567.3689,1534.2433,1619.6475,1710.1247,1773.1298,1926.0533,1781.0404,1890.3697,2403.3749,2280.9114,1964.9828,1528.031,1442.0679,1571.7111,1715.1763,1725.8383,1387.1023,1407.9106,1243.1857,1261.092,1225.7094,1170.3353,1102.4076,..
Hungary,Natural gas,Other final consumption (ktoe),817.1754,781.9432,908.4695,835.4686,977.7515,1062.8547,1235.4686,1287.2098,1381.5563,1335.3827,1277.214,1236.7584,1243.5297,1318.0782,1121.5177,1099.3766,1127.5366,1031.0618,1087.8331,738.0481,548.8822,377.5366,427.2786,509.9097,528.5468,621.4102,509.9312,510.6405,491.1866,521.7755,548.7103,427.7515,420.8728,534.9313,579.4282,532.8246,543.7662,517.6913,447.5279,485.2537,533.4479,548.3877,499.3337,641.1437,572.915,652.816,696.4102,613.6716,..
Hungary,Nuclear,Production (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,644.3628,981.2658,1688.4234,1934.3912,2862.5029,3503.2179,3619.4273,3577.7378,3576.435,3638.4481,3594.6742,3660.5956,3654.6028,3712.0452,3656.5439,3651.0201,3690.9703,3709.2029,3695.706,3649.9844,2885.1108,3119.6813,3620.5542,3521.5743,3837.1245,3874.1977,4031.5429,4118.663,4099.0038,4127.6219,4016.856,4096.0725,4140.0723,4198.5179,4209.6958,4114.1857,4257.9601
Hungary,Nuclear,Imports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Nuclear,Exports (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Nuclear,Total energy supply (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,644.3628,981.2658,1688.4234,1934.3912,2862.5029,3503.2179,3619.4273,3577.7378,3576.435,3638.4481,3594.6742,3660.5956,3654.6028,3712.0452,3656.5439,3651.0201,3690.9703,3709.2029,3695.706,3649.9844,2885.1108,3119.6813,3620.5542,3521.5743,3837.1245,3874.1977,4031.5429,4118.663,4099.0038,4127.6219,4016.856,4096.0725,4140.0723,4198.5179,4209.6958,4114.1857,4257.9601
Hungary,Nuclear,"Electricity, CHP and heat plants (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,-644.3628,-981.2658,-1688.4234,-1934.3912,-2862.5029,-3503.2179,-3619.4273,-3577.7378,-3576.435,-3638.4481,-3594.6742,-3660.5956,-3654.6028,-3712.0452,-3656.5439,-3651.0201,-3690.9703,-3709.2029,-3695.706,-3649.9844,-2885.1108,-3119.6813,-3620.5542,-3521.5743,-3837.1245,-3874.1977,-4031.5429,-4118.663,-4099.0038,-4127.6219,-4016.856,-4096.0725,-4140.0723,-4198.5179,-4209.6958,-4114.1857,..
Hungary,Nuclear,"Oil refineries, transformation (ktoe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,Nuclear,Industry (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,Nuclear,Transport (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,Nuclear,Residential (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
