Region,Sector,Metric,Scenario,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
World ,CDR,CDR,Pathway,0,0,0,0,0,0,0,0,0,0,35,1859,3926,5985,7364,8855,10390,12036,13769,15565,17401,19218,21045,22876,24706,26527,28322,30095,31843,33561,35248,36918,38578,40206,41801,43358,44882,46371,47823,49227,50574,51703,52792,53851,54881,55880,56850,57792,58705,59591,60449,61285,62100,62894,63668,64426,65168,65896,66611,67316,68010,68674,69327,69962,70591,71215,71835,72451,73063,73671,74276,74806,75333,75856,76376,76892,77404,77912,78415,78914,79408,79867,80320,80767,81207,81641,82071,82490,82902,83305,83699
