Country,Subvector,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years),1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Brazil,Nitrogen Fertilizer Management,81,34.9305,81,34.9305,81,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305,34.9305
Brunei Darussalam,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Nitrogen Fertilizer Management,81,2.5674,81,2.5674,81,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674,2.5674
Burkina Faso,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,Nitrogen Fertilizer Management,81,16.1589,81,16.1589,81,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589,16.1589
Cape Verde,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Nitrogen Fertilizer Management,81,0.0071,81,0.0071,81,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071
Chad,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,Nitrogen Fertilizer Management,81,2.4347,81,2.4347,81,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347,2.4347
China,Nitrogen Fertilizer Management,81,304.9122,81,304.9122,81,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122,304.9122
Colombia,Nitrogen Fertilizer Management,81,3.8222,81,3.8222,81,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222,3.8222
Comoros,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Nitrogen Fertilizer Management,81,0.5514,81,0.5514,81,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514,0.5514
Cote d'Ivoire,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Nitrogen Fertilizer Management,81,1.7641,81,1.7641,81,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641,1.7641
Cuba,Nitrogen Fertilizer Management,81,0.3624,81,0.3624,81,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624,0.3624
Cyprus,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,Nitrogen Fertilizer Management,81,2.3921,81,2.3921,81,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921,2.3921
Democratic People's Republic of Korea (North Korea),Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo (DRC),Nitrogen Fertilizer Management,81,0.0525,81,0.0525,81,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525,0.0525
Denmark (except Greenland),Nitrogen Fertilizer Management,81,2.0968,81,2.0968,81,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968,2.0968
Djibouti,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,Nitrogen Fertilizer Management,81,0.3669,81,0.3669,81,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669,0.3669
Ecuador,Nitrogen Fertilizer Management,81,1.0964,81,1.0964,81,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964,1.0964
Egypt,Nitrogen Fertilizer Management,81,7.4451,81,7.4451,81,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451,7.4451
El Salvador,Nitrogen Fertilizer Management,81,0.4599,81,0.4599,81,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599,0.4599
Equatorial Guinea,Nitrogen Fertilizer Management,81,0,81,,81,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
