Region,Sector,Metric,Year,Value
EUR,Industry,Heat,2036,255
EUR,Industry,Heat,2037,255
EUR,Industry,Heat,2038,255
EUR,Industry,Heat,2039,255
EUR,Industry,Heat,2040,255
EUR,Industry,Industry,2010,3989
EUR,Industry,Industry,2011,3977
EUR,Industry,Industry,2012,3977
EUR,Industry,Industry,2013,3965
EUR,Industry,Industry,2014,3965
EUR,Industry,Industry,2015,3954
EUR,Industry,Industry,2016,3954
EUR,Industry,Industry,2017,3954
EUR,Industry,Industry,2018,3942
EUR,Industry,Industry,2019,3965
EUR,Industry,Industry,2020,3977
EUR,Industry,Industry,2021,4000
EUR,Industry,Industry,2022,4012
EUR,Industry,Industry,2023,4035
EUR,Industry,Industry,2024,4047
EUR,Industry,Industry,2025,4070
EUR,Industry,Industry,2026,4070
EUR,Industry,Industry,2027,4070
EUR,Industry,Industry,2028,4070
EUR,Industry,Industry,2029,4070
EUR,Industry,Industry,2030,4070
EUR,Industry,Industry,2031,4070
EUR,Industry,Industry,2032,4070
EUR,Industry,Industry,2033,4070
EUR,Industry,Industry,2034,4082
EUR,Industry,Industry,2035,4082
EUR,Industry,Industry,2036,4082
EUR,Industry,Industry,2037,4093
EUR,Industry,Industry,2038,4093
EUR,Industry,Industry,2039,4105
EUR,Industry,Industry,2040,4105
EUR,Industry,Natural gas,2010,1174
EUR,Industry,Natural gas,2011,1174
EUR,Industry,Natural gas,2012,1186
EUR,Industry,Natural gas,2013,1186
EUR,Industry,Natural gas,2014,1197
EUR,Industry,Natural gas,2015,1197
EUR,Industry,Natural gas,2016,1209
EUR,Industry,Natural gas,2017,1221
EUR,Industry,Natural gas,2018,1221
EUR,Industry,Natural gas,2019,1221
EUR,Industry,Natural gas,2020,1232
EUR,Industry,Natural gas,2021,1232
EUR,Industry,Natural gas,2022,1244
EUR,Industry,Natural gas,2023,1244
EUR,Industry,Natural gas,2024,1256
EUR,Industry,Natural gas,2025,1256
EUR,Industry,Natural gas,2026,1244
EUR,Industry,Natural gas,2027,1244
EUR,Industry,Natural gas,2028,1244
EUR,Industry,Natural gas,2029,1244
EUR,Industry,Natural gas,2030,1244
EUR,Industry,Natural gas,2031,1232
EUR,Industry,Natural gas,2032,1232
EUR,Industry,Natural gas,2033,1232
EUR,Industry,Natural gas,2034,1232
EUR,Industry,Natural gas,2035,1232
EUR,Industry,Natural gas,2036,1232
EUR,Industry,Natural gas,2037,1232
EUR,Industry,Natural gas,2038,1232
EUR,Industry,Natural gas,2039,1232
EUR,Industry,Natural gas,2040,1232
EUR,Industry,Oil,2010,500
EUR,Industry,Oil,2011,476
EUR,Industry,Oil,2012,465
EUR,Industry,Oil,2013,453
EUR,Industry,Oil,2014,441
EUR,Industry,Oil,2015,430
EUR,Industry,Oil,2016,418
EUR,Industry,Oil,2017,407
EUR,Industry,Oil,2018,395
EUR,Industry,Oil,2019,395
EUR,Industry,Oil,2020,395
EUR,Industry,Oil,2021,395
EUR,Industry,Oil,2022,395
EUR,Industry,Oil,2023,395
EUR,Industry,Oil,2024,395
EUR,Industry,Oil,2025,395
EUR,Industry,Oil,2026,383
EUR,Industry,Oil,2027,383
EUR,Industry,Oil,2028,383
EUR,Industry,Oil,2029,383
EUR,Industry,Oil,2030,383
EUR,Industry,Oil,2031,383
EUR,Industry,Oil,2032,383
EUR,Industry,Oil,2033,383
EUR,Industry,Oil,2034,383
EUR,Industry,Oil,2035,383
EUR,Industry,Oil,2036,372
EUR,Industry,Oil,2037,372
EUR,Industry,Oil,2038,372
EUR,Industry,Oil,2039,372
EUR,Industry,Oil,2040,372
EUR,Industry,Other renewables,2010,0
EUR,Industry,Other renewables,2011,0
EUR,Industry,Other renewables,2012,0
EUR,Industry,Other renewables,2013,0
EUR,Industry,Other renewables,2014,0
EUR,Industry,Other renewables,2015,0
EUR,Industry,Other renewables,2016,0
EUR,Industry,Other renewables,2017,0
EUR,Industry,Other renewables,2018,0
EUR,Industry,Other renewables,2019,0
EUR,Industry,Other renewables,2020,0
EUR,Industry,Other renewables,2021,0
EUR,Industry,Other renewables,2022,0
EUR,Industry,Other renewables,2023,0
EUR,Industry,Other renewables,2024,0
EUR,Industry,Other renewables,2025,0
EUR,Industry,Other renewables,2026,0
EUR,Industry,Other renewables,2027,0
EUR,Industry,Other renewables,2028,0
EUR,Industry,Other renewables,2029,0
EUR,Industry,Other renewables,2030,0
EUR,Industry,Other renewables,2031,0
EUR,Industry,Other renewables,2032,0
EUR,Industry,Other renewables,2033,0
EUR,Industry,Other renewables,2034,0
EUR,Industry,Other renewables,2035,0
EUR,Industry,Other renewables,2036,0
EUR,Industry,Other renewables,2037,0
EUR,Industry,Other renewables,2038,0
EUR,Industry,Other renewables,2039,0
EUR,Industry,Other renewables,2040,11
EUR,Other,   Petrochem. feedstock,2010,1023
EUR,Other,   Petrochem. feedstock,2011,1011
EUR,Other,   Petrochem. feedstock,2012,1000
EUR,Other,   Petrochem. feedstock,2013,988
EUR,Other,   Petrochem. feedstock,2014,988
EUR,Other,   Petrochem. feedstock,2015,976
EUR,Other,   Petrochem. feedstock,2016,965
EUR,Other,   Petrochem. feedstock,2017,965
EUR,Other,   Petrochem. feedstock,2018,953
EUR,Other,   Petrochem. feedstock,2019,953
EUR,Other,   Petrochem. feedstock,2020,953
EUR,Other,   Petrochem. feedstock,2021,953
EUR,Other,   Petrochem. feedstock,2022,953
EUR,Other,   Petrochem. feedstock,2023,953
EUR,Other,   Petrochem. feedstock,2024,953
EUR,Other,   Petrochem. feedstock,2025,953
EUR,Other,   Petrochem. feedstock,2026,930
EUR,Other,   Petrochem. feedstock,2027,918
EUR,Other,   Petrochem. feedstock,2028,907
EUR,Other,   Petrochem. feedstock,2029,895
EUR,Other,   Petrochem. feedstock,2030,883
EUR,Other,   Petrochem. feedstock,2031,872
EUR,Other,   Petrochem. feedstock,2032,860
EUR,Other,   Petrochem. feedstock,2033,848
EUR,Other,   Petrochem. feedstock,2034,837
EUR,Other,   Petrochem. feedstock,2035,837
EUR,Other,   Petrochem. feedstock,2036,814
EUR,Other,   Petrochem. feedstock,2037,802
EUR,Other,   Petrochem. feedstock,2038,790
EUR,Other,   Petrochem. feedstock,2039,779
EUR,Other,   Petrochem. feedstock,2040,755
EUR,Other,Other,2010,1860
EUR,Other,Other,2011,1837
EUR,Other,Other,2012,1814
EUR,Other,Other,2013,1791
EUR,Other,Other,2014,1767
EUR,Other,Other,2015,1744
EUR,Other,Other,2016,1721
EUR,Other,Other,2017,1697
EUR,Other,Other,2018,1709
EUR,Other,Other,2019,1721
EUR,Other,Other,2020,1721
EUR,Other,Other,2021,1732
EUR,Other,Other,2022,1732
EUR,Other,Other,2023,1744
EUR,Other,Other,2024,1744
EUR,Other,Other,2025,1756
EUR,Other,Other,2026,1732
EUR,Other,Other,2027,1721
EUR,Other,Other,2028,1709
EUR,Other,Other,2029,1686
EUR,Other,Other,2030,1674
EUR,Other,Other,2031,1663
EUR,Other,Other,2032,1651
EUR,Other,Other,2033,1639
EUR,Other,Other,2034,1628
EUR,Other,Other,2035,1616
EUR,Other,Other,2036,1593
EUR,Other,Other,2037,1581
EUR,Other,Other,2038,1570
EUR,Other,Other,2039,1558
EUR,Other,Other,2040,1535
EUR,Other energy sector,  Electricity,2010,651
EUR,Other energy sector,  Electricity,2011,639
EUR,Other energy sector,  Electricity,2012,639
EUR,Other energy sector,  Electricity,2013,628
EUR,Other energy sector,  Electricity,2014,628
EUR,Other energy sector,  Electricity,2015,616
EUR,Other energy sector,  Electricity,2016,616
EUR,Other energy sector,  Electricity,2017,616
EUR,Other energy sector,  Electricity,2018,616
EUR,Other energy sector,  Electricity,2019,616
EUR,Other energy sector,  Electricity,2020,616
EUR,Other energy sector,  Electricity,2021,604
EUR,Other energy sector,  Electricity,2022,604
EUR,Other energy sector,  Electricity,2023,604
EUR,Other energy sector,  Electricity,2024,604
EUR,Other energy sector,  Electricity,2025,604
EUR,Other energy sector,  Electricity,2026,593
EUR,Other energy sector,  Electricity,2027,593
EUR,Other energy sector,  Electricity,2028,593
EUR,Other energy sector,  Electricity,2029,593
EUR,Other energy sector,  Electricity,2030,593
EUR,Other energy sector,  Electricity,2031,593
EUR,Other energy sector,  Electricity,2032,593
EUR,Other energy sector,  Electricity,2033,593
EUR,Other energy sector,  Electricity,2034,593
EUR,Other energy sector,  Electricity,2035,593
EUR,Other energy sector,  Electricity,2036,593
EUR,Other energy sector,  Electricity,2037,593
EUR,Other energy sector,  Electricity,2038,604
EUR,Other energy sector,  Electricity,2039,604
EUR,Other energy sector,  Electricity,2040,616
EUR,Other energy sector,Other energy sector,2010,2337
EUR,Other energy sector,Other energy sector,2011,2302
EUR,Other energy sector,Other energy sector,2012,2279
EUR,Other energy sector,Other energy sector,2013,2244
EUR,Other energy sector,Other energy sector,2014,2221
EUR,Other energy sector,Other energy sector,2015,2186
EUR,Other energy sector,Other energy sector,2016,2163
EUR,Other energy sector,Other energy sector,2017,2139
EUR,Other energy sector,Other energy sector,2018,2128
EUR,Other energy sector,Other energy sector,2019,2116
EUR,Other energy sector,Other energy sector,2020,2105
EUR,Other energy sector,Other energy sector,2021,2093
EUR,Other energy sector,Other energy sector,2022,2093
EUR,Other energy sector,Other energy sector,2023,2081
EUR,Other energy sector,Other energy sector,2024,2070
EUR,Other energy sector,Other energy sector,2025,2058
EUR,Other energy sector,Other energy sector,2026,2035
EUR,Other energy sector,Other energy sector,2027,2011
EUR,Other energy sector,Other energy sector,2028,1988
EUR,Other energy sector,Other energy sector,2029,1977
EUR,Other energy sector,Other energy sector,2030,1953
EUR,Other energy sector,Other energy sector,2031,1942
EUR,Other energy sector,Other energy sector,2032,1930
EUR,Other energy sector,Other energy sector,2033,1918
EUR,Other energy sector,Other energy sector,2034,1907
EUR,Other energy sector,Other energy sector,2035,1895
EUR,Other energy sector,Other energy sector,2036,1895
EUR,Other energy sector,Other energy sector,2037,1895
EUR,Other energy sector,Other energy sector,2038,1895
EUR,Other energy sector,Other energy sector,2039,1895
EUR,Other energy sector,Other energy sector,2040,1895
EUR,Power sector,Bioenergy,2010,569
EUR,Power sector,Bioenergy,2011,593
EUR,Power sector,Bioenergy,2012,628
EUR,Power sector,Bioenergy,2013,662
EUR,Power sector,Bioenergy,2014,686
EUR,Power sector,Bioenergy,2015,721
EUR,Power sector,Bioenergy,2016,755
EUR,Power sector,Bioenergy,2017,790
EUR,Power sector,Bioenergy,2018,825
EUR,Power sector,Bioenergy,2019,848
EUR,Power sector,Bioenergy,2020,872
EUR,Power sector,Bioenergy,2021,883
EUR,Power sector,Bioenergy,2022,907
EUR,Power sector,Bioenergy,2023,918
EUR,Power sector,Bioenergy,2024,942
EUR,Power sector,Bioenergy,2025,965
EUR,Power sector,Bioenergy,2026,976
EUR,Power sector,Bioenergy,2027,988
EUR,Power sector,Bioenergy,2028,1000
EUR,Power sector,Bioenergy,2029,1011
EUR,Power sector,Bioenergy,2030,1023
EUR,Power sector,Bioenergy,2031,1035
EUR,Power sector,Bioenergy,2032,1046
EUR,Power sector,Bioenergy,2033,1058
EUR,Power sector,Bioenergy,2034,1069
EUR,Power sector,Bioenergy,2035,1093
EUR,Power sector,Bioenergy,2036,1093
EUR,Power sector,Bioenergy,2037,1104
EUR,Power sector,Bioenergy,2038,1116
EUR,Power sector,Bioenergy,2039,1128
EUR,Power sector,Bioenergy,2040,1139
EUR,Power sector,Coal,2010,3093
EUR,Power sector,Coal,2011,3023
EUR,Power sector,Coal,2012,2954
EUR,Power sector,Coal,2013,2884
EUR,Power sector,Coal,2014,2814
EUR,Power sector,Coal,2015,2744
EUR,Power sector,Coal,2016,2674
EUR,Power sector,Coal,2017,2616
EUR,Power sector,Coal,2018,2581
EUR,Power sector,Coal,2019,2523
EUR,Power sector,Coal,2020,2465
EUR,Power sector,Coal,2021,2395
EUR,Power sector,Coal,2022,2337
EUR,Power sector,Coal,2023,2267
EUR,Power sector,Coal,2024,2209
EUR,Power sector,Coal,2025,2151
EUR,Power sector,Coal,2026,2116
EUR,Power sector,Coal,2027,2081
EUR,Power sector,Coal,2028,2058
EUR,Power sector,Coal,2029,2023
EUR,Power sector,Coal,2030,1988
EUR,Power sector,Coal,2031,1930
EUR,Power sector,Coal,2032,1884
EUR,Power sector,Coal,2033,1837
EUR,Power sector,Coal,2034,1791
EUR,Power sector,Coal,2035,1744
EUR,Power sector,Coal,2036,1721
EUR,Power sector,Coal,2037,1709
EUR,Power sector,Coal,2038,1697
EUR,Power sector,Coal,2039,1686
EUR,Power sector,Coal,2040,1674
EUR,Power sector,Hydro,2010,639
EUR,Power sector,Hydro,2011,628
EUR,Power sector,Hydro,2012,616
EUR,Power sector,Hydro,2013,604
EUR,Power sector,Hydro,2014,593
EUR,Power sector,Hydro,2015,581
EUR,Power sector,Hydro,2016,569
EUR,Power sector,Hydro,2017,569
EUR,Power sector,Hydro,2018,616
EUR,Power sector,Hydro,2019,628
EUR,Power sector,Hydro,2020,639
EUR,Power sector,Hydro,2021,651
EUR,Power sector,Hydro,2022,662
EUR,Power sector,Hydro,2023,686
EUR,Power sector,Hydro,2024,697
EUR,Power sector,Hydro,2025,709
EUR,Power sector,Hydro,2026,709
EUR,Power sector,Hydro,2027,709
EUR,Power sector,Hydro,2028,721
EUR,Power sector,Hydro,2029,721
EUR,Power sector,Hydro,2030,721
EUR,Power sector,Hydro,2031,721
EUR,Power sector,Hydro,2032,721
EUR,Power sector,Hydro,2033,732
EUR,Power sector,Hydro,2034,732
EUR,Power sector,Hydro,2035,744
EUR,Power sector,Hydro,2036,744
EUR,Power sector,Hydro,2037,744
EUR,Power sector,Hydro,2038,744
EUR,Power sector,Hydro,2039,755
EUR,Power sector,Hydro,2040,755
EUR,Power sector,Natural gas,2010,2360
EUR,Power sector,Natural gas,2011,2302
EUR,Power sector,Natural gas,2012,2244
EUR,Power sector,Natural gas,2013,2186
EUR,Power sector,Natural gas,2014,2128
EUR,Power sector,Natural gas,2015,2070
EUR,Power sector,Natural gas,2016,2011
EUR,Power sector,Natural gas,2017,1965
EUR,Power sector,Natural gas,2018,1884
EUR,Power sector,Natural gas,2019,1884
EUR,Power sector,Natural gas,2020,1884
EUR,Power sector,Natural gas,2021,1884
EUR,Power sector,Natural gas,2022,1884
EUR,Power sector,Natural gas,2023,1884
EUR,Power sector,Natural gas,2024,1884
EUR,Power sector,Natural gas,2025,1884
EUR,Power sector,Natural gas,2026,1907
EUR,Power sector,Natural gas,2027,1930
EUR,Power sector,Natural gas,2028,1953
EUR,Power sector,Natural gas,2029,1977
EUR,Power sector,Natural gas,2030,2000
EUR,Power sector,Natural gas,2031,2046
EUR,Power sector,Natural gas,2032,2093
EUR,Power sector,Natural gas,2033,2151
EUR,Power sector,Natural gas,2034,2198
EUR,Power sector,Natural gas,2035,2256
EUR,Power sector,Natural gas,2036,2256
EUR,Power sector,Natural gas,2037,2267
EUR,Power sector,Natural gas,2038,2279
EUR,Power sector,Natural gas,2039,2291
EUR,Power sector,Natural gas,2040,2302
EUR,Power sector,Nuclear,2010,3128
EUR,Power sector,Nuclear,2011,3081
EUR,Power sector,Nuclear,2012,3035
EUR,Power sector,Nuclear,2013,3000
EUR,Power sector,Nuclear,2014,2954
EUR,Power sector,Nuclear,2015,2919
EUR,Power sector,Nuclear,2016,2872
EUR,Power sector,Nuclear,2017,2837
EUR,Power sector,Nuclear,2018,2849
EUR,Power sector,Nuclear,2019,2814
EUR,Power sector,Nuclear,2020,2779
EUR,Power sector,Nuclear,2021,2744
EUR,Power sector,Nuclear,2022,2709
EUR,Power sector,Nuclear,2023,2674
EUR,Power sector,Nuclear,2024,2628
EUR,Power sector,Nuclear,2025,2593
EUR,Power sector,Nuclear,2026,2570
EUR,Power sector,Nuclear,2027,2546
EUR,Power sector,Nuclear,2028,2535
EUR,Power sector,Nuclear,2029,2512
EUR,Power sector,Nuclear,2030,2488
EUR,Power sector,Nuclear,2031,2442
EUR,Power sector,Nuclear,2032,2395
EUR,Power sector,Nuclear,2033,2349
EUR,Power sector,Nuclear,2034,2314
EUR,Power sector,Nuclear,2035,2267
EUR,Power sector,Nuclear,2036,2279
EUR,Power sector,Nuclear,2037,2291
EUR,Power sector,Nuclear,2038,2302
EUR,Power sector,Nuclear,2039,2314
EUR,Power sector,Nuclear,2040,2326
EUR,Power sector,Oil,2010,314
EUR,Power sector,Oil,2011,290
EUR,Power sector,Oil,2012,279
EUR,Power sector,Oil,2013,255
EUR,Power sector,Oil,2014,244
EUR,Power sector,Oil,2015,220
EUR,Power sector,Oil,2016,209
EUR,Power sector,Oil,2017,197
EUR,Power sector,Oil,2018,197
EUR,Power sector,Oil,2019,186
EUR,Power sector,Oil,2020,174
EUR,Power sector,Oil,2021,151
EUR,Power sector,Oil,2022,139
EUR,Power sector,Oil,2023,127
EUR,Power sector,Oil,2024,116
EUR,Power sector,Oil,2025,104
EUR,Power sector,Oil,2026,93
EUR,Power sector,Oil,2027,93
EUR,Power sector,Oil,2028,81
EUR,Power sector,Oil,2029,81
EUR,Power sector,Oil,2030,69
EUR,Power sector,Oil,2031,58
EUR,Power sector,Oil,2032,58
EUR,Power sector,Oil,2033,58
EUR,Power sector,Oil,2034,58
EUR,Power sector,Oil,2035,58
EUR,Power sector,Oil,2036,46
EUR,Power sector,Oil,2037,46
EUR,Power sector,Oil,2038,46
EUR,Power sector,Oil,2039,46
EUR,Power sector,Oil,2040,46
EUR,Power sector,Other renewables,2010,279
EUR,Power sector,Other renewables,2011,337
EUR,Power sector,Other renewables,2012,395
EUR,Power sector,Other renewables,2013,453
EUR,Power sector,Other renewables,2014,511
EUR,Power sector,Other renewables,2015,569
EUR,Power sector,Other renewables,2016,628
EUR,Power sector,Other renewables,2017,697
EUR,Power sector,Other renewables,2018,767
EUR,Power sector,Other renewables,2019,837
EUR,Power sector,Other renewables,2020,895
EUR,Power sector,Other renewables,2021,965
EUR,Power sector,Other renewables,2022,1035
EUR,Power sector,Other renewables,2023,1104
EUR,Power sector,Other renewables,2024,1163
EUR,Power sector,Other renewables,2025,1232
EUR,Power sector,Other renewables,2026,1267
EUR,Power sector,Other renewables,2027,1302
EUR,Power sector,Other renewables,2028,1337
EUR,Power sector,Other renewables,2029,1372
EUR,Power sector,Other renewables,2030,1407
EUR,Power sector,Other renewables,2031,1442
EUR,Power sector,Other renewables,2032,1477
EUR,Power sector,Other renewables,2033,1511
EUR,Power sector,Other renewables,2034,1546
EUR,Power sector,Other renewables,2035,1581
EUR,Power sector,Other renewables,2036,1616
EUR,Power sector,Other renewables,2037,1651
EUR,Power sector,Other renewables,2038,1686
EUR,Power sector,Other renewables,2039,1721
EUR,Power sector,Other renewables,2040,1756
EUR,Power sector,Power sector,2010,10408
EUR,Power sector,Power sector,2011,10304
EUR,Power sector,Power sector,2012,10211
EUR,Power sector,Power sector,2013,10106
EUR,Power sector,Power sector,2014,10013
EUR,Power sector,Power sector,2015,9908
EUR,Power sector,Power sector,2016,9815
EUR,Power sector,Power sector,2017,9722
EUR,Power sector,Power sector,2018,9769
EUR,Power sector,Power sector,2019,9757
EUR,Power sector,Power sector,2020,9734
EUR,Power sector,Power sector,2021,9722
EUR,Power sector,Power sector,2022,9711
EUR,Power sector,Power sector,2023,9687
EUR,Power sector,Power sector,2024,9676
EUR,Power sector,Power sector,2025,9664
EUR,Power sector,Power sector,2026,9676
EUR,Power sector,Power sector,2027,9699
EUR,Power sector,Power sector,2028,9711
EUR,Power sector,Power sector,2029,9734
EUR,Power sector,Power sector,2030,9757
EUR,Power sector,Power sector,2031,9757
EUR,Power sector,Power sector,2032,9757
EUR,Power sector,Power sector,2033,9757
EUR,Power sector,Power sector,2034,9757
EUR,Power sector,Power sector,2035,9769
EUR,Power sector,Power sector,2036,9815
EUR,Power sector,Power sector,2037,9873
EUR,Power sector,Power sector,2038,9932
EUR,Power sector,Power sector,2039,9990
EUR,Power sector,Power sector,2040,10048
EUR,TFC,Bioenergy,2010,1093
EUR,TFC,Bioenergy,2011,1104
EUR,TFC,Bioenergy,2012,1116
EUR,TFC,Bioenergy,2013,1128
EUR,TFC,Bioenergy,2014,1151
EUR,TFC,Bioenergy,2015,1163
EUR,TFC,Bioenergy,2016,1174
EUR,TFC,Bioenergy,2017,1197
EUR,TFC,Bioenergy,2018,1256
EUR,TFC,Bioenergy,2019,1279
EUR,TFC,Bioenergy,2020,1302
EUR,TFC,Bioenergy,2021,1325
EUR,TFC,Bioenergy,2022,1349
EUR,TFC,Bioenergy,2023,1372
EUR,TFC,Bioenergy,2024,1395
EUR,TFC,Bioenergy,2025,1430
EUR,TFC,Bioenergy,2026,1430
EUR,TFC,Bioenergy,2027,1442
EUR,TFC,Bioenergy,2028,1453
EUR,TFC,Bioenergy,2029,1465
EUR,TFC,Bioenergy,2030,1477
EUR,TFC,Bioenergy,2031,1488
EUR,TFC,Bioenergy,2032,1500
EUR,TFC,Bioenergy,2033,1511
EUR,TFC,Bioenergy,2034,1523
EUR,TFC,Bioenergy,2035,1535
EUR,TFC,Bioenergy,2036,1546
EUR,TFC,Bioenergy,2037,1558
EUR,TFC,Bioenergy,2038,1570
EUR,TFC,Bioenergy,2039,1581
EUR,TFC,Bioenergy,2040,1593
EUR,TFC,Coal,2010,767
EUR,TFC,Coal,2011,744
EUR,TFC,Coal,2012,732
EUR,TFC,Coal,2013,709
EUR,TFC,Coal,2014,697
EUR,TFC,Coal,2015,674
EUR,TFC,Coal,2016,662
EUR,TFC,Coal,2017,651
EUR,TFC,Coal,2018,604
EUR,TFC,Coal,2019,604
EUR,TFC,Coal,2020,593
EUR,TFC,Coal,2021,593
EUR,TFC,Coal,2022,593
EUR,TFC,Coal,2023,581
EUR,TFC,Coal,2024,581
EUR,TFC,Coal,2025,581
EUR,TFC,Coal,2026,569
EUR,TFC,Coal,2027,569
EUR,TFC,Coal,2028,558
EUR,TFC,Coal,2029,558
EUR,TFC,Coal,2030,546
EUR,TFC,Coal,2031,534
EUR,TFC,Coal,2032,534
EUR,TFC,Coal,2033,523
EUR,TFC,Coal,2034,523
EUR,TFC,Coal,2035,511
EUR,TFC,Coal,2036,500
EUR,TFC,Coal,2037,500
EUR,TFC,Coal,2038,500
EUR,TFC,Coal,2039,500
EUR,TFC,Coal,2040,500
EUR,TFC,Electricity,2010,3465
EUR,TFC,Electricity,2011,3465
EUR,TFC,Electricity,2012,3465
EUR,TFC,Electricity,2013,3477
EUR,TFC,Electricity,2014,3477
EUR,TFC,Electricity,2015,3489
EUR,TFC,Electricity,2016,3489
EUR,TFC,Electricity,2017,3500
EUR,TFC,Electricity,2018,3523
EUR,TFC,Electricity,2019,3570
EUR,TFC,Electricity,2020,3605
EUR,TFC,Electricity,2021,3651
EUR,TFC,Electricity,2022,3686
EUR,TFC,Electricity,2023,3733
EUR,TFC,Electricity,2024,3768
EUR,TFC,Electricity,2025,3814
EUR,TFC,Electricity,2026,3849
EUR,TFC,Electricity,2027,3884
EUR,TFC,Electricity,2028,3919
EUR,TFC,Electricity,2029,3954
EUR,TFC,Electricity,2030,3989
EUR,TFC,Electricity,2031,4023
EUR,TFC,Electricity,2032,4058
EUR,TFC,Electricity,2033,4093
EUR,TFC,Electricity,2034,4140
EUR,TFC,Electricity,2035,4175
EUR,TFC,Electricity,2036,4210
EUR,TFC,Electricity,2037,4256
EUR,TFC,Electricity,2038,4291
EUR,TFC,Electricity,2039,4337
EUR,TFC,Electricity,2040,4372
EUR,TFC,Heat,2010,860
EUR,TFC,Heat,2011,837
EUR,TFC,Heat,2012,825
EUR,TFC,Heat,2013,814
EUR,TFC,Heat,2014,790
EUR,TFC,Heat,2015,779
EUR,TFC,Heat,2016,767
EUR,TFC,Heat,2017,755
EUR,TFC,Heat,2018,755
EUR,TFC,Heat,2019,755
EUR,TFC,Heat,2020,755
EUR,TFC,Heat,2021,767
EUR,TFC,Heat,2022,767
EUR,TFC,Heat,2023,779
EUR,TFC,Heat,2024,779
EUR,TFC,Heat,2025,779
EUR,TFC,Heat,2026,779
EUR,TFC,Heat,2027,779
EUR,TFC,Heat,2028,779
EUR,TFC,Heat,2029,790
EUR,TFC,Heat,2030,790
EUR,TFC,Heat,2031,790
EUR,TFC,Heat,2032,790
EUR,TFC,Heat,2033,790
EUR,TFC,Heat,2034,790
EUR,TFC,Heat,2035,802
EUR,TFC,Heat,2036,802
EUR,TFC,Heat,2037,802
EUR,TFC,Heat,2038,802
EUR,TFC,Heat,2039,802
EUR,TFC,Heat,2040,802
EUR,TFC,Natural gas,2010,3837
EUR,TFC,Natural gas,2011,3791
EUR,TFC,Natural gas,2012,3744
EUR,TFC,Natural gas,2013,3709
EUR,TFC,Natural gas,2014,3663
EUR,TFC,Natural gas,2015,3628
EUR,TFC,Natural gas,2016,3582
EUR,TFC,Natural gas,2017,3547
EUR,TFC,Natural gas,2018,3547
EUR,TFC,Natural gas,2019,3570
EUR,TFC,Natural gas,2020,3582
EUR,TFC,Natural gas,2021,3605
EUR,TFC,Natural gas,2022,3616
EUR,TFC,Natural gas,2023,3640
EUR,TFC,Natural gas,2024,3651
EUR,TFC,Natural gas,2025,3675
EUR,TFC,Natural gas,2026,3675
EUR,TFC,Natural gas,2027,3686
EUR,TFC,Natural gas,2028,3698
EUR,TFC,Natural gas,2029,3709
EUR,TFC,Natural gas,2030,3721
EUR,TFC,Natural gas,2031,3733
EUR,TFC,Natural gas,2032,3744
EUR,TFC,Natural gas,2033,3756
EUR,TFC,Natural gas,2034,3768
EUR,TFC,Natural gas,2035,3779
EUR,TFC,Natural gas,2036,3779
EUR,TFC,Natural gas,2037,3791
EUR,TFC,Natural gas,2038,3803
EUR,TFC,Natural gas,2039,3814
EUR,TFC,Natural gas,2040,3814
EUR,TFC,Oil,2010,6826
EUR,TFC,Oil,2011,6791
EUR,TFC,Oil,2012,6757
EUR,TFC,Oil,2013,6733
EUR,TFC,Oil,2014,6698
EUR,TFC,Oil,2015,6675
EUR,TFC,Oil,2016,6640
EUR,TFC,Oil,2017,6617
EUR,TFC,Oil,2018,6629
EUR,TFC,Oil,2019,6605
EUR,TFC,Oil,2020,6582
EUR,TFC,Oil,2021,6559
EUR,TFC,Oil,2022,6536
EUR,TFC,Oil,2023,6512
EUR,TFC,Oil,2024,6489
EUR,TFC,Oil,2025,6466
EUR,TFC,Oil,2026,6408
EUR,TFC,Oil,2027,6349
EUR,TFC,Oil,2028,6291
EUR,TFC,Oil,2029,6233
EUR,TFC,Oil,2030,6175
EUR,TFC,Oil,2031,6105
EUR,TFC,Oil,2032,6035
EUR,TFC,Oil,2033,5966
EUR,TFC,Oil,2034,5908
EUR,TFC,Oil,2035,5838
EUR,TFC,Oil,2036,5780
EUR,TFC,Oil,2037,5733
EUR,TFC,Oil,2038,5687
EUR,TFC,Oil,2039,5640
EUR,TFC,Oil,2040,5582
EUR,TFC,Other renewables,2010,58
EUR,TFC,Other renewables,2011,58
EUR,TFC,Other renewables,2012,58
EUR,TFC,Other renewables,2013,58
EUR,TFC,Other renewables,2014,58
EUR,TFC,Other renewables,2015,58
EUR,TFC,Other renewables,2016,58
EUR,TFC,Other renewables,2017,69
EUR,TFC,Other renewables,2018,69
EUR,TFC,Other renewables,2019,69
EUR,TFC,Other renewables,2020,81
EUR,TFC,Other renewables,2021,81
EUR,TFC,Other renewables,2022,81
EUR,TFC,Other renewables,2023,93
EUR,TFC,Other renewables,2024,93
EUR,TFC,Other renewables,2025,104
EUR,TFC,Other renewables,2026,104
EUR,TFC,Other renewables,2027,104
EUR,TFC,Other renewables,2028,116
EUR,TFC,Other renewables,2029,116
EUR,TFC,Other renewables,2030,127
EUR,TFC,Other renewables,2031,127
EUR,TFC,Other renewables,2032,139
EUR,TFC,Other renewables,2033,139
EUR,TFC,Other renewables,2034,151
EUR,TFC,Other renewables,2035,151
