Region,Sector,Metric,Year,Value
BRAZIL,Other energy sector,Other energy sector,2029,593
BRAZIL,Other energy sector,Other energy sector,2030,604
BRAZIL,Other energy sector,Other energy sector,2031,616
BRAZIL,Other energy sector,Other energy sector,2032,628
BRAZIL,Other energy sector,Other energy sector,2033,639
BRAZIL,Other energy sector,Other energy sector,2034,651
BRAZIL,Other energy sector,Other energy sector,2035,662
BRAZIL,Other energy sector,Other energy sector,2036,674
BRAZIL,Other energy sector,Other energy sector,2037,686
BRAZIL,Other energy sector,Other energy sector,2038,697
BRAZIL,Other energy sector,Other energy sector,2039,721
BRAZIL,Other energy sector,Other energy sector,2040,732
BRAZIL,Power sector,Bioenergy,2010,58
BRAZIL,Power sector,Bioenergy,2011,58
BRAZIL,Power sector,Bioenergy,2012,69
BRAZIL,Power sector,Bioenergy,2013,69
BRAZIL,Power sector,Bioenergy,2014,81
BRAZIL,Power sector,Bioenergy,2015,81
BRAZIL,Power sector,Bioenergy,2016,93
BRAZIL,Power sector,Bioenergy,2017,104
BRAZIL,Power sector,Bioenergy,2018,104
BRAZIL,Power sector,Bioenergy,2019,116
BRAZIL,Power sector,Bioenergy,2020,116
BRAZIL,Power sector,Bioenergy,2021,116
BRAZIL,Power sector,Bioenergy,2022,127
BRAZIL,Power sector,Bioenergy,2023,127
BRAZIL,Power sector,Bioenergy,2024,127
BRAZIL,Power sector,Bioenergy,2025,139
BRAZIL,Power sector,Bioenergy,2026,139
BRAZIL,Power sector,Bioenergy,2027,139
BRAZIL,Power sector,Bioenergy,2028,139
BRAZIL,Power sector,Bioenergy,2029,139
BRAZIL,Power sector,Bioenergy,2030,151
BRAZIL,Power sector,Bioenergy,2031,151
BRAZIL,Power sector,Bioenergy,2032,151
BRAZIL,Power sector,Bioenergy,2033,151
BRAZIL,Power sector,Bioenergy,2034,151
BRAZIL,Power sector,Bioenergy,2035,151
BRAZIL,Power sector,Bioenergy,2036,151
BRAZIL,Power sector,Bioenergy,2037,151
BRAZIL,Power sector,Bioenergy,2038,151
BRAZIL,Power sector,Bioenergy,2039,162
BRAZIL,Power sector,Bioenergy,2040,162
BRAZIL,Power sector,Coal,2010,34
BRAZIL,Power sector,Coal,2011,34
BRAZIL,Power sector,Coal,2012,34
BRAZIL,Power sector,Coal,2013,34
BRAZIL,Power sector,Coal,2014,46
BRAZIL,Power sector,Coal,2015,46
BRAZIL,Power sector,Coal,2016,46
BRAZIL,Power sector,Coal,2017,58
BRAZIL,Power sector,Coal,2018,58
BRAZIL,Power sector,Coal,2019,58
BRAZIL,Power sector,Coal,2020,58
BRAZIL,Power sector,Coal,2021,58
BRAZIL,Power sector,Coal,2022,58
BRAZIL,Power sector,Coal,2023,58
BRAZIL,Power sector,Coal,2024,58
BRAZIL,Power sector,Coal,2025,46
BRAZIL,Power sector,Coal,2026,46
BRAZIL,Power sector,Coal,2027,46
BRAZIL,Power sector,Coal,2028,46
BRAZIL,Power sector,Coal,2029,46
BRAZIL,Power sector,Coal,2030,46
BRAZIL,Power sector,Coal,2031,46
BRAZIL,Power sector,Coal,2032,46
BRAZIL,Power sector,Coal,2033,46
BRAZIL,Power sector,Coal,2034,46
BRAZIL,Power sector,Coal,2035,46
BRAZIL,Power sector,Coal,2036,46
BRAZIL,Power sector,Coal,2037,46
BRAZIL,Power sector,Coal,2038,46
BRAZIL,Power sector,Coal,2039,46
BRAZIL,Power sector,Coal,2040,46
BRAZIL,Power sector,Hydro,2010,395
BRAZIL,Power sector,Hydro,2011,383
BRAZIL,Power sector,Hydro,2012,383
BRAZIL,Power sector,Hydro,2013,372
BRAZIL,Power sector,Hydro,2014,372
BRAZIL,Power sector,Hydro,2015,360
BRAZIL,Power sector,Hydro,2016,360
BRAZIL,Power sector,Hydro,2017,360
BRAZIL,Power sector,Hydro,2018,360
BRAZIL,Power sector,Hydro,2019,372
BRAZIL,Power sector,Hydro,2020,395
BRAZIL,Power sector,Hydro,2021,407
BRAZIL,Power sector,Hydro,2022,418
BRAZIL,Power sector,Hydro,2023,430
BRAZIL,Power sector,Hydro,2024,441
BRAZIL,Power sector,Hydro,2025,453
BRAZIL,Power sector,Hydro,2026,465
BRAZIL,Power sector,Hydro,2027,476
BRAZIL,Power sector,Hydro,2028,488
BRAZIL,Power sector,Hydro,2029,500
BRAZIL,Power sector,Hydro,2030,511
BRAZIL,Power sector,Hydro,2031,523
BRAZIL,Power sector,Hydro,2032,534
BRAZIL,Power sector,Hydro,2033,546
BRAZIL,Power sector,Hydro,2034,558
BRAZIL,Power sector,Hydro,2035,569
BRAZIL,Power sector,Hydro,2036,581
BRAZIL,Power sector,Hydro,2037,593
BRAZIL,Power sector,Hydro,2038,604
BRAZIL,Power sector,Hydro,2039,628
BRAZIL,Power sector,Hydro,2040,639
BRAZIL,Power sector,Natural gas,2010,69
BRAZIL,Power sector,Natural gas,2011,69
BRAZIL,Power sector,Natural gas,2012,81
BRAZIL,Power sector,Natural gas,2013,93
BRAZIL,Power sector,Natural gas,2014,104
BRAZIL,Power sector,Natural gas,2015,116
BRAZIL,Power sector,Natural gas,2016,127
BRAZIL,Power sector,Natural gas,2017,139
BRAZIL,Power sector,Natural gas,2018,127
BRAZIL,Power sector,Natural gas,2019,127
BRAZIL,Power sector,Natural gas,2020,116
BRAZIL,Power sector,Natural gas,2021,116
BRAZIL,Power sector,Natural gas,2022,104
BRAZIL,Power sector,Natural gas,2023,104
BRAZIL,Power sector,Natural gas,2024,104
BRAZIL,Power sector,Natural gas,2025,93
BRAZIL,Power sector,Natural gas,2026,93
BRAZIL,Power sector,Natural gas,2027,93
BRAZIL,Power sector,Natural gas,2028,93
BRAZIL,Power sector,Natural gas,2029,93
BRAZIL,Power sector,Natural gas,2030,93
BRAZIL,Power sector,Natural gas,2031,93
BRAZIL,Power sector,Natural gas,2032,104
BRAZIL,Power sector,Natural gas,2033,116
BRAZIL,Power sector,Natural gas,2034,116
BRAZIL,Power sector,Natural gas,2035,127
BRAZIL,Power sector,Natural gas,2036,127
BRAZIL,Power sector,Natural gas,2037,139
BRAZIL,Power sector,Natural gas,2038,151
BRAZIL,Power sector,Natural gas,2039,162
BRAZIL,Power sector,Natural gas,2040,174
BRAZIL,Power sector,Nuclear,2010,34
BRAZIL,Power sector,Nuclear,2011,34
BRAZIL,Power sector,Nuclear,2012,34
BRAZIL,Power sector,Nuclear,2013,34
BRAZIL,Power sector,Nuclear,2014,34
BRAZIL,Power sector,Nuclear,2015,34
BRAZIL,Power sector,Nuclear,2016,34
BRAZIL,Power sector,Nuclear,2017,46
BRAZIL,Power sector,Nuclear,2018,46
BRAZIL,Power sector,Nuclear,2019,46
BRAZIL,Power sector,Nuclear,2020,46
BRAZIL,Power sector,Nuclear,2021,46
BRAZIL,Power sector,Nuclear,2022,46
BRAZIL,Power sector,Nuclear,2023,46
BRAZIL,Power sector,Nuclear,2024,46
BRAZIL,Power sector,Nuclear,2025,46
BRAZIL,Power sector,Nuclear,2026,46
BRAZIL,Power sector,Nuclear,2027,58
BRAZIL,Power sector,Nuclear,2028,58
BRAZIL,Power sector,Nuclear,2029,69
BRAZIL,Power sector,Nuclear,2030,69
BRAZIL,Power sector,Nuclear,2031,69
BRAZIL,Power sector,Nuclear,2032,81
BRAZIL,Power sector,Nuclear,2033,93
BRAZIL,Power sector,Nuclear,2034,104
BRAZIL,Power sector,Nuclear,2035,116
BRAZIL,Power sector,Nuclear,2036,116
BRAZIL,Power sector,Nuclear,2037,116
BRAZIL,Power sector,Nuclear,2038,127
BRAZIL,Power sector,Nuclear,2039,127
BRAZIL,Power sector,Nuclear,2040,139
BRAZIL,Power sector,Oil,2010,34
BRAZIL,Power sector,Oil,2011,34
BRAZIL,Power sector,Oil,2012,34
BRAZIL,Power sector,Oil,2013,34
BRAZIL,Power sector,Oil,2014,34
BRAZIL,Power sector,Oil,2015,34
BRAZIL,Power sector,Oil,2016,34
BRAZIL,Power sector,Oil,2017,34
BRAZIL,Power sector,Oil,2018,34
BRAZIL,Power sector,Oil,2019,23
BRAZIL,Power sector,Oil,2020,23
BRAZIL,Power sector,Oil,2021,23
BRAZIL,Power sector,Oil,2022,23
BRAZIL,Power sector,Oil,2023,23
BRAZIL,Power sector,Oil,2024,23
BRAZIL,Power sector,Oil,2025,23
BRAZIL,Power sector,Oil,2026,23
BRAZIL,Power sector,Oil,2027,23
BRAZIL,Power sector,Oil,2028,23
BRAZIL,Power sector,Oil,2029,23
BRAZIL,Power sector,Oil,2030,23
BRAZIL,Power sector,Oil,2031,23
BRAZIL,Power sector,Oil,2032,23
BRAZIL,Power sector,Oil,2033,23
BRAZIL,Power sector,Oil,2034,23
BRAZIL,Power sector,Oil,2035,23
BRAZIL,Power sector,Oil,2036,23
BRAZIL,Power sector,Oil,2037,23
BRAZIL,Power sector,Oil,2038,23
BRAZIL,Power sector,Oil,2039,23
BRAZIL,Power sector,Oil,2040,23
BRAZIL,Power sector,Other renewables,2010,0
BRAZIL,Power sector,Other renewables,2011,0
BRAZIL,Power sector,Other renewables,2012,0
BRAZIL,Power sector,Other renewables,2013,11
BRAZIL,Power sector,Other renewables,2014,11
BRAZIL,Power sector,Other renewables,2015,23
BRAZIL,Power sector,Other renewables,2016,23
BRAZIL,Power sector,Other renewables,2017,34
BRAZIL,Power sector,Other renewables,2018,46
BRAZIL,Power sector,Other renewables,2019,46
BRAZIL,Power sector,Other renewables,2020,58
BRAZIL,Power sector,Other renewables,2021,58
BRAZIL,Power sector,Other renewables,2022,58
BRAZIL,Power sector,Other renewables,2023,69
BRAZIL,Power sector,Other renewables,2024,69
BRAZIL,Power sector,Other renewables,2025,81
BRAZIL,Power sector,Other renewables,2026,81
BRAZIL,Power sector,Other renewables,2027,81
BRAZIL,Power sector,Other renewables,2028,93
BRAZIL,Power sector,Other renewables,2029,93
BRAZIL,Power sector,Other renewables,2030,104
BRAZIL,Power sector,Other renewables,2031,104
BRAZIL,Power sector,Other renewables,2032,104
BRAZIL,Power sector,Other renewables,2033,116
BRAZIL,Power sector,Other renewables,2034,116
BRAZIL,Power sector,Other renewables,2035,127
BRAZIL,Power sector,Other renewables,2036,127
BRAZIL,Power sector,Other renewables,2037,139
BRAZIL,Power sector,Other renewables,2038,139
BRAZIL,Power sector,Other renewables,2039,151
BRAZIL,Power sector,Other renewables,2040,162
BRAZIL,Power sector,Power sector,2010,674
BRAZIL,Power sector,Power sector,2011,686
BRAZIL,Power sector,Power sector,2012,709
BRAZIL,Power sector,Power sector,2013,732
BRAZIL,Power sector,Power sector,2014,744
BRAZIL,Power sector,Power sector,2015,767
BRAZIL,Power sector,Power sector,2016,790
BRAZIL,Power sector,Power sector,2017,814
BRAZIL,Power sector,Power sector,2018,814
BRAZIL,Power sector,Power sector,2019,825
BRAZIL,Power sector,Power sector,2020,848
BRAZIL,Power sector,Power sector,2021,860
BRAZIL,Power sector,Power sector,2022,872
BRAZIL,Power sector,Power sector,2023,883
BRAZIL,Power sector,Power sector,2024,907
BRAZIL,Power sector,Power sector,2025,918
BRAZIL,Power sector,Power sector,2026,942
BRAZIL,Power sector,Power sector,2027,965
BRAZIL,Power sector,Power sector,2028,988
BRAZIL,Power sector,Power sector,2029,1011
BRAZIL,Power sector,Power sector,2030,1046
BRAZIL,Power sector,Power sector,2031,1069
BRAZIL,Power sector,Power sector,2032,1104
BRAZIL,Power sector,Power sector,2033,1139
BRAZIL,Power sector,Power sector,2034,1163
BRAZIL,Power sector,Power sector,2035,1197
BRAZIL,Power sector,Power sector,2036,1232
BRAZIL,Power sector,Power sector,2037,1267
BRAZIL,Power sector,Power sector,2038,1302
BRAZIL,Power sector,Power sector,2039,1337
BRAZIL,Power sector,Power sector,2040,1372
BRAZIL,TFC,Bioenergy,2010,674
BRAZIL,TFC,Bioenergy,2011,674
BRAZIL,TFC,Bioenergy,2012,686
BRAZIL,TFC,Bioenergy,2013,686
BRAZIL,TFC,Bioenergy,2014,697
BRAZIL,TFC,Bioenergy,2015,697
BRAZIL,TFC,Bioenergy,2016,709
BRAZIL,TFC,Bioenergy,2017,721
BRAZIL,TFC,Bioenergy,2018,732
BRAZIL,TFC,Bioenergy,2019,744
BRAZIL,TFC,Bioenergy,2020,767
BRAZIL,TFC,Bioenergy,2021,779
BRAZIL,TFC,Bioenergy,2022,790
BRAZIL,TFC,Bioenergy,2023,802
BRAZIL,TFC,Bioenergy,2024,825
BRAZIL,TFC,Bioenergy,2025,837
BRAZIL,TFC,Bioenergy,2026,837
BRAZIL,TFC,Bioenergy,2027,848
BRAZIL,TFC,Bioenergy,2028,860
BRAZIL,TFC,Bioenergy,2029,872
BRAZIL,TFC,Bioenergy,2030,883
BRAZIL,TFC,Bioenergy,2031,895
BRAZIL,TFC,Bioenergy,2032,907
BRAZIL,TFC,Bioenergy,2033,918
BRAZIL,TFC,Bioenergy,2034,930
BRAZIL,TFC,Bioenergy,2035,942
BRAZIL,TFC,Bioenergy,2036,953
BRAZIL,TFC,Bioenergy,2037,965
BRAZIL,TFC,Bioenergy,2038,976
BRAZIL,TFC,Bioenergy,2039,988
BRAZIL,TFC,Bioenergy,2040,1000
BRAZIL,TFC,Coal,2010,81
BRAZIL,TFC,Coal,2011,81
BRAZIL,TFC,Coal,2012,81
BRAZIL,TFC,Coal,2013,81
BRAZIL,TFC,Coal,2014,81
BRAZIL,TFC,Coal,2015,81
BRAZIL,TFC,Coal,2016,81
BRAZIL,TFC,Coal,2017,81
BRAZIL,TFC,Coal,2018,81
BRAZIL,TFC,Coal,2019,81
BRAZIL,TFC,Coal,2020,81
BRAZIL,TFC,Coal,2021,81
BRAZIL,TFC,Coal,2022,81
BRAZIL,TFC,Coal,2023,81
BRAZIL,TFC,Coal,2024,81
BRAZIL,TFC,Coal,2025,93
BRAZIL,TFC,Coal,2026,93
BRAZIL,TFC,Coal,2027,93
BRAZIL,TFC,Coal,2028,93
BRAZIL,TFC,Coal,2029,93
BRAZIL,TFC,Coal,2030,93
BRAZIL,TFC,Coal,2031,93
BRAZIL,TFC,Coal,2032,93
BRAZIL,TFC,Coal,2033,93
BRAZIL,TFC,Coal,2034,93
BRAZIL,TFC,Coal,2035,93
BRAZIL,TFC,Coal,2036,93
BRAZIL,TFC,Coal,2037,93
BRAZIL,TFC,Coal,2038,93
BRAZIL,TFC,Coal,2039,93
BRAZIL,TFC,Coal,2040,104
BRAZIL,TFC,Electricity,2010,430
BRAZIL,TFC,Electricity,2011,430
BRAZIL,TFC,Electricity,2012,441
BRAZIL,TFC,Electricity,2013,453
BRAZIL,TFC,Electricity,2014,453
BRAZIL,TFC,Electricity,2015,465
BRAZIL,TFC,Electricity,2016,476
BRAZIL,TFC,Electricity,2017,488
BRAZIL,TFC,Electricity,2018,500
BRAZIL,TFC,Electricity,2019,511
BRAZIL,TFC,Electricity,2020,523
BRAZIL,TFC,Electricity,2021,534
BRAZIL,TFC,Electricity,2022,558
BRAZIL,TFC,Electricity,2023,569
BRAZIL,TFC,Electricity,2024,581
BRAZIL,TFC,Electricity,2025,593
BRAZIL,TFC,Electricity,2026,604
BRAZIL,TFC,Electricity,2027,628
BRAZIL,TFC,Electricity,2028,639
BRAZIL,TFC,Electricity,2029,662
BRAZIL,TFC,Electricity,2030,674
BRAZIL,TFC,Electricity,2031,686
BRAZIL,TFC,Electricity,2032,709
BRAZIL,TFC,Electricity,2033,721
BRAZIL,TFC,Electricity,2034,744
BRAZIL,TFC,Electricity,2035,767
BRAZIL,TFC,Electricity,2036,779
BRAZIL,TFC,Electricity,2037,802
BRAZIL,TFC,Electricity,2038,825
BRAZIL,TFC,Electricity,2039,848
BRAZIL,TFC,Electricity,2040,872
BRAZIL,TFC,Heat,2010,0
BRAZIL,TFC,Heat,2011,0
BRAZIL,TFC,Heat,2012,0
BRAZIL,TFC,Heat,2013,0
BRAZIL,TFC,Heat,2014,0
BRAZIL,TFC,Heat,2015,0
BRAZIL,TFC,Heat,2016,0
BRAZIL,TFC,Heat,2017,0
BRAZIL,TFC,Heat,2018,0
BRAZIL,TFC,Heat,2019,0
BRAZIL,TFC,Heat,2020,0
BRAZIL,TFC,Heat,2021,0
BRAZIL,TFC,Heat,2022,0
BRAZIL,TFC,Heat,2023,0
BRAZIL,TFC,Heat,2024,0
BRAZIL,TFC,Heat,2025,0
BRAZIL,TFC,Heat,2026,0
BRAZIL,TFC,Heat,2027,0
BRAZIL,TFC,Heat,2028,0
BRAZIL,TFC,Heat,2029,0
BRAZIL,TFC,Heat,2030,0
BRAZIL,TFC,Heat,2031,0
BRAZIL,TFC,Heat,2032,0
BRAZIL,TFC,Heat,2033,0
BRAZIL,TFC,Heat,2034,0
BRAZIL,TFC,Heat,2035,0
BRAZIL,TFC,Heat,2036,0
BRAZIL,TFC,Heat,2037,0
BRAZIL,TFC,Heat,2038,0
BRAZIL,TFC,Heat,2039,0
BRAZIL,TFC,Heat,2040,0
BRAZIL,TFC,Natural gas,2010,151
BRAZIL,TFC,Natural gas,2011,139
BRAZIL,TFC,Natural gas,2012,139
BRAZIL,TFC,Natural gas,2013,139
BRAZIL,TFC,Natural gas,2014,139
BRAZIL,TFC,Natural gas,2015,139
BRAZIL,TFC,Natural gas,2016,139
BRAZIL,TFC,Natural gas,2017,139
BRAZIL,TFC,Natural gas,2018,139
BRAZIL,TFC,Natural gas,2019,139
BRAZIL,TFC,Natural gas,2020,139
BRAZIL,TFC,Natural gas,2021,151
BRAZIL,TFC,Natural gas,2022,151
BRAZIL,TFC,Natural gas,2023,162
BRAZIL,TFC,Natural gas,2024,162
BRAZIL,TFC,Natural gas,2025,174
BRAZIL,TFC,Natural gas,2026,174
BRAZIL,TFC,Natural gas,2027,186
BRAZIL,TFC,Natural gas,2028,197
BRAZIL,TFC,Natural gas,2029,197
BRAZIL,TFC,Natural gas,2030,209
BRAZIL,TFC,Natural gas,2031,209
BRAZIL,TFC,Natural gas,2032,220
BRAZIL,TFC,Natural gas,2033,232
BRAZIL,TFC,Natural gas,2034,244
BRAZIL,TFC,Natural gas,2035,255
BRAZIL,TFC,Natural gas,2036,255
BRAZIL,TFC,Natural gas,2037,267
BRAZIL,TFC,Natural gas,2038,279
BRAZIL,TFC,Natural gas,2039,290
BRAZIL,TFC,Natural gas,2040,302
BRAZIL,TFC,Oil,2010,1081
BRAZIL,TFC,Oil,2011,1093
BRAZIL,TFC,Oil,2012,1104
BRAZIL,TFC,Oil,2013,1116
BRAZIL,TFC,Oil,2014,1139
BRAZIL,TFC,Oil,2015,1151
BRAZIL,TFC,Oil,2016,1163
BRAZIL,TFC,Oil,2017,1186
BRAZIL,TFC,Oil,2018,1163
BRAZIL,TFC,Oil,2019,1186
BRAZIL,TFC,Oil,2020,1209
BRAZIL,TFC,Oil,2021,1232
BRAZIL,TFC,Oil,2022,1256
BRAZIL,TFC,Oil,2023,1279
BRAZIL,TFC,Oil,2024,1302
BRAZIL,TFC,Oil,2025,1325
BRAZIL,TFC,Oil,2026,1337
BRAZIL,TFC,Oil,2027,1360
BRAZIL,TFC,Oil,2028,1383
BRAZIL,TFC,Oil,2029,1407
BRAZIL,TFC,Oil,2030,1430
BRAZIL,TFC,Oil,2031,1442
BRAZIL,TFC,Oil,2032,1465
BRAZIL,TFC,Oil,2033,1477
BRAZIL,TFC,Oil,2034,1500
BRAZIL,TFC,Oil,2035,1523
BRAZIL,TFC,Oil,2036,1535
BRAZIL,TFC,Oil,2037,1558
BRAZIL,TFC,Oil,2038,1570
BRAZIL,TFC,Oil,2039,1593
BRAZIL,TFC,Oil,2040,1604
BRAZIL,TFC,Other renewables,2010,0
BRAZIL,TFC,Other renewables,2011,0
BRAZIL,TFC,Other renewables,2012,0
BRAZIL,TFC,Other renewables,2013,0
BRAZIL,TFC,Other renewables,2014,0
BRAZIL,TFC,Other renewables,2015,0
BRAZIL,TFC,Other renewables,2016,0
BRAZIL,TFC,Other renewables,2017,0
BRAZIL,TFC,Other renewables,2018,0
BRAZIL,TFC,Other renewables,2019,11
BRAZIL,TFC,Other renewables,2020,11
BRAZIL,TFC,Other renewables,2021,11
BRAZIL,TFC,Other renewables,2022,11
BRAZIL,TFC,Other renewables,2023,11
BRAZIL,TFC,Other renewables,2024,11
BRAZIL,TFC,Other renewables,2025,11
BRAZIL,TFC,Other renewables,2026,11
BRAZIL,TFC,Other renewables,2027,11
BRAZIL,TFC,Other renewables,2028,11
BRAZIL,TFC,Other renewables,2029,11
BRAZIL,TFC,Other renewables,2030,11
BRAZIL,TFC,Other renewables,2031,11
BRAZIL,TFC,Other renewables,2032,11
BRAZIL,TFC,Other renewables,2033,11
BRAZIL,TFC,Other renewables,2034,11
BRAZIL,TFC,Other renewables,2035,23
BRAZIL,TFC,Other renewables,2036,23
BRAZIL,TFC,Other renewables,2037,23
BRAZIL,TFC,Other renewables,2038,23
BRAZIL,TFC,Other renewables,2039,23
BRAZIL,TFC,Other renewables,2040,23
BRAZIL,TFC,Total final consumption,2010,2453
BRAZIL,TFC,Total final consumption,2011,2477
BRAZIL,TFC,Total final consumption,2012,2512
BRAZIL,TFC,Total final consumption,2013,2535
BRAZIL,TFC,Total final consumption,2014,2570
BRAZIL,TFC,Total final consumption,2015,2593
BRAZIL,TFC,Total final consumption,2016,2628
BRAZIL,TFC,Total final consumption,2017,2663
BRAZIL,TFC,Total final consumption,2018,2640
BRAZIL,TFC,Total final consumption,2019,2698
BRAZIL,TFC,Total final consumption,2020,2756
BRAZIL,TFC,Total final consumption,2021,2814
BRAZIL,TFC,Total final consumption,2022,2884
BRAZIL,TFC,Total final consumption,2023,2942
BRAZIL,TFC,Total final consumption,2024,3000
BRAZIL,TFC,Total final consumption,2025,3058
BRAZIL,TFC,Total final consumption,2026,3105
BRAZIL,TFC,Total final consumption,2027,3163
BRAZIL,TFC,Total final consumption,2028,3221
BRAZIL,TFC,Total final consumption,2029,3279
BRAZIL,TFC,Total final consumption,2030,3326
BRAZIL,TFC,Total final consumption,2031,3384
BRAZIL,TFC,Total final consumption,2032,3442
BRAZIL,TFC,Total final consumption,2033,3500
BRAZIL,TFC,Total final consumption,2034,3570
BRAZIL,TFC,Total final consumption,2035,3628
BRAZIL,TFC,Total final consumption,2036,3686
BRAZIL,TFC,Total final consumption,2037,3744
BRAZIL,TFC,Total final consumption,2038,3803
BRAZIL,TFC,Total final consumption,2039,3872
BRAZIL,TFC,Total final consumption,2040,3930
BRAZIL,TPED,Bioenergy,2010,942
BRAZIL,TPED,Bioenergy,2011,942
BRAZIL,TPED,Bioenergy,2012,953
BRAZIL,TPED,Bioenergy,2013,965
BRAZIL,TPED,Bioenergy,2014,976
BRAZIL,TPED,Bioenergy,2015,988
BRAZIL,TPED,Bioenergy,2016,1000
BRAZIL,TPED,Bioenergy,2017,1011
BRAZIL,TPED,Bioenergy,2018,1023
BRAZIL,TPED,Bioenergy,2019,1046
BRAZIL,TPED,Bioenergy,2020,1069
BRAZIL,TPED,Bioenergy,2021,1081
BRAZIL,TPED,Bioenergy,2022,1104
BRAZIL,TPED,Bioenergy,2023,1128
BRAZIL,TPED,Bioenergy,2024,1139
BRAZIL,TPED,Bioenergy,2025,1163
BRAZIL,TPED,Bioenergy,2026,1174
BRAZIL,TPED,Bioenergy,2027,1186
BRAZIL,TPED,Bioenergy,2028,1197
BRAZIL,TPED,Bioenergy,2029,1209
BRAZIL,TPED,Bioenergy,2030,1221
BRAZIL,TPED,Bioenergy,2031,1232
BRAZIL,TPED,Bioenergy,2032,1244
BRAZIL,TPED,Bioenergy,2033,1267
BRAZIL,TPED,Bioenergy,2034,1279
BRAZIL,TPED,Bioenergy,2035,1302
BRAZIL,TPED,Bioenergy,2036,1314
BRAZIL,TPED,Bioenergy,2037,1325
BRAZIL,TPED,Bioenergy,2038,1337
BRAZIL,TPED,Bioenergy,2039,1349
BRAZIL,TPED,Bioenergy,2040,1360
BRAZIL,TPED,Coal,2010,162
BRAZIL,TPED,Coal,2011,162
BRAZIL,TPED,Coal,2012,162
BRAZIL,TPED,Coal,2013,162
BRAZIL,TPED,Coal,2014,174
BRAZIL,TPED,Coal,2015,174
BRAZIL,TPED,Coal,2016,174
BRAZIL,TPED,Coal,2017,186
BRAZIL,TPED,Coal,2018,186
BRAZIL,TPED,Coal,2019,186
BRAZIL,TPED,Coal,2020,186
BRAZIL,TPED,Coal,2021,186
BRAZIL,TPED,Coal,2022,186
BRAZIL,TPED,Coal,2023,186
BRAZIL,TPED,Coal,2024,197
BRAZIL,TPED,Coal,2025,197
BRAZIL,TPED,Coal,2026,197
BRAZIL,TPED,Coal,2027,197
BRAZIL,TPED,Coal,2028,197
BRAZIL,TPED,Coal,2029,197
BRAZIL,TPED,Coal,2030,197
BRAZIL,TPED,Coal,2031,197
BRAZIL,TPED,Coal,2032,197
BRAZIL,TPED,Coal,2033,197
BRAZIL,TPED,Coal,2034,197
BRAZIL,TPED,Coal,2035,197
BRAZIL,TPED,Coal,2036,197
BRAZIL,TPED,Coal,2037,197
BRAZIL,TPED,Coal,2038,197
BRAZIL,TPED,Coal,2039,197
BRAZIL,TPED,Coal,2040,197
BRAZIL,TPED,Hydro,2010,395
BRAZIL,TPED,Hydro,2011,383
BRAZIL,TPED,Hydro,2012,383
BRAZIL,TPED,Hydro,2013,372
BRAZIL,TPED,Hydro,2014,372
BRAZIL,TPED,Hydro,2015,360
BRAZIL,TPED,Hydro,2016,360
BRAZIL,TPED,Hydro,2017,360
BRAZIL,TPED,Hydro,2018,360
BRAZIL,TPED,Hydro,2019,372
BRAZIL,TPED,Hydro,2020,395
BRAZIL,TPED,Hydro,2021,407
BRAZIL,TPED,Hydro,2022,418
BRAZIL,TPED,Hydro,2023,430
BRAZIL,TPED,Hydro,2024,441
BRAZIL,TPED,Hydro,2025,453
BRAZIL,TPED,Hydro,2026,465
BRAZIL,TPED,Hydro,2027,476
BRAZIL,TPED,Hydro,2028,488
BRAZIL,TPED,Hydro,2029,500
BRAZIL,TPED,Hydro,2030,511
BRAZIL,TPED,Hydro,2031,523
BRAZIL,TPED,Hydro,2032,534
BRAZIL,TPED,Hydro,2033,546
BRAZIL,TPED,Hydro,2034,558
BRAZIL,TPED,Hydro,2035,569
BRAZIL,TPED,Hydro,2036,581
BRAZIL,TPED,Hydro,2037,593
BRAZIL,TPED,Hydro,2038,604
BRAZIL,TPED,Hydro,2039,628
BRAZIL,TPED,Hydro,2040,639
BRAZIL,TPED,Natural gas,2010,267
BRAZIL,TPED,Natural gas,2011,279
BRAZIL,TPED,Natural gas,2012,290
BRAZIL,TPED,Natural gas,2013,302
BRAZIL,TPED,Natural gas,2014,325
BRAZIL,TPED,Natural gas,2015,337
BRAZIL,TPED,Natural gas,2016,348
BRAZIL,TPED,Natural gas,2017,372
BRAZIL,TPED,Natural gas,2018,348
BRAZIL,TPED,Natural gas,2019,348
BRAZIL,TPED,Natural gas,2020,348
BRAZIL,TPED,Natural gas,2021,360
BRAZIL,TPED,Natural gas,2022,360
BRAZIL,TPED,Natural gas,2023,360
BRAZIL,TPED,Natural gas,2024,360
BRAZIL,TPED,Natural gas,2025,372
BRAZIL,TPED,Natural gas,2026,383
BRAZIL,TPED,Natural gas,2027,395
BRAZIL,TPED,Natural gas,2028,407
BRAZIL,TPED,Natural gas,2029,418
BRAZIL,TPED,Natural gas,2030,430
BRAZIL,TPED,Natural gas,2031,453
BRAZIL,TPED,Natural gas,2032,476
BRAZIL,TPED,Natural gas,2033,500
BRAZIL,TPED,Natural gas,2034,523
BRAZIL,TPED,Natural gas,2035,546
BRAZIL,TPED,Natural gas,2036,569
BRAZIL,TPED,Natural gas,2037,604
BRAZIL,TPED,Natural gas,2038,628
BRAZIL,TPED,Natural gas,2039,662
BRAZIL,TPED,Natural gas,2040,686
BRAZIL,TPED,Nuclear,2010,34
BRAZIL,TPED,Nuclear,2011,34
